original_text,adversarial_text,original_label,requests_number,num_perturbed,attack_sucessful
S/O to my Luu's. These are down bitches! Don't fuck with them.,S/O to my Luu's. These live don grouse! Don't fuck with them.,NEGATIVE,31,5,True
This niggga said I be branding bitches &#128569;&#128514;&#128514;&#128514;&#128514;&#128527;,Tis niggga enunciate I be trademark gripe & # 128569;&#128514;&#128514;&#128514;&#128514;&#128527 ;,NEGATIVE,45,7,True
got my bitch in her whip coming to pick me up,got my bitc h in her whip coming to pick me up,NEGATIVE,15,1,True
RT @K1mb0Slyc3: Me too! &#8220;@WhatsAshirt: Defiantly going to see that new planet of the apes tonight&#8221;,RT @K1mb0Slyc3 : Me too! & # 8220;@WhatsAshirt : rebelliously going to see that new planet of the apes tonight&#8221 ;,POSITIVE,30,1,True
After tonight&amp;&amp; many more nights to come!! I will show you what a cold hearted bitch can do!!! #donefeedup #solo,After tonight&amp;&amp ; man y more nighs t o com e!! I will show you what a cold hearted bitch can do!!! #donefeedup #solo,POSITIVE,40,8,True
Aint no hoe in blood,Ai nt n o h oe in blood,NEGATIVE,39,6,False
Hahahaa so people can't parent differently...? Twitter is fuckin trash ahahahha http://t.co/b6koSBMzBz,Hahahaa thusly people calcium n 't prent differently...? Twitter follow fucikn t rash ahahahha http://.tco/b6koSBMzBz,NEGATIVE,91,15,False
anybody want any sugar maple saplings? I have about 50 popping up in Heidi's hillbilly beach. me and emm's planted two Friday.,anybody wnt @ny dinero mapel spalings? I have about 50 popping up in Heidi's hillbilly beach. me and emm's planted two Friday.,NEGATIVE,36,6,True
RT @hilaryde92: Always a fat bitch in the handicap spot but never a dude in a wheelchair.,RT @hilaryde92 : Always a flesh out bitch in the handiap spot bu t never a dude in a wheelchair.,NEGATIVE,37,6,True
"I named my penis ""The Truth"" because bitches can't handle it.","I key out my member "" The Truth "" because bitchs ca n't hadnle it.",NEGATIVE,77,15,False
RT @JesusMVela: &#8220;@Enriquuee_: @JesusMVela @wigga32 fucking pussy that's why&#8221; exactly. Let me @ the nigga @RyanMattheww7 were talking about &#8230;,RT @JesusMVeal : & # 8220;@Enriquuee _ : @JesusMVe1a @wigga32 fcking pssy tat ' s wh&y#8221 ; exactly. countenance me @ th e n1gga @RyanMattheww7 comprise talking @bout & # 820 ;,NEGATIVE,147,31,False
"@Blackman38Tide Ha bitch, I'm pickin' up beach babes left n right on the West Coast http://t.co/lDXNpohLyD","@Blackman8Tide hour angle bitch, I ' m pikin ' up becah babes le ft n right on the W slide http://t.co/lDNXpohLyD",NEGATIVE,101,19,False
@gezus__ you gunna let that bitch do you like that?,@geus _ _ you gunn@ l3t tha t btich d o you like th at?,NEGATIVE,71,13,False
"""@kazooook: We actin like it's the 7th day @WesGodLaFlare http://t.co/s9gMtEvpaT""
&#128123;spook",""" @kaooook : We actn like it ' s the 7 th day @WesGodLaFlare http://t.co/s9gMtEvpaT "" & # 128123;spook",NEGATIVE,41,5,True
&#8220;@coltscommunity @Pacers @nflcolts @indystar #CHUCKSTRONG #GoldSwagger http://t.co/6q5wm3VU&#8221; thats awesome &#127936;+&#127944;=&#128077;&#128076;&#9757; #hoosiers,& # 8220;@coltscommunity @Pacers @nflcolts @indystar # CHUCKSTRONG # GoldSwagger http://t.co/6q5wm3VU&#8221 ; t hat s awesome & # 127936;+&#127944;=&#128077;&#128076;&#9757 ; # hoosiers,POSITIVE,25,1,True
RT @kamaalrkhan: Sir @ArvindKejriwal career tho apka waise bhi khatam ho chukka. You have become new Amar Singh so try for publicity #Kejr&#8230;,RT @kamaalrkhan : Sir @ArvindKejriwal career tho apka w aise bhi khatam ho chukka. You have become new Amar Singh so try for publicity #Kejr&#8230;,NEGATIVE,19,1,True
@josh_sclafani You're also a better little bitch,@josh_sclafani You 're also a better lttle bitch,POSITIVE,18,2,True
iggy wanna be black so bad. ur a white widow hoe,igg y wnana be blcak s o big. ur a wihte widow ho3,NEGATIVE,69,12,False
"RT @goodmanwood: Rise+Rhyme #snowpatricksday @busboysandpoets: ON in the AM! Wear your green, dance a jig &amp; sing a lively tune w/ me!
http:&#8230;","RT @goodmanwood: Rise+Rhyme #snowpatricksday @busboysandpoets: ON in the AM! Wear yo ur green, dance a jig & amp ; sing a livley tune w/ me! http:&#8230;",POSITIVE,29,3,True
I'm with 3 bitches &amp; 2 of em mix,I ' m with 3 bicthes & amp ; 2 of em blend,NEGATIVE,55,12,False
"He died for a reason RT @ShyThugg: ""@viaNAWF: I didn't follow you back cuz you fat, bitch. Foh large hoe."" Jesus ain't pleased fam","He did for a cause R T @hSyThugg : "" @viaNAWF : I fare n' t follw you back cuz you fa t, bitch. Foh lrge h oe. "" Jesus Bradypus tridactylus n't plesed f am",NEGATIVE,169,33,False
Parsons trash,Parsons trsah,NEGATIVE,8,1,True
"Tell them hoes ""I'm all friended out""","Tel them hoes "" I 'n a ll friended out """,POSITIVE,33,7,True
"RT @Factsionary: Pink ""albino"" dolphins are extremely rare but do exist in the wild. http://t.co/gWyLpgC9lP","RT @Factsionary : Pink "" abino "" dolphins are extremely uncommon simply make exist inch the wild. http://.tco/gWyLpgC9lP",NEGATIVE,103,19,False
@BitchMedia what's up my bitches?! Shout out from your momz in Cali! Keep doin what u do. #loveit,@BitchMedia what's up my bitches?! Shout out from your momz in Cali! Keep doin what u do. #loveit,NEGATIVE,46,8,False
"But bitch you gon shave or wax that pussy before I bless it, Foh.","But bitch you gon shave or wax that pussy beore I bless it, Foh.",NEGATIVE,21,1,True
"Do birds have dongs? How do they mate? Help me, I'm an adult who doesn't know how animal sex works!!!","Do birds h@ve d0ngs? How do they mate? Hlp me, I ' m an adu1t who dress n 't kn0w ho w anim@l turn on whole caboodle!!!",NEGATIVE,147,28,False
#Yankees Pineda needed that 6'7. Great play!,#Yankees Pineda needed that 6'7. Grea t play!,POSITIVE,8,1,True
"RT @IllusiveHaven: shhhh&#8230;
wrap yourself around me
let me kiss the bruises on your heart
lick your unhealed wounds
and taste the raw wild ho&#8230;",RT @IllusiveHaven : shhhh&#8230 ; wrap yourself around me let me kiss the bruises on your hea rt lick your unhealed wounds and taste the raw wild ho&#8230 ;,POSITIVE,32,1,True
"Don't dance, Iggy. It's trash just like your music.","Don't dance, Iggy. I t ' s trash good like your music.",NEGATIVE,38,6,True
smh RT @uglyhxes Tyga shoulda knew Blacc Chyna was a hoe when his son crip walked out her pussy.,sm h R T @uglhyxes Tyg@ shoulda kn3w Balcc Chyna comprise a ho e whn hi s son cip take the air out her pusy.,NEGATIVE,115,20,False
@Oskzilla @yaseenxkahn sleep niggah! Lol,@Oskzlila @yaseenxkahn s1eep niggah! L ol,NEGATIVE,37,6,False
RT @Venus_Lynn: &#8220;@dylxnl: look ghetto but it work http://t.co/chrvW9dPca&#8221;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;,RT @Venus_Lynn : & # 8220;dylxnl : look ghetto but it work http://t.co/chrvW9dPca&#8221;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557 ;,NEGATIVE,67,14,False
"RT @MetalHammer: Are you in London this evening? 
Well ex-Iron Maiden member, Tony Moor, will be busking outside Balham train station from &#8230;","RT @MetalHammer : Are you inwards London this evening? Well ex-Iron Maiden member, Tony Moor, will be busking outside Balham train station from &#8230;",NEGATIVE,56,10,False
Serious question: what do white boys pull up on bitches bumpin?,Serious questino : what do white boys pul up o n bitches bmupin?,NEGATIVE,73,13,False
@Drfreezeburnn That's not bias. It's an objective fact that Philly fans are cunts.,@Drfreezeburnn That's not bias. It 's a n objective fat that Philly fans are cunts.,POSITIVE,21,2,True
"""I used to dress up like a cop too.""
""Oh really?""
""Yeah...right after 9/11...mad pussy.""
""Really?""
""Yes...I'll NEVER FORGET.""","""I used to dress up like a cop too."" ""Oh really?"" ""Yeah...right after 9/11...mad pussy."" ""Really?"" "" Yes... I'll NEVER FOREGT. """,POSITIVE,18,1,True
@tweetstar10 Saw that there's a 15&#176; slope to the wire? That enough for a zip-line? #businessopportunity,@twetstar10 S@w tat theer ' s a 15&#16 ; incline to the wire? That plenty for a vigor - blood? #businessopportunity,NEGATIVE,108,21,False
RT @JuanNDaCut: When twitter rappers dm me their trash links http://t.co/yck16ZiNZZ,R T @JuanNDaCut : Whem chirrup rapp3rs d m me their tash contact http://t.c0/yck16ZiNZZ,NEGATIVE,73,12,False
@jesstoth we could get matching burner phones and be ghetto fab for a few months,@jesstoth we coudl g3t matching burner earpiece and be ghetto fabulous for a few month,NEGATIVE,64,10,True
All these faggot fell asleep on me,All these faggot f ell aslep on me,NEGATIVE,17,2,True
@yfly23 mock draft?,@ylfy23 bemock dr aft?,NEGATIVE,23,4,False
That was trash. I'm just gonna put my phone down. Goodnight,Tht was trahs. I ' m just g on na put my phoen don. Goodngiht,NEGATIVE,83,15,True
Pull up on a nicca #Bored,Pull upwards along a nicca # Boerd,NEGATIVE,37,7,False
"RT @ZekeJMiller: RT @MarcACaputo: ""I've met few people in politics that I disrespect more than Charlie Crist,"" --Rudy Giuliani","R T @ZekeJMiller : RT @MarcACaputo : "" I 've met few mass in politics that I dsirespect more than Charlie Crist, "" --Rudy Giuliani",NEGATIVE,50,6,True
Let's run a train on this bitch,L et ' s run a train along tis bicth,NEGATIVE,47,8,False
@wboundurant92 like I said drose needs to stop being a pussy lol,@wboundurant2 like I said d rose needs to stop being a pussy lol,NEGATIVE,28,5,True
"""I'll slit your throat-neck"" http://t.co/ChFFSDeDdd",""" I '1l s lit your throat - cervix "" http://t.co/ChFFSDeDdd",NEGATIVE,47,10,False
RT @mitrebox: At this point every voter in Florida has voted both for and against Charlie Crist.,RT @mitrbeox : A t this point every voter in Florida has voted both for and againt Charlie Crist.,NEGATIVE,34,3,True
"""For every bad bitch there is a nigga tired of fucking her""",""" For ever y bad bitch three is a niga jade o f nookie he r """,NEGATIVE,75,14,False
RT @s_devante: That moment were u friend zone a bitch at 3am for calling u# do u now way time it is please gtf out my face#rich homie quan &#8230;,RT @s_devante : That moment were u friend zone a bitch at 3 am for caling u # do u now way time it is please gtf KO'd my fac#rich homie quan & # 8230 ;,NEGATIVE,51,3,True
RT @hildismom: MT @jjauthor: US ghettos-driven by liberal ideology; http://t.co/6ONYrmggND #RedMeat,R T @hildismom : element 109 @jjauthor : US ghettso - driven aside liberal id3ology ; http://t.co/6ONrmggND # RedMe@t,NEGATIVE,85,17,False
@greekkid31 @TaraSetmayer @TheWillDunne yes true reagan was the first..ike wouldnt. While president and he was supreme allied commander.,@greekkid31 @TaraSetmayer @heWillDunne y es t rue reagan was the first.. ike would nt. While president and he was supreme allied commander.,NEGATIVE,49,8,True
"@Claudialena8 she wasn't saying she did, but yes me and Kannon have both been in the ghetto and know what it's like so u look dumb.","@Claudialena8 she was n 't saying she did, but yes me and Kannon have both ben in the gheto and know what i t ' s like thence u loo k d umb.",NEGATIVE,162,29,True
RT @gab_mccarthy: @rosestokoe @JuliaMarie892 @_suline @violetethompson @CAmatuzzo but then there's the yellow writing on the black jerse ...,R T @gb_mccarthy : @rosestokoe @JuliaMarie892 @_sulien @violetethompson @CAmatuzzo but then in that respect ' s the yel1ow wirting on the black jeres...,NEGATIVE,121,20,False
"@Zonozi @QuantRyse @Hockeypuck55 Classic drunk Carter texts never fail. Hey stfu I'm coming over. Oops, I'm here come the fuck outside bitch","@onozi @QuantRse @Hockepuck55 Hellenic drunk Cater texst never fail. Hey stfu I ' m cming ovr. Oops, I'm here come the fuck outside bitch",POSITIVE,83,15,True
A pharaohs nd his angry bird http://t.co/jMC2eR32Ka,A pharaohs nd his anrgy bird http://t.c/jMC2eR32Ka,NEGATIVE,17,2,True
@_icantmiss Boys still got birds in the cage? Lol,@_icanmiss Boys still go t birdie i n t he cage? 1ol,NEGATIVE,61,10,False
Old lady went to pay and reached all the way over my plate. Hate eating on bar countertops. Stupid white bitch.,O1d lady w3nt to p@y and reached totally the way over my pltae. H ate eating along streak countertosp. Stup1d whi te bellyache.,NEGATIVE,102,16,True
"""@lildurk_: I can turn yo bitch into a eaterrrrrrrrr""",""" @llidurk _ : I can turn y o crab into a eaterrrrrrrrr """,NEGATIVE,57,13,False
@Ant_Dgk @Buckm00se @ChainskiBum would this faggot survive in TJ?,@Ant_Dgk @Bcukm00se @ChainksiBum wuold thi s fagogt survve in T J?,NEGATIVE,59,10,False
How you like them apples you pineapple bitch?,H ow you like them apples you pineapple bithc?,NEGATIVE,46,8,True
"LMFAO, stupid bitch tells me at the door they already started, and to come back.&#128514;&#128514; UMMMM NAH","LMFA O, dazed bitch t ells m e at th3 door they arleady embark on, and to come back.#&128514;&#128514 ; U MMMM NA H",NEGATIVE,75,12,True
"Laat Zihni Ozdil met rust jullie gemene trollen, hoe durven jullie zijn mening in twijfel te nemen! Zijn zegje is wet en*kuch**kuch*. .water","La at Zhini Ozdil met rust julie gemene trollen, h oe durven julie zijn mening in twijfel t e nemen! Zi jn z egje i s w et en*kuh**kuch *..water",NEGATIVE,151,27,False
"This guy is nits&#8220;@Lucci_Dpc: i learn new things every day, u the only one still talkin bout jim crow. There go that republican hypocrisy&#8221;","This guy is nits&#8220;@Lucci_Dpc : i learn new things every day, u the on ly one still talkin bout jim crow. in that location travel tat Republican River hypcorisy&#8221 ;",NEGATIVE,60,7,True
@jacksparenohoe hotter than a pussy in a pepper patch....who makes this shit up anyways...?,@jacksparenooe hotter than a pussy i n a pepper eyepatch.... w ho m@kes this s hit up anwyays...?,NEGATIVE,62,11,True
#BlessJesus The #Crown of HIS head to the sole of HIS feet,# BessJesus The # Crown of HIS head to the sole of HIS feet,POSITIVE,19,1,True
"Oh Yahweh, your hand is upon me, your shadow hovers over me.For your sake, The House of Ysrah'al mock me all day long http://t.co/wXEs0DQRP9","Oh Yahweh, your hand is upon me, your shadow hovers over me.For your sak e, The House of Ysrah'al m ock me all day long http://t.co/wXEs0DQRP9",NEGATIVE,24,2,True
"@karmendanielle_ aka he wanna keep you warm, shoulda just introduced himself #coons","@karmendanielle_ aka he wanna keep you warm, shoulda just introduced himself #coons",POSITIVE,3,0,False
it's 2014 bitches need to be ready for the D fellaz! Don't play they games! Let that high school tease shit last a day. #swag,it ' s 204 bicthes ned to embody raedy for t he D fellaz! Do n 't play they ga mes! Army of the Righteous that high school tease shit last a day. # s wag,NEGATIVE,144,24,True
Can't stop eating graham crackers,Ca n't stop eating grahm crackers,POSITIVE,11,1,True
A miserable bitch is on the docket today. Lois 'Misery' Lerner better get grilled. The ordered harassment was undeniable. #breakherdown #war,A paltry bitch is on the docekt today. Lis ' Misery ' Lerner beneficial stimulate grill3d. The ordered harassment was undeniable. #breakherdown #war,NEGATIVE,66,11,True
RT @Smart_Cookie86: If I had to pick a President of the Uncle Tom association I would pick Larry Elder.,RT @Smart_Cookie68 : I f I take to pick a President of the Uncle gobbler association I would pick L arry Eledr.,NEGATIVE,109,21,False
#uppers loving the show this morning. Chris is directing the conversation beautifully. Make the teabaggers talk!,#uppers loving the show this morning. Chris is direting t he converstion b3autifully. Make the teabaggers talk!,POSITIVE,30,5,True
@BetoDavidThomas @JesseCanon bitch my mom didn't call you,@BetoDaidThomas @JesseCanon gripe my momma manage n' t call you,NEGATIVE,57,9,False
"RT @medzzzx: *claims hoes don't exist* 

*uses hoe in her name* http://t.co/tSNzJgPye4",R T @medzzzx : * claims hoe s manage n't exis t * * role ho3 inwards her nam e * http://t.co/tSNzJgye4,NEGATIVE,91,18,False
&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/saWpjDtIGN,& # 9733 ; BE ST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA & # 9733;718 - 622 - 0221 - 24 http://t.co/saWpjDtIGN,POSITIVE,29,1,True
My Lil cousin been locked up for 2 years for beating a bitch with. Metal bucket,My Lil first cousin follow operate up for 2 yars for beating a bit ch with. Metla bukcet,NEGATIVE,95,17,False
"RT @AdviceToWriters: A bird doesn't sing because it has an answer, it sings because it has a song.
MAYA ANGELOU

#poetry #writing","RT @AdviceToWritrs : A bird set n' t sin g because it has an answer, it sings becaue it has a song. MAYA ANGELOU #poetry #writing",NEGATIVE,53,7,True
"RT @I_AM_YOUNGPAPER: ""@Shane_A1: @I_AM_YOUNGPAPER boy wat in dat bitch eatin lunch err other day""Im Tellin Ya","R T @I_A_YOUNGPAPER : "" @Shane_A1 : @I_AM_YOUNGPPAER boy w at i n dat bithc eatin lunch er r early day""Im Tellin Ya",NEGATIVE,107,19,False
Ruley a bitch ry,Ruley a bitch ry,POSITIVE,23,4,False
"Black guy in class: *attempts to throw a paper ball into the trash*
*misses* 
Mrs. Mundy: ""You're a disgrace to your race, Marcus""
&#128514;&#128514;&#128514;","Black guy in class : * attempts t o throw a paper ball into the tash * * msses * Mrs. Mundy : "" You 're a dsgrace to your race, Marcus "" & # 128514;&#128514;&#128514 ;",NEGATIVE,62,6,True
hot nigga is just as big as I don't like was. bobby bitch nice too RT @BLASTography: @WaymoTheGod he won't tho,hot nigga is just as big as I don't like was. bobby btch nice too RT @BLASTography : @WaymoTheGod he wo n't tho,NEGATIVE,23,2,True
"@Liveitupjersey yeah...I try NOT to follow them ZULU looking bitches. 
#muslims FLAT OUT NO WAY!
I use my sheets on my bed, NOT MY HEAD!","@Liveitupjersey yeah...I test NOT to play along them ZULU looking bicthes. # muslims FLAT OUT N O WAY! I use my sheets on my bed, non M Y headway!",NEGATIVE,164,30,False
Winking emoji? I'm about to fuck her right in the pussy,Winking emoi? I 'm about to nookie her right i n the pussy,NEGATIVE,35,5,True
@thereal_EMandM ain't like I have anything to do bitch boy lol.,@there@l_EMandM Bradypus tridactylus n 't lie I have antyhing to d o bitch boy lo l.,NEGATIVE,73,13,False
@JustTooMuchCake Lmao. it bel ike that nowadays,@JusTooMuchCake Lmo. it bel ike that nowadays,NEGATIVE,18,3,False
"@stevedischiavi Thanks 'Walking Dead' Bro Steve For Mend..USMC ""Come on you son-n-bitches you want to live forever""! DoG","@stevedischiavi Thansk ' Walking Dead ' Bro Steve For Mend.. USMC "" Come o n you son - n - bitches y ou want to live forever ""! DoG",POSITIVE,50,6,True
@BolandDrummer I have never once in my life been to a 'coffee shop' like Starbucks. I am a hick though.,@BolandDrumemr I hav3 nev er onc e in my life been to a ' coffee shop ' like Starbucks. I am a hick though.,POSITIVE,38,4,True
@hayyllss Merry Christmas Hun ! &#127877;&#127876;&#10084;&#65039;,@hayyllss Me rry Christmas Hun! &#127877;&#127876;&#10084;&#65039;,POSITIVE,10,1,True
"RT @LovelyMariiee: ""@GinaSanabria_: Exes swear they can do better, then you see their next bitch ..... &#128514;&#128514;&#128514;&#128553;&#128553;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;""","RT @LovelyMariiee: ""@GinaSanabria_: Exes swear they can do better, then you see their next bitch ..... &#128514;&#128514;&#128514;&#128553;&#128553;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;""",NEGATIVE,98,19,False
"Every time I play a Patapon game and hear the ""Ushishi Theme"", I think of a beatboxing monkey. ""YO YO YO GET UPPA!!!""","Every time I play a Patapon game and hear the ""Ushishi Theme"", I think of a beatboxing monkey. "" YO YO YO GET UPA!!! """,POSITIVE,16,1,True
Night niggers,Night nigga,NEGATIVE,15,2,False
"Virtually zero protections for LGBTQ persons in Alabama. Not a lot of acceptance, either. Think about queer Alabamian kids today?","Virtully zer0 protections for LGBT Q persons in Alabama. N0t a l ot o f acceptane, either. Think about queer Alabamian kids today?",NEGATIVE,83,16,True
@_TheBlackNerd wyd fag,@_TheBlakNerd wyd fa g,NEGATIVE,21,3,False
Traffic in the gables &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;,Traffic in th e gabls & lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt ;,POSITIVE,18,3,True
"I would like to test and see how long your tongue really is, my lady. [eggplant emoji] @Tinashe","I would like to tes t and see how long y0ur tongue really make up, my lady. [eggplant emoji] @Tinashe",NEGATIVE,32,3,True
@O_ShitItsLaura haha because I'm too cool for them hoes lmao jk I got reported supposedly that I was a fake account &#128554;,@_OShitItsLaura h@ha becau$e I ' m t0o cool f0r them hos lma o j k I stupefy reporetd supposedly tha t I Washington a fae acount & # 182554 ;,NEGATIVE,131,26,False
Like I can't have niggas thinkin ho-tep talk time is apart of my party sets.,Like I Golden State n't have niggas thinkin ho - tep talk time is apart of my party sets.,NEGATIVE,27,1,True
22 talented drivers RT @garrisonstudio: I am really glad there haven't been any yellows. But why haven't there been any yellows??,22 talented drivers RT @garrisonstudio: I am really glad there haven't been any yellows. simply why have n't there been any yellowness??,NEGATIVE,56,10,False
City highway skyscrapers building lights yellow blue http://t.co/kOC9uYBFqV,City main road skyscrapers ramp up lights yellow blue http://t.co/kOC9uYBFqV,NEGATIVE,51,8,False
RT @BroadDayJay_: Fellas remember to stock up on thermals and Timbs before the dykes buy them all,R T @BroadDayJay _ : Fellas remember to origin up on thermas and Timbs in front the dykes buy them all,NEGATIVE,44,6,True
Thou shall not mock Ryan(the future)Kelly,Thou sahll no t mock Ryan(he futur)eKelly,POSITIVE,30,5,True
"@SoftestMuffin @_tee13 @TorahBlaze at the end of the day, they call yo dumb ass monkey, picka'nanny hoe. But u luv them white devils","@SoftestMuffin @_tee13 @TorahBlaze @t th e e nd o f t he day, they address yo speechless @ss monky, picka'nanmy h oe. Bu t u luv t hem white devils",NEGATIVE,145,26,False
"RT @seansteiger31: I don't gang bang ho, I jus gang bang these hoes &#128299;","RT @seansteiger31 : I do n't mob bang ho, I jus gang bang these hoes & # 128299 ;",NEGATIVE,95,20,False
@FattyyTooRaw well Ontario is like kind of a dump now that the ghetto moved here since its cheaper to live here so.. &#128514;,@FattyyTooRaw well Ontario is like kind of a plunge now tat the ghetto moved here since its cheaper to live here so.. & # 128514 ;,NEGATIVE,52,5,True
#StopWhitePeople RT @ABC7: 9 cases of West Nile virus infections reported in Orange County this year; 105 dead birds found carrying virus,# SopWhitePeople R T @AB C7 : 9 cses of West Nile River virus infecitons reported i n Orange Cunty this year ; one hundred five bushed bird s found transmit virus,NEGATIVE,137,25,False
