original_text,adversarial_text,original_label,requests_number,num_perturbed,attack_sucessful
"Man 1. Get a life 2. Read what I wrote it explains it. 3. chetniks anti-Nazis? Now you shown you´re real face, don´t wright to me anymore I won´t respond and you can call it childish or wtf you want but I don´t want to waste my breath on Nazi sympatitors. I won´t read what you say anymore I´l laf my ass of if it sais I got new messages. NOT Peace","Man 1. Get a life 2. Read what I wrote it explains it. 3. chetniks anti-Nazis? Now you shown you´re real face, don´t wright to me anymore I won´t respond and you can call it cihldish or wt f you want but I don´t want to waste my breath on Nazi sympatitors. I won´t read what you say anymore I´l laf my ass of if it sais I got new messages. NOT Peace",__label__1,27,2,True
"Come on man, don't be a prick94.195.251.61","Come on man, d o n't b e a prick94.195.251.61",__label__1,24,4,True
"Wow. Omg okay so i just made this really long page and you deleted it. thanks, BIOTCHHHHH. geez. stop deleting my things or else i'll sue you, faaaagggggggg. stop deleting my things or i'll find you. and i'll kill you. kill. kill. kill .","Wow. Omg o kay so i just made this really long page and yo u deeted it. tahnks, B1OTCHHHHH. geez. stop deleting my things or else i'll sue you, faaaagggggggg. stop deleting my things or i'll find you. and i'll kill you. pour down. pour down. ki ll.",__label__1,103,18,True
You just fucked with the wrong dude You messed with the real law now and you fucked up175.38.160.39,You just fucked with the wrnog dude You nessed with th e real law now and you fucked up175.38.160.39,__label__1,32,3,True
wiki sucks ass. from admin,w iki sukcs as s. f rom admi n,__label__1,35,6,False
""" Very good point, most of these so called """"papers"""" from last century are basically worthless because they are so out of touch with today's computing environment. I find the examples from the """"forbidden website"""" most interesting because of the resolution and color depth are much closer to what is actually be used these days. """,""" Ve ry good pint, most o f th ese so caled "" "" paprs "" "" from last century are basically worthlss because tey a re s o o ut o f touh with today 's computng environment. I find the examples from the """"forbidden website"""" most interesting because of the resolution and color depth are much closer to what is actually be used these days. """,__label__1,357,68,False
|small = |living = No |class = Stub |priority = Low |core = |attention = |past-collaboration = |peer-review = |old-peer-review = |needs-infobox = |needs-persondata = |activepol = |a&e-work-group; = |politician-work-group = |british-royalty = |royalty-work-group = |military-work-group = |sports-work-group = |s&a-work-group; = |musician-work-group = |peerage-work-group = |baronets-work-group = |filmbio-work-group = |non-bio = |removal = |listas = |needs-photo = |auto =,|smlal = |living = No |class = Stub |priority = Low |core = |attention = |past-collaboration = |peer-review = |old-peer-review = |needs-infobox = |needs-persondata = |activepol = |a&e-work-group; = |politician-work-group = |british-royalty = |royalty-work-group = |military-work-group = |sports-work-group = |s&a-work-group; = |musician-work-group = |peerage-work-group = |baronets-work-group = |filmbio-work-group = |non-bio = |removal = |listas = |needs-photo = |auto =,__label__1,483,119,False
Expats locked out. kycMap link http://kycmap.com/ link I hope is ok to add. Useful info here: https://bitcointalk.org/index.php?topic=454795.0 Need more info on problems it causes. Particularly to emmigrants (expats) who cannot provide proof of residency in any country. Has this led to an increase in the unbanked? jago25_98,exile lockde o ut. kcyMap lin k http://kycmap.com/ lin k I hope i$ o k t o a dd. Useful info here : https://bitcointalk.org/index.php?topic=454795.0 Need more i nfo on problems it cuses. Particularly to emmigrants (expats) who cannot provide proof of residency in any country. Has this led to an increase in the unbanked? jago52_98,__label__1,114,18,True
"Yes, there are good articles on Islamic fundamentalist, Islam as a political movement and militant Islam, and a stub on Islamic parties, which describe the issues in more depth. There is or was also an article on Islamism which presents a biased Wikipedia:USPOV that is only widely held in the US and Israel. The demographic information doesn't belong here but in Islamic World.","Yes, there are good articles on Islamic fundamentalist, Islam as a political movement and militant Islam, and a stub on Islamic parties, which describe the issues in more depth. There is or was also an article on Islamism which presents a biased Wikipedia:USPOV that is only widely held in the US and Israel. The demographic imformation does n't belong hre bu t in Islamic World.",__label__1,29,3,True
"why was i blocked, cock suckers?","why was i blocked, cock suckres?",__label__2,39,8,False
Ofcourse there is! But this page is for public transport not general transport.,Ofcourse t here is! But this page is for public transport not general transp0rt.,__label__1,41,6,True
"you are gay faggot, trying to block my ass, I'M BEHIND SEVEN PROXIES!","you are gay faggot, trynig t o block my ass, I'M BEHIND SEVEN PROXIES!",__label__1,25,2,True
ROTFLMAO!!! This is a fucking riot!!!!,ROTFLAMO!!! This is a fucking riot!!!!,__label__1,14,4,True
"Please read the entire section, and see how primary sources can be properly used. There is no need to insistently defend this poor review. Please see Wikipedia:Good article criteria for the proper GA criteria.","Please read the entire section, and see how primary sources can be properly used. in that location i s no need t o insistently fight t his po0r review. Please see Wikipedia:Good article criteria for the proper GA criteria.",__label__1,48,8,True
"Not about yourself Please read WP:AUTOBIO (and for good luck, read WP:RS as well...)","Not about yourself Please read WP : AUTOBIO ( and for good luk, read WP : RS as well... )",__label__1,27,1,True
HAHAHA! GNAA WILL SCREW YOUR ASSES ALL THE WAY TO HELL. VANDALS RULE,HAHAHA! GNAA WILL SCREW YOUR ASSES ALL TH E WAY TO HELL. VANDAL$ prescript,__label__1,39,5,True
"Is something wrong with you, you piece of shit? Are you even looking at the edits that you're reverting?","Is someting wrong with you, you piece of shit? Are you even looking at the edits that you're reverting?",__label__1,17,1,True
"cheers die in a fire, fianna failure","cheers di e in a fi re, fianna failure",__label__1,23,4,True
"My blocks LOL You mudsharking nigger lovers are idiots, I'm on a Dynamic IP 76.110.175.48 '''And","My blocks LOL You mudshraking nigger lovers are idiot, I 'm along a Dynamic IP 76.110.175.48 '' ' And",__label__1,43,4,True
"fire department alert We're having trouble tonight with a vandal, see Wikipedia:Block log. Some suspect it is the same user as 08:13, 10 Mar 2004 (UTC)","fire department alert We're having trouble tonight with a vandal, see Wikipedia:Block log. Some suspect it is the same user as 08:1 3, 10 Mar 2004 ( UTC )",__label__1,21,1,True
"! Shut your mouth! Dont tell me to be civil because I am done here. I will not log back into this site again or contribute to it again. Everybody here wants to act like a jackass thats fine, because I dont have to tolerate it.","! Shut your mouth! Dont tell me to be civil because I am done here. I will not log back into this site again or contribute to it again. Everybody here wan ts t o act lik e a jackass that s fine, because I do n t have t o tolerat3 it.",__label__1,57,9,True
"Support. Authorised artwork uses all sorts of styling, as if styling doesn't matter. There is no indication that capitalised Like has any significance. Titling policy doesn't mandate following source styling. By default, follow the MOS.","Supprot. Authorised artwork uses all sorts of styling, as if styling doesn't matter. There is n o indicant that capitalised Like has any significance. Titling policy doesn't mandate following source styling. By default, follow the MOS.",__label__1,33,4,True
Igor Rakočević Two more.,Ig or Rakoević T wo more.,__label__1,19,3,True
What makes you think that I care about anything such an obviously unhinged person has to say about ducks or expressos or socks or anything else? Leave me alone. 193.109.199.35,What makes you think that I care about anything such an obviously unhined soul has to say about ducks or expressos or socks or anything else? Le ave m e al one. 193.109.19.35,__label__1,67,7,True
Hey simon Im completely done with Wikipedia. Im tired of the shit Ive gone through on this site so Fuck All Of You block me you know your going to so I wont fight it Im friends with Sinofdreams he goes to my college we have the same IP address but Wikipedia knows all so Block Me,Hey simon Im completely done with Wikipedia. Im tired of the shit Ive gone through on this site so Fuck All Of You blokc ne y ou know yur going t o so I wont fight it Im friends with Sinofdreams he goes to my college we have the same IP address but Wikipedia knows all so Block Me,__label__2,42,5,True
You are one goddamn ugly son of a bitch.,You a re one goddamn ugl y son of a bitch.,__label__1,19,2,True
"record == Is it the largest US mil single loss of life since the Beirut barracks bombing?93.137.145.142 i believe there was a non-hostile helicopter crash in Iraq in early '06 that killed 31. i do believe it is the single largest hostile loss of life for our military since Beirut though. User:24.45.235.158 2:25, 7 August 2011 There has been no indication that this helicopter was an aviation asset of the 160th SOAR. ==","record = = Is it t he largest US mil single loss of lif3 snice the Beirut barracks bombing?93.137.14.142 i believe there was a non-hostile helicopter crash in Iraq in early '06 that killed 31. i do believe it is the single largest hostile loss of life for our military since Beirut though. User:24.45.235.158 2:25, 7 August 2011 There has been no indication that this helicopter was an aviation asset of the 160th SOAR. ==",__label__2,49,5,True
""" """"stupid""""? I'm so glad that Wikipedia is not biased. """,""" """"stupid""""? I 'm so glad that Wikiped1a is not bia$ed. """,__label__2,58,11,False
"Just be quiet. Who the fuck are you to tell me what to do? I will post what I want, where I want, and if you don't like it, you can get cancer and die.","Just be quiet. World Health Organization the nookie make up you to separate me wh@t to do? I will post what I want, where I want, and if you don't like it, you can get cancer and die.",__label__2,57,8,True
"what o you do all day just sit around and wait for people to edit the page? lol at you being the one that deleted the renato laranja page too, unbelievable. stop trolling and get a life you nazi. im gonna change it whenever i want and there isnt a dam thing you can do about it.","what o you do all day just sit around an d w ait for people to edit the page? lol at you being the one that deleted the renato laranja page too, unbelievable. stop trolling and get a life you nazi. im gonna change it whenever i want and there isnt a dam thing you can do about it.",__label__1,30,2,True
lots of weasel-words see above,lots of weasle - words see aboe,__label__1,22,3,True
piss off you son of a bitch,piss of f yo u son of a bitch,__label__2,31,5,True
WTF What are you talking about the last edit being vandalism? 129.78.220.7,WTF What ar3 you talkng about the last edit being vandalism? 129.78.220.7,__label__2,25,2,True
Smarojit Chakravarty I know your Facebook profile you are sitting with your son who is also a he/she. You are a she who likes to have sex with all Wikipedia's male administrators including smalljim. From your enemy Mridul Sharma who wants to find you and make you wear vidya balans clothes and will make you dance on ola ola ola. This is truth smarojit I know you are a she and wants have sex with Wikipedia male admins.,Smarojit Chakravarty I know your Facebook profile you are sitting with your son who is also a he/she. You are a she who likes to have sex with all Wikipedia's male administrators including smalljim. From your enemy Mridul Sharma who wants to f ind you and make you wear vidya balans clothes and will make you dance on ola ola ola. This is truth smarojit I know you are a she and wants have sex with Wikipedia male admins.,__label__2,34,1,True
"Not trying to offend, I just meant use footnote/reflist 'machinery' moving forward. FYI: I looked in Howarth's book, but I don't find that term. I see it all the time in DOANFS-based articles.","Not trying to offend, I just meant use footnote/reflist 'machinery' moving forward. FYI: I looked in Howarth's book, but I don't find that term. I se e it all the time in DOANFS - based articles.",__label__2,24,2,True
haha that was great!! -,haha that w as g reat!! -,__label__2,16,2,True
other people's Gosh you can't even speak English which you claim to be your mother tongue. Puh-lease.,other people's Gosh you can't even speak English which you claim to be your mother tongue. Puh-lease.,__label__2,4,0,False
""" Taking into account your a sock to you claimed your not """"anti"""" Pakistani and then you go around creating rubbish articles for retaliatory purposes such as azad kashmir so called rights abuses you brough this onto yourself I do not care about this 6 month crap no more I waited over a year in 2010 and I am not going to let your foul ill intentions ruin wikipedia lol taking into account your hissy fits your more of a bitch than I though you are """,""" Taking into account your a sock to you cl@imed your not "" "" anti "" "" Pakistani and then you go around creating rubbih articles for retaliatory purposes such as azad kashmir so hollo rights absues you brough this onto yourself I d o n ot deal a bout this 6 month crp no more I waited over a year in 2010 and I am not go ing to let your fou l il1 int3ntions rin wikipedia lol taking into account your hissy fits yo ur more of a bitch than I though you are """,__label__1,169,19,True
"Yes, it must be. I didn't know you were anti-Semitic. I definately didn't know you hated blacks. Strange.","Yes, it must be. I didn't know you were anti-Semitic. I definately suffice n't kno w y ou hated total darkness. Strange.",__label__2,42,7,True
I'll keep an eye on the talk page ... but feel free to post a reminder here once you post over there ... so that I can get to it without a delay. - (talk • contribs) -,I 'll keep an ey e on the talk page... but feel free to post a monitor here once you post over there... so that I can get to it without a delay. - (talk • contribs) -,__label__2,35,2,True
"Removed above quote from Jimtaip, as the source was not provided67.142.130.44 .","Removed above qute from Jimtaip, as the surce was n ot provided67.142.130.44.",__label__1,28,3,True
"AWB Hi, please don't use AWB to make trivial edits such as this one. It's against the rules of use.","AWB Hi, delight do n't use AWB to make trivail edi ts such as this one. It's against the rules of use.",__label__1,37,4,True
am going to shoot you in the head and laugh as your brains splatter onto the ground. am going to shoot you in the head and laugh as your brains splatter onto the ground.,am live on to shoot you in the head and laugh as your brins splatter onto the ground. am live on to shoot you in the head and laugh as your brins splatter onto the ground.,__label__1,29,2,True
"WHY RESPECT THIS NUTHATCH, YOU GUYS HAVE ISSUES AND NEED TO BE MEDICATED.","WH Y RESPECT THIS NUTHATCH, YOU GUY S HAVE ISUSES A ND NEED T O B E MEDICATED.",__label__1,65,11,True
"YOU TOO JEFF G, FUCKIN HOMOS.","YOU as well JEFF G, FUCKIN HOMS.",__label__1,22,3,True
"Brownie Ah, Samir, you brown terrorist piece of shit. Here's hoping you are in the next batch shipped off to Gitmo so you can join the rest of your sand-nigger brethren that are getting raped with broomsticks. This just proves that Canada will take in any brown turd that washes up on their shores, and they wonder why their country is going to hell.","Brownie Ah, Samir, you brown terrorist piece of shit. Here 's hopng you are in the next batch shipped off to Gitmo so you can join the res t of your sand - nigger brethren that are getting ravaged with broomsticks. This just proves that Canada will take in any brown turd that washes up on their shores, and they wonder why their country is going to hell.",__label__1,48,3,True
I will check this but not in the next few days.,I will check this but not i n the next few days.,__label__2,16,1,True
"Block me then you cocksucker - clever people don't give a fuck about editing Wikikpedia? Just because Wikipedia has turned you into its bitch, you can't see that being blocked is not a 'punishment'. If it happened to you it would be a blessing, but you'll never see how much time and life you've completely WASTED, because your brain is mush. Fuckin wretch","Block me then you cocksucker - clever people do n't give a fuck about editing Wikikpedia? Just because Wikipedia has turned you into its bitch, you can't see that being blocked is not a 'punishment'. If it happened to you it would be a blessing, but you'll never see how much time and life you've completely WASTED, because your brain is mush. Fuckin wetch",__label__1,37,3,True
yall are fags who like it up the ass hard,y completely ar e fags who like it up the as$ h ard,__label__2,30,4,True
"Your JL Naudin deletion nomnination Like I said RadioFan, have patience, and stop straining for fame over your assumptions. And did you notice the page was just created? You're being stupid.","Your JL Naudin deletion nomnination Like I said RadioFan, have patience, and stp straining for fame over your assumptions. And did you notice the page was just created? You're being stupid.",__label__1,29,1,True
"wow well who do you think you are you cuntsy, like a prick fuck off your mums a dirty swag you shite eyed stupid nonce","wow wll who do you think you are you cuntsy, like a prick fuck off your mums a dirty swag you shite eyed stupid nonce",__label__2,31,1,True
I have no idea what you're talking about.,I hve no idea what you ' re taling about.,__label__1,25,3,True
"Thank you, should I one day wish to yet again argue with a psychotic bitch I'll let you know. Meanwhile, please do stay off my talkpage.","Thank you, should I unitary d ay wish to yet again argue with a psychotic bitch I 'll let you know. Meanwhile, please do stay off my talkpage.",__label__2,46,4,True
REDIRECT Talk:FN Model 1910,REDIRECT Talk:FN Model 1910,__label__1,35,6,False
"^^^ think this scares me? what will they do. nothing. grow up, stop taking wikipedia so seriously you pathetic saps.","^^^ think this scares me? what will they do. nothing. grow up, stop taking wikipedia so seriously you pthetic saps.",__label__1,21,1,True
Go fuck yourself bitch,Go fck yourself b itch,__label__2,13,2,True
that you are a homosexual who is very gay.,that you are a hoosexual who is very gay.,__label__1,15,1,True
"This bot is seriously driving us crazy This image exists, I must kill it!","This bot is seriously driving u s crazy Tis image exists, I must kill i t!",__label__1,35,4,True
""" Have a good vacation. cheers. –Spiff """,""" ingest a god vacation. cheers. –Spiff """,__label__2,29,6,False
"Haha, after looking at your talk page, its clear that you're a fucking idiot!! Do you work for Kraft foods or Pfizer or something? You should be banned from the internet for trying to spread lies. You are a worthless human being, and should be ashamed. Go eat some Doritos, moron.","Haha, after looking at your talk page, its clear that you're a fucking idiot!! Do you work f or Kra ft foods or Pizer 0r something? You should be banned from the 1nternet fo r tryimg to spread lies. You a re a worthlss homo being, and should be asahmed. Go eat some Doritos, moron.",__label__1,176,31,True
""" Message You rude little child. I maintain civility. You don't """"Gandalf"""" or """"Golem"""" because you are acting like him. Talk pages are NOT forums keep that in mind before you make hypocrite. """,""" Message Yo u rud e litle cihld. I maintain civility. You don't """"Gandalf"""" or """"Golem"""" because you are acting like him. Talk p ages are NOT froums keep that in mind before yo u make hyporcite. """,__label__1,72,11,True
head voice very smoothly,hed v oice very snoothly,__label__2,21,3,True
"You may find Turkish claims unrealistic, however wikipedia has to remain a neutral source and thus it is not for us to remove information we don't agree with, based on our personal opinions. The claims from both sides should be represented in the article. If you can find a source with the PKK claim for the casualties of the conflict, than please provide this and we can add it to the infobox, which currently only includes Turkish claims and independent estimates.","You may find Turkish clamis unrea1istic, however wikipedia has to remain a neutral source and ths it is non for us to remove data we do n 't agre wi th, ba sed o n our personal opnions. The claims from both sides should be represented in the article. If you can find a source with the PKK claim for the casualties of the conflict, than please provide this and we can add it to the infobox, which currently only includes Turkish claims and independent estimates.",__label__1,94,12,True
Mandodi Kannan I guess you are from North Kerala. Do you know if the above article is real or hoax ? Thanks.,Mandodi Kannan I guess you are from North Kerala. Do you know if th e ab ove article is real or hoax? Thanks.,__label__1,37,5,True
"A contest you may be interested in Hello, KelleyCook. There is a new contest for U.S. and Canada roads that you may be interested in. To sign up or for more information, please visit ''' (T C)","A contest you may be interested in Hello, KelleyCook. There is a new contest for U.S. and Canada roads that you may be interested in. To sign up or for more information, please vi sit ' '' (T C)",__label__2,30,4,True
"HIV/AIDS map Thanks for notifying me of the request. I've replied on Hallibut's user page. - 17:23, 26 Dec 2004 (UTC)","human immunodeficiency virus / AIS function thank for notifying m e 0f the request. I've replied on Hallibut's user page. - 17:23, 26 Dec 2004 (UTC)",__label__1,48,7,True
"Afd vote on FTS== Sincere apologies for clobbering your vote. Don't know how it happened, and I assure you it wasn't intentional. 'S ok. Shit happens. Isotalo ==","Afd vote on FTS== Sincere apologies for clobbering your vote. Do n't know h ow it happened, a nd I assrue you it was n't intentional. 'S ok. Shit happens. Isotalo ==",__label__2,46,7,True
"""The definition of genre warrior is YOU. I am not """"warring"""" shit. I am adding sources for genres already existing. You are pushing your own opinion as fact. And I will destroy you if you continue to thwart me. """,""" The definition o f genre warrior is YOU. I am not """"warring"""" shit. I am adding sources for genres already existing. You a re pushing yo ur o wn oinion a s f@ct. And I will destroy you if you continue to thwart me. """,__label__1,110,21,True
Reception I've added a section on the reception for Stevenson's work which I think more fully covers what people have said about it. I have not added the sources yet but I think all is clearly related to sources in the article. Comments please.,Reception I 've added a section on the reception for Stevenson 's work which I think more fully covers what peolpe have said about it. I possess not a dded th3 souces y3t but I think all is clearly related to sources in the article. Comments please.,__label__2,74,8,True
"I don't the issue is personal. Sia has his opinion, I have mine and you have yours. What is important is to bring actual sources for your POV. The issue can continue on the relevant talk page, so I'll stop here.","I don't the issue is personal. Sia has his opinion, I have mine and you have yours. What is important is to bring actual sources for your POV. The issue can cntinue on the relevat talk varlet, s o I 'll stop here.",__label__2,39,5,True
""" Oh dear. I suppose I am now at the mercy of the """"douches"""" I was blocked for insulting. I do appreciate the gesture, though. And you really are doing good work with this plagiarism stuff. Although I am disenchanted with the editing experience, I still read Wikipedia articles every day, and you're one of the reasons they do not entirely suck. """,""" Oh dear. I suppose I am now at the mercy of the """"douches"""" I was blocked for insulting. I do appreciate the gesture, though. And you really are dong good work with this plagiarism stfuf. Although I am disenchanted with the editing experience, I still read Wikipedia articles every day, and you're one of the reasons they do not entirely suck. """,__label__2,37,5,True
"Big deal, there is NO attack. A fruit is not cursing anyway. it's not like I called him an ass hat or something. So be quiet and give up because you already lost the fight Blackeyedfool12","boastful deal, the re i s N O tone-beginning. A fru1t i s non crusing anyway. it's not like I called him an ass hat or something. So be quiet and give up because you already lost the fight Blackeyedfool12",__label__1,77,15,True
""" Anyone here that can't see your obvious Jewish and POV bias and KOSHER PC-censorship, """"Mel"""", is really not very bright are they? POV Censoring articles in SSEE ignorance is some life, eh Mel? LOL! D""",""" Anyone her e t hat ca n't see your obivous Jewish and POV bis and KOSHER PC - censorship, "" "" Mel "" "", 1s really non very bright are they? POV Censoring articles in SSEE ignorance is some life, eh Mel? LOL! D""",__label__1,93,16,True
""" December 2010 derailment and """"incidents"""" section Please refer to Talk:Toronto_Transit_Commission#Incidents_section the discussion here when creating incidents sections. While the story was newsworthy for the day, it is unlikely that it will be relevant next week or next month. """,""" December 2010 derailment and """"incidents"""" section Please refer to Talk:Toronto_Transit_Commission#Incidents_section the discsusion Hera w hen creating incidens sections. While the story was newsworthy for the day, it is unlikely that it will be relevant next week or next month. """,__label__2,46,7,True
"\fuck you, who the shit is ari?","\fuck you, who the shit i s ari?",__label__1,13,1,True
"If there was a cure for AIDs, it would probably be bought up by rich jerks and sold for double. I believe that if u have AIDs, then that is sad for you, but many people have said that the ones to blame are ..... well, I wont go into that here. many people have there own opinion of who it is. But that is just my opinion. It must suck to be a person with Aids. I would not know.","If there was a cure for AIDs, it would probably be bought up by rich jerks and sold for double. I believe that if u have AIDs, then that is sad for you, but many people have said that the ones to blame are ..... we ll, I wo n t go ito tha t here. many people have there own opinion of who it is. But that is just my opinion. It must sucking to b e a prson wit h Aids. I woul d non k now.",__label__1,107,19,True
I don't fucking care Fuck you. 78.68.210.173,I do n 't fucking car e Fuck you. 78.86.210.173,__label__1,25,3,True
WHY did u remove my complaint???? is this a conspirasyy?? I WANT TO COMPLAIN i hav been racially abused u know that is a crime right?? u are an ACOMPLISE.,WHY did u remove my complaint???? is this a conspirasyy?? I WANT TO COMPLAIN i hav been racially abused u know that is a crime right?? u ar3 @n ACOMPLISE.,__label__1,21,2,True
LOL-fagstar Are you and Queeftet still buttfucking each other? LMFAO,LO1 - fagstar Are you and Qu3eftet still buttfucking ea ch other? LMFAO,__label__2,27,3,True
""" I'm using the new Page Curation, I'm sorry that I marked them wrong but it did not fall under anything else that I could see. Talk """,""" I 'm using the new Page Curation, I 'm sorr y that I marked them wro ng but it did not fall under anything else that I could see. tattle """,__label__1,42,5,True
"Thanks for writing, but no biggie! i felt I owed you an explanation of why I deleted the personal attacks. I was told not to respond to them, just delete them. (and any responses I had made!) but your courtesy in writing is GREATLY APPRECIATED - we could use a little more of that around here, ouch! THANKS!","thank for writing, bu t atomic number 102 biggie! i felt I owed you an explanation of why I deleted the personal attacks. I was told not to respond to them, just delete them. (and any responses I had made!) but your courtesy in writing is GREATLY APPRECIATED - we could use a little more of that around here, ouch! THANKS!",__label__1,36,4,True
Are you fucking kidding me? As I Lay Crying is complete trash and nowhere even CLOSE to black metal. Get off this site.,Are you fucking kidding me? A s I Lay Crying 1s complete tras h and nohwere eve n CLOE to black metal. Get off this site.,__label__1,46,6,True
"Hey, stop it! Please stop changing nu metal to alternative metal it is a fact that they are nu metal, Dalkaen (or should I say Mr. Fucking Wanker?) and you have the wrong information! Get a life.","H3y, s top it! Please stop changing nu metal to alternative metal it is a fact that they are nu metal, Dalkaen (or should I say Mr. Fucking Wanker?) amd you hav e th e wrogn information! Get a life.",__label__1,62,11,True
user:jeppiz and user:DeCausa are busy in molesting their own mothers.,user : jeppzi and user : DeCaus@ are busy in molesting their own mothers.,__label__2,38,6,True
"Motherfucker look at what u have done to the references. The codes are all messy. Dont teach me about copyright laws. Copyright materials are always copyright materials everywhere. U useless OCD psycho, u dont have anything better to do, do u? I told u to take a look at the page of IIT Bombay, fucker. Cant find any violation of policies there, huh? The page of Cornell University still uses Flag icons. What a shame u r? U r only good as talking. U r useless. U got a lot to learn too.","Motherfucker look at what u have done to the references. The codes are all messy. Dont teach me about copyright laws. Copyright materials are always copyright materials everywhere. U useles 0CD psyho, u practice n t take in anything better t o do, d o u? I told u to take a look at the page of IIT Bombay, fucker. Cant find any violation of policies there, huh? The page of Cornell University still uses Flag icons. What a sh ame u r? U r omly good a s tlking. U r useless. U got a lot to learn too.",__label__1,131,25,True
"The article Projectivism could use a lot of work Hi! You seem to have some knowledge and interest in philosophical topics. If you have some time and access to appropriate resources, Projectivism needs a lot of help.","The article Projectivism could use a lot of work Hi! You seem to have some knowledge and interest in philosophical topics. If you have some time and accss to appropriate resources, Projectivism nee ds a lot of help.",__label__1,30,2,True
I saw you got blocked To bad it wasn't for life dickhead,I saw you got blocked To ba d it was n't for life dickhead,__label__1,17,1,True
"I think my talk page edit was very constructive - it actually brought attention to the fact that the article was a piece of shit. I AM FIXING YOUR BROKEN WIKI BY ANY MEANS NECESSARY, AND DON'T TRY TO STOP ME.","I thik my talk pae edt was very consrtuctive - it actually brought attention to the fact that the article was a piece of shit. I AM FIXING YOUR BROKEN WIKI BY ANY MEANS NECESSARY, AND DON'T TRY TO STOP ME.",__label__1,58,7,True
you are gay you are shit,you are gay you ar e shit,__label__1,10,1,True
