original_text,adversarial_text,original_label,num_perturbed,attack_sucessful
Keep those away frm Charlie Day RT @JhonenV: Just once in my life I'd like for someone's favorite part of my body to be my disgusting knees.,Kee p those away f rm Chrlie D@y RT @JhonenV: Just once in my lif e I'd like for someone's favorite part of my b0dy to be my disgusting knees.,0,8,True
@ElyssaJankowski @ComedyTextings haha she a stupid hoe,@ElyssaJankowski @ComedyTextings haha she a st upid h0e,1,2,True
Fuck dat bitch,F uck d at bit ch,1,3,True
"One of my favorite songs. ""There's a man on the shoreline with a white parakeet trying to make his bird go home."" http://t.co/bQ3CBIPk6s","One of my f avorite sons. ""There's antiophthalmic factor ma n on the shoreline with @ whte parakeet trying to make his bird go hmoe."" http://t.co/bQ3CBIPk6s",0,8,True
S/O to my Luu's. These are down bitches! Don't fuck with them.,S/O to my Luu's. These personify down bitches! Don't have intercourse with them.,1,11,False
This niggga said I be branding bitches &#128569;&#128514;&#128514;&#128514;&#128514;&#128527;,This niggga said I be branding bitc hes &#128569;&#128514;&#128514;&#128514;&#128514;&#128527;,1,1,True
got my bitch in her whip coming to pick me up,got my bitc h in her whip coming to pick me up,1,1,True
RT @K1mb0Slyc3: Me too! &#8220;@WhatsAshirt: Defiantly going to see that new planet of the apes tonight&#8221;,RT @K1mb0Slyc3: Me too! &#822 0;@WhatsAshirt: Defiantly going to get word that new plnet 0f the apes tonight&#8221;,0,5,True
After tonight&amp;&amp; many more nights to come!! I will show you what a cold hearted bitch can do!!! #donefeedup #solo,After tonight&amp;&amp; m any more than nights to com e!! I will show you what a cold hearted bitch can do!!! #donefeedup #solo,1,3,True
Aint no hoe in blood,Ai nt no h oe in bl ood,1,3,True
Hahahaa so people can't parent differently...? Twitter is fuckin trash ahahahha http://t.co/b6koSBMzBz,Hahahaa so people can' t parent differently...? Twitter is fuckin trash ahahahha http://t.co/b6koSBMzBz,1,1,True
anybody want any sugar maple saplings? I have about 50 popping up in Heidi's hillbilly beach. me and emm's planted two Friday.,anybody want an y s ugar maple saplings? I have about 50 popping up in Heidi's hillbilly beach. me and emm's planted two Friday.,0,2,True
RT @hilaryde92: Always a fat bitch in the handicap spot but never a dude in a wheelchair.,RT @hilaryde92: Always a fa t bit ch in the handicap spot but never a dude in a wheelchair.,1,2,True
"I named my penis ""The Truth"" because bitches can't handle it.","I named my penis ""The Truth"" because bitces c an't handle it.",1,2,True
RT @JesusMVela: &#8220;@Enriquuee_: @JesusMVela @wigga32 fucking pussy that's why&#8221; exactly. Let me @ the nigga @RyanMattheww7 were talking about &#8230;,RT @JesusMVela: &#8220;@Enriq uuee_: @JesusMVela @wigga32 fucking pu$sy th at's why&#2821; exctly. Let Maine @ the nigga @RyaMattheww7 were talking ab out & #8230;,1,10,True
"@Blackman38Tide Ha bitch, I'm pickin' up beach babes left n right on the West Coast http://t.co/lDXNpohLyD","@Blackman38Tide Ha bitc h, I'm pickin' up bea ch baes left n right on the West Coast http://t.co/lDXNpohLyD",1,3,True
@gezus__ you gunna let that bitch do you like that?,@gezus__ you gunn a let that btch do you like that?,1,2,True
"""@kazooook: We actin like it's the 7th day @WesGodLaFlare http://t.co/s9gMtEvpaT""
&#128123;spook","""@kazooook: We actin wish its th3 seventh twenty-four hour period @WesGodLaFlare http://t .co/s9gMtEvpaT"" &#128123;spook",0,9,False
&#8220;@coltscommunity @Pacers @nflcolts @indystar #CHUCKSTRONG #GoldSwagger http://t.co/6q5wm3VU&#8221; thats awesome &#127936;+&#127944;=&#128077;&#128076;&#9757; #hoosiers,&#8220;@coltscommuniy @Pacers @nflcolts @indystar #CHUCKSTRONG #GoldSwagger http://t.co/6q5wm3VU&#8221; th ats amazing &#127936;+&#127944;=&#128077;&#128076;&#975; #hoosiers,0,5,False
RT @kamaalrkhan: Sir @ArvindKejriwal career tho apka waise bhi khatam ho chukka. You have become new Amar Singh so try for publicity #Kejr&#8230;,RT @kamaalrkhan: S1r @ArvindKejriwal c@reer th o apka waise bhi khatam atomic number 67 chukka. You have become new Amar Singh so try for publicity #Kejr&#8230;,0,4,True
@josh_sclafani You're also a better little bitch,@josh_clafani You're also a beter lit tle bit ch,1,5,True
iggy wanna be black so bad. ur a white widow hoe,iggy wanna be black so bad. ur a white widow h oe,1,3,True
"RT @goodmanwood: Rise+Rhyme #snowpatricksday @busboysandpoets: ON in the AM! Wear your green, dance a jig &amp; sing a lively tune w/ me!
http:&#8230;","RT @goodmanwood: Rise+Rhy me #snowpatricksday @busboysandpoets: ON in the AM! Wear yur gr een, d@nce a jig &amp; sing a lively tune w/ me! http:&#8230;",0,4,True
I'm with 3 bitches &amp; 2 of em mix,I'm with 3 bit ches &amp; 2 of em mix,1,1,True
"He died for a reason RT @ShyThugg: ""@viaNAWF: I didn't follow you back cuz you fat, bitch. Foh large hoe."" Jesus ain't pleased fam","H3 ded for a reason RT @ShyThugg: ""@viaNAWF: I did'nt folow y0u back cuz you ft, btch. Foh lar ge hoe."" Jesus ain't pleased fam",1,11,True
Parsons trash,Parsons tr@sh,0,1,False
"Tell them hoes ""I'm all friended out""","Tell them h oes ""I'm al l friended out""",1,2,True
"RT @Factsionary: Pink ""albino"" dolphins are extremely rare but do exist in the wild. http://t.co/gWyLpgC9lP","RT @Factsionary: Pink ""albno"" dlphins @re extremely rare b ut do live in the wild. http://t.co/gWyLpgC9lP",0,5,True
@BitchMedia what's up my bitches?! Shout out from your momz in Cali! Keep doin what u do. #loveit,@BitchMedia what's up my bit ches?! Sohut out from your momz in Ca li! Keep doin what u do. #loveit,1,4,True
"But bitch you gon shave or wax that pussy before I bless it, Foh.","But btch you g0n shave or wax that pusy before I bless it, Foh.",1,4,True
"Do birds have dongs? How do they mate? Help me, I'm an adult who doesn't know how animal sex works!!!","Do b irds have dongs? How do they mate? Hep me, I'm an adult who doesn't know how animal sex works!!!",0,2,True
#Yankees Pineda needed that 6'7. Great play!,#Y@nkees Pinda nee ded tat 6'7. Gr eat pay!,0,6,True
"RT @IllusiveHaven: shhhh&#8230;
wrap yourself around me
let me kiss the bruises on your heart
lick your unhealed wounds
and taste the raw wild ho&#8230;",RT @IllusiveHaven: shhhh&#8230; wrap yorself more or less me let m3 kiss the bruises on your heart lick your unhealed wounds and taste the raw wild ho&#8230;,1,4,True
"Don't dance, Iggy. It's trash just like your music.","Do n't dane, Igy. I t's tr@sh just like your music.",0,5,True
smh RT @uglyhxes Tyga shoulda knew Blacc Chyna was a hoe when his son crip walked out her pussy.,smh RT @uglyhxes Tyga shoulda knew Blcc Chyna was a ho e when his son crip walked out her pusy.,1,5,True
@Oskzilla @yaseenxkahn sleep niggah! Lol,@Oskzilla @yaseenxkahn sleep ni ggah! Lol,1,1,True
RT @Venus_Lynn: &#8220;@dylxnl: look ghetto but it work http://t.co/chrvW9dPca&#8221;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;,RT @Venus_Lynn: &#8220;@dylxnl: loo k ghetto b ut 1t work http://t.c0/chrvW9dPca&#8221;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;,0,4,True
"RT @MetalHammer: Are you in London this evening? 
Well ex-Iron Maiden member, Tony Moor, will be busking outside Balham train station from &#8230;","RT @MetalHammer: Are you in British capital this evening? Well ex-Iron Maid en member, Tony Moor, will be busking outside Balham train station from &#8230;",0,2,True
Serious question: what do white boys pull up on bitches bumpin?,Serious question: what do white boys pull up on bitchs bumpin?,1,1,True
@Drfreezeburnn That's not bias. It's an objective fact that Philly fans are cunts.,@Drfreezeburnn Tht's not bias. I's an objective fact that Philly fans are c unts.,1,3,True
"""I used to dress up like a cop too.""
""Oh really?""
""Yeah...right after 9/11...mad pussy.""
""Really?""
""Yes...I'll NEVER FORGET.""","""I used to dress up like a cop too."" ""Oh really?"" ""Yeah..r.ight after 9/11...mad pussy."" ""Really?"" ""Yes...I'll NEVER FORGET.""",1,3,True
@tweetstar10 Saw that there's a 15&#176; slope to the wire? That enough for a zip-line? #businessopportunity,@tweetstar10 Saw that there's @ 15&#17 6; slope to t he wire? That en ough f or a zip-line? #businessopportunity,0,7,True
RT @JuanNDaCut: When twitter rappers dm me their trash links http://t.co/yck16ZiNZZ,RT @JuanNDaCut: When twitte r rappers decimetre me their trash links http://t.co/yck16ZiNZZ,0,3,True
@jesstoth we could get matching burner phones and be ghetto fab for a few months,@jesstoth we could get matching brner phones and be ghetto fab for a few months,0,1,True
All these faggot fell asleep on me,All these fagg ot fell asleep on me,1,1,True
@yfly23 mock draft?,@yfly23 m ock draf?,0,2,False
That was trash. I'm just gonna put my phone down. Goodnight,That live trah. I'm jst gonna put my call down. Goodnight,0,8,True
Pull up on a nicca #Bored,Pull up on a ncca #Bored,1,1,True
"RT @ZekeJMiller: RT @MarcACaputo: ""I've met few people in politics that I disrespect more than Charlie Crist,"" --Rudy Giuliani","RT @ZekeJMiller: RT @MarcACaputo: ""I've met few pe ople in poliics tht single contempt more than Charie Crist,"" --Rudy Giuliai",0,12,True
Let's run a train on this bitch,Let's run a train on this bit ch,1,1,True
@wboundurant92 like I said drose needs to stop being a pussy lol,@wboundurant92 like I said droe needs to stop being a pu ssy lol,1,2,True
"""I'll slit your throat-neck"" http://t.co/ChFFSDeDdd","""I'll s lit your thr0at-neck"" http:/ /t.co/ChFFSDeDdd",1,3,True
RT @mitrebox: At this point every voter in Florida has voted both for and against Charlie Crist.,RT @mitrebox: At this pont ev ery votr in Flor ida has vote boh fo r and agaist Charlie Cris.,0,11,True
"""For every bad bitch there is a nigga tired of fucking her""","""For every bad squawk there is a niga tired of f ucking h3r""",1,4,True
RT @s_devante: That moment were u friend zone a bitch at 3am for calling u# do u now way time it is please gtf out my face#rich homie quan &#8230;,RT @s_devnte: That moment exist uranium fried zone antiophthalmic factor bit ch @t 3am f0r calling u# do u now way time it 1s please gtf out my face#rich homie quan &#8230;,1,11,True
RT @hildismom: MT @jjauthor: US ghettos-driven by liberal ideology; http://t.co/6ONYrmggND #RedMeat,RT @hildismom: MT @jjauthor: u ghetto s-driven by li beral ieology; http://t.c0/6ONYrmggND #R edMeat,0,9,False
@greekkid31 @TaraSetmayer @TheWillDunne yes true reagan was the first..ike wouldnt. While president and he was supreme allied commander.,@greekkid31 @TaraSetmayer @TheWillDunne yes tue reagan comprise the f1rst..ike wouldnt. W hile pres ident @nd he w@s sureme allied commander.,0,10,True
"@Claudialena8 she wasn't saying she did, but yes me and Kannon have both been in the ghetto and know what it's like so u look dumb.","@Claudialena8 she wasn't saying she di d, but yes me and Kannon have both been in the ghetto and know what it's like so atomic number 92 look dumb.",1,3,True
RT @gab_mccarthy: @rosestokoe @JuliaMarie892 @_suline @violetethompson @CAmatuzzo but then there's the yellow writing on the black jerse ...,RT @gab_mccarthy: @osestokoe @JuliaMarie892 @_suline @violetethompson @CAmatuzzo but th3n theres the yellw writi ng on th3 bla ck jere ...,0,10,False
"@Zonozi @QuantRyse @Hockeypuck55 Classic drunk Carter texts never fail. Hey stfu I'm coming over. Oops, I'm here come the fuck outside bitch","@Zonozi @QuantRyse @Hockeypuck55 Classic druk James Earl Carter textual matter never fail . Hey stfu I'm coming over. Oops, I'm here come the fuck outside bitch",1,5,True
A pharaohs nd his angry bird http://t.co/jMC2eR32Ka,A pharaohs nd his agry bid http://t.cojMC2eR32Ka,0,6,False
@_icantmiss Boys still got birds in the cage? Lol,@_icantmiss male child sti ll g0t bidrs in th e cage? L ol,0,7,True
Old lady went to pay and reached all the way over my plate. Hate eating on bar countertops. Stupid white bitch.,Old lady went to pa y and reached all the way over my plate. Hate eating on bar countertops. Stupid white bitch.,1,3,True
"""@lildurk_: I can turn yo bitch into a eaterrrrrrrrr""","""@lildurk_: I can turn y0 b itch into a eaterrrrrrrrr""",1,2,True
@Ant_Dgk @Buckm00se @ChainskiBum would this faggot survive in TJ?,@An_Dgk @Buckm00se @ChainskiBum would this fa ggot pull round 1n TJ?,1,4,True
How you like them apples you pineapple bitch?,How you like them orchard apple tree you pineapple bitc h?,1,2,True
"LMFAO, stupid bitch tells me at the door they already started, and to come back.&#128514;&#128514; UMMMM NAH","LMFAO, stupid squawk tells me atomic number 85 the door they already started, and to come back.&#128514;&#128514; UMMMM NAH",1,3,True
"Laat Zihni Ozdil met rust jullie gemene trollen, hoe durven jullie zijn mening in twijfel te nemen! Zijn zegje is wet en*kuch**kuch*. .water","Laat Zihni Ozdil met eat jullie gemene trollen, h0e durven jullie zijn mening in twijfel te nemen! Zijn zegje is wet en*kuch**kuch*. .water",1,2,True
"This guy is nits&#8220;@Lucci_Dpc: i learn new things every day, u the only one still talkin bout jim crow. There go that republican hypocrisy&#8221;","This guy is nits&#8220;@Lucci_Dpc: i le arn new things every day, u the only one still talkin bout jim crow. There go that republican hypocrisy&#8221;",0,1,True
@jacksparenohoe hotter than a pussy in a pepper patch....who makes this shit up anyways...?,@jacksparenohoe hoter tan a pusy in a black pepper patch....who makes this shit upwardly anyways...?,1,5,True
#BlessJesus The #Crown of HIS head to the sole of HIS feet,#BlessJesus The #Crown of HIS head to the so le of HIS f eet,0,3,True
"Oh Yahweh, your hand is upon me, your shadow hovers over me.For your sake, The House of Ysrah'al mock me all day long http://t.co/wXEs0DQRP9","Buckeye State Yahweh, your hand 1s upo n me , yur shadow hovers over m3.For your sake , Th3 home of Ysrah'al mock m3 all day long http://t.co/wXEs0DQRP 9",0,17,True
"@karmendanielle_ aka he wanna keep you warm, shoulda just introduced himself #coons","@karmendanielle_ aka he wanna keep you wa rm, shoulda just introduced himsel f # coons",0,3,True
it's 2014 bitches need to be ready for the D fellaz! Don't play they games! Let that high school tease shit last a day. #swag,it's 2 014 b itches need to be ready for the D fellaz! Don't play they games! Let that high school tease shit last a day. #swag,1,2,True
Can't stop eating graham crackers,Can't stop eatig graam cracker s,0,4,True
A miserable bitch is on the docket today. Lois 'Misery' Lerner better get grilled. The ordered harassment was undeniable. #breakherdown #war,A miserable bich is on the docket today. Lois 'Misery' Lerner better get grilled. The ordered harassment was undeniable. #breakherdown #war,1,1,True
RT @Smart_Cookie86: If I had to pick a President of the Uncle Tom association I would pick Larry Elder.,RT @Smart_Cookie86: If I h ad t0 pick a President 0f the Uncle turkey cock association I would pick Larry Elder.,0,4,True
#uppers loving the show this morning. Chris is directing the conversation beautifully. Make the teabaggers talk!,#uppers loving the show this morning. Chri s is directing the conversation beautifully. Make the teabaggers talk!,1,1,True
@BetoDavidThomas @JesseCanon bitch my mom didn't call you,@BetoDavidThomas @JesseCanon bith my mom din't call you,1,2,True
"RT @medzzzx: *claims hoes don't exist* 

*uses hoe in her name* http://t.co/tSNzJgPye4",RT @medzzzx: *claims h0es dno't e xist* *uses h0e in her name* http://t.co/tSNzJgPye4,1,4,True
&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/saWpjDtIGN,&#9733; BEST ASIAN MA SSAGE ON THE Broolyn Park slop e --TOP RATED watering hole &#9733;718-622-0221 - 24 http://t.co/saWpjDtIGN,0,4,True
My Lil cousin been locked up for 2 years for beating a bitch with. Metal bucket,My Lil cousin been locked up for 2 years for beating a bitc h with. Metal bucket,1,1,True
"RT @AdviceToWriters: A bird doesn't sing because it has an answer, it sings because it has a song.
MAYA ANGELOU

#poetry #writing","RT @AdviceToWriters: A brd doesn't babble out because it has an answer, it s ings becase it has a song. MYA ANGELOU #poetry #writing",0,6,True
"RT @I_AM_YOUNGPAPER: ""@Shane_A1: @I_AM_YOUNGPAPER boy wat in dat bitch eatin lunch err other day""Im Tellin Ya","RT @I_AM_YOUNGPAP ER: ""@Sh@ne_A1: @I_AM_YOUNGPAPER b oy w@t atomic number 49 digital audiotape bitch eatin l unch err oth er d@y""Im Tellin Y@",1,10,True
Ruley a bitch ry,Ruley a bitc h ry,1,1,True
"Black guy in class: *attempts to throw a paper ball into the trash*
*misses* 
Mrs. Mundy: ""You're a disgrace to your race, Marcus""
&#128514;&#128514;&#128514;","Bl ack guy in clas: *attempts to throw a p aper ball into the trash* *misses* Mrs. Mundy: ""You're a disgrace to your race, Marcus"" &#128514;&#128514;&#128514;",0,3,True
hot nigga is just as big as I don't like was. bobby bitch nice too RT @BLASTography: @WaymoTheGod he won't tho,hot nigga is just as big as I do n't like was. bobby bith nice too RT @BLASTography: @WaymoTheGod he won't tho,1,2,True
"@Liveitupjersey yeah...I try NOT to follow them ZULU looking bitches. 
#muslims FLAT OUT NO WAY!
I use my sheets on my bed, NOT MY HEAD!","@Liveitupjersey yeah...I try NOT to follow them ZULU looking bitches. #muslims FLA T OU T NO WAY! I use my sheets on my bed, NOT MY HEAD!",0,2,True
Winking emoji? I'm about to fuck her right in the pussy,Winking emoj? I'm about to shtup her right in the puss y,1,3,True
@thereal_EMandM ain't like I have anything to do bitch boy lol.,@thereal_EMandM ain't like I have anything to do bit ch b oy lol.,1,2,True
@JustTooMuchCake Lmao. it bel ike that nowadays,@JustTooMuchCake Lmao. it bel President Eisenhower that nowadays,0,1,True
"@stevedischiavi Thanks 'Walking Dead' Bro Steve For Mend..USMC ""Come on you son-n-bitches you want to live forever""! DoG","@stevedischiavi Thanks 'Walking Dead' Br0 Steve For Mend..USMC ""Come on you son-n-itches y0u want to live forever""! DoG",1,5,True
@BolandDrummer I have never once in my life been to a 'coffee shop' like Starbucks. I am a hick though.,@BolandDrummer I hae never once 1n my lie been to a 'coffee shop' like S tarbucks. I amplitude modulation a hick though.,0,10,True
@hayyllss Merry Christmas Hun ! &#127877;&#127876;&#10084;&#65039;,@hayyllss Mery Christms Hun ! &#127877;&#127876;&#10084;&#65039;,0,3,False
"RT @LovelyMariiee: ""@GinaSanabria_: Exes swear they can do better, then you see their next bitch ..... &#128514;&#128514;&#128514;&#128553;&#128553;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;""","RT @LovelyMariiee: ""@GinaSanabria_: Exes swear t hey can do b etter, then you see their next bich ..... &#128514;&#128514;&#128514;&#128553;&#128553;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;""",1,3,True
"Every time I play a Patapon game and hear the ""Ushishi Theme"", I think of a beatboxing monkey. ""YO YO YO GET UPPA!!!""","Every time I ply a Patapon gam e and hear the ""Ushishi Theme"", I think of a beatboxing monkey. ""YO YO YO GET UPPA!!!""",0,2,True
Night niggers,Night n iggers,1,1,True
"Virtually zero protections for LGBTQ persons in Alabama. Not a lot of acceptance, either. Think about queer Alabamian kids today?","Virtually zero protections for LGBTQ persons in Al abama. Not a lot of acceptance, either. Think about queer Alabamian kids today?",0,1,True
@_TheBlackNerd wyd fag,@_TheBlackNerd wy d fa g,1,2,True
Traffic in the gables &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;,Taffic in t he gables &1t;&lt;&lt;&lt;&lt;&lt;&lt;&lt;,0,4,False
"I would like to test and see how long your tongue really is, my lady. [eggplant emoji] @Tinashe","I would like to t est and see how long your tongue really is, my lady. [eggplant emoji] @Tinashe",0,1,True
@O_ShitItsLaura haha because I'm too cool for them hoes lmao jk I got reported supposedly that I was a fake account &#128554;,@O_ShitItsLaura haha because I'm too cool for them hoes lmo jk I got reported supposedly that I was a fake account &#128554;,1,1,True
Like I can't have niggas thinkin ho-tep talk time is apart of my party sets.,Like I cn't have n1ggas thinkin h-tep talk time is apart of my party sets.,1,3,True
22 talented drivers RT @garrisonstudio: I am really glad there haven't been any yellows. But why haven't there been any yellows??,22 talented dirvers RT @garrisonstudio: 1 make up realy gld there haven't bee n an y yellws. But why haven't there been @ny yelows??,0,12,True
City highway skyscrapers building lights yellow blue http://t.co/kOC9uYBFqV,City hihway skyscrapers buiding lighs yelow down in the mouth http://t.co/kOC9uYBFqV,0,7,False
RT @BroadDayJay_: Fellas remember to stock up on thermals and Timbs before the dykes buy them all,RT @BroadDayJay_: Fellas remember to sto ck up on thermals and Timbs before the d ykes buy them all,1,2,True
Thou shall not mock Ryan(the future)Kelly,Thou shall n0t moc k Ry@n(the future)Kelly,0,5,True
"@SoftestMuffin @_tee13 @TorahBlaze at the end of the day, they call yo dumb ass monkey, picka'nanny hoe. But u luv them white devils","@SoftestMuffin @_tee13 @TorahBlaze at the end of the day, they call y0 dum b screw monkey, picka'nanny hoe. But u luv them white devils",1,5,True
"RT @seansteiger31: I don't gang bang ho, I jus gang bang these hoes &#128299;","RT @seansteiger31: I don 't pack bng h0, I j us gang bang these h0es &#128299;",1,6,True
@FattyyTooRaw well Ontario is like kind of a dump now that the ghetto moved here since its cheaper to live here so.. &#128514;,@FattyyTooRaw well Ontario is like kin d of a dump now that the ghetto moved here since its cheaper to live here so.. &#128514;,1,2,True
#StopWhitePeople RT @ABC7: 9 cases of West Nile virus infections reported in Orange County this year; 105 dead birds found carrying virus,#StopWhitePeople RT @ABC7: 9 caes 0f Wst Nle vius infections repored in Ornge County this yer; 105 dead b irds found carryin g computer virus,0,15,True
RT @thachosenkid321: @DonQuixtote he trash tbh #StartMikeVike,RT @thachosenkid321: @DonQuixtote he t rash tbh #StartMikeVike,0,2,True
This game on some shit!! Haha playing that hoe high had me and my nigggs trippen haha,This game on some $hit!! Haha playing that h oe high had me and my nigggs trippen haha,1,3,True
@Lov3Tadaisha &#128514;&#128514;&#128514; a box full of yellow crayons.,@Lov3Tadaisha &#128514;&#128514;&#128514; a box wide-cut of yllow cr@yons.,0,4,False
"RT @TheAsaCrawford: You shoulda learned how to bake, cuz bitches love cake","RT @TheAsaCrawford: You shoulda learned how to b@ke, cuz bitche s love cake",1,2,True
"@kboydee like some of the ""worst"" lyrics they post are beautiful but just because they don't know what they're talking about, it's ""trash""","@kboydee like some of the ""wrst"" lyrics they post are beautiful but just because they don't know what they're talking about, it's ""trash""",0,2,True
I am extremely sad to have to admit that some of the best 21st century Arabic rhymes have been written by Jihadis,I equal extrem ely $ad to have to admit th@t some of the best 21st century Arabic rhymes have been written by Jihadis,0,6,True
@joeysulipeck @myfoxmemphis the minute those red n yellow for rent signs go up the reg. ppl start selling n move,@joeysulipeck @myfoxmemphis the moment t hose r3d nitrogen yelow for rent s igns go up the reg. ppl start selling n move,0,7,True
California is home to skater trash.,Califo rnia equal hom e t0 skater tr@sh.,0,5,False
A .4? Jesus take me now RT @_RichHomieJuan_: @ayylmaoanod bitch you go for a .4 and mc Donald's. Fuck out the spot,A .4? Jesus take me now RT @_RichHomieJuan_: @ayylmaoanod bith you go for a .4 and mc Donald's. Fuc k out the spot,1,2,True
RT @CuteOverloads: baby monkey in the snow im crying &#128557;&#128018;&#10052; http://t.co/gMk5dbjaJQ,RT @CuteOverloads: bay money 1n th e $now im cryin g &#128557;&#128018;&#10052; http://t.co/gMk5dbjaJQ,0,8,False
@sramirez07943 it's goldbar dumb bitch and no my dad wouldn't pick you up he doesn't like faggots like you &#128528;&#128076;&#128079;,@sramirez07943 1t's goldbar dmb btch and no my dada wouldn't pick y0u up he doen't like faggots like you &#128528;&#128076;&#128079;,1,7,True
RT @southernshirt: The only things you need in life are comfy shirts and Oreos #southernshirt,RT @southernshirt: The only things you need in life are comfy shits and Ores #southernshirt,0,2,True
