original_text,adversarial_text,original_label,attack_sucessful
"Your JL Naudin deletion nomnination

Like I said RadioFan, have patience, and stop straining for fame over your assumptions. And did you notice the page was just created? You're being stupid.","Y0ur JL Naudin deletion nomnination L1ke I said RadioFan, have patience, and stop straining for fame over your assumptions. And did you notice the page was just created? You're being stupid.",1,True
"wow
well who do you think you are you cuntsy, like a prick fuck off your mums a dirty swag you shite eyed 
stupid nonce","w ow well wh0 d0 you thi nk you are you cuntsy, 1ike @ prik fck 0ff y0ur mus a dity sag y ou shtie eyd stuid nonce",1,False
I have no idea what you're talking about.,I have n0 i dea what you're talk ing about.,0,True
"Thank you, should I one day wish to yet again argue with a psychotic bitch I'll let you know. Meanwhile, please do stay off my talkpage.","Thank you, should I one day wish to yet again argue with a psychotic btich I'll let you know. Meanwhile, please do stay off my talkpage.",1,True
REDIRECT Talk:FN Model 1910,RE DIRECT Tlk:FN Modl 110,0,False
"^^^
think this scares me? what will they do. nothing. grow up, stop taking wikipedia so seriously you pathetic saps.","^ ^^ thi nk this sc ares m3? what wi ll tey do. noting. grow up , stop taking wikipedia so seriously you pathetic saps.",1,True
Go fuck yourself bitch,G0 fck youreslf bith,1,False
that you are a homosexual who is very gay.,that you are a hoosexual who is very ga.,1,True
"""OK... the towers part, I have no idea ). The map in the original Serbian article should help you out though. But I think I know what is confusing you. There are 3 parts of the fort. The foward, back, and the upper city. The forward city is comprised of TWO parts, the upper and the lower. This """"upper"""" part of the forward city is NOT the upper city. Here:

Forward city (the lowest, X axis)
Upper part (higher, Z axis)
Lower part (lower, Z axis)
Back city (higher than forward, X axis)
Upper city (higher, completely at the back, X axis)

That's how I'm reading it, and I'm pretty sure I'm right. And if you look at the map, tower 1 is in the upper city, and it's what the word 'citadel' is referring to. Now the moat... in the Serbian article, the present tense is used (""""jer je povezan sa Dunavom""""), so the moat is still connected, BUT the Danube is not filling it with water now (""""koji ga je verovatno punio"""", trns. """"which probably filled it with water"""").

""","""O... the t owers prat, I hve no ida ). Th3 map 1n th3 origial Serbian article should hep you out though. But I think I know what is confusing you. There are 3 parts of the fort. The foward, back, and the upper city. The forward city is comprised of TWO parts, the upper and the lower. This """"upper"""" part of the forward city is NOT th3 upper city. Here: Forward city (the lowest, X axis) Upper part (higher, Z axis) Lower part (lower, Z axis) Back city (higher than forward, X axis) Upper city (higher, completely at the back, X axis) That's how I'm reading it, and I'm pretty sure I'm right. And if you look at the map, tower 1 is in the upper city, and it's what the word 'citadel' is referring to. Now the moat... in the Serbian article, the present tense is used (""""jer je povezan sa Dunavom""""), so the moat is still connected, BUT the Danube is not filling it with water now (""""koji ga je verovatno punio"""", trns. """"which probably filled it with water""""). """,0,True
"This bot is seriously driving us crazy
This image exists, I must kill it!","This bot is seriously driving us crzy This image exists, I must kill it!",1,True
"""
Have a good vacation. cheers. –Spiff """,""" Hav e @ goo d vacatin. cheers. –Spiff """,0,True
"Haha, after looking at your talk page, its clear that you're a fucking idiot!! Do you work for Kraft foods or Pfizer or something? You should be banned from the internet for trying to spread lies. You are a worthless human being, and should be ashamed. Go eat some Doritos, moron.","Haah, after looing at your talk page, its clear that you're a fuck1ng idio!! Do you work for Kraft foods or Pfizer or something? You should be banned from the internet for trying to spread lies. You are a worthless human being, and should be ashamed. Go eat some Doritos, moron.",1,True
