original_text,adversarial_text,original_label,requests_used,num_perturbed,attack_successful,timestamp
"austin powers in goldmember is a cinematic car wreck , a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride .","austin powers in goldmember is a cinematic car wre ck, a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride.",negative,31,1,True,2025-08-07T13:44:46.370404
"[gai] comes closer to any actress i can remember to personifying independence in its purest and , yes , most intimidating form .","[ gai ] comes closer to any actress i can remember t o personifying independence i n it s purest and, yes, most intimidating form.",positive,73,13,True,2025-08-07T13:44:46.370434
the pool drowned me in boredom .,the pool droned m e in boredom.,negative,16,2,True,2025-08-07T13:44:46.370464
"the tone is balanced , reflective and reasonable .","th3 spirit is blanced, reflective a nd raesonable.",positive,35,7,True,2025-08-07T13:44:46.370476
brings an irresistible blend of warmth and humor and a consistent embracing humanity in the face of life's harshness .,brings an iresistible blend of wrmth @nd liquid body substance and a consistent embacing humanity in the face o f life 's harshness.,positive,53,6,True,2025-08-07T13:44:46.370486
"a ragbag of promising ideas and failed narrative , of good acting and plain old bad filmmaking .","a melange o f promising ideas and fialed narrative, o f good acting and plain old bad filmmaking.",negative,37,4,True,2025-08-07T13:44:46.370513
writer/director alexander payne ( election ) and his co-writer jim taylor brilliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing .,writer / director alexander payne ( election ) and his co - writer jim taylor brilli@ntly employ their quirky and fearless ability to look american angst in the eye and end up l@ughing.,positive,46,2,True,2025-08-07T13:44:46.370528
"a well-done film of a self-reflexive , philosophical nature .","a wel1 - d one film of a self - reflexive, philosophical nature.",positive,23,2,True,2025-08-07T13:44:46.370547
"entertains not so much because of its music or comic antics , but through the perverse pleasure of watching disney scrape the bottom of its own cracker barrel .","entertins not so much because of its music or comic antics, but through the perverse pleasure of watching disney scrape the bottom of its own cracker barrel.",mixed,34,1,True,2025-08-07T13:44:46.370557
"an amusing and unexpectedly insightful examination of sexual jealousy , resentment and the fine line between passion and pretence .","an divert and unexpectedly in$ightful examination of sexual jealousy, resentment and the fine line between passion and pretence.",positive,33,2,True,2025-08-07T13:44:46.370574
"there ought to be a directing license , so that ed burns can have his revoked .","there ought to be a directing license, so that ed burns can have his revoed.",neutral,22,1,True,2025-08-07T13:44:46.370588
"while most films these days are about nothing , this film seems to be about everything that's plaguing the human spirit in a relentlessly globalizing world .","while most films these days are about nothing, t his film seems to be about everything that 's plaguing the human spirit in a relentlessly globalizing world.",negative,32,1,True,2025-08-07T13:44:46.370601
i'm going to give it a marginal thumbs up . i liked it just enough .,i'm going to give it a marginal thumbs up . i li ked i t just eonugh.,positive,25,5,True,2025-08-07T13:44:46.370616
"clint eastwood's blood work is a lot like a well-made pb& j sandwich : familiar , fairly uneventful and boasting no real surprises  but still quite tasty and inviting all the same .","clint eastwood 's blood work is a lot like a we1l - made pb & j sandwich : faniliar, fairly uneventful and boasting no real surprises  but still quite tas ty and inviting all the same.",positive,52,3,True,2025-08-07T13:44:46.370628
"its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream is one that any art-house moviegoer is likely to find compelling .","its story about a young chinese woman, ah na, who has come to new york city to rplace past tragedy with the american dream is one that any art - house moviegoer is likely to find compelling.",positive,45,1,True,2025-08-07T13:44:46.370649
"one of the most plain , unimaginative romantic comedies i've ever seen .","ome of the most plain, unimaginative romantic comedies i 've ever seen.",positive,21,1,True,2025-08-07T13:44:46.370667
"phillip noyce and all of his actors -- as well as his cinematographer , christopher doyle -- understand the delicate forcefulness of greene's prose , and it's there on the screen in their version of the quiet american .","phlilip noyce and all of his actors -- as well as his cinematographer, christopher doyle -- understand the delicate forcefulness of greene 's prose, and it 's there on the screen in their version of the quiet american.",neutral,47,1,True,2025-08-07T13:44:46.370678
the transporter bombards the viewer with so many explosions and side snap kicks that it ends up being surprisingly dull .,the transporter bombards the viewer with so many explosions and side snap kicks that it ends astir being amazingly dul.,negative,39,3,True,2025-08-07T13:44:46.370699
it's lazy for a movie to avoid solving one problem by trying to distract us with the solution to another .,it 's work-shy for a movie to av oid solving one problem by trying to distract us with the solution to another.,negative,31,2,True,2025-08-07T13:44:46.370713
"me no lika da accents so good , but i thoroughly enjoyed the love story . scott baio is turning in some delightful work on indie projects .","me no lika da accents so good , but i thoroughly enjoyed the love story . scott baio i s turning in some deligtful work on indie projects.",positive,27,3,True,2025-08-07T13:44:46.370728
"short and sweet , but also more than anything else slight tadpole pulls back from the consequences of its own actions and revelations .","short and swet, but also more than anything else sligt tadpole pulls back from the consequences of its own actions and revelations.",mixed,39,3,True,2025-08-07T13:44:46.370743
alarms for duvall's throbbing sincerity and his elderly propensity for patting people while he talks .,alarms for duvall 's throb sincerity and his elderly propensity for patting people whie he talks.,negative,37,4,True,2025-08-07T13:44:46.370795
martyr gets royally screwed and comes back for more .,martyr gets royally srcewed and comes bac k for more.,negative,19,2,True,2025-08-07T13:44:46.370809
i didn't laugh . i didn't smile . i survived .,i did n't lau gh. i fare n' t simle . i survived .,negative,34,6,True,2025-08-07T13:44:46.370819
"overly stylized with lots of flash black-&-white freeze frames reminiscent of a pseudo-hip luxury car commercial , ( it's ) at its worst when it's actually inside the ring .","overly stylized with lots of flash black-&-white block frames reminiscent of a pseudo - hip luxury car commrecial, ( it 's ) at its worst whe n it 's actually inside the ring.",negative,49,4,True,2025-08-07T13:44:46.370828
"reeboir varies between a sweet smile and an angry bark , while said attempts to wear down possible pupils through repetition . it has no affect on the kurds , but it wore me down .","reeboir varies between a sweet smile and an angry bark , while said attempts to wear down possible pupils through repetition . it has no affect on the kurds, but it wore ne down.",mixed,22,1,True,2025-08-07T13:44:46.370846
a sometimes tedious film .,a sometimes t3dious f ilm.,negative,14,2,True,2025-08-07T13:44:46.370864
i admired this work a lot .,i admried thi s work a l0t.,positive,21,3,True,2025-08-07T13:44:46.370872
staggeringly dreadful romance .,stagger1ngly draedful romance .,negative,23,4,False,2025-08-07T13:44:46.370879
a flawed but engrossing thriller .,a flawed bu t engrossing thriller.,mixed,10,1,True,2025-08-07T13:44:46.370887
"efteriades gives the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug .","efteriades giv3s the neighborhood -- scenery, vibe and all -- the cinematic equivalent of a big, tender hug.",positive,28,1,True,2025-08-07T13:44:46.370895
. . . there's enough cool fun here to warm the hearts of animation enthusiasts of all ages .,. . . there ' s enough co0l f un he re t0 w arm the hearts 0f animati0n enthusiasts o f al l ag3s.,positive,94,16,True,2025-08-07T13:44:46.370908
"adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like pinocchio . as for children , they won't enjoy the movie at all .","adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like pinocchio . as for children, they wo n 't en joy the movie at all.",negative,24,3,True,2025-08-07T13:44:46.370920
the quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by rachel griffiths .,the quirky drama tuches the he@rt and the funybone thans to the energet1c and always surprise public presentation by rachel griffiths.,positive,56,7,True,2025-08-07T13:44:46.370939
director jay russell weighs down his capricious fairy-tale with heavy sentiment and lightweight meaning .,director jay Henry Russell weighs down h is capricious fairy - tale with heavy sentiment and lightweight meaning.,neutral,32,4,True,2025-08-07T13:44:46.370954
the kind of primal storytelling that george lucas can only dream of .,the kind o f primal storytelling that george lucas can only dream of.,neutral,17,1,True,2025-08-07T13:44:46.370967
"a powerful , inflammatory film about religion that dares to question an ancient faith , and about hatred that offers no easy , comfortable resolution .","a powerful, inflammatory flm about religion that dares to question an ancient faith, and about hatred that offers no easy, comfortable resolution.",positive,31,1,True,2025-08-07T13:44:46.370978
it's so good that you can practically see the hollywood 'suits' trying to put together the cast and filmmaking team for the all-too -inevitable american remake .,it 's so goo d that you can practically see the hollywood ' suits ' trying to put together the cast and filmmaking team for the all - too -inevitable american remake.,positive,36,1,True,2025-08-07T13:44:46.370993
"the setting is so cool that it chills the characters , reducing our emotional stake in the outcome of "" intacto's "" dangerous and seductively stylish game .","the setting is so col th at it chills the characters, reducing our emotional stake in the outcome of "" intacto 's "" dangerous and seductively stylish game.",positive,38,2,True,2025-08-07T13:44:46.371011
"nicks refuses to let slackers be seen as just another teen movie , which means he can be forgiven for frequently pandering to fans of the gross-out comedy .","nicks refses to let slackers be seen as just another teen movie, which means he can be forgiven for frequently pandering to fans of the gross - out comedy.",negative,36,1,True,2025-08-07T13:44:46.371027
"as if to prove a female director can make a movie with no soft edges , kathryn bigelow offers no sugar-coating or interludes of lightness . her film is unrelentingly claustrophobic and unpleasant .","as if to prove a female director can make a movie with no soft edges , kathryn bigelow offers no sugar-coating or interludes of lightness . her fi lm comprise relentlessly claustrophobic an d umpleasant.",negative,37,5,True,2025-08-07T13:44:46.371043
"a loud , ugly , irritating movie without any of its satirical salvos hitting a discernible target .","a loud, u gly, iritating m0vie without an y of its satirical salvos hitting a discernible target.",negative,38,5,True,2025-08-07T13:44:46.371062
"take care is nicely performed by a quintet of actresses , but nonetheless it drags during its 112-minute length .","take care is niely performed by a quintet of actresses, but nonetheless it drags during its 112 - minute length.",mixed,27,1,True,2025-08-07T13:44:46.371075
both a grand tour through 300 hundred years of russian cultural identity and a stunning technical achievement .,both a grand to ur through 300 hundred years of russian cultural identity and a stunnig technical acihevement.,positive,33,4,True,2025-08-07T13:44:46.371089
fessenden's narrative is just as much about the ownership and redefinition of myth as it is about a domestic unit finding their way to joy .,fessenden 's narrative is just as much about the ownership and redefinition of myth as it is about a domestic unit finding their way to j oy.,positive,31,1,True,2025-08-07T13:44:46.371101
this is the kind of movie where people who have never picked a lock do so easily after a few tries and become expert fighters after a few weeks .,this is the kind of movie where people World Health Organization have never picked a lo ck do so easily after a few tries and become expert fighters after a few weeks.,neutral,39,2,True,2025-08-07T13:44:46.371117
it's the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of sarah and harrison .,it 's the unsettling images of a war - ravaged land that prove more potent and rveting than the unlikely stor y of sarah and harrison.,positive,35,2,True,2025-08-07T13:44:46.371132
"best of all is garcia , who perfectly portrays the desperation of a very insecure man .","bes t of all is garcia, who perfectly portrays t he desperation of a very insecure man.",positive,47,7,True,2025-08-07T13:44:46.371146
weiss and speck never make a convincing case for the relevance of these two 20th-century footnotes .,weiss and speck nev er make a convincing case f0r the relevance of these two 20th - century footnotes.,negative,28,2,True,2025-08-07T13:44:46.371159
everyone's to blame here .,everyone 's to blae her e.,negative,27,5,True,2025-08-07T13:44:46.371171
changing lanes is an anomaly for a hollywood movie ; it's a well-written and occasionally challenging social drama that actually has something interesting to say .,changing lanes is an anomaly for a hollywood movie ; it 's a wll - written and occasionally challenging social drma that actually ha s something interesting to say.,mixed,55,7,True,2025-08-07T13:44:46.371179
just not campy enough,just no t campy eonugh,negative,15,2,True,2025-08-07T13:44:46.371219
"if oscar had a category called best bad film you thought was going to be really awful but wasn't , guys would probably be duking it out with the queen of the damned for the honor .","if oscar had a category called best bad film you thought was going to be really a wful but was n't, guys would probably be duking it out with the queen of the damned for the honor.",negative,42,1,True,2025-08-07T13:44:46.371227
"accuracy and realism are terrific , but if your film becomes boring , and your dialogue isn't smart , then you need to use more poetic license .","accuacy and realism are trrific, only if your fil m becomes boing, and your dialogue is n 't s mart, then you need to use mor e poetic license.",mixed,68,8,True,2025-08-07T13:44:46.371245
"this engrossing , characteristically complex tom clancy thriller is shifty in the manner in which it addresses current terrorism anxieties and sidesteps them at the same time .","this enrossing, characteristically complex tom clancy thrller is shifty in the manner in which it destination current terrorism anxieties and sidest3ps them at the same time.",positive,49,5,True,2025-08-07T13:44:46.371260
i hope the movie is widely seen and debated with appropriate ferocity and thoughtfulness .,i hope the movie is widely seen and debated with appropriate ferocity a nd th0ughtfulness.,positive,24,2,True,2025-08-07T13:44:46.371277
"based on dave barry's popular book of the same name , the movie benefits from having a real writer plot out all of the characters' moves and overlapping story .","based on dave barry 's popular book of the same name, the movie benefis from having a real writer plot out all of the characters ' moves and overlapping story.",positive,37,1,True,2025-08-07T13:44:46.371289
"thirty years ago , it would have been groundbreaking . now it's just tired .","thirty years ago , it would have been groundbreaking . now it 's just tir ed.",negative,11,1,True,2025-08-07T13:44:46.371305
the big finish is a bit like getting all excited about a chocolate eclair and then biting into it and finding the filling missing .,the big finish i s a bit like getting all excited about a chocolate eclair and then biting into it and finding the filling missing.,negative,29,1,True,2025-08-07T13:44:46.371316
"a movie just for friday fans , critics be damned . if you already like this sort of thing , this is that sort of thing all over again .","a movie just for Fri fans, critcs represent damnd. if you already like this sort of thing , this is that sort of thing all over again .",negative,55,11,True,2025-08-07T13:44:46.371331
[crystal and de niro] manage to squeeze out some good laughs but not enough to make this silly con job sing .,[ lechatelierite and de niro ] manage to squeeze out some goo d laughs merely not enough to make this silly con job sing.,mixed,39,4,True,2025-08-07T13:44:46.371345
"it may not be a huge cut of above the rest , but i enjoyed barbershop . it's a funny little movie with clever dialogue and likeable characters .","it may not be a huge cut of ab ove the rest, just i savour barbershop. it's a funny little movie with clever dialogue and likeable characters .",mixed,32,3,True,2025-08-07T13:44:46.371358
"it's predictable , but it jumps through the expected hoops with style and even some depth .","it 's predcitable, but it jumps through the expected hoops with style and even some depth.",mixed,24,1,True,2025-08-07T13:44:46.371373
"an exceptionally dreary and overwrought bit of work , every bit as imperious as katzenberg's the prince of egypt from 1998 .","an exceptionally dreary and ovrwrought bit of work, every bit as imperious as katzenberg 's the prince of egypt from 1998.",negative,28,1,True,2025-08-07T13:44:46.371385
"secretary manages a neat trick , bundling the flowers of perversity , comedy and romance into a strangely tempting bouquet of a movie .","secretary manages a n eat trick, bundling the flowers of perversity, comedy and romance into a strangely tempting bouquet of a movie.",positive,28,1,True,2025-08-07T13:44:46.371399
"for all the dolorous trim , secretary is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers' sporadic dips into pop freudianism .","for all the dolorous trim, secretary i$ a genial romance that maintains a surprisingly buoyant tone throughout, notwithstanding some of the writers ' sporadic dips into pop freudiainsm.",mixed,67,7,True,2025-08-07T13:44:46.371413
