original_text,adversarial_text,original_label,requests_number,num_perturbed,attack_sucessful
". . . an otherwise intense , twist-and-turn thriller that certainly shouldn't hurt talented young gaghan's resume .",". . . an otherwise int3nse, twist - and - turn thriler that certainly should n't hurt talented young gaghan 's resume.",__label__2,33,2,True
cho's timing is priceless .,cho 's timing is priceless.,__label__2,10,1,True
. . . a lesson in prehistoric hilarity .,. . . a lesson in prehistoric hilarity .,__label__2,3,0,False
"this is a good script , good dialogue , funny even for adults . the characters are interesting and often very creatively constructed from figure to backstory . the film will play equally well on both the standard and giant screens .","this i$ a upright script, g ood dilaogue, suspect even for aduls. the characters are interesting and often very creatively constructed from figure to backstory . the film will play equally well on both the standard and giant screens .",__label__2,66,13,True
an almost unbearably morbid love story .,an almost unbearably diseased love st ory.,__label__1,41,7,False
if you grew up on scooby -- you'll love this movie . matthew lillard is born to play shaggy !,if you gr ew up on scooby -- you 'll l ove this movie. matthew lillard is born to play shaggy !,__label__2,28,3,True
"as conceived by mr . schaeffer , christopher and grace are little more than collections of quirky traits lifted from a screenwriter's outline and thrown at actors charged with the impossible task of making them jell .","as conceived by mr . schaeffer , christopher and grace are little more than collections of quirky traits lifted from a screenwriter's outline and thrown at actors charged with the impossible task of making them jell .",__label__1,215,38,False
"do not , under any circumstances , consider taking a child younger than middle school age to this wallow in crude humor .","suffice non, under a ny circumstances, see taking a child younger than middle shcool long time to this welter in crude humor.",__label__1,64,10,True
"depicts the sorriest and most sordid of human behavior on the screen , then laughs at how clever it's being .","depicst the sorriest and most sordid of homo behavoir on the screen, then laughs at how clever it 's bein g.",__label__2,43,4,True
"alex nohe's documentary plays like a travelogue for what mostly resembles a real-life , big-budget nc-17 version of tank girl .","alex nohe 's documentary plays lik e a travelogue for what mostly resembles a real - life, big - budget nc-17 version of tank girl.",__label__1,30,1,True
"a beautiful , timeless and universal tale of heated passions -- jealousy , betrayal , forgiveness and murder .","a beautiful, timel3ss and universal t ale of heated passions -- jealousy, betrayal, forgiveness and murder.",__label__2,38,4,True
ya-yas everywhere will forgive the flaws and love the film .,ya - yas everywhere will forgive the flaw s and love t he film.,__label__2,33,5,True
"watching the powerpuff girls movie , my mind kept returning to one anecdote for comparison : the cartoon in japan that gave people seizures .","watching the powerpuff girls movie, my mind kept returning to one anedote for comparison : the carton in japan that gave people seizure.",__label__1,53,5,True
"austin powers in goldmember is a cinematic car wreck , a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride .","austin powers in goldmember is a cinematic car wreck, a catastrophic collision of tastelessness and gall that nvertheless will leave fans clamoring for another ride.",__label__2,32,1,True
"[gai] comes closer to any actress i can remember to personifying independence in its purest and , yes , most intimidating form .","[ gai ] come s closer t o any actress i can rememer to personifying independence in its virgin and, yes, nearly intimidaing form.",__label__2,60,8,True
the pool drowned me in boredom .,t he pool drowned me in tedium.,__label__1,17,3,True
"the tone is balanced , reflective and reasonable .","the tone is balanced, reflective and reasonable.",__label__2,13,1,True
brings an irresistible blend of warmth and humor and a consistent embracing humanity in the face of life's harshness .,play an irresistible bend o f warmth a nd hu mor and a consistent embracing humnaity in the face of life 's harshness.,__label__2,50,6,True
"a ragbag of promising ideas and failed narrative , of good acting and plain old bad filmmaking .","a ragbag of promising ideas and go wrong narrative, of good acting and plai n old badness filmmaking.",__label__1,47,6,True
writer/director alexander payne ( election ) and his co-writer jim taylor brilliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing .,writer / director alexander payne ( election ) and his co - writer jim taylor brillianly employ their quirky and fearless ability to look american angst in the eye and end up laughing.,__label__2,39,1,True
"a well-done film of a self-reflexive , philosophical nature .","a well - done film of a self - reflexive, philosophical nature.",__label__2,18,1,True
"entertains not so much because of its music or comic antics , but through the perverse pleasure of watching disney scrape the bottom of its own cracker barrel .","entertains n ot so much because of its music or comic antics, but through the perverse pleasure of watching disney scrape the bottom of its own cracker barrel.",__label__1,33,1,True
"an amusing and unexpectedly insightful examination of sexual jealousy , resentment and the fine line between passion and pretence .","an amusing and unexpectedly insgihtful test of sexual jealousy, resentment and the fine line between passion and pretemce.",__label__2,38,3,True
"there ought to be a directing license , so that ed burns can have his revoked .","there ougt to be a directing license, so that ed bruns can have his revoked.",__label__1,27,2,True
"while most films these days are about nothing , this film seems to be about everything that's plaguing the human spirit in a relentlessly globalizing world .","while most films these days are about nothing, this film seems to be about everything that 's plaguing the human spirit i n a relentlessly globalizing world.",__label__1,73,10,True
i'm going to give it a marginal thumbs up . i liked it just enough .,i 'm going to give it a marginal thumbs up. i care information technology just enough.,__label__2,45,7,True
"clint eastwood's blood work is a lot like a well-made pb& j sandwich : familiar , fairly uneventful and boasting no real surprises  but still quite tasty and inviting all the same .","clint eastwood 's blood work is a lot like a well - made pb & j sandwich : familiar, failry uneventful and boasting no real surprises  but s till quite t@sty and inviting all the same.",__label__2,52,3,True
"its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream is one that any art-house moviegoer is likely to find compelling .","its story aout a yo ung chinese woman, ah na, who has come to new york cit y t o replac3 past tragedy with th e aerican draem represent one that any art - huse moviegoer is likely t o fid compellng.",__label__2,139,23,True
"one of the most plain , unimaginative romantic comedies i've ever seen .","one of the most plain, unimaginative romantic comedies i 've of all time see n.",__label__1,27,2,True
"phillip noyce and all of his actors -- as well as his cinematographer , christopher doyle -- understand the delicate forcefulness of greene's prose , and it's there on the screen in their version of the quiet american .","phillip noyce and all of his actors -- as wll a$ his cinematographer, christopher doyle -- sympathize the delictae forcefulness of greene 's prose, and it 's there on the screen i n their version of the quiet american.",__label__2,71,7,True
the transporter bombards the viewer with so many explosions and side snap kicks that it ends up being surprisingly dull .,the transporter bombards the viewer with so many explosions and side snap kicks that it ends up being surprisingly dull.,__label__1,27,1,True
it's lazy for a movie to avoid solving one problem by trying to distract us with the solution to another .,it 's lazy for a movie t o avoid solving one problem by trying to distract us with the solution to another.,__label__2,26,1,True
"me no lika da accents so good , but i thoroughly enjoyed the love story . scott baio is turning in some delightful work on indie projects .","me no lika da accents s o god, simply i throughly enjoyde the dear story. scott baio is turning in some delightful work on indie projects .",__label__2,57,9,True
"short and sweet , but also more than anything else slight tadpole pulls back from the consequences of its own actions and revelations .","short and sweet, b ut also more than anything els3 little tadpole pulls back from the consequences of its o wn actions and Revelation of Saint John the Divine.",__label__2,62,7,True
alarms for duvall's throbbing sincerity and his elderly propensity for patting people while he talks .,alarms for duvall 's throbbing sincerity and his elderly propensity for patting people while h e talk s.,__label__1,26,2,True
martyr gets royally screwed and comes back for more .,martyr gets royally scewed and co mes back for more.,__label__1,19,2,True
i didn't laugh . i didn't smile . i survived .,i didn't laugh . i coif n't grinning. i survived.,__label__2,32,6,True
"overly stylized with lots of flash black-&-white freeze frames reminiscent of a pseudo-hip luxury car commercial , ( it's ) at its worst when it's actually inside the ring .","overly stylized with lots of flash black-&-white freeze frames reminiscent of a pseudo - hip luxury car comercial, ( it ' s ) at its tough when i t 's actually inside the ring.",__label__1,81,12,True
"reeboir varies between a sweet smile and an angry bark , while said attempts to wear down possible pupils through repetition . it has no affect on the kurds , but it wore me down .","reeboir varies between a sweet smile and an angry bark , while said attempts to wear down possible pupils through repetition . it has mo affect on the kurds, but it wor e m e down.",__label__1,35,5,True
a sometimes tedious film .,a sometimes teious film.,__label__1,10,1,True
i admired this work a lot .,i admired tis wo rk a lo t.,__label__2,33,7,False
staggeringly dreadful romance .,staggeringly dre@dful romance.,__label__1,23,4,False
a flawed but engrossing thriller .,a flawed b ut engrossing trhiller.,__label__2,31,6,False
"efteriades gives the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug .","efteriades g ives t he neighborhood -- scenery, vibe and all -- the cinematic equivalent of a big, tender hug.",__label__2,35,3,True
. . . there's enough cool fun here to warm the hearts of animation enthusiasts of all ages .,. . . there 's enough cool fu n here to warm the hearts of animation enthusiasts of a ll ags.,__label__2,33,3,True
"adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like pinocchio . as for children , they won't enjoy the movie at all .","adults will certainly want to sp end their time in the theater thinking up grocery lists and ways to tell their kids how no t to act like pinocchio. as for children , they won't enjoy the movie at all .",__label__1,43,3,True
the quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by rachel griffiths .,the quirky drama toches the pump and the funnybne th@nks to the enrgetic and always surprsiing public presentation by rachel griffiths.,__label__2,66,9,True
director jay russell weighs down his capricious fairy-tale with heavy sentiment and lightweight meaning .,director jay russell weighs down his capricious fairy - tale with heavy seniment and lightweight meaning.,__label__1,32,3,True
the kind of primal storytelling that george lucas can only dream of .,the kind of primal storytelling that george luas can on ly dream of.,__label__1,22,2,True
"a powerful , inflammatory film about religion that dares to question an ancient faith , and about hatred that offers no easy , comfortable resolution .","a powerful, inflammatory film about religion that dares to question an ancient faith, and about hatred that offers no easy, comfortable resolution.",__label__2,30,1,True
it's so good that you can practically see the hollywood 'suits' trying to put together the cast and filmmaking team for the all-too -inevitable american remake .,it 's s o good that you can much see the hollywood ' suits ' trying to put together the cast and filmmaking team for the all - too -inevitable american remake.,__label__2,41,2,True
"the setting is so cool that it chills the characters , reducing our emotional stake in the outcome of "" intacto's "" dangerous and seductively stylish game .","the setting is so co0l that it chils the characters, reducing our emotional stake in the outcome of "" intacto 's "" dangerous and seductively stylish game.",__label__2,39,2,True
"nicks refuses to let slackers be seen as just another teen movie , which means he can be forgiven for frequently pandering to fans of the gross-out comedy .","nicks refues to let slackers be seen as just another teen movie, which means he can be forgiven for frequently pandeing to fans of the gro ss - out comedy.",__label__1,46,3,True
"as if to prove a female director can make a movie with no soft edges , kathryn bigelow offers no sugar-coating or interludes of lightness . her film is unrelentingly claustrophobic and unpleasant .","a s i f to prove a female director can make a movie with no soft edges, kathryn bigelow offers mo sugar - coating or interludes of lightness. her fi lm i s unrelentigly claustrophboic and upleasant.",__label__1,88,11,True
"a loud , ugly , irritating movie without any of its satirical salvos hitting a discernible target .","a loud, ugly, nettle mo vie witohut whatever o f i ts satirical salvso hitting a discernible target.",__label__1,72,13,True
"take care is nicely performed by a quintet of actresses , but nonetheless it drags during its 112-minute length .","take care i s nicely performed by a quintet of actresses, but nonetheless it drags during its 112 - minute length.",__label__1,36,3,True
both a grand tour through 300 hundred years of russian cultural identity and a stunning technical achievement .,bot h a grand tour through 300 hundred years of russian cultural identity and a sandbag technical achievement.,__label__2,27,2,True
fessenden's narrative is just as much about the ownership and redefinition of myth as it is about a domestic unit finding their way to joy .,fessenden 's narrative is just a s much about the ownership and redefinition of myth as it is about a domestic unit finding their way to joy.,__label__2,31,1,True
this is the kind of movie where people who have never picked a lock do so easily after a few tries and become expert fighters after a few weeks .,this is the kind of movie where people who have never picked a lock do s o easily after a few tries and become expert fighters after a few weeks.,__label__1,35,2,True
it's the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of sarah and harrison .,it 's the unsettling images of a war - ravaged land that prove more ptoent and concentrate than t he unlikely narrative o f sarah and Reginald Carey Harrison.,__label__2,55,6,True
"best of all is garcia , who perfectly portrays the desperation of a very insecure man .","best of all i s garcia, who pefectly portrays the desperation of a very insecure man.",__label__2,26,2,True
weiss and speck never make a convincing case for the relevance of these two 20th-century footnotes .,weiss and speck never make a convincig case for the relevance of these two 20th - century footnotes.,__label__2,24,1,True
everyone's to blame here .,everyone 's t o blaem here.,__label__1,15,2,True
changing lanes is an anomaly for a hollywood movie ; it's a well-written and occasionally challenging social drama that actually has something interesting to say .,changing lanes is an anomaly for a hollywood movie ; it 's a we ll - written and occasionally challenging social drama that actually own something interesting t0 say.,__label__2,43,3,True
just not campy enough,jus t non cam py enough,__label__1,18,3,True
"if oscar had a category called best bad film you thought was going to be really awful but wasn't , guys would probably be duking it out with the queen of the damned for the honor .","if oscar had a category called best ba d film you thought was going to be really aw ful but was n't, guys would probably be duking it out with the queen of the damned for the honor.",__label__1,47,2,True
"accuracy and realism are terrific , but if your film becomes boring , and your dialogue isn't smart , then you need to use more poetic license .","accuracy and realism are wonderful, but 1f your film becomes boring, and your dialogue is n't smart, then y0u nee d to use more petic license.",__label__2,58,6,True
"this engrossing , characteristically complex tom clancy thriller is shifty in the manner in which it addresses current terrorism anxieties and sidesteps them at the same time .","this engrossing, characteristically complex tom clancy thriller is shifty in the manner in which it addreses current terrorism anxieties and sidesteps thm at the same clock time.",__label__2,60,8,True
i hope the movie is widely seen and debated with appropriate ferocity and thoughtfulness .,i hope the movie is widely seen and debated with appropriate furiousness and thoughtfulness.,__label__1,23,1,True
"based on dave barry's popular book of the same name , the movie benefits from having a real writer plot out all of the characters' moves and overlapping story .","based on dave barry's popular book of the same name , the movie benefits from having a real writer plot out all of the characters' moves and overlapping story .",__label__1,179,32,False
"thirty years ago , it would have been groundbreaking . now it's just tired .","thirty years ago , it would have been groundbreaking . now i t 's just tired.",__label__1,11,1,True
the big finish is a bit like getting all excited about a chocolate eclair and then biting into it and finding the filling missing .,the big finish is a bit like getting all excited about a chocolate eclair and and then biting into it and finding the filling missing.,__label__1,53,5,True
"a movie just for friday fans , critics be damned . if you already like this sort of thing , this is that sort of thing all over again .","a movie just for friday fans , critics be damned . if you already like this sort of thing , this is that sort of thing all over again .",__label__2,58,11,False
[crystal and de niro] manage to squeeze out some good laughs but not enough to make this silly con job sing .,[ crystal and de niro ] manage t o squeeze out some good laughs bu t n ot enough to make this $illy con job sing.,__label__1,48,5,True
"it may not be a huge cut of above the rest , but i enjoyed barbershop . it's a funny little movie with clever dialogue and likeable characters .","it may not be a huge cut of above the rest , but i enjoyed barbershop . it 's a funny little picture w ith clever dialogue and likeble characters.",__label__2,29,3,True
"it's predictable , but it jumps through the expected hoops with style and even some depth .","it 's predictabl3, but it jumps through the expected hoops with style and even some d3pth.",__label__1,30,2,True
"an exceptionally dreary and overwrought bit of work , every bit as imperious as katzenberg's the prince of egypt from 1998 .","an exceptionally dreary and overwrouht bit of work, every bit as imperious as katzenberg 's the prince of egypt from 1998.",__label__1,28,1,True
"secretary manages a neat trick , bundling the flowers of perversity , comedy and romance into a strangely tempting bouquet of a movie .","sceretary manaegs a nat trick, bundling the flowers of perversity, comedy and romance into a strangely tempting bouquet of a m ovie.",__label__2,46,5,True
"for all the dolorous trim , secretary is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers' sporadic dips into pop freudianism .","for al l the dolorous trim, secretary is a genila romance that maintain$ a astonishingly buoyant tone throughout, notwithstanding some of the writers ' sporadic dips into pop freudianism.",__label__2,51,5,True
narc is all menace and atmosphere .,narc is all menace and atmosphere.,__label__2,12,1,True
"the story loses its bite in a last-minute happy ending that's even less plausible than the rest of the picture . much of the way , though , this is a refreshingly novel ride .","the story loses its bite in a last-minute happy ending that's even less plausible than the rest of the picture . much of the way, though, this is a refreshingly novel ride.",__label__2,19,1,True
the modern-day characters are nowhere near as vivid as the 19th-century ones .,the modern - day graphic symbol are nowhere nea r a s vivid as the 19th - century ones.,__label__1,32,4,True
filmmaker tian zhuangzhuang triumphantly returns to narrative filmmaking with a visually masterful work of quiet power .,filmmaker tian zhuangzhuang triumphantly returns to narrative filmmaking with a visually virtuoso work of quiet power.,__label__2,25,1,True
a really funny fifteen-minute short stretched beyond its limits to fill an almost feature-length film .,a really funny fifteen - minute short stretched beyond its limts to fill an almost feature - length film.,__label__2,30,2,True
"reggio falls victim to relying on the very digital technology that he fervently scorns , creating a meandering , inarticulate and ultimately disappointing film .","reggio fall s victim to relying o n the ve ry digital technology that he fervently scorns, cretaing a rambling, inarticulate and ultimately dissatisfactory film.",__label__1,70,10,True
"watching this gentle , mesmerizing portrait of a man coming to terms with time , you barely realize your mind is being blown .","watching this gentle, mesmerise portait of a man coming to terms with time, yo u barely realize your mind is being blown.",__label__2,40,4,True
manages to be both repulsively sadistic and mundane .,manages to b e both repulsively sadistic and quotidian.,__label__1,23,3,True
""" freaky friday , "" it's not .",""" freaky friday, "" i t 's n0t.",__label__1,20,4,True
"a lousy movie that's not merely unwatchable , but also unlistenable .","a lous y movie that 's not merely unwatchable, but also unlistenable.",__label__1,18,2,True
i'm just too bored to care .,i ' m ju$t t0o bred to care.,__label__1,31,5,True
laggard drama wending its way to an uninspired philosophical epiphany .,laggard drama wending its wa y to an uninspierd philosophical epiphany.,__label__1,20,2,True
"you've already seen city by the sea under a variety of titles , but it's worth yet another visit .","you 've already seen cty by the sea under a variety of titles, but it 's Charles Frederick Worth yet another visit.",__label__2,110,20,True
"its story may be a thousand years old , but why did it have to seem like it took another thousand to tell it to us ?","its story may be a thousand years old, but wh y did it have to seem like it took another thousand to tell it to us?",__label__1,31,1,True
". . . instead go rent "" shakes the clown "" , a much funnier film with a similar theme and an equally great robin williams performance .",". . . instead go re nt "" shakes the clown "", a m uch funnier film with a similar theme and an equally great robin williams performance.",__label__1,42,5,True
an awkwardly garish showcase that diverges from anything remotely probing or penetrating .,a n awkwarldy garsh display case that dverges from anytihng rem0tely probing or penetrating.,__label__1,52,8,True
a well paced and satisfying little drama that deserved better than a direct-to-video' release .,a we ll paced and satisfiyng little drama that deserved better thn a direct - to - video ' release.,__label__2,34,3,True
"a spunky , original take on a theme that will resonate with singles of many ages .","a spunky, origial tke on a theme that w ill resonate with singles of m any ags.",__label__2,52,8,True
"this version moves beyond the original's nostalgia for the communal film experiences of yesteryear to a deeper realization of cinema's inability to stand in for true , lived experience .","this version moves beyond the original 's nostalgia for the communal film experiences of yesteryear to a deepr realization of cinema 's inability to stand in for true, lived experience.",__label__2,37,1,True
too clunky and too busy ribbing itself to be truly entertaining .,to o clnuky and as well busy ribbing itself to be truly entertaining.,__label__1,31,4,True
the wild thornberrys movie is a jolly surprise .,the wild thornberrys movie is a joly surprisal.,__label__2,21,4,True
"in its own floundering way , it gets to you . just like igby .","in its ow n floundering way, it gets to you. just like igby .",__label__2,16,1,True
not sweet enough to liven up its predictable story and will leave even fans of hip-hop sorely disappointed .,n ot sweet enough to liven up its predcitable story and will leave even fans of hip - hop soely disapponted.,__label__1,41,5,True
"a movie that , rather than skip along the seine , more or less slogs its way through soggy paris , tongue uncomfortably in cheek .","a movie that, rather than ski p aolng the seine, more or less slogs its wa y through soggy paris, tongue uncomfortably in cheek.",__label__1,42,3,True
"for its 100 minutes running time , you'll wait in vain for a movie to happen .","for its 100 minutes running time, you 'll wait in va in for a movie to happen.",__label__1,28,3,True
"a punch line without a premise , a joke built entirely from musty memories of half-dimensional characters .","a punch line without a prem1se, a jok e built entirely from mu sty memories of hal f - dimension@l characters.",__label__1,50,7,True
"thirteen conversations about one thing lays out a narrative puzzle that interweaves individual stories , and , like a mobius strip , elliptically loops back to where it began .","thirteen conversations about one ting lays out a narrative puzzle that interweaves individual stories, and, like a mobius strip, elliptically loops back to where it began.",__label__1,130,24,True
many of benjamins' elements feel like they've been patched in from an episode of miami vice .,many of benjamins ' elements feel like they 've been patched i n from an episode of miami frailty.,__label__2,28,2,True
"samira makhmalbaf's new film blackboards is much like the ethos of a stream of consciousness , although , it's unfortunate for the viewer that the thoughts and reflections coming through are torpid and banal","samira makhmalbaf 's new film blackboards is much like the ethos of a stream 0f consciousness, although, it 's unf0rtunate for the viewer that the thoughts and reflections coming through are torpid and ba nal",__label__1,53,3,True
"it's not so much enjoyable to watch as it is enlightening to listen to new sides of a previous reality , and to visit with some of the people who were able to make an impact in the theater world .","it 's not so much enoyable to watch as it is elightening to listen to new sides of a previous reality, and to visit with some of the people who wre able to make an impact in the theater world.",__label__2,57,3,True
a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) .,a tv sty le murder mystery with a few big screen momemts ( including one that seems to be made for a different film altogetehr ).,__label__1,58,9,True
a rambling ensemble piece with loosely connected characters and plots that never quite gel .,a ramb1ing ensemble piece with loosley connected characters and plots that never q uite gel.,__label__1,30,4,True
features what is surely the funniest and most accurate depiction of writer's block ever .,features what is surely the funniets and most acurate depition o f writer 's block of all time.,__label__2,45,6,True
"while you have to admit it's semi-amusing to watch robert deniro belt out "" when you're a jet , you're a jet all the way , "" it's equally distasteful to watch him sing the lyrics to "" tonight . ""","while you have to admit it's semi-amusing to watch robert deniro belt out "" when you're a jet , you're a jet all the way , "" it's equally distasteful to watch him sing the lyrics to "" tonight . """,__label__1,245,47,False
gives an intriguing twist to the french coming-of-age genre .,g ives an intrigung twist to the french coming - of - age genre.,__label__2,23,2,True
"using a stock plot , about a boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater .","using a stock plot, about a boy injects just eough freshness into the proceedings to provide an enjoyalbe 100 minutes in a movie theater.",__label__2,36,2,True
"i've always dreamed of attending cannes , but after seeing this film , it's not that big a deal .","i 've always dreamed of attending cannes, but after seeing this film, it 's not that boastful a dea l.",__label__2,35,2,True
"a sad , superior human comedy played out on the back roads of life .","a sad, superior human comedy played out o n the back roads of life.",__label__2,19,1,True
"it arrives with an impeccable pedigree , mongrel pep , and almost indecipherable plot complications .","1t arrves with an impeccable pedigree, mongrel pep, and almost indecipherable plot complications.",__label__1,53,7,True
"a film which presses familiar herzog tropes into the service of a limpid and conventional historical fiction , when really what we demand of the director is to be mesmerised .","a film which presses familiar herzog tropes into the service of a limpid and conventional historical fiction, when really what we demand of the drector i s to be mesmerised.",__label__1,40,2,True
"mild , meandering teen flick .","mi ld, mandering ten flick.",__label__1,21,4,True
"for every cheesy scene , though , there is a really cool bit -- the movie's conception of a future-world holographic librarian ( orlando jones ) who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized .","for every cheesy scene, though, there 1s a really cool bit -- the movie 's conception of a fuutre - w orld holographic librarian ( orlando jones ) who knows everything and ansewrs all questions, is visually sm art, clevrly written, and niely realized.",__label__2,93,10,True
"although largely a heavy-handed indictment of parental failings and the indifference of spanish social workers and legal system towards child abuse , the film retains ambiguities that make it well worth watching .","although largely a heavy - handed indictment of parental failings and the indifference of spanish social workers and legal system towards child abuse, the film retains ambiguities that make it w ell wort h watching.",__label__2,44,2,True
serving sara should be served an eviction notice at every theater stuck with it .,serving sara should be served an eviction notice at every theater s tuck wi th it.,__label__1,24,2,True
"just because it really happened to you , honey , doesn't mean that it's interesting to anyone else .","just because it rally happened to you, honey, does n't mean that it 's interesting t o anyone else.",__label__2,30,2,True
one of those terrific documentaries that collect a bunch of people who are enthusiastic about something and then figures out how to make us share their enthusiasm .,one of those wonderful documentaries that collect a bunch of people who are enthusiastic about something and then figures out how to make us share their enthusiasm.,__label__2,163,28,False
a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done .,a calssy item by a legend who may have nothing left to prove but st ill has the chops and drive to show how its done.,__label__2,35,2,True
the production values are of the highest and the performances attractive without being memorable .,the production values a re o f the highest and the performances attractive wthout bein g memorable.,__label__2,39,5,True
"not only does the movie fail to make us part of its reality , it fails the most basic relevancy test as well .","not only does the movie f@il to make us part of its reality, it fils the most basi c relevancy test as well.",__label__1,38,3,True
"this story still seems timely and important . and there's an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after greene's story ends .","this story still seems tmely and importnt. and there's an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after greene's story ends .",__label__2,19,2,True
it's one pussy-ass world when even killer-thrillers revolve around group therapy sessions .,it 's on e pussy - ass wo rld when even killer - thrillers revolve around group therapy sessions.,__label__1,32,3,True
"a witty , whimsical feature debut .","a witty, whimical feature debut.",__label__2,12,1,True
an engrossing iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed .,an engossing iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the liv es and liberties of the poor and the dispossessed.,__label__2,43,2,True
