original_text,adversarial_text,original_label,requests_used,training_requests_used,num_perturbed,attack_successful,timestamp
"more vaudeville show than well-constructed narrative , but on those terms it's inoffensive and actually rather sweet .","Thomas More vaudeville show than well - constructed narrative, but on those terms it 's unoffending and actually rather sweet.",mixed,12,741,2,True,2025-08-12T00:37:05.227796
'cq may one day be fondly remembered as roman coppola's brief pretentious period before going on to other films that actually tell a story worth caring about,' cq may one day be fonly remembered as roman coppola 's brief ostentatious period before going on to former films that actually tell a story worth caring about,positive,10,741,3,True,2025-08-12T00:37:05.227816
"the inspirational screenplay by mike rich covers a lot of ground , perhaps too much , but ties things together , neatly , by the end .","the inspirational screenplay by mike ric h covers a lot of ground, perhasp to o m uch, but ties things together, neatly, by the end.",mixed,14,741,4,True,2025-08-12T00:37:05.227839
it's probably worth catching solely on its visual merits . if only it had the story to match .,it 's probbaly worth catching solley on its visu@l merits. if only it had the story to match .,mixed,12,741,3,True,2025-08-12T00:37:05.227860
"fairy-tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm .","fairy - tale formula, serves as a paper skeleton for some ve ry god acting, dialogue, comedy, direction and especially charm.",positive,6,741,2,True,2025-08-12T00:37:05.227877
"the color sense of stuart little 2 is its most immediate and most obvious pleasure , but it would count for very little if the movie weren't as beautifully shaped and as delicately calibrated in tone as it is .","the color sense of stuart little 2 is its most immediate and mos t obvoius pleasure, but it would count for very fiddling if the movie were n't as beautifully shaped and as delicately calibrated in tone as it is.",mixed,20,741,3,False,2025-08-12T00:37:05.227898
the most surprising thing about this film is that they are actually releasing it into theaters .,the m0st surprising thing about this film is that they are actual1y releasing it into theaters.,positive,8,741,2,True,2025-08-12T00:37:05.227924
a fan film that for the uninitiated plays better on video with the sound turned down .,a fan film that for the uninitiaetd plays ameliorate on video with the sound turned down.,negative,8,741,2,True,2025-08-12T00:37:05.227942
"strong filmmaking requires a clear sense of purpose , and in that oh-so-important category , the four feathers comes up short .","strng filmmaking requires a clear sense of purpose, and in that oh - so - important category, the four feathers comes up short.",mixed,3,741,1,True,2025-08-12T00:37:05.227971
". . . an otherwise intense , twist-and-turn thriller that certainly shouldn't hurt talented young gaghan's resume .",". . . an otherwsie inetnse, twist - and - turn thriller that sure enough should n' t hurt talented y0ung gaghan 's resume.",positive,22,741,5,False,2025-08-12T00:37:05.227989
cho's timing is priceless .,ch0 's timimg is priceles.,positive,9,741,3,True,2025-08-12T00:37:05.228006
. . . a lesson in prehistoric hilarity .,. . . a lessn i n prhistoric h1larity.,neutral,16,741,4,False,2025-08-12T00:37:05.228017
"this is a good script , good dialogue , funny even for adults . the characters are interesting and often very creatively constructed from figure to backstory . the film will play equally well on both the standard and giant screens .","this is a good script , good dialogue , funny even for adults . the characters are interesting and often very creatively constructed from figure to backstory . the film will play equally well on both the standard and giant screens .",positive,57,741,0,False,2025-08-12T00:37:05.228029
an almost unbearably morbid love story .,an amost unbearably morbid love story.,negative,3,741,1,True,2025-08-12T00:37:05.228055
if you grew up on scooby -- you'll love this movie . matthew lillard is born to play shaggy !,i f you grew up on scooby -- you 'll do it this mov1e. matthew lillard is born to play shaggy !,positive,19,741,3,False,2025-08-12T00:37:05.228067
"as conceived by mr . schaeffer , christopher and grace are little more than collections of quirky traits lifted from a screenwriter's outline and thrown at actors charged with the impossible task of making them jell .","as conceived by mr. schaeffer, christopher and grace are littel more than collections of quirky traits lifted from a screenwriter 's outline and thrown at actors charged with the impossible task of making them jell.",negative,4,741,1,True,2025-08-12T00:37:05.228083
"do not , under any circumstances , consider taking a child younger than middle school age to this wallow in crude humor .","do not , under any circumstances , consider taking a child younger than middle school age to this wallow in crude humor .",negative,20,741,0,False,2025-08-12T00:37:05.228265
"depicts the sorriest and most sordid of human behavior on the screen , then laughs at how clever it's being .","depicts the no-account and m0st dirty of humna behavior on the screen, then laughs at how clever it 's being.",positive,21,741,4,False,2025-08-12T00:37:05.228316
"alex nohe's documentary plays like a travelogue for what mostly resembles a real-life , big-budget nc-17 version of tank girl .","ale x nohe 's documentary plays like a travelogue for what more often than not resembles a real - life, big - budget nc-17 version of tank girl.",neutral,20,741,2,False,2025-08-12T00:37:05.228332
"a beautiful , timeless and universal tale of heated passions -- jealousy , betrayal , forgiveness and murder .","a bautiful, dateless and univeral tale of heated passions -- jealousy, betrayal, forgiveness and murder.",positive,10,741,3,True,2025-08-12T00:37:05.228346
ya-yas everywhere will forgive the flaws and love the film .,ya - yas everywhere will forive the flaws and love the film.,positive,3,741,1,True,2025-08-12T00:37:05.228359
"watching the powerpuff girls movie , my mind kept returning to one anecdote for comparison : the cartoon in japan that gave people seizures .","watching the poewrpuff girls moive, my take care celebrate returning to one anecdote for comparison : the cartoon in japan that gave people seizures.",neutral,16,741,4,True,2025-08-12T00:37:05.228369
"austin powers in goldmember is a cinematic car wreck , a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride .","austin powers in goldmember is a cinemaic car wreck, a caatstrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride.",negative,6,741,2,True,2025-08-12T00:37:05.228383
"[gai] comes closer to any actress i can remember to personifying independence in its purest and , yes , most intimidating form .","[ gai ] comes closr to any actress i can remember to personifying independence in its purest and, yes, most intimidating form.",positive,9,741,1,True,2025-08-12T00:37:05.228397
the pool drowned me in boredom .,th e poo1 drowed me in tedium.,negative,12,741,4,True,2025-08-12T00:37:05.228411
"the tone is balanced , reflective and reasonable .","th e to ne is balanc3d, ref1ective and reasonable.",positive,18,741,4,False,2025-08-12T00:37:05.228420
brings an irresistible blend of warmth and humor and a consistent embracing humanity in the face of life's harshness .,brings an irresistible blend of wamth and temper and a consist3nt embracing humanity in the face of life 's harshness.,positive,23,741,3,False,2025-08-12T00:37:05.228429
"a ragbag of promising ideas and failed narrative , of good acting and plain old bad filmmaking .","a ragabg of promising ideas and failed story, of good acting and plain previous spoiled filmmaking.",negative,18,741,4,False,2025-08-12T00:37:05.228440
writer/director alexander payne ( election ) and his co-writer jim taylor brilliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing .,writer / director alexander payne ( election ) and his co - writer jim taylor billiantly employ their quirky and fearless ability to look americna angst in the eye and end up laughing.,positive,7,741,2,True,2025-08-12T00:37:05.228452
"a well-done film of a self-reflexive , philosophical nature .","a w3ll - done film of a self - reflexive, philosoph1cal nature.",positive,9,741,2,True,2025-08-12T00:37:05.228466
"entertains not so much because of its music or comic antics , but through the perverse pleasure of watching disney scrape the bottom of its own cracker barrel .","entertains non indeed much because of its music or c omic antics, but through the perverse pleasure of watching disney scrape the bottom of its own cracker barrel.",mixed,19,741,3,False,2025-08-12T00:37:05.228475
"an amusing and unexpectedly insightful examination of sexual jealousy , resentment and the fine line between passion and pretence .","an amusing and unexpecteldy inisghtful 3xamination of sexual jealou$y, resentment and the fine line between passion and pretence.",positive,18,741,4,True,2025-08-12T00:37:05.228489
"there ought to be a directing license , so that ed burns can have his revoked .","thre ought to be a directing license, so that ed burns can have his revoked.",neutral,4,741,1,True,2025-08-12T00:37:05.228502
"while most films these days are about nothing , this film seems to be about everything that's plaguing the human spirit in a relentlessly globalizing world .","while m ost films these days are about noting, this photographic film seems to be about everything that 's plaguing the human spirit in a relentlsesly globalizing world.",negative,18,741,4,True,2025-08-12T00:37:05.228512
i'm going to give it a marginal thumbs up . i liked it just enough .,i'm going to give it a marginal thumbs up . i liked it hardly enough.,positive,6,741,1,True,2025-08-12T00:37:05.228526
"clint eastwood's blood work is a lot like a well-made pb& j sandwich : familiar , fairly uneventful and boasting no real surprises  but still quite tasty and inviting all the same .","clint eastwood 's blood work is a lot like a wel l - made pb & j sandwich : famiiar, fairly uneventful and boasting no rea1 surprises  but still quite tasty and inviting all the s@me.",positive,17,741,4,True,2025-08-12T00:37:05.228535
"its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream is one that any art-house moviegoer is likely to find compelling .","its story about a Danton True Young chinese woman, ah na, who has come to new york city to replace past tragedy with the american dream is one that any art - house moviegoer is likely to find compelling.",positive,6,741,1,True,2025-08-12T00:37:05.228556
"one of the most plain , unimaginative romantic comedies i've ever seen .","one of the m0st plain, unimagniative romantic comedies i 've ever seen.",positive,8,741,2,True,2025-08-12T00:37:05.228573
"phillip noyce and all of his actors -- as well as his cinematographer , christopher doyle -- understand the delicate forcefulness of greene's prose , and it's there on the screen in their version of the quiet american .","philip noyce and all of his actors -- as well as his cinematographer, christopher doyle -- understand the delicate forcefulness of greene 's prose, and it 's ther e on the screen in their version of the restrained american.",neutral,20,741,3,False,2025-08-12T00:37:05.228582
the transporter bombards the viewer with so many explosions and side snap kicks that it ends up being surprisingly dull .,the tansporter bombards the viewer with s o ma ny explosions and side snap kicks that it ends u p being surprsiingly dull.,negative,17,741,5,False,2025-08-12T00:37:05.228599
it's lazy for a movie to avoid solving one problem by trying to distract us with the solution to another .,it 's laz y for a mov ie to av oid solving one problem by trying to distract us with the solution to another.,negative,11,741,3,True,2025-08-12T00:37:05.228611
"me no lika da accents so good , but i thoroughly enjoyed the love story . scott baio is turning in some delightful work on indie projects .","me no lika da accents so good , but i thoroughly enjoyed the love story . scott baio is turning in some delightful wrk on indie projects.",positive,14,741,1,True,2025-08-12T00:37:05.228622
"short and sweet , but also more than anything else slight tadpole pulls back from the consequences of its own actions and revelations .","short and sweet, but also Sir Thomas More than anything else slight tadpole pulls back from the consequences of its own actions and revelations.",mixed,17,741,1,True,2025-08-12T00:37:05.228677
alarms for duvall's throbbing sincerity and his elderly propensity for patting people while he talks .,alarms for duval 's throbibng earnestness and his eldelry propenity for patting people while he talks.,negative,18,741,5,True,2025-08-12T00:37:05.228691
martyr gets royally screwed and comes back for more .,martyr gets royalyl screwed and comes second for Sir Thomas More.,negative,13,741,3,True,2025-08-12T00:37:05.228703
i didn't laugh . i didn't smile . i survived .,i did n' t laugh. i did n't simle. i survived .,negative,11,741,2,True,2025-08-12T00:37:05.228712
"overly stylized with lots of flash black-&-white freeze frames reminiscent of a pseudo-hip luxury car commercial , ( it's ) at its worst when it's actually inside the ring .","overly stylized with lots of flash black-&-white freeze frames reminiscent of a pseudo - hip luxury car commercial, ( it 's ) at its wo rst when it 's actually inside the ring.",negative,7,741,1,True,2025-08-12T00:37:05.228720
"reeboir varies between a sweet smile and an angry bark , while said attempts to wear down possible pupils through repetition . it has no affect on the kurds , but it wore me down .","reeboir varies between a sweet smile and an angry bark , while said attempts to wear down possible pupils through repetition . it has atomic number 102 involve o n the kurds, but it wor e me do wn.",mixed,19,741,5,False,2025-08-12T00:37:05.228735
a sometimes tedious film .,a somet1mes teious fi lm.,negative,10,741,3,True,2025-08-12T00:37:05.228750
i admired this work a lot .,i admried th is work a lot.,positive,14,741,2,False,2025-08-12T00:37:05.228757
staggeringly dreadful romance .,staggringly dreadflu rmance.,negative,9,741,3,True,2025-08-12T00:37:05.228765
a flawed but engrossing thriller .,a flawed but egrossing triller.,mixed,5,741,2,True,2025-08-12T00:37:05.228772
"efteriades gives the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug .","efteriades gives the neighborhod -- scenery, vibe and all -- the cin3matic equivalent of a bi g, tender hug.",positive,9,741,3,True,2025-08-12T00:37:05.228780
. . . there's enough cool fun here to warm the hearts of animation enthusiasts of all ages .,. . . there 's enough col sport here to warm the hearts of animation enthusiasts of all ages.,positive,21,741,2,False,2025-08-12T00:37:05.228791
"adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like pinocchio . as for children , they won't enjoy the movie at all .","adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like pinocchio . as for children, they wo n' t e njoy the movie at all.",negative,5,741,2,True,2025-08-12T00:37:05.228802
the quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by rachel griffiths .,the quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by rachel griffiths .,positive,22,741,0,False,2025-08-12T00:37:05.228817
director jay russell weighs down his capricious fairy-tale with heavy sentiment and lightweight meaning .,director jay russell weighs down his caricious fairy - tale with heavy sentiment and lightweight meaning.,neutral,3,741,1,True,2025-08-12T00:37:05.228830
the kind of primal storytelling that george lucas can only dream of .,the kind of primal storytelling that george lucas can omly dream of.,neutral,5,741,1,True,2025-08-12T00:37:05.228841
"a powerful , inflammatory film about religion that dares to question an ancient faith , and about hatred that offers no easy , comfortable resolution .","a poerful, inflammatory film about religion that dares to question an ancient faith, and about hatred that offers no easy, comfortable resolution.",positive,3,741,1,True,2025-08-12T00:37:05.228850
it's so good that you can practically see the hollywood 'suits' trying to put together the cast and filmmaking team for the all-too -inevitable american remake .,it 's so go od that you can practically see the hollywood ' suits ' trying to put together the cast and filmmaking team for the all - too -inevitable american remake.,positive,3,741,1,True,2025-08-12T00:37:05.228863
"the setting is so cool that it chills the characters , reducing our emotional stake in the outcome of "" intacto's "" dangerous and seductively stylish game .","the setting is s0 coo l that it chills the characters, reducing our emotional stake in the outcome of "" intacto 's "" dangerous and seductviely stylish game.",positive,18,741,3,True,2025-08-12T00:37:05.228877
"nicks refuses to let slackers be seen as just another teen movie , which means he can be forgiven for frequently pandering to fans of the gross-out comedy .","nicks refuses to let slackers be seen as just another teen movie, which means he can be forgiven for frequently pandering to fans of the gros s - out comedy.",negative,3,741,1,True,2025-08-12T00:37:05.228891
"as if to prove a female director can make a movie with no soft edges , kathryn bigelow offers no sugar-coating or interludes of lightness . her film is unrelentingly claustrophobic and unpleasant .","as if to prove a female director can make a movie with no soft edges , kathryn bigelow offers no sugar-coating or interludes of lightness . her fi lm is relentlessly claustrophobic and upleasant.",negative,9,741,3,True,2025-08-12T00:37:05.228905
"a loud , ugly , irritating movie without any of its satirical salvos hitting a discernible target .","a l oud, ug ly, irritating m0vie without any of its satirical salvos hitting a discernible target.",negative,22,741,3,False,2025-08-12T00:37:05.228920
"take care is nicely performed by a quintet of actresses , but nonetheless it drags during its 112-minute length .","take care is ncely performed by a quintet of actresses, but nonetheless it drags during its 112 - minute length.",mixed,3,741,1,True,2025-08-12T00:37:05.228931
both a grand tour through 300 hundred years of russian cultural identity and a stunning technical achievement .,both a princely tur through 300 hundred years of rsusian culturl identity and a stunning tchnical achievement.,positive,19,741,5,False,2025-08-12T00:37:05.228942
fessenden's narrative is just as much about the ownership and redefinition of myth as it is about a domestic unit finding their way to joy .,fessenden 's narative is scarcely as muh about the ownership and redefinition of myth as it is about a house servant unit finding their way to joy.,positive,16,741,4,True,2025-08-12T00:37:05.228954
this is the kind of movie where people who have never picked a lock do so easily after a few tries and become expert fighters after a few weeks .,this is the kind of movie where people who have nver picked a lock do so easily after a few tries and become expert fighters after a few weeks.,neutral,8,741,1,True,2025-08-12T00:37:05.228966
it's the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of sarah and harrison .,it 's the unsettling images of a warfare - ravaged domain that pove m0re potent and riveting than the unconvincing story of sarah and harrison.,positive,21,741,5,False,2025-08-12T00:37:05.228979
"best of all is garcia , who perfectly portrays the desperation of a very insecure man .","be st of all is garcia, who perfectly portrays the desperation of a very insecure man.",positive,3,741,1,True,2025-08-12T00:37:05.228991
weiss and speck never make a convincing case for the relevance of these two 20th-century footnotes .,weiss and speck nev er make a convincing case for the relevance of these two twentieth - century footnotes.,negative,6,741,2,True,2025-08-12T00:37:05.229017
everyone's to blame here .,everynoe 's to bl ame her e.,negative,9,741,3,True,2025-08-12T00:37:05.229029
changing lanes is an anomaly for a hollywood movie ; it's a well-written and occasionally challenging social drama that actually has something interesting to say .,changing lanes is an anomaly for a hollywood movie ; it 's a well - written and occasionally challenging socila drama that actually has something interesting to say.,mixed,4,741,1,True,2025-08-12T00:37:05.229037
just not campy enough,jst n ot campy enough,negative,6,741,2,True,2025-08-12T00:37:05.229050
"if oscar had a category called best bad film you thought was going to be really awful but wasn't , guys would probably be duking it out with the queen of the damned for the honor .","if oscar had a category called bet badly film you thought was going to be relaly awful but was n't, guys would probably be duking it out with the queen of the damned for the honor.",negative,17,741,3,False,2025-08-12T00:37:05.229058
"accuracy and realism are terrific , but if your film becomes boring , and your dialogue isn't smart , then you need to use more poetic license .","accuracy and realism are terrific , but if your film becomes boring , and your dialogue isn't smart , then you need to use more poetic license .",mixed,19,741,0,False,2025-08-12T00:37:05.229072
"this engrossing , characteristically complex tom clancy thriller is shifty in the manner in which it addresses current terrorism anxieties and sidesteps them at the same time .","this engrossing, characteristiclly conplex t om clancy thriller is shifty in the manner in which it addresses currnt terrorism anxieties and sidesteps them at the sae time.",positive,19,741,5,False,2025-08-12T00:37:05.229087
i hope the movie is widely seen and debated with appropriate ferocity and thoughtfulness .,i hope the movie is widly seen and debated with appropriate ferocity and thoughtfulness.,positive,3,741,1,True,2025-08-12T00:37:05.229100
"based on dave barry's popular book of the same name , the movie benefits from having a real writer plot out all of the characters' moves and overlapping story .","based on dve barr y 's democratic book of the same name, the movie benefits from having a rea1 writer plot out all of the characters ' moves and overlapping story.",positive,18,741,4,False,2025-08-12T00:37:05.229109
"thirty years ago , it would have been groundbreaking . now it's just tired .","thirty years ago , it would have been groundbreaking . at once it 's good tired.",negative,8,741,2,True,2025-08-12T00:37:05.229122
the big finish is a bit like getting all excited about a chocolate eclair and then biting into it and finding the filling missing .,the big fin1sh is a b it like getting all excited about a chocoltae eclair and so biting into it and finding the filling missing.,negative,19,741,4,False,2025-08-12T00:37:05.229131
"a movie just for friday fans , critics be damned . if you already like this sort of thing , this is that sort of thing all over again .","a moving-picture show jst for frdiay fans, critics be damned. if you already like this sort of thing , this is that sort of thing all over again .",negative,16,741,3,False,2025-08-12T00:37:05.229142
[crystal and de niro] manage to squeeze out some good laughs but not enough to make this silly con job sing .,[ crystal and de niro ] manage to squeeze out some g0od laughs but not enough to make this silly con job sing.,mixed,5,741,1,True,2025-08-12T00:37:05.229154
"it may not be a huge cut of above the rest , but i enjoyed barbershop . it's a funny little movie with clever dialogue and likeable characters .","it may no t be a hu ge cut of above the rest, but i enjoyed barbershop. it's a funny little movie with clever dialogue and likeable characters .",mixed,7,741,2,True,2025-08-12T00:37:05.229164
"it's predictable , but it jumps through the expected hoops with style and even some depth .","it 's predictalbe, but it jumps through the expected hoops with $tyle and eve n some de pth.",mixed,15,741,4,True,2025-08-12T00:37:05.229175
"an exceptionally dreary and overwrought bit of work , every bit as imperious as katzenberg's the prince of egypt from 1998 .","an exeptionally derary and overwrought bit of work, every bit as imperiosu as katzenberg 's the prince of egypt from 1998.",negative,10,741,3,True,2025-08-12T00:37:05.229185
"secretary manages a neat trick , bundling the flowers of perversity , comedy and romance into a strangely tempting bouquet of a movie .","secretarial assistant manages a n eat trick, bundling the flowers of perversity, comedy and romance into a strangely tempting bouquet of a movie.",positive,9,741,2,True,2025-08-12T00:37:05.229196
"for all the dolorous trim , secretary is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers' sporadic dips into pop freudianism .","for all the dolorus trim, secretary is a genial romance that maintains a surprisingly buoyant tone throughout, notwithstanding some of the writers ' sporadic dips into pop freudianism.",mixed,3,741,1,True,2025-08-12T00:37:05.229208
