original_text,adversarial_text,original_label,requests_used,training_requests_used,num_perturbed,attack_successful,timestamp
"this is a good script , good dialogue , funny even for adults . the characters are interesting and often very creatively constructed from figure to backstory . the film will play equally well on both the standard and giant screens .","this is a good script, good dialogue, funny evn for adults. the char@cters are interesting and often ve ry creatively constructed from fiugre to backstory. the f ilm will pay equally well on both the stadard and gia nt screen door.",positive,50,741,46,True,2025-08-11T21:49:23.863539
an almost unbearably morbid love story .,an almost unbearably pathologic love story.,positive,6,741,4,True,2025-08-11T21:49:23.863565
if you grew up on scooby -- you'll love this movie . matthew lillard is born to play shaggy !,if you grew up on scoby -- you 'll get it on this movie. matthew lillard is born to play shaggy !,positive,9,741,6,True,2025-08-11T21:49:23.863577
"as conceived by mr . schaeffer , christopher and grace are little more than collections of quirky traits lifted from a screenwriter's outline and thrown at actors charged with the impossible task of making them jell .","as conceived by m r. scaheffer, christoper and good will are little more than collections of quirky traits lifted from a screenwriter 's outline and thrown at actors charged with the impossible task of making them jell.",negative,15,741,12,False,2025-08-11T21:49:23.863593
"do not , under any circumstances , consider taking a child younger than middle school age to this wallow in crude humor .","do not, under any circumstances, consider taking a nestling younger than eye cultivate a ge to this wallow in crude humor.",negative,20,741,17,False,2025-08-11T21:49:23.863689
"depicts the sorriest and most sordid of human behavior on the screen , then laughs at how clever it's being .","depicts the srriest and most sordid of human behavior on the screen, then laughs at how clever it 's being.",negative,6,741,4,True,2025-08-11T21:49:23.863709
"alex nohe's documentary plays like a travelogue for what mostly resembles a real-life , big-budget nc-17 version of tank girl .","al3x n ohe 's documentary film pla ys like a travelogue for what mostly resembles a real - life, big - budget nc-17 version of tank girl.",negative,13,741,11,True,2025-08-11T21:49:23.863727
"a beautiful , timeless and universal tale of heated passions -- jealousy , betrayal , forgiveness and murder .","a beautfiul, dateless and univeral tal e of heated passions -- jealousy, betrayal, forgiveness and murder.",positive,13,741,11,True,2025-08-11T21:49:23.863746
ya-yas everywhere will forgive the flaws and love the film .,ya - yas everywhere will forgive the flaw and l ove the film.,positive,9,741,7,True,2025-08-11T21:49:23.863763
"watching the powerpuff girls movie , my mind kept returning to one anecdote for comparison : the cartoon in japan that gave people seizures .","watching the powerpuff girls m ovie, my mimd kpt returning to one anecdote for comparison : the cartoon in japan that gave people seizures.",negative,21,741,18,False,2025-08-11T21:49:23.863777
"austin powers in goldmember is a cinematic car wreck , a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride .","austin powers in goldmember is a cinematic c ar weck, a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride.",negative,15,741,13,True,2025-08-11T21:49:23.863796
"[gai] comes closer to any actress i can remember to personifying independence in its purest and , yes , most intimidating form .","[ g@i ] comes closer to any actress i can remember to personifying independence in its purest and, yes, most intimidating form.",positive,4,741,2,True,2025-08-11T21:49:23.863822
the pool drowned me in boredom .,t he consortium drowned me in bredom.,negative,11,741,8,False,2025-08-11T21:49:23.863839
"the tone is balanced , reflective and reasonable .","the modulate is balanced, r3flective and reasonale.",positive,9,741,7,True,2025-08-11T21:49:23.863849
brings an irresistible blend of warmth and humor and a consistent embracing humanity in the face of life's harshness .,brings an irresistible blend of warmth and humor and a consistent embracing humanity in the face of life's harshness .,positive,23,741,20,False,2025-08-11T21:49:23.863861
"a ragbag of promising ideas and failed narrative , of good acting and plain old bad filmmaking .","a ragbag of promising ideas and failed story, of good acting and plani old bad filmmaking.",negative,24,741,21,False,2025-08-11T21:49:23.863876
writer/director alexander payne ( election ) and his co-writer jim taylor brilliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing .,writer/director alexander payne ( election ) and his co-writer jim taylor brilliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing .,positive,16,741,13,False,2025-08-11T21:49:23.863890
"a well-done film of a self-reflexive , philosophical nature .","a we ll - done fi1m of a s3lf - reflexiv3, philosophical natre.",positive,20,741,17,False,2025-08-11T21:49:23.863910
"entertains not so much because of its music or comic antics , but through the perverse pleasure of watching disney scrape the bottom of its own cracker barrel .","think of not so much because of its mu sic or comic atics, but through the contrary pleasre of watching disney scrape the bottom of its own cracker barrel.",positive,19,741,17,True,2025-08-11T21:49:23.863922
"an amusing and unexpectedly insightful examination of sexual jealousy , resentment and the fine line between passion and pretence .","an amusing and unexpectedly inightful examen of sexual green-eyed monster, resentm3nt and the fi ne line between passion and pretence.",positive,18,741,15,False,2025-08-11T21:49:23.863940
"there ought to be a directing license , so that ed burns can have his revoked .","there ought to be a directing licene, so that 3d bursn can have his revoked.",negative,12,741,10,True,2025-08-11T21:49:23.863956
"while most films these days are about nothing , this film seems to be about everything that's plaguing the human spirit in a relentlessly globalizing world .","while most photographic film these dys are about nothng, this film seems to be about everything that 's plaguing the human spirit in a relentlessly globalizing world.",negative,12,741,10,True,2025-08-11T21:49:23.863970
i'm going to give it a marginal thumbs up . i liked it just enough .,i'm going to give it a marginal thumbs up . i li ked it jut enouhg.,positive,11,741,8,True,2025-08-11T21:49:23.863988
"clint eastwood's blood work is a lot like a well-made pb& j sandwich : familiar , fairly uneventful and boasting no real surprises  but still quite tasty and inviting all the same .","c lint eastood 's bloodline wok is a lo t like a well - made pb & j sandwich : familiar, fairly uneventful and boasting no real surprises  but still quite tasty and inviting all the same.",positive,18,741,15,False,2025-08-11T21:49:23.864000
"its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream is one that any art-house moviegoer is likely to find compelling .","its stry about a young chinese woan, a h atomic number 11, who has come to new House of York city to replace past tragedy with the american dream is one that any art - house moviegoer is likely to find compelling.",positive,19,741,16,False,2025-08-11T21:49:23.864023
"one of the most plain , unimaginative romantic comedies i've ever seen .","one of the most kick, unmaginative romantic c0medies i 've ev3r seen.",negative,16,741,14,True,2025-08-11T21:49:23.864044
"phillip noyce and all of his actors -- as well as his cinematographer , christopher doyle -- understand the delicate forcefulness of greene's prose , and it's there on the screen in their version of the quiet american .","phillip noyec and all of his ators -- as well as his cinematograher, chritopher doyle -- understand the delicate forcefulness of greene 's prose, and it 's there on the screen in their version of the quiet american.",positive,19,741,16,False,2025-08-11T21:49:23.864057
the transporter bombards the viewer with so many explosions and side snap kicks that it ends up being surprisingly dull .,the transporter bombards the viewer with so many explosions and side snap kicks that it ends up being surprisingly dull .,negative,21,741,18,False,2025-08-11T21:49:23.864079
it's lazy for a movie to avoid solving one problem by trying to distract us with the solution to another .,it 's laz y for a mov ie to avoid solving one problem by trying to distract us with the solution to another.,negative,7,741,5,True,2025-08-11T21:49:23.864109
"me no lika da accents so good , but i thoroughly enjoyed the love story . scott baio is turning in some delightful work on indie projects .","me no lika da accents so good , but i thoroughly enjoyed the love story . scott baio is turning in some delicious wrk on inie projects.",positive,33,741,29,False,2025-08-11T21:49:23.864124
"short and sweet , but also more than anything else slight tadpole pulls back from the consequences of its own actions and revelations .","short and swe et, but also more than anything else slight tadpole pulls back from the consequences of its own actions and revelations.",positive,3,741,1,True,2025-08-11T21:49:23.864165
alarms for duvall's throbbing sincerity and his elderly propensity for patting people while he talks .,alrms for duvall 's throbbing sincerity and his elderly propensity for patting people while he talks.,negative,3,741,1,True,2025-08-11T21:49:23.864182
martyr gets royally screwed and comes back for more .,maryr gets roy@lly screwed and comes dorsum for mor e.,negative,17,741,14,False,2025-08-11T21:49:23.864198
i didn't laugh . i didn't smile . i survived .,i did n 't laugh. i didn't smile . i survived .,negative,9,741,5,True,2025-08-11T21:49:23.864209
"overly stylized with lots of flash black-&-white freeze frames reminiscent of a pseudo-hip luxury car commercial , ( it's ) at its worst when it's actually inside the ring .","overly stylized with lots of flash black-&-white freeze frames reminiscent of a pseudo-hip luxury car commercial , ( it's ) at its worst when it's actually inside the ring .",negative,20,741,17,False,2025-08-11T21:49:23.864231
"reeboir varies between a sweet smile and an angry bark , while said attempts to wear down possible pupils through repetition . it has no affect on the kurds , but it wore me down .","reeboir varies between a sweet smile and an angry bark , while said attempts to wear down possible pupils through repetition . it has no @ffect on the Kurd, but it wre me do wn.",negative,16,741,13,True,2025-08-11T21:49:23.864251
a sometimes tedious film .,a sometimes tedious fil m.,negative,3,741,1,True,2025-08-11T21:49:23.864271
i admired this work a lot .,i admired this wrk a l ot.,positive,6,741,4,True,2025-08-11T21:49:23.864280
staggeringly dreadful romance .,staggeringly dreadul romanticism.,negative,9,741,7,True,2025-08-11T21:49:23.864290
a flawed but engrossing thriller .,a flawed but engrosing thriller.,positive,5,741,3,True,2025-08-11T21:49:23.864301
"efteriades gives the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug .","3fteriades gives the neghborhood -- scnery, vibration and all -- the cinematic equivalent of a big, tender hug.",positive,16,741,14,True,2025-08-11T21:49:23.864311
. . . there's enough cool fun here to warm the hearts of animation enthusiasts of all ages .,error,error,0,0,False,2025-08-11T21:49:23.864327
"adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like pinocchio . as for children , they won't enjoy the movie at all .","adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like pinocchio . as for nipper, they wo n 't love the picture show at all.",negative,18,741,15,True,2025-08-11T21:49:23.864337
the quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by rachel griffiths .,the quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by rachel griffiths .,positive,20,741,17,False,2025-08-11T21:49:23.864359
director jay russell weighs down his capricious fairy-tale with heavy sentiment and lightweight meaning .,d1rector John Jay Bertrand Arthur William Russell matter down his capricious fa1ry - tale with heavy sentiment and lightweight meaning.,negative,22,741,19,False,2025-08-11T21:49:23.864375
the kind of primal storytelling that george lucas can only dream of .,the kid of priml storytelling that george lucas can only dream of.,positive,6,741,4,True,2025-08-11T21:49:23.864390
"a powerful , inflammatory film about religion that dares to question an ancient faith , and about hatred that offers no easy , comfortable resolution .","a powerful, inflammatory f ilm about reliion that dar es to question an ancient faith, and about hatred that offers no easy, comfortable resolution.",positive,13,741,11,True,2025-08-11T21:49:23.864403
it's so good that you can practically see the hollywood 'suits' trying to put together the cast and filmmaking team for the all-too -inevitable american remake .,it 's so good that you can practically see the hollwood ' wooing ' trying to put together the cast and filmmaking team for the all - too -inevitable american remake.,negative,8,741,6,True,2025-08-11T21:49:23.864421
"the setting is so cool that it chills the characters , reducing our emotional stake in the outcome of "" intacto's "" dangerous and seductively stylish game .","the setting is so col that it chills the characters, reducing our emotional stake in the outcome of "" intacto 's "" dangerous and seductively stylish game.",positive,4,741,2,True,2025-08-11T21:49:23.864439
"nicks refuses to let slackers be seen as just another teen movie , which means he can be forgiven for frequently pandering to fans of the gross-out comedy .","nic ks turn away to let slackes be seen as just another te en movi3, which means he can be forgiven for frequently pandering to fans of the gross - out comedy.",negative,24,741,21,False,2025-08-11T21:49:23.864457
"as if to prove a female director can make a movie with no soft edges , kathryn bigelow offers no sugar-coating or interludes of lightness . her film is unrelentingly claustrophobic and unpleasant .","as if to prove a female director can make a movie with no soft edges , kathryn bigelow offers no sugar-coating or interludes of lightness . her flm is unr3lentingly cl@ustrophobic and unpleasnt.",negative,14,741,11,True,2025-08-11T21:49:23.864475
"a loud , ugly , irritating movie without any of its satirical salvos hitting a discernible target .","a 1oud, ugy, irritating mov1e without any of its satirical salos hitting a discernible point.",negative,22,741,19,False,2025-08-11T21:49:23.864495
"take care is nicely performed by a quintet of actresses , but nonetheless it drags during its 112-minute length .","take car e is nicely performed by a quintt of actress, but nonetheless it drags during its 112 - minue length.",positive,17,741,15,True,2025-08-11T21:49:23.864510
both a grand tour through 300 hundred years of russian cultural identity and a stunning technical achievement .,both a yard tour through 300 hundred yeasr of russian cultural identity operator and a stunning technical achievemnt.,positive,23,741,21,True,2025-08-11T21:49:23.864525
fessenden's narrative is just as much about the ownership and redefinition of myth as it is about a domestic unit finding their way to joy .,fessenden 's narrative is just as much about the ownersip and redefinition of my th as it is about a domestic whole finding their way to joy.,positive,17,741,14,False,2025-08-11T21:49:23.864541
this is the kind of movie where people who have never picked a lock do so easily after a few tries and become expert fighters after a few weeks .,this is the kind of mo vie where poeple who have never picked a lock do so easily after a few tries and become expert fighters after a few weeks.,negative,11,741,9,True,2025-08-11T21:49:23.864558
it's the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of sarah and harrison .,it 's the unsettling images of a war - ravaged land that prove more stiff and riveting than the unlikely story of sarah and harrison.,positive,21,741,18,False,2025-08-11T21:49:23.864574
"best of all is garcia , who perfectly portrays the desperation of a very insecure man .","best of all is garia, who perfectly portrays the desperation of a very insecure man.",positive,3,741,1,True,2025-08-11T21:49:23.864590
weiss and speck never make a convincing case for the relevance of these two 20th-century footnotes .,weis s and speck never make a convincing case for the relevance of these two 20th - century footnotes.,negative,3,741,1,True,2025-08-11T21:49:23.864604
everyone's to blame here .,evryone 's to blae here.,negative,7,741,5,True,2025-08-11T21:49:23.864641
changing lanes is an anomaly for a hollywood movie ; it's a well-written and occasionally challenging social drama that actually has something interesting to say .,changing lan es is an anomaly for a hlolywood mo vie ; it 's a well - written and occasionally challenging social dr@ma that actually has something interesting to say.,positive,21,741,19,True,2025-08-11T21:49:23.864652
just not campy enough,error,error,0,0,False,2025-08-11T21:49:23.864670
"if oscar had a category called best bad film you thought was going to be really awful but wasn't , guys would probably be duking it out with the queen of the damned for the honor .","if oscar had a class called best bad flm you recollect was going to be really a wful but was n't, guys would probably be duking it out with the queen of the damned for the honor.",negative,22,741,19,False,2025-08-11T21:49:23.864678
"accuracy and realism are terrific , but if your film becomes boring , and your dialogue isn't smart , then you need to use more poetic license .","accuracy and realism are wondrous, but if your fim becomes boring, and your dialogue is n't smart, then you need to use more poetic license.",negative,15,741,13,True,2025-08-11T21:49:23.864695
"this engrossing , characteristically complex tom clancy thriller is shifty in the manner in which it addresses current terrorism anxieties and sidesteps them at the same time .","this engrossing, characteristically complex tom clancy thriller is shity in the maner in which it addresses current terrorism anxieties and sidesteps them at the same time.",positive,17,741,14,False,2025-08-11T21:49:23.864710
i hope the movie is widely seen and debated with appropriate ferocity and thoughtfulness .,i hope the movi e is widely seen and debated with appropriate ferocity and thoughtfulness.,negative,6,741,4,True,2025-08-11T21:49:23.864728
"based on dave barry's popular book of the same name , the movie benefits from having a real writer plot out all of the characters' moves and overlapping story .","based on dave barry 's popular bo0k of the same n ame, the movie benefits from having a real writer plot out all of the characters ' moves and overlapping story.",positive,12,741,10,True,2025-08-11T21:49:23.864740
"thirty years ago , it would have been groundbreaking . now it's just tired .","thirty years ago , it would have been groundbreaking . n0w it 's hardly ti red.",negative,10,741,7,True,2025-08-11T21:49:23.864757
the big finish is a bit like getting all excited about a chocolate eclair and then biting into it and finding the filling missing .,the big stopping point is a flake like getting all excited about a umber ecair and then biting into it and finding the filling missing.,positive,12,741,10,True,2025-08-11T21:49:23.864769
"a movie just for friday fans , critics be damned . if you already like this sort of thing , this is that sort of thing all over again .","a m ovie equitable for Fri sports fan, critic be damned. if you already like this s0rt of ting, this is that s ort of thing all over again.",negative,33,741,30,True,2025-08-11T21:49:23.864783
[crystal and de niro] manage to squeeze out some good laughs but not enough to make this silly con job sing .,[ crystal and First State miro ] manage to squeeze out some good laughs but not enough to make this silly con job sing.,negative,11,741,8,False,2025-08-11T21:49:23.864798
"it may not be a huge cut of above the rest , but i enjoyed barbershop . it's a funny little movie with clever dialogue and likeable characters .","it may non be a huge abridge of above the rst, but i enjoyed b@rbershop. it 's a funny little movie with cunning talks and likeable ch@racters.",positive,34,741,30,False,2025-08-11T21:49:23.864812
"it's predictable , but it jumps through the expected hoops with style and even some depth .","it 's predictable, but it jump$ through the expected hoos with style and even some depth.",negative,9,741,7,True,2025-08-11T21:49:23.864827
"an exceptionally dreary and overwrought bit of work , every bit as imperious as katzenberg's the prince of egypt from 1998 .","an exceptionally dreary and distraught fleck of form, every b it as imperious as katznberg 's the prince of egypt from 1998.",negative,17,741,14,False,2025-08-11T21:49:23.864840
"secretary manages a neat trick , bundling the flowers of perversity , comedy and romance into a strangely tempting bouquet of a movie .","secretary manag3s a ne at tr ick, clump the flowers of perversity, comedy and romance into a strangely tempting bouquet of a movie.",positive,21,741,18,False,2025-08-11T21:49:23.864854
"for all the dolorous trim , secretary is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers' sporadic dips into pop freudianism .","for all the dolorous trim, secretary is a geial rom@nce that m@intains a surprisingly buoyant tone throughout, notwithstanding some of the writers ' sporadic dips into pop freudianism.",positive,22,741,19,False,2025-08-11T21:49:23.864869
