example_id,original_text,adversarial_text,original_label,new_label,requests_used,num_perturbations,attack_successful,string_similarity,perturbation_ratio,method_name,batch_size,timestamp
29,"do not , under any circumstances , consider taking a child younger than middle school age to this wallow in crude humor .","make not, unde r any circumstance$, study takng a cihld younegr than mdidle school a ge tis o 1n wallow in crde humor.",negative,positive,29,14,True,0.8368200836820083,1.0434782608695652,multi_word,2,2025-08-11T13:45:28.758200
30,"depicts the sorriest and most sordid of human behavior on the screen , then laughs at how clever it's being .","depicts the sorriest and most soridd of human behavior on the screen, then laguhs at how clever it 's being.",negative,positive,21,2,True,0.967741935483871,0.09090909090909091,multi_word,2,2025-08-11T13:45:28.758232
31,"alex nohe's documentary plays like a travelogue for what mostly resembles a real-life , big-budget nc-17 version of tank girl .",alex n ohe doucmentary documentary dramatic play like a travelogue for what mostly rseembles a real - life bi g budg3 t - budget miss o f of tank girl.,positive,neutral,26,10,True,0.7841726618705036,1.1538461538461537,multi_word,2,2025-08-11T13:45:28.758263
32,"a beautiful , timeless and universal tale of heated passions -- jealousy , betrayal , forgiveness and murder .","a beautiflu, dateless @nd univerasl tae o f passionateness passions -- jealousy betrayla betrayal, an d and murder.",positive,neutral,21,10,True,0.7733333333333333,1.0,multi_word,2,2025-08-11T13:45:28.758285
33,ya-yas everywhere will forgive the flaws and love the film .,ya - yas everywhere will forgve the flaws and loe the film.,positive,negative,13,2,True,0.957983193277311,0.15384615384615385,multi_word,2,2025-08-11T13:45:28.758305
34,"watching the powerpuff girls movie , my mind kept returning to one anecdote for comparison : the cartoon in japan that gave people seizures .","watching the powerpuff girls movie, my m ind kept returning to one anecdote for comparison : the cartoon in japan that gave citizenry seizures.",negative,neutral,24,2,True,0.9436619718309859,0.76,multi_word,2,2025-08-11T13:45:28.758330
35,"austin powers in goldmember is a cinematic car wreck , a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride .","austin powers in goldmember is a cinematic car wreck, a catastrophic collision o f tastelessness and gall tat nevertheless will leave fans clamoring for another ride.",negative,neutral,27,2,True,0.9880239520958084,0.5555555555555556,multi_word,2,2025-08-11T13:45:28.758352
36,"[gai] comes closer to any actress i can remember to personifying independence in its purest and , yes , most intimidating form .","[ g ai ] comse cloer to a ny actrses i can remember to persnifying independency in its puret and, yes, most intimidating form.",positive,neutral,26,8,True,0.937007874015748,1.0,multi_word,2,2025-08-11T13:45:28.758397
37,the pool drowned me in boredom .,the puddle downed m e in b0redom.,negative,negative,10,4,False,1.0,0.0,multi_word,2,2025-08-11T13:45:28.758418
38,"the tone is balanced , reflective and reasonable .","the t one is equilibrize, reflective and reasonable.",positive,positive,12,6,False,1.0,0.0,multi_word,2,2025-08-11T13:45:28.758426
39,brings an irresistible blend of warmth and humor and a consistent embracing humanity in the face of life's harshness .,brimgs an irresisitble bled of wartmh and hu mor and a cnosistent embraing humainty in the fce of lie 's harshness.,positive,negative,24,10,True,0.927038626609442,0.9047619047619048,multi_word,2,2025-08-11T13:45:28.758433
40,"a ragbag of promising ideas and failed narrative , of good acting and plain old bad filmmaking .","a ragbag of promising 1deas and filed narrative, of good acting and plain old b@d filmaking.",negative,positive,20,4,True,0.9574468085106383,0.2222222222222222,multi_word,2,2025-08-11T13:45:28.758456
41,writer/director alexander payne ( election ) and his co-writer jim taylor brilliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing .,writer / director alexander payne ( election ) a nd his atomic wrier 27 - writer jim taylor far-out employ their ablity and fealess ability to lok american centre in the eye and end up laghing.,positive,neutral,36,10,True,0.8586666666666667,0.9117647058823529,multi_word,2,2025-08-11T13:45:28.758526
42,"a well-done film of a self-reflexive , philosophical nature .","a substantially - done fi1m of a self - reflexive, philosophical nature.",positive,neutral,12,2,True,0.8421052631578947,0.8571428571428571,multi_word,2,2025-08-11T13:45:28.758568
43,"entertains not so much because of its music or comic antics , but through the perverse pleasure of watching disney scrape the bottom of its own cracker barrel .","entertains mot so much because of its music or comic antics, but through the perevrse pleasure of watching disney mark the botom of its own cracker barrel.",negative,positive,30,4,True,0.9523809523809523,0.13793103448275862,multi_word,2,2025-08-11T13:45:28.758596
44,"an amusing and unexpectedly insightful examination of sexual jealousy , resentment and the fine line between passion and pretence .","an ausing a nd circumstantially exam1nation examination of sexual jealousy, resentment and fin e fine line between passion an d simulation.",positive,neutral,23,8,True,0.7777777777777778,1.1,multi_word,2,2025-08-11T13:45:28.758621
45,"there ought to be a directing license , so that ed burns can have his revoked .","there oug ht to be a directing license, so that ed burns can have his revkoed.",negative,neutral,18,2,True,0.9681528662420382,1.0,multi_word,2,2025-08-11T13:45:28.758639
46,"while most films these days are about nothing , this film seems to be about everything that's plaguing the human spirit in a relentlessly globalizing world .","while most films these daylight are about ntohing, this film seems to be about everything that 's plaguing the human spirit in a relentlessly globalizing world.",positive,neutral,27,2,True,0.9652996845425867,0.07142857142857142,multi_word,2,2025-08-11T13:45:28.758660
47,i'm going to give it a marginal thumbs up . i liked it just enough .,i ' m going gve o give i thums u p marginal thumbs up. i li ked information jst just enough.,positive,positive,21,10,False,1.0,0.0,multi_word,2,2025-08-11T13:45:28.758707
48,"clint eastwood's blood work is a lot like a well-made pb& j sandwich : familiar , fairly uneventful and boasting no real surprises  but still quite tasty and inviting all the same .","clint eastwood 's bloo d wok is a lot like a we ll nade made pb & j sandwich fellow familiar, fairly uneventful and boasting no real surprises  sti1l still tasyt tasty and receive all the same.",positive,neutral,34,8,True,0.8776595744680851,0.9736842105263158,multi_word,2,2025-08-11T13:45:28.758746
49,"its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream is one that any art-house moviegoer is likely to find compelling .","1ts s ab0ut about yong young chinese woman, ah na wh0 ha$ coe come to new york city to replae tagedy wth with the drean dream i$ one an a rt only that i$ art - t o moviegoer is fnd to find compe1ling.",positive,neutral,49,24,True,0.2653061224489796,1.15,multi_word,2,2025-08-11T13:45:28.758811
50,"one of the most plain , unimaginative romantic comedies i've ever seen .","ace o f the most complain, unimaginatiev romantic com3dies i ' ve escort seen.",negative,positive,15,6,True,0.8533333333333334,1.1428571428571428,multi_word,2,2025-08-11T13:45:28.758828
51,"phillip noyce and all of his actors -- as well as his cinematographer , christopher doyle -- understand the delicate forcefulness of greene's prose , and it's there on the screen in their version of the quiet american .","phillip noyce and totally of his actors -- as wel l as his cinematographer, christopher doyle -- empathise the deliacte forcefulness of greene 's prose, and i t 's there along the screen in their version of the quiet american.",positive,positive,49,30,False,1.0,0.0,multi_word,2,2025-08-11T13:45:28.758860
52,the transporter bombards the viewer with so many explosions and side snap kicks that it ends up being surprisingly dull .,the trnasporter bombrads the viewer w1th so many explosions amd side sn@p sound off tha t improving cease surprisngly ng being surprisingly dul l.,negative,positive,27,12,True,0.7940074906367042,0.8095238095238095,multi_word,2,2025-08-11T13:45:28.758890
53,it's lazy for a movie to avoid solving one problem by trying to distract us with the solution to another .,it 's l f or for a av oid to prob1em solving one problem by try U.S.A. distract us t o the solution to another.,negative,neutral,27,12,True,0.8018433179723502,1.0909090909090908,multi_word,2,2025-08-11T13:45:28.758904
54,"me no lika da accents so good , but i thoroughly enjoyed the love story . scott baio is turning in some delightful work on indie projects .","me no lika da accents s0 in force, but toroughly enjoy3d enjoyed lo ve love story. sott bai o exist i n $ ome some o n shape on in die projects.",positive,neutral,36,16,True,0.734982332155477,1.0714285714285714,multi_word,2,2025-08-11T13:45:28.758944
55,"short and sweet , but also more than anything else slight tadpole pulls back from the consequences of its own actions and revelations .","short a nd sweet, but also more than anything else slight tadpole pulls back from the consequences of its own actions an d revelations.",neutral,positive,25,2,True,0.9851851851851852,1.0416666666666667,multi_word,2,2025-08-11T13:45:28.758978
56,alarms for duvall's throbbing sincerity and his elderly propensity for patting people while he talks .,alarms for duvlal 's throbbing sincerity an d his elderly propensity for p@tting poeple while he talks.,negative,neutral,20,4,True,0.9560975609756097,0.7647058823529411,multi_word,2,2025-08-11T13:45:28.758991
57,martyr gets royally screwed and comes back for more .,martyr gets ryoally screw3d and comes back for more.,negative,positive,13,2,True,0.9523809523809523,0.2,multi_word,2,2025-08-11T13:45:28.759010
58,i didn't laugh . i didn't smile . i survived .,i did n't joke. i make n't smile. i survived .,negative,positive,12,2,True,0.782608695652174,0.15384615384615385,multi_word,2,2025-08-11T13:45:28.759034
59,"overly stylized with lots of flash black-&-white freeze frames reminiscent of a pseudo-hip luxury car commercial , ( it's ) at its worst when it's actually inside the ring .","0verly stylized with lots of flash black-&-white freeze frames reminiscent of a peudo - hip luxury car commercail, ( it 's ) at its wort when it 's actually inside the ring.",negative,neutral,29,4,True,0.9653179190751445,0.11764705882352941,multi_word,2,2025-08-11T13:45:28.759045
60,"reeboir varies between a sweet smile and an angry bark , while said attempts to wear down possible pupils through repetition . it has no affect on the kurds , but it wore me down .","reeboir varies between a sweet smile and an angry bark, while said attempts to wear down possilbe pupils through repetit1on. it has no affect on the kurds , but it wore me down .",negative,neutral,24,2,True,0.9832402234636871,0.05555555555555555,multi_word,2,2025-08-11T13:45:28.759079
61,a sometimes tedious film .,a s0metimes tedious fil m.,negative,negative,7,2,False,1.0,0.0,multi_word,2,2025-08-11T13:45:28.759113
62,i admired this work a lot .,i adired thi s wok a l0t.,positive,positive,9,4,False,1.0,0.0,multi_word,2,2025-08-11T13:45:28.759124
63,staggeringly dreadful romance .,staggringly dreadflu romance.,negative,positive,7,2,True,0.9333333333333333,0.5,multi_word,2,2025-08-11T13:45:28.759139
64,a flawed but engrossing thriller .,a flwaed b soak up engrossing thirller.,positive,positive,9,4,False,1.0,0.0,multi_word,2,2025-08-11T13:45:28.759167
65,"efteriades gives the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug .","efteirades gives the neighbourhood -- scene, vibration a nd @ll -- the cinmatic equiavlent o f a bi g, tenedr clinch.",positive,positive,22,12,False,1.0,0.0,multi_word,2,2025-08-11T13:45:28.759175
66,. . . there's enough cool fun here to warm the hearts of animation enthusiasts of all ages .,. . . tere 's enough cool off merriment here wam warm the hearts aliveness animation enthusiasts completely all ages.,positive,positive,28,14,False,1.0,0.0,multi_word,2,2025-08-11T13:45:28.759197
67,"adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like pinocchio . as for children , they won't enjoy the movie at all .","adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like pinocchio . a s for nestling, th ey wo n't enjo y the movie al l t all.",negative,negative,18,8,False,1.0,0.0,multi_word,2,2025-08-11T13:45:28.759224
68,the quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by rachel griffiths .,the kinky darma tuches the heat amd the funynbone thans t o the emergetic a nd perpetually surprise performacne grifiths y racehl griffiths.,positive,positive,27,16,False,1.0,0.0,multi_word,2,2025-08-11T13:45:28.759238
69,director jay russell weighs down his capricious fairy-tale with heavy sentiment and lightweight meaning .,dierctor jay russell weighs d own his capricious fairy - tale with heavy sentiment and lightweight meaning.,negative,positive,19,2,True,0.9716981132075472,0.8823529411764706,multi_word,2,2025-08-11T13:45:28.759259
70,the kind of primal storytelling that george lucas can only dream of .,the form o f primal t hat that george lcuas can solitary o f of.,positive,neutral,18,8,True,0.706766917293233,1.1538461538461537,multi_word,2,2025-08-11T13:45:28.759278
71,"a powerful , inflammatory film about religion that dares to question an ancient faith , and about hatred that offers no easy , comfortable resolution .","a powerful, inflammatory film about religion that darse to question an ancient faith, and about hatred that offers no more easy, comfortable resolution.",positive,neutral,24,2,True,0.9636963696369637,0.2692307692307692,multi_word,2,2025-08-11T13:45:28.759288
72,it's so good that you can practically see the hollywood 'suits' trying to put together the cast and filmmaking team for the all-too -inevitable american remake .,it 's thus undecomposed that you can practically see the hollywood ' suits ' trying to put together the cast and filmmaking team for the all - too -inevitable american remake.,positive,neutral,27,2,True,0.9345238095238095,0.0625,multi_word,2,2025-08-11T13:45:28.759321
73,"the setting is so cool that it chills the characters , reducing our emotional stake in the outcome of "" intacto's "" dangerous and seductively stylish game .","the setting is so col that it chills the characters, reducing our emotional stake in the outcome of "" intacto 's "" dangerous and seductively fashionable game.",positive,negative,25,2,True,0.9426751592356688,0.06896551724137931,multi_word,2,2025-08-11T13:45:28.759375
74,"nicks refuses to let slackers be seen as just another teen movie , which means he can be forgiven for frequently pandering to fans of the gross-out comedy .","nicks refuses t o let slackers be seen as just another teen moie, which means he can be forgiven for frequently pandering to fans of the gross - out comedy.",neutral,negative,31,2,True,0.9807692307692307,0.967741935483871,multi_word,2,2025-08-11T13:45:28.759391
75,"as if to prove a female director can make a movie with no soft edges , kathryn bigelow offers no sugar-coating or interludes of lightness . her film is unrelentingly claustrophobic and unpleasant .","as if to prove a female director can make a movie with no soft edges , kathryn bigelow offers no sugar-coating or interludes of lightness . h fim film is unreletingly @nd and unpleasatn.",negative,negative,15,6,False,1.0,0.0,multi_word,2,2025-08-11T13:45:28.759419
76,"a loud , ugly , irritating movie without any of its satirical salvos hitting a discernible target .","a loud, uly, rag moive without whatsoever o it s its satriical salvos shoot a taregt target.",negative,positive,21,10,True,0.7120418848167539,0.8333333333333334,multi_word,2,2025-08-11T13:45:28.759433
77,"take care is nicely performed by a quintet of actresses , but nonetheless it drags during its 112-minute length .","take care represent nicely performed by a quintet of actresses, but nonetheless it dags during its 112 - minute length.",neutral,positive,21,2,True,0.9396551724137931,0.09090909090909091,multi_word,2,2025-08-11T13:45:28.759455
78,both a grand tour through 300 hundred years of russian cultural identity and a stunning technical achievement .,both a gradn t our through 300 hundred days o f cltural idenitty an d and a bedaze technical achieveemnt.,positive,positive,24,14,False,1.0,0.0,multi_word,2,2025-08-11T13:45:28.759468
79,fessenden's narrative is just as much about the ownership and redefinition of myth as it is about a domestic unit finding their way to joy .,fessenden 's narrative cost just @s muh abot the ownership and redefinition of myth as it is about a domestic unit incur their mode to joy.,positive,neutral,29,6,True,0.910394265232975,0.2222222222222222,multi_word,2,2025-08-11T13:45:28.759483
80,this is the kind of movie where people who have never picked a lock do so easily after a few tries and become expert fighters after a few weeks .,this comprise the kind o f mo w hoi polloi where w ho who have ne'er picked a d 3asily do so tri es after a few tries and hebdomad expert fighters after a few weeks.,positive,neutral,35,14,True,0.8129032258064516,1.1333333333333333,multi_word,2,2025-08-11T13:45:28.759503
81,it's the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of sarah and harrison .,it 's the unsettling images of a state of war - ravaged land that prove more stiff a nd unlkiely thn the unlikely story Reginald Carey Harrison sarah and harrison.,positive,negative,26,6,True,0.8,0.9230769230769231,multi_word,2,2025-08-11T13:45:28.759538
82,"best of all is garcia , who perfectly portrays the desperation of a very insecure man .","be st entirely all gacria garcia, who perfectly portrays the desperation of a very insecure man.",positive,neutral,18,4,True,0.8961748633879781,1.0588235294117647,multi_word,2,2025-08-11T13:45:28.759551
83,weiss and speck never make a convincing case for the relevance of these two 20th-century footnotes .,w an d and spe ck n3ver make a convinicng case o f thsee t wo relevance cemtury these two 20th - century footnotes.,negative,negative,23,12,True,0.827906976744186,1.3157894736842106,multi_word,2,2025-08-11T13:45:28.759568
84,everyone's to blame here .,everoyne 's t o blam3 hee.,negative,neutral,9,4,True,0.8461538461538461,1.0,multi_word,2,2025-08-11T13:45:28.759580
85,changing lanes is an anomaly for a hollywood movie ; it's a well-written and occasionally challenging social drama that actually has something interesting to say .,changing lan3s cost an anomayl fo r a hollywod mvie ; 1 t 's wll well - write amd occasionally challeging drmaa drama tat atually somethimg worry t0 interesting to suppose.,positive,positive,36,22,False,1.0,0.0,multi_word,2,2025-08-11T13:45:28.759605
86,just not campy enough,jus t non camp eonugh,negative,negative,9,4,False,1.0,0.0,multi_word,2,2025-08-11T13:45:28.759644
87,"if oscar had a category called best bad film you thought was going to be really awful but wasn't , guys would probably be duking it out with the queen of the damned for the honor .","if oscar had a category called best bad film you cogitate was perish to be really awful but was n't, guys would probably be duking it out with the queen of the damned for the honor.",positive,negative,35,2,True,0.9362880886426593,0.05263157894736842,multi_word,2,2025-08-11T13:45:28.759663
88,"accuracy and realism are terrific , but if your film becomes boring , and your dialogue isn't smart , then you need to use more poetic license .","accruacy a raelism realism are terrific, i f if your film becomes boring, and your dialogue is n't smart, then you need to u se m ore poetic license.",negative,neutral,30,6,True,0.9146757679180887,1.1379310344827587,multi_word,2,2025-08-11T13:45:28.759678
89,"this engrossing , characteristically complex tom clancy thriller is shifty in the manner in which it addresses current terrorism anxieties and sidesteps them at the same time .","this engrossing, characteristically composite tom clancy thrill3r is shifty in the manner in which it addresses current terrorism anxieties and sidesteps them at the Sami sentence.",positive,neutral,29,4,True,0.9382022471910112,0.14285714285714285,multi_word,2,2025-08-11T13:45:28.759693
90,i hope the movie is widely seen and debated with appropriate ferocity and thoughtfulness .,i hope the picture is wideyl seen and debated with appropriate ferocity and thoughtfulness.,positive,negative,16,2,True,0.9392265193370166,0.13333333333333333,multi_word,2,2025-08-11T13:45:28.759708
91,"based on dave barry's popular book of the same name , the movie benefits from having a real writer plot out all of the characters' moves and overlapping story .","bsed on dave barry 's poplar boo k of Saame same name, the m0vie welfare fron haing a rel author pot out a ll of the move$ ' moves and s tory story.",positive,neutral,34,14,True,0.7857142857142857,0.96875,multi_word,2,2025-08-11T13:45:28.759729
92,"thirty years ago , it would have been groundbreaking . now it's just tired .","thirty years ago , it would have been groundbreaking . n ow information technology 's just tired.",negative,negative,11,4,False,1.0,0.0,multi_word,2,2025-08-11T13:45:28.759749
93,the big finish is a bit like getting all excited about a chocolate eclair and then biting into it and finding the filling missing .,the big finish is a b1t like getting all excited about a chocolate eclair and then biing into it and finding the fililng escape.,negative,positive,25,4,True,0.9343629343629344,0.84,multi_word,2,2025-08-11T13:45:28.759773
94,"a movie just for friday fans , critics be damned . if you already like this sort of thing , this is that sort of thing all over again .","a movie just for friday fans , critics be damned . if you already like ths sort of thing, this cost that sort of thing all over again.",positive,negative,31,2,True,0.9739776951672863,0.06666666666666667,multi_word,2,2025-08-11T13:45:28.759786
95,[crystal and de niro] manage to squeeze out some good laughs but not enough to make this silly con job sing .,[ crystal and d3 niro ] manage to embrace out some good laughs bu t not enough to make slly silly co j ob job sing.,negative,neutral,27,6,True,0.875,0.6666666666666666,multi_word,2,2025-08-11T13:45:28.759815
96,"it may not be a huge cut of above the rest , but i enjoyed barbershop . it's a funny little movie with clever dialogue and likeable characters .",i t t m@y non b3 a hu ge o f of above the rest bu t information technology i enjoyed peculiar. it 's a funny lttle movi3 with clever dialogue and likeable characters.,positive,positive,43,32,False,1.0,0.0,multi_word,2,2025-08-11T13:45:28.759828
97,"it's predictable , but it jumps through the expected hoops with style and even some depth .","it 's predictable, but i t throguh s through hops expect hoops w ith evening and even deth depth.",positive,neutral,22,10,True,0.7978723404255319,0.8888888888888888,multi_word,2,2025-08-11T13:45:28.759841
98,"an exceptionally dreary and overwrought bit of work , every bit as imperious as katzenberg's the prince of egypt from 1998 .","an exceptionally derary and overwruoght bit of work, every bit as imperious as katzenberg 's the prince of egypt from 1998.",negative,neutral,21,2,True,0.97165991902834,0.08695652173913043,multi_word,2,2025-08-11T13:45:28.759853
99,"secretary manages a neat trick , bundling the flowers of perversity , comedy and romance into a strangely tempting bouquet of a movie .","secretary cope a n play tricks trick, bundling the flowers of perversity an d comedy chat up romance into bouqet o f tempting bouquet of a movei.",positive,positive,28,16,False,1.0,0.0,multi_word,2,2025-08-11T13:45:28.759867
100,"for all the dolorous trim , secretary is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers' sporadic dips into pop freudianism .","f or all the dolorous tim, secretayr i$ a amiable roance th at maintains a surprisingy buoyamt through0ut throughout, $ ome 0f of the writers ' sporadic ino belt down pop freudianism.",positive,positive,37,22,False,1.0,0.0,multi_word,2,2025-08-11T13:45:28.759878
