original_text,adversarial_text,original_label,requests_used,num_perturbed,attack_successful,timestamp
changing lanes is an anomaly for a hollywood movie ; it's a well-written and occasionally challenging social drama that actually has something interesting to say .,changing lans is an anomaly for a hollywood moie ; 1t ' s a wel l - written and occasionally challenging s0cial dra ma tht actualyl has something interesting to say .,mixed,157,29,False,2025-08-07T11:24:34.575858
just not campy enough,just no t capy eough,negative,19,3,True,2025-08-07T11:24:34.575871
"if oscar had a category called best bad film you thought was going to be really awful but wasn't , guys would probably be duking it out with the queen of the damned for the honor .","i f osc ar had a category called bet sorry fim you thought was going to be really amazing but was n't, guys would probably be duking it out with the queen of the damend for the honor.",negative,90,12,True,2025-08-07T11:24:34.575876
"accuracy and realism are terrific , but if your film becomes boring , and your dialogue isn't smart , then you need to use more poetic license .",error,error,0,0,False,2025-08-07T11:24:34.575889
"this engrossing , characteristically complex tom clancy thriller is shifty in the manner in which it addresses current terrorism anxieties and sidesteps them at the same time .",error,error,0,0,False,2025-08-07T11:24:34.575896
i hope the movie is widely seen and debated with appropriate ferocity and thoughtfulness .,error,error,0,0,False,2025-08-07T11:24:34.575905
"based on dave barry's popular book of the same name , the movie benefits from having a real writer plot out all of the characters' moves and overlapping story .",error,error,0,0,False,2025-08-07T11:24:34.575911
"thirty years ago , it would have been groundbreaking . now it's just tired .",error,error,0,0,False,2025-08-07T11:24:34.575919
the big finish is a bit like getting all excited about a chocolate eclair and then biting into it and finding the filling missing .,error,error,0,0,False,2025-08-07T11:24:34.575924
"a movie just for friday fans , critics be damned . if you already like this sort of thing , this is that sort of thing all over again .",error,error,0,0,False,2025-08-07T11:24:34.575931
[crystal and de niro] manage to squeeze out some good laughs but not enough to make this silly con job sing .,error,error,0,0,False,2025-08-07T11:24:34.575939
"it may not be a huge cut of above the rest , but i enjoyed barbershop . it's a funny little movie with clever dialogue and likeable characters .",error,error,0,0,False,2025-08-07T11:24:34.575945
"it's predictable , but it jumps through the expected hoops with style and even some depth .",error,error,0,0,False,2025-08-07T11:24:34.575953
"an exceptionally dreary and overwrought bit of work , every bit as imperious as katzenberg's the prince of egypt from 1998 .",error,error,0,0,False,2025-08-07T11:24:34.575959
"secretary manages a neat trick , bundling the flowers of perversity , comedy and romance into a strangely tempting bouquet of a movie .",error,error,0,0,False,2025-08-07T11:24:34.575966
"for all the dolorous trim , secretary is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers' sporadic dips into pop freudianism .",error,error,0,0,False,2025-08-07T11:24:34.575972
