original_text,adversarial_text,original_label,requests_used,num_perturbed,attack_successful,timestamp
"hardly a nuanced portrait of a young woman's breakdown , the film nevertheless works up a few scares .","hardly a nuanced portrait of a young woman 's breakdown, the film still works up a few scares.",neutral,29,2,True,2025-08-07T00:29:19.226817
"this starts off with a 1950's doris day feel and it gets very ugly , very fast . the first five minutes will have you talking 'til the end of the year !","this starts off with a 1950's doris day feel and it gets very ugly , very fast . the first five minutes will have you talking 'til the end of the year !",neutral,3,0,False,2025-08-07T00:29:19.226842
"more vaudeville show than well-constructed narrative , but on those terms it's inoffensive and actually rather sweet .","more vaudeville show than well - constructed narrative, but on thos3 temrs it 's inoffensive and actually sooner sweet.",positive,117,21,False,2025-08-07T00:29:19.226856
'cq may one day be fondly remembered as roman coppola's brief pretentious period before going on to other films that actually tell a story worth caring about,' cq may one day be fondly remembered @s roman coppola 's brief pretentious period before going on to other films that in reality tell a story worth caring about,negative,42,2,True,2025-08-07T00:29:19.226876
"the inspirational screenplay by mike rich covers a lot of ground , perhaps too much , but ties things together , neatly , by the end .","the in$pirational screenplay by mike rich cover a lot of ground, perhaps too much, but ties things together, nealy, by the 3nd.",positive,141,27,False,2025-08-07T00:29:19.226908
it's probably worth catching solely on its visual merits . if only it had the story to match .,it ' s probably worth catching solely along its visual merits. if only it had the story to match .,positive,66,11,False,2025-08-07T00:29:19.226921
"fairy-tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm .","fairy - tae formula, serves as a report skeleton f or some ve ry good acting, dialog, comey, charge and especialy c harm.",positive,125,25,False,2025-08-07T00:29:19.226946
"the color sense of stuart little 2 is its most immediate and most obvious pleasure , but it would count for very little if the movie weren't as beautifully shaped and as delicately calibrated in tone as it is .","the colorize sens3 0f stuart little 2 i s IT most immed1ate and most obvios pleasure, bu t it wo uld count for very litle if the movie were n' t as beautfully shaped and as delictely calibrated in tone as it is.",positive,237,41,False,2025-08-07T00:29:19.226969
the most surprising thing about this film is that they are actually releasing it into theaters .,the nigh srprising affair about this film embody that they are acutally releasing 1t ino tehaters.,positive,101,17,False,2025-08-07T00:29:19.226986
a fan film that for the uninitiated plays better on video with the sound turned down .,a fan film tat for the uninitiated plays better on video with the sound turned down.,neutral,22,1,True,2025-08-07T00:29:19.227015
"strong filmmaking requires a clear sense of purpose , and in that oh-so-important category , the four feathers comes up short .","strong filmmaking requires a clear sense of purpose, and in that oh - so - important category, the four feathers comes up sort.",negative,31,1,True,2025-08-07T00:29:19.227034
". . . an otherwise intense , twist-and-turn thriller that certainly shouldn't hurt talented young gaghan's resume .",". . . an otherwie intnse, twist - and - turn thriller tha t certainyl should n' t hur t talentde yung gaghn 's resune.",positive,115,21,False,2025-08-07T00:29:19.227045
cho's timing is priceless .,cho 's timing is priecless.,positive,35,6,False,2025-08-07T00:29:19.227057
. . . a lesson in prehistoric hilarity .,. . . a object lesson in prehistorical hilrity.,positive,32,6,False,2025-08-07T00:29:19.227074
"this is a good script , good dialogue , funny even for adults . the characters are interesting and often very creatively constructed from figure to backstory . the film will play equally well on both the standard and giant screens .","this is a god script, good dialogue, funny even for adult. the part a re concern an d often ve ry craetively constructde fom figure t o backstory. the film will pla y equally we ll on both the standard and giant scre3ns.",positive,235,42,False,2025-08-07T00:29:19.227082
an almost unbearably morbid love story .,an alomst unbearaly morbid love sto ry.,negative,27,5,True,2025-08-07T00:29:19.227099
if you grew up on scooby -- you'll love this movie . matthew lillard is born to play shaggy !,if you grew upwards 0n scooby - - you 'll love this move. mattew lillard i s born t o pay shaggy!,positive,123,21,False,2025-08-07T00:29:19.227106
"as conceived by mr . schaeffer , christopher and grace are little more than collections of quirky traits lifted from a screenwriter's outline and thrown at actors charged with the impossible task of making them jell .","as conceived by mr. schaeffer, christopher and gra ce ar e little more than colelctions of quirky traits lifted from a screenwriter 's outline and thrown at actors charged w ith the ipmossible task of making them jell.",negative,215,38,False,2025-08-07T00:29:19.227117
"do not , under any circumstances , consider taking a child younger than middle school age to this wallow in crude humor .","do not, undr an y portion, consider taking a tiddler new than midle school a ge t o this wllow 1n cude humor.",negative,111,21,True,2025-08-07T00:29:19.227328
"depicts the sorriest and most sordid of human behavior on the screen , then laughs at how clever it's being .","depicts the sorriest and most sordid of human behavior on the screen, then laguhs at how clever it 's being.",negative,28,1,True,2025-08-07T00:29:19.227343
