original_text,adversarial_text,original_label,requests_used,training_requests_used,num_perturbed,attack_successful,timestamp
if you grew up on scooby -- you'll love this movie . matthew lillard is born to play shaggy !,if you grew up on $cooby -- you 'll make out this movie. matthew lillard is born to play shaggy !,positive,10,741,2,True,2025-08-12T00:13:22.652231
"as conceived by mr . schaeffer , christopher and grace are little more than collections of quirky traits lifted from a screenwriter's outline and thrown at actors charged with the impossible task of making them jell .","as conceived by m r. schafefer, chrisopher and blessing are little more than cllections of quirky traits lifted from a screenwriter 's outline and thrown at actors charged with the impossible task of making them jell.",negative,18,741,5,False,2025-08-12T00:13:22.652250
"do not , under any circumstances , consider taking a child younger than middle school age to this wallow in crude humor .","do not, under any circumstances, consider taking a fry younger than midle shool @ge to this wallow in crude humor.",negative,23,741,4,False,2025-08-12T00:13:22.652334
"depicts the sorriest and most sordid of human behavior on the screen , then laughs at how clever it's being .","depicts the sorriet and most sordid of human behavior on the screen, then laughs at how clever it 's being.",negative,6,741,1,True,2025-08-12T00:13:22.652348
"alex nohe's documentary plays like a travelogue for what mostly resembles a real-life , big-budget nc-17 version of tank girl .","aex n0he 's documentary dally like a traveloge for what mostly resembles a real - life, big - budget nc-17 version of tank girl.",negative,20,741,4,False,2025-08-12T00:13:22.652361
"a beautiful , timeless and universal tale of heated passions -- jealousy , betrayal , forgiveness and murder .","a b3autiful, dateless and univer$al tal e of heated passions -- jealousy, betrayal, forgiveness and murder.",positive,14,741,4,True,2025-08-12T00:13:22.652375
ya-yas everywhere will forgive the flaws and love the film .,y@ - yas everywhere will forgive the flaw and love the film.,positive,10,741,2,True,2025-08-12T00:13:22.652388
"watching the powerpuff girls movie , my mind kept returning to one anecdote for comparison : the cartoon in japan that gave people seizures .","watching the powerpuff grils flick, my intellect kpt returning to one anecdote for comparison : the cartoon in japan that gave people seizures.",negative,20,741,4,False,2025-08-12T00:13:22.652398
"austin powers in goldmember is a cinematic car wreck , a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride .","austin powers in goldmember is a cinematic motorcar weck, a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride.",negative,16,741,2,True,2025-08-12T00:13:22.652412
"[gai] comes closer to any actress i can remember to personifying independence in its purest and , yes , most intimidating form .","[ g@i ] comes closer to any actress i can remember to personifying independence in its purest and, yes, most intimidating form.",positive,4,741,1,True,2025-08-12T00:13:22.652428
the pool drowned me in boredom .,t he pol droned me in b0redom.,negative,10,741,4,True,2025-08-12T00:13:22.652442
"the tone is balanced , reflective and reasonable .","the tome is balanced, relective and rasonable.",positive,10,741,3,True,2025-08-12T00:13:22.652450
brings an irresistible blend of warmth and humor and a consistent embracing humanity in the face of life's harshness .,brings an irresistible blend of warmth and humor and a consistent embracing humanity in the face of life's harshness .,positive,22,741,0,False,2025-08-12T00:13:22.652460
"a ragbag of promising ideas and failed narrative , of good acting and plain old bad filmmaking .","a ragbag of foretell mind and failed narative, of good acting and apparent old bad filmmaking.",negative,21,741,4,False,2025-08-12T00:13:22.652472
writer/director alexander payne ( election ) and his co-writer jim taylor brilliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing .,writer/director alexander payne ( election ) and his co-writer jim taylor brilliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing .,positive,15,741,0,False,2025-08-12T00:13:22.652484
"a well-done film of a self-reflexive , philosophical nature .","a well - done f1lm of a self - reflexive, philosophical nature.",positive,5,741,1,True,2025-08-12T00:13:22.652500
"entertains not so much because of its music or comic antics , but through the perverse pleasure of watching disney scrape the bottom of its own cracker barrel .","enertains not so much because of its mus ic or comic put-on, but through the reprobate pleaure of watching disney scrape the bottom of its own cracker barrel.",positive,17,741,5,True,2025-08-12T00:13:22.652510
"an amusing and unexpectedly insightful examination of sexual jealousy , resentment and the fine line between passion and pretence .","an amusing and unexpectedly isightful 3xamination of sexual jealou$y, bitterness and the f ine line between passion and pretence.",positive,16,741,5,True,2025-08-12T00:13:22.652525
"there ought to be a directing license , so that ed burns can have his revoked .","there ought to be a directing lcense, so that 3d bur ns can have his revoked.",negative,10,741,3,True,2025-08-12T00:13:22.652539
"while most films these days are about nothing , this film seems to be about everything that's plaguing the human spirit in a relentlessly globalizing world .","while most photographic film these day s are about nothig, this film seems to be about everything that 's plaguing the human spirit in a relentlessly globalizing world.",negative,11,741,3,True,2025-08-12T00:13:22.652550
i'm going to give it a marginal thumbs up . i liked it just enough .,i'm going to give it a marginal thumbs up . i li ked it jut enouhg.,positive,10,741,3,True,2025-08-12T00:13:22.652565
"clint eastwood's blood work is a lot like a well-made pb& j sandwich : familiar , fairly uneventful and boasting no real surprises  but still quite tasty and inviting all the same .","c1int 3astwood 's bood wrk is a fate like a well - made pb & j sandwich : familiar, fairly uneventful and boasting no real surprises  but still quite tasty and inviting all the same.",positive,20,741,5,False,2025-08-12T00:13:22.652575
"its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream is one that any art-house moviegoer is likely to find compelling .","its stry about a young chinese woan, @h atomic number 11, who has come to new yrk city to replace past tragedy with the american dream is one that any art - house moviegoer is likely to find compelling.",positive,20,741,5,False,2025-08-12T00:13:22.652594
"one of the most plain , unimaginative romantic comedies i've ever seen .","one of the most pl ain, unimagintive romantic comed1es i 've ev3r seen.",negative,16,741,4,True,2025-08-12T00:13:22.652611
"phillip noyce and all of his actors -- as well as his cinematographer , christopher doyle -- understand the delicate forcefulness of greene's prose , and it's there on the screen in their version of the quiet american .","phillip noye and all of his actor -- as well as his cinematograher, chistopher doyle -- understand the delicate forcefulness of greene 's prose, and it 's there on the screen in their version of the quiet american.",positive,19,741,4,False,2025-08-12T00:13:22.652622
the transporter bombards the viewer with so many explosions and side snap kicks that it ends up being surprisingly dull .,the transporter bombards the viewer with so many explosions and side snap kicks that it ends up being surprisingly dull .,negative,22,741,0,False,2025-08-12T00:13:22.652640
it's lazy for a movie to avoid solving one problem by trying to distract us with the solution to another .,it 's otiose for a moive to avoid solving one problem by trying to distract us with the solution to another.,negative,9,741,2,True,2025-08-12T00:13:22.652652
"me no lika da accents so good , but i thoroughly enjoyed the love story . scott baio is turning in some delightful work on indie projects .","me no lika da accents so good, but i thoroughly enjoyed the l ove story. sctt ba io is turning in some delightul wo rk on inie projects.",positive,33,741,6,False,2025-08-12T00:13:22.652664
"short and sweet , but also more than anything else slight tadpole pulls back from the consequences of its own actions and revelations .","short and seet, but also more than anything else slight tadpole pulls back from the consequences of its own actions and revelations.",positive,4,741,1,True,2025-08-12T00:13:22.652701
alarms for duvall's throbbing sincerity and his elderly propensity for patting people while he talks .,alrms for duvall 's throbbing sincerity and his elderly propensity for patting people while he talks.,negative,3,741,1,True,2025-08-12T00:13:22.652715
martyr gets royally screwed and comes back for more .,m@rtyr gets royal1y screwed and comes bck for mo re.,negative,17,741,4,False,2025-08-12T00:13:22.652727
i didn't laugh . i didn't smile . i survived .,i did n' t laugh. i didn't smile . i survived .,negative,9,741,1,True,2025-08-12T00:13:22.652740
"overly stylized with lots of flash black-&-white freeze frames reminiscent of a pseudo-hip luxury car commercial , ( it's ) at its worst when it's actually inside the ring .","overly stylized with lots of flash black-&-white freeze frames reminiscent of a pseudo-hip luxury car commercial , ( it's ) at its worst when it's actually inside the ring .",negative,21,741,0,False,2025-08-12T00:13:22.652750
"reeboir varies between a sweet smile and an angry bark , while said attempts to wear down possible pupils through repetition . it has no affect on the kurds , but it wore me down .","reeboir varies between a sweet smile and an angry bark , while said attempts to wear down possible pupils through repetition . it has no affet on the Kurd, but it wre me do wn.",negative,16,741,4,True,2025-08-12T00:13:22.652767
a sometimes tedious film .,a sometimes tedious fil m.,negative,3,741,1,True,2025-08-12T00:13:22.652785
i admired this work a lot .,i admired this wrk a l0t.,positive,7,741,2,True,2025-08-12T00:13:22.652794
staggeringly dreadful romance .,staggeringly dire romance.,negative,6,741,1,True,2025-08-12T00:13:22.652802
a flawed but engrossing thriller .,a flawed but engrssing thr1ller.,positive,6,741,2,True,2025-08-12T00:13:22.652811
"efteriades gives the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug .","efteriades gives the neighborh0od -- $cenery, vibration and all -- the cinematic equivalent of a big, tender hug.",positive,16,741,3,True,2025-08-12T00:13:22.652820
. . . there's enough cool fun here to warm the hearts of animation enthusiasts of all ages .,error,error,0,0,False,2025-08-12T00:13:22.652834
"adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like pinocchio . as for children , they won't enjoy the movie at all .","adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like pinocchio . as for kid, they wo n 't revel the moving picture at all.",negative,18,741,4,True,2025-08-12T00:13:22.652844
the quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by rachel griffiths .,the quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by rachel griffiths .,positive,21,741,0,False,2025-08-12T00:13:22.652862
director jay russell weighs down his capricious fairy-tale with heavy sentiment and lightweight meaning .,director ja y rus$ell we1ghs down his capricious fairy - tale with heavy sentiment and lightweight meaning.,negative,13,741,3,True,2025-08-12T00:13:22.652878
the kind of primal storytelling that george lucas can only dream of .,the kid of priml storytelling that george lucas can only dream of.,positive,7,741,2,True,2025-08-12T00:13:22.652891
"a powerful , inflammatory film about religion that dares to question an ancient faith , and about hatred that offers no easy , comfortable resolution .","a powerful, inflammatory fim about religi0n that darse to quesion an ancient faith, and about hatred that offers no easy, comfortable resolution.",positive,19,741,4,True,2025-08-12T00:13:22.652902
it's so good that you can practically see the hollywood 'suits' trying to put together the cast and filmmaking team for the all-too -inevitable american remake .,it 's so good that you can practically see the holywood ' suits ' trying to put together the cast and filmmaking team for the all - too -inevitable american remake.,negative,3,741,1,True,2025-08-12T00:13:22.652918
"the setting is so cool that it chills the characters , reducing our emotional stake in the outcome of "" intacto's "" dangerous and seductively stylish game .","the setting is so col that it chills the characters, reducing our emotional stake in the outcome of "" intacto 's "" dangerous and seductively stylish game.",positive,4,741,1,True,2025-08-12T00:13:22.652934
"nicks refuses to let slackers be seen as just another teen movie , which means he can be forgiven for frequently pandering to fans of the gross-out comedy .","nicks refusse to let slacers be seen as just another adolescent m ovie, which means he can be forgiven for frequently pandering to fans of the gross - out comedy.",negative,24,741,4,False,2025-08-12T00:13:22.652951
"as if to prove a female director can make a movie with no soft edges , kathryn bigelow offers no sugar-coating or interludes of lightness . her film is unrelentingly claustrophobic and unpleasant .","as if to prove a female director can make a movie with no soft edges , kathryn bigelow offers no sugar-coating or interludes of lightness . her f1lm is unelentingly claustrophbic and unpleaant.",negative,14,741,4,True,2025-08-12T00:13:22.652967
"a loud , ugly , irritating movie without any of its satirical salvos hitting a discernible target .","a lo ud, u gly, irritating movi3 without any of its satirical savos hitting a discernible place.",negative,21,741,5,False,2025-08-12T00:13:22.652986
"take care is nicely performed by a quintet of actresses , but nonetheless it drags during its 112-minute length .","take car e is nicely performed by a quint of actresses, but nonetheless it drags during its 112 - minute length.",positive,9,741,2,True,2025-08-12T00:13:22.652999
both a grand tour through 300 hundred years of russian cultural identity and a stunning technical achievement .,both a 1000 tour through 300 hundred ye ars of russian cultural ident1ty and a stunning technical achievemnt.,positive,23,741,4,False,2025-08-12T00:13:22.653012
fessenden's narrative is just as much about the ownership and redefinition of myth as it is about a domestic unit finding their way to joy .,fessenden 's narrative is just as much about the owership and r3definition of myh as it is about a domestic unt finding their way to joy.,positive,17,741,4,False,2025-08-12T00:13:22.653026
this is the kind of movie where people who have never picked a lock do so easily after a few tries and become expert fighters after a few weeks .,this is the kind of movi e where people who have never picked a lock do so easily after a few tries and become expert fighters after a few weeks.,negative,7,741,1,True,2025-08-12T00:13:22.653040
it's the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of sarah and harrison .,it 's the unsettling images of a war - ravaged land that prove more ptent and riveting than the unlikely story of sarah and harrison.,positive,22,741,1,False,2025-08-12T00:13:22.653056
"best of all is garcia , who perfectly portrays the desperation of a very insecure man .","best of all is grcia, who perfectly portrays the desperation of a very insecure man.",positive,3,741,1,True,2025-08-12T00:13:22.653070
weiss and speck never make a convincing case for the relevance of these two 20th-century footnotes .,weis$ and speck never make a convincing case for the relevance of these two 20th - century footnotes.,negative,6,741,1,True,2025-08-12T00:13:22.653082
everyone's to blame here .,everyoe 's to blam e here.,negative,6,741,2,True,2025-08-12T00:13:22.653120
changing lanes is an anomaly for a hollywood movie ; it's a well-written and occasionally challenging social drama that actually has something interesting to say .,changing lanse is an aomaly for a hollyood mvie ; it 's a well - written and occasionally challenging social draa that actually has something interesting to say.,positive,24,741,5,False,2025-08-12T00:13:22.653130
just not campy enough,jst n0t cmpy eonugh,negative,14,741,4,True,2025-08-12T00:13:22.653147
"if oscar had a category called best bad film you thought was going to be really awful but wasn't , guys would probably be duking it out with the queen of the damned for the honor .","if oscar had a categ0ry called best bad pic you thougt was going to be really amazing but was n't, guys would probably be duking it out with the queen of the damned for the honor.",negative,22,741,4,False,2025-08-12T00:13:22.653156
"accuracy and realism are terrific , but if your film becomes boring , and your dialogue isn't smart , then you need to use more poetic license .","accuracy and realism are marvellous, but if your film becomes boring, and your dialogue is n't smart, then you need to use more poetic license.",negative,12,741,1,True,2025-08-12T00:13:22.653173
"this engrossing , characteristically complex tom clancy thriller is shifty in the manner in which it addresses current terrorism anxieties and sidesteps them at the same time .","this engrossing, characteristically complex tom clancy thriller is shity in the mode in which it addresses current terrorism anxieties and sidesteps them at the same time.",positive,17,741,2,False,2025-08-12T00:13:22.653189
i hope the movie is widely seen and debated with appropriate ferocity and thoughtfulness .,i trust the move is widely seen and debated with appropriate ferocity and thoughtfulness.,negative,8,741,2,True,2025-08-12T00:13:22.653206
"based on dave barry's popular book of the same name , the movie benefits from having a real writer plot out all of the characters' moves and overlapping story .","based on dave barry 's popular book of account of the same nae, the moive benefits from having a real writer plot out all of the characters ' moves and overlapping story.",positive,18,741,3,True,2025-08-12T00:13:22.653230
"thirty years ago , it would have been groundbreaking . now it's just tired .","thirty years ago , it would have been groundbreaking . instantly it 's exactly t ired.",negative,10,741,3,True,2025-08-12T00:13:22.653255
the big finish is a bit like getting all excited about a chocolate eclair and then biting into it and finding the filling missing .,the big finsh is a bite like getting all excited about a ch0colate eclir and then bitng into it and finding the filling missing.,positive,17,741,5,False,2025-08-12T00:13:22.653276
"a movie just for friday fans , critics be damned . if you already like this sort of thing , this is that sort of thing all over again .","a movi e ju st for Fri devotee, critic be damned. if you already like this s ort of thng, this is that so rt of thing all over again.",negative,30,741,8,True,2025-08-12T00:13:22.653296
[crystal and de niro] manage to squeeze out some good laughs but not enough to make this silly con job sing .,[ crysta1 and d3 ni ro ] manage to squeeze out some good laughs but not enough to make this silly con job sing.,negative,13,741,3,False,2025-08-12T00:13:22.653312
"it may not be a huge cut of above the rest , but i enjoyed barbershop . it's a funny little movie with clever dialogue and likeable characters .","it may non be a huge cutting of above the residual, but i enjoyed barbeshop. it 's a funny little movie with cl3ver dialog and likeable characers.",positive,37,741,7,False,2025-08-12T00:13:22.653325
"it's predictable , but it jumps through the expected hoops with style and even some depth .","it 's predictable, but it ju mps through the expected hoops with style and even some depth.",negative,3,741,1,True,2025-08-12T00:13:22.653341
"an exceptionally dreary and overwrought bit of work , every bit as imperious as katzenberg's the prince of egypt from 1998 .","an exceptionally dreary and distraught fleck of wrk, every minute as imperious as katenberg 's the prince of egypt from 1998.",negative,15,741,5,False,2025-08-12T00:13:22.653354
"secretary manages a neat trick , bundling the flowers of perversity , comedy and romance into a strangely tempting bouquet of a movie .","$ecretary make do a n eat trikc, bunch the flowers of perversity, comedy and romance into a strangely tempting bouquet of a movie.",positive,22,741,5,False,2025-08-12T00:13:22.653368
"for all the dolorous trim , secretary is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers' sporadic dips into pop freudianism .","for all the dolorous trim, secretary is a gen1al romanc3 that maintain$ a surprisingly buoyant tone throughout, notwithstanding some of the writers ' sporadic dips into pop freudianism.",positive,21,741,3,False,2025-08-12T00:13:22.653383
