original_text,adversarial_text,original_label,num_perturbed,attack_sucessful
"Wow. Omg okay so i just made this really long page and you deleted it. thanks, BIOTCHHHHH. geez. stop deleting my things or else i'll sue you, faaaagggggggg. stop deleting my things or i'll find you. and i'll kill you. kill. kill. kill .","Ww. Om g o kay so i j ust made this real ly long page and you deleed 1t. thanks, BIOTCHHHHH. ge ez. st op edit my th ings 0r e lse i 'll s ue you, faaaag ggggggg. $top delting my things or i 'll find you. and i'll kill you. kill. kill. kill .",1,44,False
You just fucked with the wrong dude You messed with the real law now and you fucked up175.38.160.39,Y ou upright fukced with th e wro ng du de You messed with the ral law now and you fuced up175.38.160.39,1,10,True
wiki sucks ass. from admin,wiki scuks as. from admin,1,2,True
""" You learn, now other admins are involve, you see, i am editor and doing edit, you want unsource unverifiable information for wikipedia, i am not so you get mad, is not my problem. from one admin top another in response for ISpy board admin post: """"How in the world can one be a sock puppet of the other, when a sock puppet, by definition, is """"an additional username used by a Wikipedian who edits under more than one name""""? In this case, there isn't even one username, let alone two? What's more, there's no evidence provided of any attempts to avoid a ban or other disciplinary action, nor an attempt to increase the perceived support for any particular campaign. In short, there is no sockpuppet there. By the way, even if they're the same person, there's not even any reason to assume that they're trying to appear under a different IP address. They're both simply coming from Road Runner accounts. It's my understanding that Road Runner assigns dynamic IP addresses, no? """"""",""" You learn, now other admins are involve, you see, i am editor and doing edit, you want unsource unverifiable information for wikipedia, i am not so you get mad, is not my problem. from one admin top another in response for ISpy board admin post: """"How in the world can one be a $ock puppet of the ot her, wh en a s ock puppet, past definition, is """"an additional username used by a Wikipedian who edits under more than one name""""? In this case, there isn't even one username, let alone two? What's more, there's no evidence provided of any atempts to avoid a ban or other disciplinary action, nor an attempt to increase the perceived support for any particular campaign. In short, there is no sockpuppet there. By the way, even if they're the same person, there's not even any reason to assume that they're trying to appear under a different IP address. They're both simply coming from Road Runner accounts. It's my understanding that Road Runner assigns dynamic IP addresses, no? """"""",0,10,True
""" Very good point, most of these so called """"papers"""" from last century are basically worthless because they are so out of touch with today's computing environment. I find the examples from the """"forbidden website"""" most interesting because of the resolution and color depth are much closer to what is actually be used these days. """,""" Very good point, most of these so called """"papers"""" from last centur y are b@sically worthless beause t hey a re $o out of touch with today's computing environment. I find the examples from the """"forbidden website"""" most interesting because of the resolution and color depth are much closer to what is actually be u$ed these da ys. """,0,12,True
|small = |living = No |class = Stub |priority = Low |core = |attention = |past-collaboration = |peer-review = |old-peer-review = |needs-infobox = |needs-persondata = |activepol = |a&e-work-group; = |politician-work-group = |british-royalty = |royalty-work-group = |military-work-group = |sports-work-group = |s&a-work-group; = |musician-work-group = |peerage-work-group = |baronets-work-group = |filmbio-work-group = |non-bio = |removal = |listas = |needs-photo = |auto =,|smal l = |livin g = No |cl ass = Stub |priori ty = Low |core = |attention = |past-collaboration = |peer-review = |old-peer-review = |needs-infobox = |needs-persondata = |activepol = |a&e-work-group; = |politician-work-group = |british-royalty = |royalty-work-group = |military-work-group = |sports-work-group = |s&a-work-group; = |mu$ician-work-group = |peerage-work -group = |baronet s-work-group = |filmbio-wo rk-group = |non-bio = |r emoval = |listas = |needs-poto = |a uto =,0,27,True
Expats locked out. kycMap link http://kycmap.com/ link I hope is ok to add. Useful info here: https://bitcointalk.org/index.php?topic=454795.0 Need more info on problems it causes. Particularly to emmigrants (expats) who cannot provide proof of residency in any country. Has this led to an increase in the unbanked? jago25_98,Exp@ts l ocked ou t. kycMa p link http://kycmap.com/ l ink I hope is ok to a dd. Useful info here: https://bitcointalk.org/index.php?topic=454795.0 Need more info on problems it causes. Particularly to emmigrants (expats) who cannot pr0vide proof of residency in an y countr y. Ha s thi s l ed t0 Associate in Nursing gain inch th e unb anked? jag25_98,0,47,False
""" The question of whether EM radiation can be treated as a classical EM wave or as a collection of photons is entirely dependent upon whether the number of photons collected in a measurment is large or small. If its large, then the classical treatment (i.e. spectral radiance over infinitesimal frequency bands ) will apply. Planck's law as stated in the article, calls a spectral radiance, which immediately implies a classical EM wave, no reference needed. Photonic emission is for any EM radiation where the number of photons collected is small, including Planck's law in certain cases. """"Broadband"""" means the radiation is spread out over a relatively wide bandwidth, """"narrowband"""" means it is not. Broadband is not necessarily photonic, nor is narrowband necessarily classical EM. Its not a matter of how spread out the radiation is, its a matter of how many photons are collected in a measurement. Broadband can be classical EM if many photons are collected, narrowband can be photonic if only a few are collected. """,""" The quesion of wheter EM radiation sickness bum beryllium treated as a classicl EM wave or as a collection of photons is etirely dependent upon whether the number of photons collected in a measurment is large or small. If its large, then the classical treatment (i.e. spectral radiance over infinitesimal frequency bands ) will apply. Planck's law as stated in the articl, calls a specral radance, whih instantly mean a clssical EM wave, n0 refeernce needd. Phtonic emssion is f0r whatever EM raiation where th3 come 0f photon collectd is $mall, admit Plancks l aw inch c ertain c@ses. """"Bro adband"""" meas th3 radiation is spread out over a relatively wide bandwidth, """"narrowband"""" means it is not. Broadband is not necessarily photonic, nor is narrowband necessarily classical EM. Its not a matter of how spread out the radiation is, its a matter of how many photons are collected in a measurement. Broadband can be classical EM if many photons are collected, narrowband can be photonic if only a few are collected. """,0,48,True
"Yes, there are good articles on Islamic fundamentalist, Islam as a political movement and militant Islam, and a stub on Islamic parties, which describe the issues in more depth. There is or was also an article on Islamism which presents a biased Wikipedia:USPOV that is only widely held in the US and Israel. The demographic information doesn't belong here but in Islamic World.","Yes, there are good articles on Islamic fundamentalist, I$lam as a political movement and m ilitant Islam, @nd a sub 0n Muslim p@rties, which descrbie the issues in more depth. There is or was also an article on Islamism which presents a slanted Wikipedia:USPOV that is only widely held in the US @nd Israel. Th e demographic inforamtion doesn't belong to he re b ut 1n Muslim W0rld.",0,21,True
"why was i blocked, cock suckers?","why was i blocked, turncock suckes?",1,2,True
Ofcourse there is! But this page is for public transport not general transport.,Ofcourse thee i s! B ut tis page is fo r world transport n ot general transport.,0,9,True
"you are gay faggot, trying to block my ass, I'M BEHIND SEVEN PROXIES!","y0u be jocund fagot, tying to jam my as, I 'M BEHIND SEVEN PROXIES!",1,13,False
ROTFLMAO!!! This is a fucking riot!!!!,ROTFLMAO!!! This is a fuck1ng riot!!!!,1,1,True
"Please read the entire section, and see how primary sources can be properly used. There is no need to insistently defend this poor review. Please see Wikipedia:Good article criteria for the proper GA criteria.","Pelase rad th e entire $ection, a nd take care h ow primary sources can be prope rly used. There is no need to insisten tly fight back this poor review. Please see Wikipedia:Good article criteria for the proper GA criteria.",0,34,False
"Not about yourself Please read WP:AUTOBIO (and for good luck, read WP:RS as well...)","N ot a bout yourslef Plaese r ead WP:AUTOBIO (a nd for good luck, read WP:RS as well...)",0,6,True
HAHAHA! GNAA WILL SCREW YOUR ASSES ALL THE WAY TO HELL. VANDALS RULE,HHAHA! GNA WILL S CREW Y OUR ASSE S ALL THE WAY TO HLL. VANDALS RULE,1,7,True
"Is something wrong with you, you piece of shit? Are you even looking at the edits that you're reverting?","Is something wrong with you, you piece of s hit? Are you even looking at the edits that you're reverting?",1,1,True
"cheers die in a fire, fianna failure","cheers d ie in a fire, fianna failure",1,1,True
"My blocks LOL You mudsharking nigger lovers are idiots, I'm on a Dynamic IP 76.110.175.48 '''And","My blocks L OL Y ou mudsharing niggr lo vers are i diots, I'm on a Dynamic IP 76.110.175.48 '''And",1,6,True
"fire department alert We're having trouble tonight with a vandal, see Wikipedia:Block log. Some suspect it is the same user as 08:13, 10 Mar 2004 (UTC)","f ire department aler t We're hving distract tonig ht with a vandal, see Wikipedia:Block log. Some suspect it is the same user as 08:13, 10 Mar 2004 (UTC)",0,8,True
"! Shut your mouth! Dont tell me to be civil because I am done here. I will not log back into this site again or contribute to it again. Everybody here wants to act like a jackass thats fine, because I dont have to tolerate it.","! closed y0ur m outh! Dont tell me to be civil because I am done here. I will not log back into this site again or contribute to it again. Everybody here wants to act like a jac kass thats fine, because unity d0nt have to toerate it.",1,11,True
"Support. Authorised artwork uses all sorts of styling, as if styling doesn't matter. There is no indication that capitalised Like has any significance. Titling policy doesn't mandate following source styling. By default, follow the MOS.","Supp ort. Aut horised artwo rk u$es a ll sor ts 0f styling, as 1f styling doesn't matter. Ther e is n0 indication that capitalised Lke has any significance. Titling polic y doesn't mand ate following soure stling. aside de fault, fo llow t he MOS.",0,24,True
Igor Rakočević Two more.,Igr R@kočević Two more.,0,2,True
What makes you think that I care about anything such an obviously unhinged person has to say about ducks or expressos or socks or anything else? Leave me alone. 193.109.199.35,What makes you think that I care about anything such an evidently uhinged peron has to say about duks or expressos or scks or anything else? Leave me alone. 193.109.199.35,1,5,True
Hey simon Im completely done with Wikipedia. Im tired of the shit Ive gone through on this site so Fuck All Of You block me you know your going to so I wont fight it Im friends with Sinofdreams he goes to my college we have the same IP address but Wikipedia knows all so Block Me,He y simon Im compl etely done with Wikipedia . Im tired of the $hit Iv e gone through on this site so F uck All Of You block me you know your going to so I wont fight it Im frien ds with Sinofdr eams atomic number 2 get going to my co llege we have the s ame IP adress but Wikipedia recognize whole so Blck Pine Tree State,1,57,False
You are one goddamn ugly son of a bitch.,You ar e one goddan ug ly s on of a bit ch.,1,6,True
""" Yes, there's some good stuff going on with The Beatles articles, not least resulting from your own dedicated and prolific work. It seemed a few feathers were ruffled by my moderately spectacular debut on the Talk page, what with the famous """"The"""" closely followed by the merger/split disagreements, but I then saw from the Talk archives that in fact the disturbances I stirred up pale into insignificance compared with actually quite a lot of what's gone before! I have to say I was very impressed that although a small number of the responses I got were perhaps merely provocative, much of what people said was very civil, intelligent and reasonable, and continued to be so despite my minority of about one! Anyway, that's history, but as you say, the improvements currently being made on Beatles articles are very encouraging, and it's great to be working on them with such people. """,""" Yes, there's some good stuff going on with The Beatles articles, not least resulting from your own dedicated and prolific work. It seemed a few feathers were ruffled by my moderately spectacular debut on the Talk page, what with the famous """"The"""" closely followed by the merger/split disagreements, but I then saw from the Talk arcives tat in fact th3 disturbnces I touched up pale into insignificance liken wth actualy quit e @ lot 0f wht's gone before! I have t0 $ay I was ve ry affect tha t athough a $mall numb er 0f th3 reponses I grow wre pe rhaps me rely povocative, much of what people said was very civil, intelligent and reasonable, and continued to be so despite my minority of about one! Anyway, that's history, but as you say, the improvements currently being made on Beatles articles are very encouraging, and it's great to be working on them with such people. """,0,45,True
"record == Is it the largest US mil single loss of life since the Beirut barracks bombing?93.137.145.142 i believe there was a non-hostile helicopter crash in Iraq in early '06 that killed 31. i do believe it is the single largest hostile loss of life for our military since Beirut though. User:24.45.235.158 2:25, 7 August 2011 There has been no indication that this helicopter was an aviation asset of the 160th SOAR. ==","record == Is it the largest US mil single loss of life since the Beirut barracks bombing?93.137.145.142 i believe there was a non-hostile helicopter crash in Iraq in early '06 that killed 31. i do believe it is the single largest hostile loss of l ife fo r our war machine s ince B eirut t hough. U$er:24.45.235.158 22:5, septet August 2011 There has been no indication that this helicopter was an aviation asset of the 160th SOAR. ==",0,9,True
""" """"stupid""""? I'm so glad that Wikipedia is not biased. """,""" """"stuid""""? I'm so glad that Wikipedia is not biased. """,1,2,True
"Just be quiet. Who the fuck are you to tell me what to do? I will post what I want, where I want, and if you don't like it, you can get cancer and die.","Just be quiet. Wh0 the sleep with ar e you to tell me what to do? I will post what I want, where I want, and if you don't like it, you can get cancer and di e.",1,6,True
"what o you do all day just sit around and wait for people to edit the page? lol at you being the one that deleted the renato laranja page too, unbelievable. stop trolling and get a life you nazi. im gonna change it whenever i want and there isnt a dam thing you can do about it.","w hat 0 you fare al l twenty-four hour period just s it aro und an d w@it for peo ple to edit the page? lo l at you being the one that deleted the renato laranja page too, unbelie vable. stop tr olling and get a life you nazi. im gonna change it whenever i want and there isnt a da m thing you can practice abuot it.",1,57,False
lots of weasel-words see above,lots of weasel-ords $ee above,0,2,True
piss off you son of a bitch,p iss o ff y ou so n of a bith,1,5,True
WTF What are you talking about the last edit being vandalism? 129.78.220.7,W TF What are you talking about the last edit being vandalism? 129.78.220.7,1,1,True
Smarojit Chakravarty I know your Facebook profile you are sitting with your son who is also a he/she. You are a she who likes to have sex with all Wikipedia's male administrators including smalljim. From your enemy Mridul Sharma who wants to find you and make you wear vidya balans clothes and will make you dance on ola ola ola. This is truth smarojit I know you are a she and wants have sex with Wikipedia male admins.,S marojit Ch akravarty I k now your Facebook pr0file y ou a re sit ting with your s on who is also a he/she. You are a she who likes to have sex with all Wikipedia's male administrators including smalljim. From your enemy Mridul Sharma who wants to find you and make you wear vidya balans clothes and will make you dance on ola o la ol a. T his constitute tru th s marojit atomic number 53 k now y ou ar e a s he and w@nts have got se x with Wikipedia m ale adins.,1,78,False
"Not trying to offend, I just meant use footnote/reflist 'machinery' moving forward. FYI: I looked in Howarth's book, but I don't find that term. I see it all the time in DOANFS-based articles.","non t rying t0 offed, I ju$t meat use footnote/reflist 'machinery' moving forward. FYI: I lookd in Howarth's book, but I do n't fi nd that ter m. I s ee 1t a ll t he time in DOANFS-based articles.",0,17,True
haha that was great!! -,hah a tha t was great!! -,0,2,True
other people's Gosh you can't even speak English which you claim to be your mother tongue. Puh-lease.,other people's Gsh y ou c an't even speak English which you claim to be your mother tongu e. Puh-lease.,1,4,True
""" Taking into account your a sock to you claimed your not """"anti"""" Pakistani and then you go around creating rubbish articles for retaliatory purposes such as azad kashmir so called rights abuses you brough this onto yourself I do not care about this 6 month crap no more I waited over a year in 2010 and I am not going to let your foul ill intentions ruin wikipedia lol taking into account your hissy fits your more of a bitch than I though you are """,""" Taki ng i nto account y0ur adenine sck to you c laimed your not """"anit"""" P@kistani and then you go around creating rubbish articles for retalitory purposes such as azad kashmir so called rights abuses you brough this onto yourself I do not care about this 6 month crap no more I waited over a year in 2010 and I am not going to let y0ur foul ill intentions ru1n w ikipedia lol taking into account y0ur hissy fits y0ur to a greater extent 0f a bith than unity though y ou are """,1,87,False
"Yes, it must be. I didn't know you were anti-Semitic. I definately didn't know you hated blacks. Strange.","Yes, it must be. I didn't know you were anti-Semitic. I definately didn't know you hated bl acks. St range.",1,2,True
I'll keep an eye on the talk page ... but feel free to post a reminder here once you post over there ... so that I can get to it without a delay. - (talk • contribs) -,I'l l keep @n ey e 0n th3 tlk page ... bu t feel free to post a reminde r here 0nce you post over there ... thusly that I can get to it without a delay. - (talk • contribs) -,0,12,True
"Removed above quote from Jimtaip, as the source was not provided67.142.130.44 .","Removed aboe qu ote fr0m Jimtai, @s th e sour ce be n ot pr ovided67.142.130.44 .",0,12,True
"AWB Hi, please don't use AWB to make trivial edits such as this one. It's against the rules of use.","AW B H i, p lease dont use AWB t0 mae t rivial edis su ch @s t his one . It's againt the rules of use.",0,15,True
am going to shoot you in the head and laugh as your brains splatter onto the ground. am going to shoot you in the head and laugh as your brains splatter onto the ground.,be gong to dash y ou in th e question and l augh as y our br@ins $platter oto the ground . am going to shoot you in the head and laugh as your br@ins spla tter onto the ground.,1,23,True
"WHY RESPECT THIS NUTHATCH, YOU GUYS HAVE ISSUES AND NEED TO BE MEDICATED.","WHY R ESPECT THIS NUTHATCH, YOU GUY S HAVE ISSUES AND NEED TO BE MEDICATED.",0,2,True
"YOU TOO JEFF G, FUCKIN HOMOS.","YOU TOO JEFF G, FUCIN HOM OS.",1,2,True
"I'd also be curious to know why my challenging of a source was dismissed. The source was put forward in support of an edit to the content of an article, it was done in a discussion with me involved at the time. The supporting citation was shown to be utterly unreliable, not a whit of the claim was found to have even a passing resemblance to reality. If an Editor wishes to put forward as support for a content edit his claim of an Oxford degree - then the claim will be considered, on its merits. If my questioning the purported superior authority of expertise was against any rule, suggestion or even cultural norm of Wikipedia I would very much like to know this. Please inform me if this even rises to the level of a faux pas. Thank You. 75.49.223.52","I'd also be curious to know why my challenging of a source was dismissed. The source was put forward in support of an edit to the content of an article, it was done in a discussion with me involved at the time. The supporting citation was sh own t0 be utter ly unreliable, not a whit of the claim was fond t0 hav e een a p@ssing resemblace t0 r eality. If Associate in Nursing Edior wi shes t0 put forwards @s stand fo r @ contet delete his cla im 0f @n Oxfod level - then th3 clim wil be conidered, 0n its merts. If my quesioning t he purported superior authority of expertise was against any rule, suggestion or even cultural norm of Wikipedia I would very much like to know this. Please inform me if this even rises to the level of a faux pas. Thank You. 75.49.223.52",0,54,True
""" Image copyright problem with Image:Galactic.gif Thank you for uploading Image:Galactic.gif. However, it currently is missing information on its copyright status. Wikipedia takes copyright very seriously. It may be deleted soon, unless we can determine the license and the source of the image. If you know this information, then you can add a copyright tag to the image description page. If you have any questions, please feel free to ask them at the media copyright questions page. Thanks again for your cooperation. (Parrot) """,""" Image copyright problem with Image:Galactic.gif Thank you for uploading Image:Galactic.gif. However, it currently is missing information on its copyright status. Wikipedia takes copyright very seriously. It may be deleted soon, unless we can determine the license and the source of the image. If you know this information, then you can add a copyright tag to the image desciption pge. If y0u cause whatever qestions, delight feel disengage t0 as k them @t t he m edia copright questio ns p age. Th anks a gain f or yur cooperatio n. (Parrot) """,0,26,True
"Brownie Ah, Samir, you brown terrorist piece of shit. Here's hoping you are in the next batch shipped off to Gitmo so you can join the rest of your sand-nigger brethren that are getting raped with broomsticks. This just proves that Canada will take in any brown turd that washes up on their shores, and they wonder why their country is going to hell.","Brownie Ah, Samir, you brown terrori st piece of s hit. Here's hoping you are in the next batch shipped off to Gitmo so you can join the rest of your sand-nigger brethren that are getting raped with broomsticks. This just proves that Can ada will take in any brown turd that washs upward along th eir shore, and the y w onder w hy the ir area be buy the farm to hlel.",1,64,False
I will check this but not in the next few days.,I w ill c heck tis bu t n ot in the next few days.,0,6,True
"Block me then you cocksucker - clever people don't give a fuck about editing Wikikpedia? Just because Wikipedia has turned you into its bitch, you can't see that being blocked is not a 'punishment'. If it happened to you it would be a blessing, but you'll never see how much time and life you've completely WASTED, because your brain is mush. Fuckin wretch","Block me then you cocksuker - clev er people don't give a fuck about ed iting Wikikpedia? Just bec ause Wikipedia has turned you into it s bitch, you can't see that being blocked is not a 'punis hment'. If it happened to y0u information technology would b3 angstrom unit blessing, but yo'll nevr project how a good deal tme and lif e you'v e compltely WATSED, because y0ur br@in be m ush. Fucikn wetch",1,63,False
Hello Yintan Actually I have researched and know very well about 3 different sets of phonetics. These sets come from people who are world leaders in transcribing Thai into English. The pronounciation I have offered above is from Benjawan Poomsan Becker and it is spot on. This work has been going on for a long long time and is far superior to the IPA system (which 99% of people are not familiar with anyway) and superior to the RTGS system (outdated but still used unfortunately) because it has tonal marks and uses only English letters. The pronunciation I offer is a big improvement on what is out there at the moment and it is something that english speakers can follow easily.,Hello Yintan Actually I have researched and know very well about 3 different sets of phonetics. These sets come from people who are world leaders in transcribing Thai into English. The pronounciation I have offered above is from Benjawan Poomsan Becker and it is spot on. This work has been going on for a long long time and is far superior to the IPA system (which 99% of peple are non fami liar wih any way) @nd master t0 th e RTS organization (outdated but $till u$ed unfortunately ) becuase it has tonic mrks @nd employ oly Engish 1etters. Th3 pronnciation I of fer is a big improvement on what is out there at the moment and it is something that english speakers can follow easily.,0,32,True
""" Welcome! Hello, , and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are a few good links for newcomers: The five pillars of Wikipedia How to edit a page Help pages Tutorial How to write a great article Manual of Style I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or place {{helpme}} on your talk page and someone will show up shortly to answer your questions. Again, welcome! Rainbow Sneakers Welcome and happy editting, if you're interested in Pokécentric article then you may want to join the Pokémon Collaborative Project! Cheers, Rainbow Sneakers """,""" Welcome! Hello, , and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are a few good links for newcomers: The five pillars of Wikipedia How to edit a page Help pages Tutorial How to write a great article Manual of Style I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using f our til des ( ~~~~); thi s w ill mechanically produe yur n@me @nd th3 dte. If y0u need hel, chck out Wikipedia:Questins, @sk me 0n my tlk pge, or plae {{help me}} 0n your talk page and someone will show up shortly to answer your questions. Again, welcome! Rainbow Sneakers Welcome and happy editting, if you're interested in Pokécentric article then you may want to join the Pokémon Collaborative Project! Cheers, Rainbow Sneakers """,0,29,True
yall are fags who like it up the ass hard,y@ll ar e fgs wh0 li ke it up the as s had,1,7,True
"Your JL Naudin deletion nomnination Like I said RadioFan, have patience, and stop straining for fame over your assumptions. And did you notice the page was just created? You're being stupid.","Your JL Naudin deletion nomnination Like I said RadioFan, have patience, and stop straining for fame over your assumptions. And did you notice the page was just created? You're being st upid.",1,1,True
"wow well who do you think you are you cuntsy, like a prick fuck off your mums a dirty swag you shite eyed stupid nonce","wo w well who do you think you are you cutsy, similar @ prik do it o ff y0ur mms type A dity sag y ou s hite eye stuid nonce",1,18,True
I have no idea what you're talking about.,I have no idea what yo u're t@lking ab out.,0,3,True
"Thank you, should I one day wish to yet again argue with a psychotic bitch I'll let you know. Meanwhile, please do stay off my talkpage.","Thank you, should I one day wish to yet again argue with a psych otic btich I'll let you know. Meanwhile, please do stay off my talkpage.",1,2,True
REDIRECT Talk:FN Model 1910,REDIREC T T@lk:FN Mode l 190,0,4,False
"^^^ think this scares me? what will they do. nothing. grow up, stop taking wikipedia so seriously you pathetic saps.","^^^ think this scares me? what will they do. nothing. grw up, $top taking wikipedia and so in earnest y0u pa thetic saps.",1,7,True
Go fuck yourself bitch,G0 fck yourelf bit ch,1,4,False
that you are a homosexual who is very gay.,that you are a homosexu al who is very ga y.,1,2,True
"""OK... the towers part, I have no idea ). The map in the original Serbian article should help you out though. But I think I know what is confusing you. There are 3 parts of the fort. The foward, back, and the upper city. The forward city is comprised of TWO parts, the upper and the lower. This """"upper"""" part of the forward city is NOT the upper city. Here: Forward city (the lowest, X axis) Upper part (higher, Z axis) Lower part (lower, Z axis) Back city (higher than forward, X axis) Upper city (higher, completely at the back, X axis) That's how I'm reading it, and I'm pretty sure I'm right. And if you look at the map, tower 1 is in the upper city, and it's what the word 'citadel' is referring to. Now the moat... in the Serbian article, the present tense is used (""""jer je povezan sa Dunavom""""), so the moat is still connected, BUT the Danube is not filling it with water now (""""koji ga je verovatno punio"""", trns. """"which probably filled it with water""""). ""","""OK. .. the towers part, I have n0 idea ). The map in the origianl Serbian article should hep you out though. But I t hink I know what is cnfusing you. There are 3 parts of the fort. The foward, back, and the upper city. The forward city is coprised of TWO parts, the upper and th3 lower. This """"upper"""" pat of th3 forard metropolis is non th3 speed city. Her: Forwrd metropolis (te lowest, 10 ais) speed pat (higher, zed ais) miserable pat ( lower, omega axs) stake city (higer tan forwar, go ais) Uppr ciy (highe, copletely @t th3 ba ck, X axis) That's how I'm reading it, and I'm pretty sure I'm right. And if you look at the map, tower 1 is in the upper city, and it's what the word 'citadel' is referring to. Now the moat... in the Serbian article, the present tense is used (""""jer je povezan sa Dunavom""""), so the moat is still connected, BUT the Danube is not filling it with water now (""""koji ga je verovatno punio"""", trns. """"which probably filled it with water""""). """,0,100,False
"This bot is seriously driving us crazy This image exists, I must kill it!","This bot is serious ly driving us crzay This image exists, I must kill it!",1,2,True
""" Have a good vacation. cheers. –Spiff """,""" Have a go od vacation. che ers. –Spiff """,0,3,True
