original_text,adversarial_text,original_label,num_perturbed,attack_sucessful
"Do it Our Way (Play) Bruv... fuck off, I bought the flat, back in January and I've only edited on here as I see fit, so I dunno how I've abused multiple accounts and I don't think you're an idiot, I know you are a 24 carat idiot, look at the edit history on Do it Our Way it originally said it was R&B;/pop so if you don't believe me, you got eyes use 'em and I'll expect an apology! 86.182.64.127","answer it Our Way (Pla y) Bruv... f uck off, I bouht the flat, back in Jan and I've only edite d 0n here as unity see fit, so I dunno how I've abuse d mltiple bill and I don't think y ou're @n idito, single know you ar e a 24 carat idit, look atomic number 85 the edit histo ry on D0 it Our Way it originally sai d it was R&B;/ pop thus if you don't believe m3, you got eyes use ' em and Ill expect an apology! 86.18 2.64.127",1,76,False
Please rather than rely on your summarization may we please restore the articles so we can all look at them together and continue this discussion on the talk page? Thank you in advance.,delight rather than rely on yo ur summ arization may we delight re store the articl es so we can all look @t them together and continue this discussion on the talk paeg? Than k you in advanc e.,0,10,True
"think you are a double headed breast!!!!!!!!!!!11111 i am t3h l337 , i love your porn sites!!! ftw love j + s <3","think you are a double headed b reast!!!!!!!!!!!11111 unity am t3h l337 , i love your por n sites!!! ftw love j + s <3",1,3,True
""" Great Go and die painfully you foul mouthed sanctimonious moron. The road to hell is paved with """"good intentions"""". Roast slowly...""",""" Grat Go @nd di e sorely y ou fo ul speak santimonious moro n. The road to h3ll represent p@ved w ith """"g ood intentions"""". jest at slowly...""",1,20,True
"Man 1. Get a life 2. Read what I wrote it explains it. 3. chetniks anti-Nazis? Now you shown you´re real face, don´t wright to me anymore I won´t respond and you can call it childish or wtf you want but I don´t want to waste my breath on Nazi sympatitors. I won´t read what you say anymore I´l laf my ass of if it sais I got new messages. NOT Peace","M an 1. Get a life sentence 2. Re ad what ace w rote it explains it. 3. chetniks anti-Nazis? No w you shown you´re real face, don ´t wright t0 me anymo re I wont respond and you can call it childish Oregon wt f y ou want but I d on´t want to waste my br eath on Na zi sympatitos. I won´ t read what you say anymore I´l laf my as s of if 1t $ais unity got fresh mssages. non Peace",1,64,False
"Come on man, don't be a prick94.195.251.61","Come on man, don' t be a prick94.195.251.61",1,1,True
"Wow. Omg okay so i just made this really long page and you deleted it. thanks, BIOTCHHHHH. geez. stop deleting my things or else i'll sue you, faaaagggggggg. stop deleting my things or i'll find you. and i'll kill you. kill. kill. kill .","Wow . Om g okay so ace just made this really long page and you del eted it. thanks, BIOTCHHHHH. gee z. stop deletin g my things or else i'll process you, faaaagggggggg. stop del eting my things or i'll find you. and i'll kll you. klil. klil. kll .",1,18,True
You just fucked with the wrong dude You messed with the real law now and you fucked up175.38.160.39,You just bed with the wr ong dde You mssed with the rel natural law now and you fucke d up175.38.160.39,1,7,True
wiki sucks ass. from admin,wiki su cks as. from admin,1,2,True
""" You learn, now other admins are involve, you see, i am editor and doing edit, you want unsource unverifiable information for wikipedia, i am not so you get mad, is not my problem. from one admin top another in response for ISpy board admin post: """"How in the world can one be a sock puppet of the other, when a sock puppet, by definition, is """"an additional username used by a Wikipedian who edits under more than one name""""? In this case, there isn't even one username, let alone two? What's more, there's no evidence provided of any attempts to avoid a ban or other disciplinary action, nor an attempt to increase the perceived support for any particular campaign. In short, there is no sockpuppet there. By the way, even if they're the same person, there's not even any reason to assume that they're trying to appear under a different IP address. They're both simply coming from Road Runner accounts. It's my understanding that Road Runner assigns dynamic IP addresses, no? """"""",""" You learn, now other admins are involve, you see, i am editor and doing edit, you want unsource unverifiable information for wikipedia, i am not so you get mad, is not my problem. from one admin top another in response for ISpy board admin post: """"How in the world can one be vitamin A sock puppet of the other, when a so ck puppet, by definition, is """"an additiona l username used by group A Wikipedian who edits under more than one name""""? In this case, there isn't even o ne username, let alone two? What's more, there's no evidence provided of any attempts to avoid a ban or other disciplinary action, nor an attempt to increase the perceived support for any particular campaign. In short, there is no sockpuppet there. By the way, even if they're the same person, there's not even any reason to assume that they're trying to appear under a different IP address. They're both simply coming from Road Runner accounts. It's my understanding that Road Runner assigns dynamic IP addresses, no? """"""",0,10,True
""" Very good point, most of these so called """"papers"""" from last century are basically worthless because they are so out of touch with today's computing environment. I find the examples from the """"forbidden website"""" most interesting because of the resolution and color depth are much closer to what is actually be used these days. """,""" Very good point, most of these so caleld """"papers"""" from 1ast century are basically worthless because they are so out of touch with today' s compu ting en vironment. I find the examples from the """"forbidden website"""" most interesting because of th3 resolution a nd co lor depth are much closer to what is actually be used these days. """,0,8,True
|small = |living = No |class = Stub |priority = Low |core = |attention = |past-collaboration = |peer-review = |old-peer-review = |needs-infobox = |needs-persondata = |activepol = |a&e-work-group; = |politician-work-group = |british-royalty = |royalty-work-group = |military-work-group = |sports-work-group = |s&a-work-group; = |musician-work-group = |peerage-work-group = |baronets-work-group = |filmbio-work-group = |non-bio = |removal = |listas = |needs-photo = |auto =,|sma ll = |living = N0 |cla ss = Stub |priority = scurvy |c ore = |atten tion = |past-collboration = |pe er-review = |old-peer-review = |needsi-nfobox = |neds-persondata = |activep ol = |@&e-work-group; = |politician-work-roup = |british-royalty = |roylaty-work-group = |military-work-grou p = |sports-work-group = |s&a-wrk-group; = |musician-work-group = |peerae-work-group = |baronets-work-group = |filmbio -work-group = |non-bio = |remval = |listas = |neds-photo = |auto =,0,55,False
Expats locked out. kycMap link http://kycmap.com/ link I hope is ok to add. Useful info here: https://bitcointalk.org/index.php?topic=454795.0 Need more info on problems it causes. Particularly to emmigrants (expats) who cannot provide proof of residency in any country. Has this led to an increase in the unbanked? jago25_98,Expats put away out. kycMap lnk htt://kycmap.com/ link single ho pe 1s 0k to add. Useful ifo h ere: https://bitcointalk.org/index.php?opic=454795.0 Need moe info 0n job 1t causes. Particularly t0 emmigrants (expats) who cannot leave proof 0f residency in any country. Ha s this led to an increase in the unbank ed? jago25_98,0,39,False
""" The question of whether EM radiation can be treated as a classical EM wave or as a collection of photons is entirely dependent upon whether the number of photons collected in a measurment is large or small. If its large, then the classical treatment (i.e. spectral radiance over infinitesimal frequency bands ) will apply. Planck's law as stated in the article, calls a spectral radiance, which immediately implies a classical EM wave, no reference needed. Photonic emission is for any EM radiation where the number of photons collected is small, including Planck's law in certain cases. """"Broadband"""" means the radiation is spread out over a relatively wide bandwidth, """"narrowband"""" means it is not. Broadband is not necessarily photonic, nor is narrowband necessarily classical EM. Its not a matter of how spread out the radiation is, its a matter of how many photons are collected in a measurement. Broadband can be classical EM if many photons are collected, narrowband can be photonic if only a few are collected. """,""" Th3 question of wheth er EM radiation can beryllium treated as a clas sical EM wave or as adenine collection 0f photons is e ntirely depende nt upon whether t he number of photns collected in a measurment 1s large or small. If its large, then th3 class ical tretment (ie.. spectral radiance over minute frquency ban ds ) wll apply. Planck' s law as stated in th3 arti cle, calls a spectral radiance, which immediately implies a cla ssical EM wa ve, no reference needed. Photonic emission is for an y EM radiation where the number of photns collected is small, including Plack's law in certa in casse. """"Broadband"""" means t he radiation is spread out over a relatively wide bandwidth, """"narrowband"""" means it is not. Broadband is not necessarily photonic, nor is narrowband necessarily classical EM. Its not a matter of how spread out the radiation is, its a matter of how many photons are collected in a measurement. Broadband can be classical EM if many photons are collected, narrowband can be photonic if only a few are collected. """,0,44,True
"Yes, there are good articles on Islamic fundamentalist, Islam as a political movement and militant Islam, and a stub on Islamic parties, which describe the issues in more depth. There is or was also an article on Islamism which presents a biased Wikipedia:USPOV that is only widely held in the US and Israel. The demographic information doesn't belong here but in Islamic World.","Yes, there are good arti cles 0n Moslem fundamentalist, I$lam @s a polit ical move ment @nd mi litant Isl am, and a $tub on Is lamic partie, which describe the 1ssues in more dep th. There is or was also an article on Islam which presents a bias ed Wikipedia:USPV that is only widely hld in the US an d Israel. T he demographic informtion doesn't belon g her e but in Isamic W0rld.",0,62,True
"why was i blocked, cock suckers?","why was i block ed, sashay suc kers?",1,4,True
Ofcourse there is! But this page is for public transport not general transport.,Ofcourse there 1s! Bu t th is p@ge is fo r pubic tr@nsport no t geneal tr ansport.,0,11,True
"you are gay faggot, trying to block my ass, I'M BEHIND SEVEN PROXIES!","you are ga y faggo, trying to block my as, I'M BEHIND SEVEN PROXIES!",1,3,True
ROTFLMAO!!! This is a fucking riot!!!!,ROTFLMAO!!! This is a fuck1ng riot!!!!,1,1,True
"Please read the entire section, and see how primary sources can be properly used. There is no need to insistently defend this poor review. Please see Wikipedia:Good article criteria for the proper GA criteria.","delight r ead the etire sectio n, and see ho w priary so urces can be prperly u$ed. There is no need to insistently guard this poor revie w. Pease see Wikipedia:Good article criteri a fo r the proper GA criteri a.",0,20,True
"Not about yourself Please read WP:AUTOBIO (and for good luck, read WP:RS as well...)","Not about your self delight rea d W:PAUTOBIO (and for good luck, r ead WP:R S @s wel l...)",0,8,True
HAHAHA! GNAA WILL SCREW YOUR ASSES ALL THE WAY TO HELL. VANDALS RULE,HAHHA! GNAA WILL SREW Y OUR behind ALL THE WAY TO HE LL. VAND ALS RUE,1,7,True
"Is something wrong with you, you piece of shit? Are you even looking at the edits that you're reverting?","Is something wrong with you, you piece of sit? Are you even looking at the edits that you're reverting?",1,2,True
"cheers die in a fire, fianna failure","cheers di e in a fire, fianna failure",1,1,True
"My blocks LOL You mudsharking nigger lovers are idiots, I'm on a Dynamic IP 76.110.175.48 '''And","My blocks LOL You mudsharking ngger lovers are idi ots, I'm on a Dynamic information processing 76.110.175.48 '''And",1,4,True
"fire department alert We're having trouble tonight with a vandal, see Wikipedia:Block log. Some suspect it is the same user as 08:13, 10 Mar 2004 (UTC)","fire dpartment alarm We're havig trouble tonigt with a vandal, see Wi kipedia:Block lo. S ome suspect 1t is the same user @s 08:13, ten Ma r 2004 (UCT)",0,14,True
"! Shut your mouth! Dont tell me to be civil because I am done here. I will not log back into this site again or contribute to it again. Everybody here wants to act like a jackass thats fine, because I dont have to tolerate it.","! Shut y0ur muth! Dont tell me to b3 civil bec ause ane am done here . I will non log back into t his site again or contribute to it again. Everybody here wants to act like @ ja ckass thats fine, because ace dont have to tolerate it.",1,12,True
"Support. Authorised artwork uses all sorts of styling, as if styling doesn't matter. There is no indication that capitalised Like has any significance. Titling policy doesn't mandate following source styling. By default, follow the MOS.","Supprt. Authorised artw ork uses all sorts of stling, as if sty ling doesn't ma tter. There is no indication that c@pitalised Like has a ny signficance. Titl ing pol icy do esn't m andate following s ource stylin g. By defaul, fol low the MOS.",0,21,True
Igor Rakočević Two more.,Igr Rakočević T wo more.,0,2,True
What makes you think that I care about anything such an obviously unhinged person has to say about ducks or expressos or socks or anything else? Leave me alone. 193.109.199.35,What makes you think that I care about anything such an obviously unhinged person has to say about ducks or expressos or scks or anything else? Leave me alone. 193.109.199.35,1,1,True
Hey simon Im completely done with Wikipedia. Im tired of the shit Ive gone through on this site so Fuck All Of You block me you know your going to so I wont fight it Im friends with Sinofdreams he goes to my college we have the same IP address but Wikipedia knows all so Block Me,Hey simon Im completely done with Wikipedia. Im tired of the sit Iv3 gone through on this site so shtup All Of You block me you know your going to so I wont engagement it Im friends with Sinofdreams he goes to my college we have the same IP address but Wikipedia knows all so Block Me,1,9,True
You are one goddamn ugly son of a bitch.,Y0u @re on e g0ddamn uly so n of @ b itch.,1,9,True
""" Yes, there's some good stuff going on with The Beatles articles, not least resulting from your own dedicated and prolific work. It seemed a few feathers were ruffled by my moderately spectacular debut on the Talk page, what with the famous """"The"""" closely followed by the merger/split disagreements, but I then saw from the Talk archives that in fact the disturbances I stirred up pale into insignificance compared with actually quite a lot of what's gone before! I have to say I was very impressed that although a small number of the responses I got were perhaps merely provocative, much of what people said was very civil, intelligent and reasonable, and continued to be so despite my minority of about one! Anyway, that's history, but as you say, the improvements currently being made on Beatles articles are very encouraging, and it's great to be working on them with such people. """,""" Yes, there's some good stuff going on with T he Bea tles articles, not to the lowest degree resulting fr0m your 0wn dedicated an d prolific work. It seemed a f ew feather s were r uffled away my moderately spectac ular debut on the Tlk page, what with th e famous """"The"""" closely fllowed by th e merger/split dsagreements, but I then saw from the Talk a rchives that in fact the d isturbances I stir red up p@le into insignificance compard with actually quite a lot of what's gone before! I have to say I was very impressed that although a small number of the re sponses I got we re perhaps merely provocativ e, much of what people said was very civil, intelligent and reasonable, and continued to be so despite my minority of about one! Anyway, that's history, but as you say, the improvements currently being made on Beatles articles are very encouraging, and it's great to be working on them with such people. """,0,32,True
"record == Is it the largest US mil single loss of life since the Beirut barracks bombing?93.137.145.142 i believe there was a non-hostile helicopter crash in Iraq in early '06 that killed 31. i do believe it is the single largest hostile loss of life for our military since Beirut though. User:24.45.235.158 2:25, 7 August 2011 There has been no indication that this helicopter was an aviation asset of the 160th SOAR. ==","record == Is it t he largest US mil s ingle loss of life since the Berut b@rracks bombing?93.137.145.142 i believe there wa s a non-hostile helicopter crash 1n Iaq in ear ly '06 th@t killed 31. i do believ e it is the single largest hostile loss of life f or ou r military since Beirut though. U$er:24.45.235.158 2:25, 7 August 201 There has been no indication that this helicopter was an aviation asset of the 160th SOAR. ==",0,17,True
""" """"stupid""""? I'm so glad that Wikipedia is not biased. """,""" """"stupid""""? I'm therefore glad that W ikipedia equal not biased. """,1,8,False
"Just be quiet. Who the fuck are you to tell me what to do? I will post what I want, where I want, and if you don't like it, you can get cancer and die.","Just be quiet. World Health Organization the have sex are you to tell Pine Tree State what to d0? single will pst what I want, where ace want, and if you don't like it, you can get c@ncer and de.",1,12,True
"what o you do all day just sit around and wait for people to edit the page? lol at you being the one that deleted the renato laranja page too, unbelievable. stop trolling and get a life you nazi. im gonna change it whenever i want and there isnt a dam thing you can do about it.","what type O you do all day just sit around and wait for people to edit the pae? lo l at you being the one that delet ed the renato laranja pag e too, unbelievable. stop trlling and get a life you na zi. 1m g0nna change it whenever i want and there isnt a dekameter thing you can do about it.",1,12,True
lots of weasel-words see above,lots of weasel-wor ds $ee above,0,2,True
piss off you son of a bitch,p1ss 0ff y0u so n of @ btch,1,6,True
WTF What are you talking about the last edit being vandalism? 129.78.220.7,WTF What are you talking about the last edit being vand alism? 129.78.220.7,1,1,True
Smarojit Chakravarty I know your Facebook profile you are sitting with your son who is also a he/she. You are a she who likes to have sex with all Wikipedia's male administrators including smalljim. From your enemy Mridul Sharma who wants to find you and make you wear vidya balans clothes and will make you dance on ola ola ola. This is truth smarojit I know you are a she and wants have sex with Wikipedia male admins.,Smarojit Chakravarty I know y our Facebook pr ofile you are siting with your Word World Health Organization is also a he/hse. You personify a she World Health Organization liks to have se x wih all Wikipedia's male administrato rs in cluding smalljim . From your enem y Mr idul Sharma World Health Organization wans to find you and make y0u wear v idya balans clothes a nd will make you dance along ola ola ola. This is truth sarojit I jazz you are a she and wants have se x with Wikipedia m@le admins.,1,55,True
"Not trying to offend, I just meant use footnote/reflist 'machinery' moving forward. FYI: I looked in Howarth's book, but I don't find that term. I see it all the time in DOANFS-based articles.","Not tryig to offe nd, ane ju$t meant u se foo tnote/reflist 'macinery' moving forwar d. F YI: I wait inch Howarths book, b ut I don't fin d th@t term. I $ee it all the time 1n DOANFS-b@sed articles.",0,20,True
haha that was great!! -,ha ha that w@s gret!! -,0,3,True
other people's Gosh you can't even speak English which you claim to be your mother tongue. Puh-lease.,other people's Goh you c@n't even speak English people which you claim to be your mther tongu e. Puh-lease.,1,5,True
""" Taking into account your a sock to you claimed your not """"anti"""" Pakistani and then you go around creating rubbish articles for retaliatory purposes such as azad kashmir so called rights abuses you brough this onto yourself I do not care about this 6 month crap no more I waited over a year in 2010 and I am not going to let your foul ill intentions ruin wikipedia lol taking into account your hissy fits your more of a bitch than I though you are """,""" Taking into account your type A sok to y0u climed y0ur not """" anti"""" Pakistani and then you go a round creating rubbish articles f0r realiatory puposes sch ampere @zad kashmir so c alled rig hts abuses you brough this onto yourself I do not care about this 6 month crap no Sir Thomas More I waited o ver a year in 2010 @nd I am not going to let y our fol ill intentions ruin wikipe dia lol taking into account your hissy fits your more of angstrom bitch than I though you are """,1,85,False
"Yes, it must be. I didn't know you were anti-Semitic. I definately didn't know you hated blacks. Strange.","Yes, it must be. I di dn't know you were ant-Semitic. ace definately didn't know you hated blaks. Strange.",1,9,True
I'll keep an eye on the talk page ... but feel free to post a reminder here once you post over there ... so that I can get to it without a delay. - (talk • contribs) -,I'll k eep an ey e on the t@lk p@ge ... b ut smell free t0 pot a reminder here once yo u post over there ... $o that I can get to it w ithout a deay. - (talk • contribs) -,0,16,True
"Removed above quote from Jimtaip, as the source was not provided67.142.130.44 .","bump off a bove quo te from Jimtaip, @s th3 sour ce wa s n ot provided67.142.130.44 .",0,10,True
"AWB Hi, please don't use AWB to make trivial edits such as this one. It's against the rules of use.","AW B H1, plaese dont u$e A WB to make tivial e dits sch as this one. Its aga inst the r ules of use.",0,12,True
am going to shoot you in the head and laugh as your brains splatter onto the ground. am going to shoot you in the head and laugh as your brains splatter onto the ground.,@m going to bourgeon you in the head and lugh as your br ains splatter onto the ground. am going to $hoot you in the head and lauh as your br@ins splatter onto the ground.,1,10,True
"WHY RESPECT THIS NUTHATCH, YOU GUYS HAVE ISSUES AND NEED TO BE MEDICATED.","WHY RESPECT THIS NUTHATCH, YOU GU YS HAVE ISSU ES AND NEED TO BE MEDICATED.",0,2,True
"YOU TOO JEFF G, FUCKIN HOMOS.","YOU TOO JEFF G, FUCIKN H OMOS.",1,3,True
"I'd also be curious to know why my challenging of a source was dismissed. The source was put forward in support of an edit to the content of an article, it was done in a discussion with me involved at the time. The supporting citation was shown to be utterly unreliable, not a whit of the claim was found to have even a passing resemblance to reality. If an Editor wishes to put forward as support for a content edit his claim of an Oxford degree - then the claim will be considered, on its merits. If my questioning the purported superior authority of expertise was against any rule, suggestion or even cultural norm of Wikipedia I would very much like to know this. Please inform me if this even rises to the level of a faux pas. Thank You. 75.49.223.52","I'd also be curious to know why my ch@llenging of a s ource w@s dismiss ed. The surce WA put forwrd in bread and butter of @n ed it to the cntent of an article, it was done in a discus sion with me involved @t the time. The supprting ciation was shown to be uterly unreliable, not a whit of the take was found to have even a pass ing r esemblance to reality . If an Edi tor wi shes to put forard as stick out for a con tent eit his lay claim of an Oxfor d deree - then t he claim will be considered, on it s merits. If my questioning the purported superior authority of expertise was against any rule, suggestion or even cultural norm of Wikipedia I would very much like to know this. Please inform me if this even rises to the level of a faux pas. Thank You. 75.49.223.52",0,47,True
""" Image copyright problem with Image:Galactic.gif Thank you for uploading Image:Galactic.gif. However, it currently is missing information on its copyright status. Wikipedia takes copyright very seriously. It may be deleted soon, unless we can determine the license and the source of the image. If you know this information, then you can add a copyright tag to the image description page. If you have any questions, please feel free to ask them at the media copyright questions page. Thanks again for your cooperation. (Parrot) """,""" Im@ge copright problem wth Im@ge:Galactic.gif T hank yo u for uploading Im@ge:Galactic.gif. Howevre, 1t cur rently is missing information on its copyright status. Wikiedia tak es right of first publication real seriously. It ma y be deleted soon, unless we can determine the license and the sour ce 0f the ima ge. If you k now this inforation, then you can add a copyright tag to t he imae description page. If you cause any questions, please feel fr3e t0 ask t hem @t the medium copyrght questions page. Tahnks agian f or your cooperation. (Parrot) """,0,84,False
"Brownie Ah, Samir, you brown terrorist piece of shit. Here's hoping you are in the next batch shipped off to Gitmo so you can join the rest of your sand-nigger brethren that are getting raped with broomsticks. This just proves that Canada will take in any brown turd that washes up on their shores, and they wonder why their country is going to hell.","Brownie Ah, Sam ir, you Robert Brown terrorit piec e of s hit. Here's hoping you are in the next bath send off to Gitmo so you can jin the rest of your sandnigger bethren th at @re gettnig rap ed wih broomsticks. This just proves that Canada wi ll take in any brown tur d that washes up on their shores, and they wonder why their county is going to hell.",1,58,False
I will check this but not in the next few days.,I wil l chec k t his but not 1n the n3xt fe w days.,0,8,True
"Block me then you cocksucker - clever people don't give a fuck about editing Wikikpedia? Just because Wikipedia has turned you into its bitch, you can't see that being blocked is not a 'punishment'. If it happened to you it would be a blessing, but you'll never see how much time and life you've completely WASTED, because your brain is mush. Fuckin wretch","Block me then you c ocksucker - cle ver the great unwashed don't pass on type A fuck abut editing Wikikpedia? Just becase Wikipedia has turned you into information technology bitch, y ou can't see that bing blocked is not a 'punishment'. If information technology happened to you it would b3 angstrom unit blessing, bu t you'll never see how much time @nd life youve copletely WSTED, because y our brian 1s mu$h. Fucikn wretch",1,59,False
Hello Yintan Actually I have researched and know very well about 3 different sets of phonetics. These sets come from people who are world leaders in transcribing Thai into English. The pronounciation I have offered above is from Benjawan Poomsan Becker and it is spot on. This work has been going on for a long long time and is far superior to the IPA system (which 99% of people are not familiar with anyway) and superior to the RTGS system (outdated but still used unfortunately) because it has tonal marks and uses only English letters. The pronunciation I offer is a big improvement on what is out there at the moment and it is something that english speakers can follow easily.,H3llo Yintan Actually I have resear ched and know v3ry well about 3 difefrent sets of phonetics. T hese ses come from poeple wh o live w0rld lead ers in transcribing Tha i into Eng lish. The proounciation I have offered ab ove is from Benjawan Poomsan Beck er and it is $pot on. This wor k has been going 0n for @ lon g lo ng time and is far superi or to the IPA syst em (which 99 % of peple are not familiar with anyway) and superor to the RTGS sy stem (outdated but still u sed unfortunately) because it has tonal ma rks and use s only Eglish let ters. The pronun ciation I offe r is a big improvement on what is out there at the moment and it is something that english speakers can follow easily.,0,42,True
""" Welcome! Hello, , and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are a few good links for newcomers: The five pillars of Wikipedia How to edit a page Help pages Tutorial How to write a great article Manual of Style I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or place {{helpme}} on your talk page and someone will show up shortly to answer your questions. Again, welcome! Rainbow Sneakers Welcome and happy editting, if you're interested in Pokécentric article then you may want to join the Pokémon Collaborative Project! Cheers, Rainbow Sneakers """,""" Welcome! Hello, , and welcome to Wikipedia! Thank you fo r your contributions. I hope you like the place and decide to stay. Here are a f ew good links for newcomers: T he five pillars of Wikipedia How to edit a p@ge Hel p pages Tutorial How to write a grea t article Manal of Style I hope you enjoy editing here and live a Wikipedian! Please sign your name 0n talk pages u$ing four tildes (~~~~) ; this will automatically produce your n@me and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or place {{helpme}} on your talk page and someone will show up shortly to answer your questions. Again, welcome! Rainbow Sneakers Welcome and happy editting, if you're interested in Pokécentric article then you may want to join the Pokémon Collaborative Project! Cheers, Rainbow Sneakers """,0,16,True
yall are fags who like it up the ass hard,yall follow fas wh0 like it up the @ss had,1,10,False
"Your JL Naudin deletion nomnination Like I said RadioFan, have patience, and stop straining for fame over your assumptions. And did you notice the page was just created? You're being stupid.","Your JL Naudin omission nomnination Like iodine sa id RadioFan, have patience, and stop straining for fame over your assumptions. And did you notice the page was just created? Y ou're being stupi d.",1,6,True
"wow well who do you think you are you cuntsy, like a prick fuck off your mums a dirty swag you shite eyed stupid nonce","wow wel World Health Organization arrange you thik yo u represent you cuntsy, like @ p rick fuc k off y0ur mu ms a d irty swag you shi te eye stu pid nonce",1,23,False
I have no idea what you're talking about.,I have no more idea what yo u're talkin g about.,0,4,True
"Thank you, should I one day wish to yet again argue with a psychotic bitch I'll let you know. Meanwhile, please do stay off my talkpage.","Thank you, should I one day wish to yet again argue with a psychot ic bith I'll let you know. Meanwhile, please do stay off my talkpage.",1,3,True
REDIRECT Talk:FN Model 1910,REIRECT Tlk:FN Mode l 191 0,0,4,False
"^^^ think this scares me? what will they do. nothing. grow up, stop taking wikipedia so seriously you pathetic saps.","^ ^^ imagine this scaes m3? w hat testament the y do. nothing. raise up , $top taki ng wikipedia so sreiously y0u pathetic saps.",1,17,False
Go fuck yourself bitch,Go fck yourse lf b itch,1,4,False
that you are a homosexual who is very gay.,that you are a homsexual who is very ga y.,1,2,True
"""OK... the towers part, I have no idea ). The map in the original Serbian article should help you out though. But I think I know what is confusing you. There are 3 parts of the fort. The foward, back, and the upper city. The forward city is comprised of TWO parts, the upper and the lower. This """"upper"""" part of the forward city is NOT the upper city. Here: Forward city (the lowest, X axis) Upper part (higher, Z axis) Lower part (lower, Z axis) Back city (higher than forward, X axis) Upper city (higher, completely at the back, X axis) That's how I'm reading it, and I'm pretty sure I'm right. And if you look at the map, tower 1 is in the upper city, and it's what the word 'citadel' is referring to. Now the moat... in the Serbian article, the present tense is used (""""jer je povezan sa Dunavom""""), so the moat is still connected, BUT the Danube is not filling it with water now (""""koji ga je verovatno punio"""", trns. """"which probably filled it with water""""). ""","""OK... the towers part, I have no idea ). Th3 map in the origial Serbian article should help you out though. But I think I know what is confusing you. There are 3 parts of th3 fort. The foward, back, and the upp er city. The f orward city is comprised of TWO parts, th e upper and the lower. Thi s """"upper"""" part of the forard city is NOT the upper city. Here: Forwrd city (the lowest , 10 axis ) Upper part (higher, zee axis) Lower part (lower, Z axis) B@ck city (higher than foward, ex ax is) Upper city (higher, completely at the b@ck, X axis) That's how I'm reading it, and I'm pretty sure I'm right. And if you look at the map, tower 1 is in the upper city, and it's what the word 'citadel' is referring to. Now the moat... in the Serbian article, the present tense is used (""""jer je povezan sa Dunavom""""), so the moat is still connected, BUT the Danube is not filling it with water now (""""koji ga je verovatno punio"""", trns. """"which probably filled it with water""""). """,0,23,True
"This bot is seriously driving us crazy This image exists, I must kill it!","This bot is seriously driving us crazy This image exists, I must kil l it!",1,2,True
""" Have a good vacation. cheers. –Spiff """,""" H ave a goo d vcation. cheers. –Spiff """,0,3,True
