original_text,adversarial_text,original_label,attack_sucessful
"RT @MindOnSuccess_: My mother be on some trash man &#128514; I ask her EVERYDAY, you need/ want some money? She say ""Naw I'm good!"" But come payday&#8230;","RT @MindOnSuccess_: My mot her be on some tr@sh m an &#128514; I ask her EVERYDAY, you need/ want some money ? Sh3 say ""Naw I'm good!"" But come payday&#8230;",0,True
"I didn't know my nig G-Eazy had reached a million views on one of his songs, haha that's crazy","I did n't know my nig G-E@zy had reached a million vies on one of his songs, haha tha t's cray",0,True
@CBSThisMorning @charlierose @NorahODonnell tx trash your show was a disgrace this AM engaging w @MittRomney disrespecting the President,@CBSThisMorning @charlierose @NorahODonnell tx tr@sh you r sh ow w@s a d isgrace thi s AM engaging w @MittRomney disresecting th e Pre sident,0,False
I openly admit to being the level of white trash that will drive across town to the gas station with free hot dogs &amp; half price drinks.,I openly admit to being the level of white trash that will drive across town to the ga s station with free hot do gs &amp; half price drinks.,0,True
RT @wittybigtwittys: I use the word cunt very loosely,RT @wittybigtwittys: I use the word c unt very loosely,1,True
@sportsdude53 haha not you. Just getting shit from everyone else when my second favorite team is the redlegs.....,@sportsdude53 h@ha not you. Just getting s hit from everyone else when my second favorite team is the redlegs.....,1,True
You're like a lucky leprechaun with a charmed day on your hand... More for Gemini http://t.co/2nx6NlOxOe,Yo u're like a lucky leprchaun with a charmed day on your hand... More for G emini http://t.co/2nx6NlOxOe,0,True
but shawty you not a bitch you the one I get money wid,but shawty you not a bith you the one I get money wid,1,True
RT @BurgerKing: Chicken Fries. @Oreo Shake. Perfection. http://t.co/PdiGLRbhJZ,RT @BurgerKing: Chicen F ries. @reo Shake. Perfection. http://t.coPdiGLRbhJZ,0,True
Not a word on Jihadi stream about the Kurdish female suicide bomber in Kobane. That story undermines their mythology on several levels.,Not @ word on Jiadi strem abot the Kurdish fema le sicide bomber in Kobane. Tha t sory undermines thir mythology on severl lvels.,0,True
"RT @Allan_Son: I got gatorades, Twinkies, rice puddings, Pringles, and cookies &#128525;&#128555;","RT @Allan_Son: I got gatora des, Twinkies, r ice puddings, Pringles, and c ookies &#128525;&#128555;",0,False
Some hoes that tweet just make me mad lol,Some hes that tweet just make me mad lol,1,True
Keep those away frm Charlie Day RT @JhonenV: Just once in my life I'd like for someone's favorite part of my body to be my disgusting knees.,Keep those away f rm Cha rlie Day RT @JhonenV: Just once in my 1ife I'd like for someone's f@vorite part of my body to be my disgusting k nees.,0,True
@ElyssaJankowski @ComedyTextings haha she a stupid hoe,@ElyssaJankowski @ComedyTextings haha she a stupid ho e,1,True
Fuck dat bitch,Fuck dat btch,1,False
"One of my favorite songs. ""There's a man on the shoreline with a white parakeet trying to make his bird go home."" http://t.co/bQ3CBIPk6s","One of my favorite song. ""There's a ma n on the shoreline with a wh ite parakeet trying to make his brd go h0me."" http://t.c0/bQ3CBIPk6s",0,True
S/O to my Luu's. These are down bitches! Don't fuck with them.,S/O to my Luu's. These are down bit ches! Don't fuck with thm.,1,False
This niggga said I be branding bitches &#128569;&#128514;&#128514;&#128514;&#128514;&#128527;,This niggga said I be branding bi tches &#128569;&#128514;&#128514;&#128514;&#128514;&#128527;,1,True
got my bitch in her whip coming to pick me up,got my b itch in her whip coming to pick me up,1,True
RT @K1mb0Slyc3: Me too! &#8220;@WhatsAshirt: Defiantly going to see that new planet of the apes tonight&#8221;,RT @K1mb0Slyc3: M3 t oo! &#8220;@Wh@tsAshirt: Defiantly gong t0 see th at new plnet of t he aes toinght&#8221;,0,True
After tonight&amp;&amp; many more nights to come!! I will show you what a cold hearted bitch can do!!! #donefeedup #solo,After tonight&amp;&amp; many more nights to come!! I will show you what a cold hearted bit ch can do!!! #donefeedup #solo,1,True
Aint no hoe in blood,Aint no h oe in blood,1,True
Hahahaa so people can't parent differently...? Twitter is fuckin trash ahahahha http://t.co/b6koSBMzBz,Hahahaa so people can't parent differently...? Twitter is fucki n trash ahahahha http://t.co/b6koSBMzBz,1,True
anybody want any sugar maple saplings? I have about 50 popping up in Heidi's hillbilly beach. me and emm's planted two Friday.,anybody want any s ugar maple saplings? I have about 50 poppin g up in Heidi's hillb illy beac h. me and emm's planted two Fiday.,0,True
RT @hilaryde92: Always a fat bitch in the handicap spot but never a dude in a wheelchair.,RT @hilaryde92: Always a fat btch in the handicap spot but never a du de in a wheelchair.,1,True
"I named my penis ""The Truth"" because bitches can't handle it.","I named my penis ""The Truth"" because b itches can't handle it.",1,True
RT @JesusMVela: &#8220;@Enriquuee_: @JesusMVela @wigga32 fucking pussy that's why&#8221; exactly. Let me @ the nigga @RyanMattheww7 were talking about &#8230;,RT @JesusMVela: &#8220;@Enriquuee_: @JesusMVela @wigga32 fucking pussy that's why&#8221; exactly. Let me @ the nigga @RyanMattheww7 were talking about &#8230;,1,False
"@Blackman38Tide Ha bitch, I'm pickin' up beach babes left n right on the West Coast http://t.co/lDXNpohLyD","@Blackman38Tide Ha bitc h, I'm pickin' up beach baes left n right on the West Coast http://t.co/lDXNpohLyD",1,True
@gezus__ you gunna let that bitch do you like that?,@gezus__ you gunna let that bit ch do you like that?,1,True
"""@kazooook: We actin like it's the 7th day @WesGodLaFlare http://t.co/s9gMtEvpaT""
&#128123;spook","""@kazooook: We actin like 1t's the 7th day @WesGodLaFlare http://t.c o/s9gMtEvpaT"" &#128123;psook",0,True
&#8220;@coltscommunity @Pacers @nflcolts @indystar #CHUCKSTRONG #GoldSwagger http://t.co/6q5wm3VU&#8221; thats awesome &#127936;+&#127944;=&#128077;&#128076;&#9757; #hoosiers,&#8220;@col tscommunity @Pacers @nflcolts @indystar #CHUCKSTRONG #GoldSwagger http://t.co/6q5wm3VU&#8221; thas aesome &#127936;+&#127944;=&#128077; &#128076;&#9757; #hoosiers,0,False
RT @kamaalrkhan: Sir @ArvindKejriwal career tho apka waise bhi khatam ho chukka. You have become new Amar Singh so try for publicity #Kejr&#8230;,RT @kamaalrkhan: S ir @ArvindKejriwal creer tho apka waise bhi khatam ho chukka. You have become new Amar Singh so try for publicity #Kejr&#8230;,0,True
@josh_sclafani You're also a better little bitch,@josh_sclafani You're also a better little b itch,1,True
iggy wanna be black so bad. ur a white widow hoe,iggy wanna be black so bad. ur a white widow ho e,1,True
"RT @goodmanwood: Rise+Rhyme #snowpatricksday @busboysandpoets: ON in the AM! Wear your green, dance a jig &amp; sing a lively tune w/ me!
http:&#8230;","RT @goodmanwood: Rise+Rhyme #snowpatricksday @busboysandpoets: ON in the AM! W3ar yo ur geen, da nce a jig &a mp; sing @ lively tune w/ me ! http:&#8230;",0,True
I'm with 3 bitches &amp; 2 of em mix,I'm with 3 bitche s &amp; 2 of em mix,1,True
"He died for a reason RT @ShyThugg: ""@viaNAWF: I didn't follow you back cuz you fat, bitch. Foh large hoe."" Jesus ain't pleased fam","He died for a reason RT @ShyThugg: ""@viaNAWF: I didn't follow you back cuz you fa, bitc. Foh large ho."" Jesus ain't pleased fam",1,True
Parsons trash,Parsons tra sh,0,True
"Tell them hoes ""I'm all friended out""","Tell them hes ""I'm all friended out""",1,True
"RT @Factsionary: Pink ""albino"" dolphins are extremely rare but do exist in the wild. http://t.co/gWyLpgC9lP","RT @Factsionary: Pink ""albio"" dolp hins @re extr emely r@re but d0 ex ist in the wi ld. http://t.c0/gWyLpgC9lP",0,True
@BitchMedia what's up my bitches?! Shout out from your momz in Cali! Keep doin what u do. #loveit,@BitchMedia what's up my b itches?! Shout out from your momz in Cali! Keep doin what u do. #loveit,1,True
"But bitch you gon shave or wax that pussy before I bless it, Foh.","But btch you gon shave or wax that pusy before I bless it, Foh .",1,True
"Do birds have dongs? How do they mate? Help me, I'm an adult who doesn't know how animal sex works!!!","Do brds have dongs? How do they mate? Help me, I'm an adut who do esn't know how animal sex works!!!",0,True
#Yankees Pineda needed that 6'7. Great play!,#Yankee s P ineda neede d th@t 6'7. Gre at ply!,0,False
"RT @IllusiveHaven: shhhh&#8230;
wrap yourself around me
let me kiss the bruises on your heart
lick your unhealed wounds
and taste the raw wild ho&#8230;",RT @IllusiveHaven: shhhh&#8230; wrap yourself around me let me kiss the bruises on your heart lick your unhealed wounds and taste the raw w ild ho&#8230;,0,True
"Don't dance, Iggy. It's trash just like your music.","Don't danc, I ggy. It' s tr@sh just like your msic.",0,True
smh RT @uglyhxes Tyga shoulda knew Blacc Chyna was a hoe when his son crip walked out her pussy.,smh RT @uglyhxes Tyga shoulda knew Blcc Chyna was a h oe when his so n crip walked out her p ussy.,1,True
@Oskzilla @yaseenxkahn sleep niggah! Lol,@Oskzilla @yaseenxkahn sleep ni ggah! Lol,1,True
RT @Venus_Lynn: &#8220;@dylxnl: look ghetto but it work http://t.co/chrvW9dPca&#8221;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;,RT @Venus_Lynn: &#8220;@dylxnl: look ghetto bu t 1t w ork http://t.c0/chrvW9dPca&#8221;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;,0,True
"RT @MetalHammer: Are you in London this evening? 
Well ex-Iron Maiden member, Tony Moor, will be busking outside Balham train station from &#8230;","RT @MetalHammer: A re you in Londo n this evenng? Well ex- Iron M@iden member, T ony Moo, wi ll be busking outside Balha m train s tation f rom &#8230;",0,True
Serious question: what do white boys pull up on bitches bumpin?,Serious question: what do white boys pull up on bitchs bumpin?,1,True
@Drfreezeburnn That's not bias. It's an objective fact that Philly fans are cunts.,@Drfreezeburnn Th@t's not bias. It's an objective fact that Philly fans are cunst.,1,True
"""I used to dress up like a cop too.""
""Oh really?""
""Yeah...right after 9/11...mad pussy.""
""Really?""
""Yes...I'll NEVER FORGET.""","""I used to dress up like a cop too."" ""Oh really?"" ""Yeah...right after 9/11...mad pssy."" ""Really?"" ""Yes...I'll NEVER FORGET.""",1,True
@tweetstar10 Saw that there's a 15&#176; slope to the wire? That enough for a zip-line? #businessopportunity,@tweetstar10 S aw tht there's a 15 &#176; slope t0 th e wir? Th@t en ough f0r a zipline? #businessopportunity,0,False
RT @JuanNDaCut: When twitter rappers dm me their trash links http://t.co/yck16ZiNZZ,RT @JuanNDaCut: When twitte r rappers dm me their tra sh links http://t.co/yck16ZiNZZ,0,True
@jesstoth we could get matching burner phones and be ghetto fab for a few months,@jesstoth w3 could get m@tching burne r phones and be g hetto fab for @ f ew m onths,0,True
All these faggot fell asleep on me,All these fagg ot fell asleep on me,1,True
@yfly23 mock draft?,@yfly23 mck d raft?,0,False
That was trash. I'm just gonna put my phone down. Goodnight,That was tr@sh. I'm just gon na put my phone down. Goodn ight,0,True
Pull up on a nicca #Bored,Pu ll up on a nicca #Bor ed,0,True
"RT @ZekeJMiller: RT @MarcACaputo: ""I've met few people in politics that I disrespect more than Charlie Crist,"" --Rudy Giuliani","RT @ZekeJMiller: RT @MarcACaputo: ""I've met few people in poitics that I disresp ect more than Cha rlie Cist,"" -R-udy G iuliani",0,True
Let's run a train on this bitch,Let's run a train on this btch,1,True
@wboundurant92 like I said drose needs to stop being a pussy lol,@wboundurant92 like I said drose needs to stop being a pu ssy lol,1,True
"""I'll slit your throat-neck"" http://t.co/ChFFSDeDdd","""I'll s lit your throat-neck"" http://t.co/ChFFSDeDdd",0,True
RT @mitrebox: At this point every voter in Florida has voted both for and against Charlie Crist.,RT @mitrebox: At this poin t evrey vote r in Floida has votd both for and again st Charie Cris.,0,True
"""For every bad bitch there is a nigga tired of fucking her""","""For every bad bitch there is a nigga tired of fucking her""",1,False
RT @s_devante: That moment were u friend zone a bitch at 3am for calling u# do u now way time it is please gtf out my face#rich homie quan &#8230;,RT @s_deante: That moment were u fried zone a bi tch @t 3a m f0r calling u# d0 u no w way time it is please gtf out my f ace#rich home quan &#823 0;,1,True
RT @hildismom: MT @jjauthor: US ghettos-driven by liberal ideology; http://t.co/6ONYrmggND #RedMeat,RT @hildismom: MT @jjauthor: US ghettos-dirven by li beral id eology; http://t.c0/6ONYrmggND # RedMeat,0,False
@greekkid31 @TaraSetmayer @TheWillDunne yes true reagan was the first..ike wouldnt. While president and he was supreme allied commander.,@greekkid31 @TaraSetmayer @TheWillDunne y3s t rue reagan was the first ..ike woul dnt. Whle preident a nd he w as spreme a llied co mmander.,0,True
"@Claudialena8 she wasn't saying she did, but yes me and Kannon have both been in the ghetto and know what it's like so u look dumb.","@Claudialena8 she wasn't saying she did, but yes me and Kannon have both been in the ghe tto and know what i's like so u look dumb.",0,True
RT @gab_mccarthy: @rosestokoe @JuliaMarie892 @_suline @violetethompson @CAmatuzzo but then there's the yellow writing on the black jerse ...,RT @gab_mccarthy: @osestokoe @JuliaMarie892 @_suline @violetethompson @CAmatuzzo but th en theres the yelow writin g on th3 blac k jese ...,0,False
"@Zonozi @QuantRyse @Hockeypuck55 Classic drunk Carter texts never fail. Hey stfu I'm coming over. Oops, I'm here come the fuck outside bitch","@Zonozi @QuantRyse @Hockeypuck55 Classic drunk Carter texts never fail. Hey stfu I'm coming over. Oops, I'm here come the fuck outside bitch",1,False
A pharaohs nd his angry bird http://t.co/jMC2eR32Ka,A pharaohs nd his angry bi rd http://t.co/jMC2eR32Ka,0,True
@_icantmiss Boys still got birds in the cage? Lol,@_icantmiss B oys st ill got brds in the cage? L0l,0,True
Old lady went to pay and reached all the way over my plate. Hate eating on bar countertops. Stupid white bitch.,Old lady went to pay and reached all the way over my plate. Hate eating on bar countertops. Stupid white bitc h.,1,True
"""@lildurk_: I can turn yo bitch into a eaterrrrrrrrr""","""@lildurk_: I can turn yo b itch into a eaterrrrrrrrr""",1,True
@Ant_Dgk @Buckm00se @ChainskiBum would this faggot survive in TJ?,@Ant_Dgk @Buckm00se @ChainskiBum would this faggo t survive in TJ?,1,True
How you like them apples you pineapple bitch?,How you like them apples you pineapple bich?,1,True
"LMFAO, stupid bitch tells me at the door they already started, and to come back.&#128514;&#128514; UMMMM NAH","LMFAO, stupid bitc h tells me at the door they already started, and to come back.&#128514;&#128514; UMMMM NAH",1,True
"Laat Zihni Ozdil met rust jullie gemene trollen, hoe durven jullie zijn mening in twijfel te nemen! Zijn zegje is wet en*kuch**kuch*. .water","Laat Zihni Ozdil met rust jullie gemene trollen, ho e durven jullie zijn mening in twijfel te nemen! Zijn zegje is wet en*kuch**kuch*. .water",1,True
"This guy is nits&#8220;@Lucci_Dpc: i learn new things every day, u the only one still talkin bout jim crow. There go that republican hypocrisy&#8221;","Ths guy is nits&#8220;@Lucci_Dpc: i learn n3w th ings evry da, u the only o ne s till talki n bout jim cro. Th ere g0 tha t republi can hypo crisy&#8221;",0,False
@jacksparenohoe hotter than a pussy in a pepper patch....who makes this shit up anyways...?,@jacksparenohoe htter thn @ pus sy in a pepper patch....who ma kes this sh it up anyways...?,1,True
#BlessJesus The #Crown of HIS head to the sole of HIS feet,#BlessJesus The #Cron of HIS head to the sol e of HIS f eet,0,True
"Oh Yahweh, your hand is upon me, your shadow hovers over me.For your sake, The House of Ysrah'al mock me all day long http://t.co/wXEs0DQRP9","Oh Yahweh, yo ur hand is upon me, you r shadow hovers over me.For your s ake, The House of Ysrah'al mock me all day long http://t.co/wXEs0DQRP9",0,True
"@karmendanielle_ aka he wanna keep you warm, shoulda just introduced himself #coons","@karmendanielle_ @ka h3 wnna keep you wam, soulda just introduced hiself #coons",0,True
it's 2014 bitches need to be ready for the D fellaz! Don't play they games! Let that high school tease shit last a day. #swag,its 214 bitchs need to be ready for the D fellaz! Don't play they games! Let that high sc hool tease s hit last a day. #swag,1,True
Can't stop eating graham crackers,Can 't stop eaing graha m cracker s,0,True
A miserable bitch is on the docket today. Lois 'Misery' Lerner better get grilled. The ordered harassment was undeniable. #breakherdown #war,A miserable bit ch is on the docket today. Lois 'Misery' Lerner better get grilled. The ordered harassment was undeniable. #breakherdown #war,1,True
RT @Smart_Cookie86: If I had to pick a President of the Uncle Tom association I would pick Larry Elder.,RT @Smart_Cooki86: If I h@d t0 pik a Preident of the Unle T0m assocation I wou ld p ick L@rry Eler.,0,False
#uppers loving the show this morning. Chris is directing the conversation beautifully. Make the teabaggers talk!,#uppers lving the sh ow t his monring. Chrs is directing the c onversation beautifully. Make the teabaggrs t@lk!,0,True
@BetoDavidThomas @JesseCanon bitch my mom didn't call you,@BetoDavidThomas @JesseCanon btch my mom didn't call you,1,True
"RT @medzzzx: *claims hoes don't exist* 

*uses hoe in her name* http://t.co/tSNzJgPye4",RT @medzzzx: *claims h0es don't exist* *uses ho e in her name* http://t.co/tSNzJgPye4,1,True
&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/saWpjDtIGN,& #9733; BEST ASI AN MASAGE ON THE Broklyn Pak s lope --OTP RATED SP A &#9733;718-6 22-0221 - 24 http://t.c0/saWpjDtIGN,0,True
My Lil cousin been locked up for 2 years for beating a bitch with. Metal bucket,My Lil cousin been locked up for 2 years for beating a bit ch with. Metl bucket,1,True
"RT @AdviceToWriters: A bird doesn't sing because it has an answer, it sings because it has a song.
MAYA ANGELOU

#poetry #writing","RT @AdviceToWriters: A b ird doesn 't sig because it has an answer, it $ings because it has a son g. MYA ANGELOU #poetry #writig",0,True
"RT @I_AM_YOUNGPAPER: ""@Shane_A1: @I_AM_YOUNGPAPER boy wat in dat bitch eatin lunch err other day""Im Tellin Ya","RT @I_AM_YOUNGPAP ER: ""@hane_A1: @I_AM_YOUNGPAPER boy wa t in dat bitch etin lunch err oter day"" Im Telin Y@",1,False
Ruley a bitch ry,Ruley a bit ch ry,1,True
"Black guy in class: *attempts to throw a paper ball into the trash*
*misses* 
Mrs. Mundy: ""You're a disgrace to your race, Marcus""
&#128514;&#128514;&#128514;","Bl ack guy in clas: *attempts to throw a pap er b@ll into the tras h* *misses* Mr s. Mundy: ""You 're a disgrace to your r@ce, Marcus"" &#128514;&#128514;&#128514;",0,True
hot nigga is just as big as I don't like was. bobby bitch nice too RT @BLASTography: @WaymoTheGod he won't tho,hot nigga is just @s b ig as I don't lie was. bobby bit ch nice too RT @BLASTography: @WaymoTheGod he won't th0,1,True
"@Liveitupjersey yeah...I try NOT to follow them ZULU looking bitches. 
#muslims FLAT OUT NO WAY!
I use my sheets on my bed, NOT MY HEAD!","@Liveitupjersey yeah...I try NOT to follow them ZULU looking bitche. #muslims FLAT OUT NO WAY! I use my sheets on my bed, NOT MY HEAD!",1,True
Winking emoji? I'm about to fuck her right in the pussy,Winking emoji? I'm about to fuck her right in the pussy,1,False
@thereal_EMandM ain't like I have anything to do bitch boy lol.,@there al_EMandM ain't like I h ave anything to do bich boy lol.,1,True
@JustTooMuchCake Lmao. it bel ike that nowadays,@JustTooMuchCake Lmao. it bel 1ke th at n owadays,0,True
"@stevedischiavi Thanks 'Walking Dead' Bro Steve For Mend..USMC ""Come on you son-n-bitches you want to live forever""! DoG","@stevedischiavi Thanks 'Walking Dead' Br0 Stee For Mend..USMC ""Come on y ou son-n-bitchs you want to live forev er""! DoG",1,True
@BolandDrummer I have never once in my life been to a 'coffee shop' like Starbucks. I am a hick though.,@BolandDrummer I hve neve r oce in my life been t0 @ 'coffee shop' like St@rbucks. I am @ hik th ough.,0,False
@hayyllss Merry Christmas Hun ! &#127877;&#127876;&#10084;&#65039;,@hayyllss Merr y Christm as H un ! &#127877;&#127876;&#10084;&#65039;,0,False
"RT @LovelyMariiee: ""@GinaSanabria_: Exes swear they can do better, then you see their next bitch ..... &#128514;&#128514;&#128514;&#128553;&#128553;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;""","RT @LovelyMariiee: ""@GinaSanabria_: Exes swear they can do better, then you see their next b itch ..... &#128514;&#128514;&#128514;&#128553;&#128553;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;""",1,True
"Every time I play a Patapon game and hear the ""Ushishi Theme"", I think of a beatboxing monkey. ""YO YO YO GET UPPA!!!""","Every time I play a Patapon g ame and hear the ""Ushishi Theme"", I think of a beatboxing monkey. ""YO YO YO GET UPPA!!!""",0,True
Night niggers,Night nigg ers,1,True
"Virtually zero protections for LGBTQ persons in Alabama. Not a lot of acceptance, either. Think about queer Alabamian kids today?","Virtually zero protections for LGBTQ persons in Alab ama. Not a lot of acceptance, either. Think about queer Alabamian kids today?",0,True
@_TheBlackNerd wyd fag,@_TheBlackNerd wyd f ag,1,True
Traffic in the gables &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;,Tr@ffic in the gables &lt;&l;&lt;&lt;&lt;&lt;&lt;&lt;,0,True
"I would like to test and see how long your tongue really is, my lady. [eggplant emoji] @Tinashe","I would like to tes t and see how long yo ur t ongue really is, my lady. [eggpla nt e moji] @Tinashe",0,True
@O_ShitItsLaura haha because I'm too cool for them hoes lmao jk I got reported supposedly that I was a fake account &#128554;,@O_ShitI tsLaura haha becuse I'm too cool f or them hos lao jk I g ot reported supp osedly that I w as a fake acount &#18554;,1,True
Like I can't have niggas thinkin ho-tep talk time is apart of my party sets.,Like I cant have nigg as thinkin ho-tep talk time is apart of my party sets.,1,True
22 talented drivers RT @garrisonstudio: I am really glad there haven't been any yellows. But why haven't there been any yellows??,22 talented drviers RT @garrisonstudio: I am reall y gad there haven't been an y yel lows. But wh y haven't there b3en any yelows??,0,True
City highway skyscrapers building lights yellow blue http://t.co/kOC9uYBFqV,Ciy hghway skyscrapers builing li ghts ye llow bl ue http://t.c0/kOC9uYBFqV,0,False
RT @BroadDayJay_: Fellas remember to stock up on thermals and Timbs before the dykes buy them all,RT @BroadDayJay_: Fellas remember to stock up on thermals and Timbs before the dy kes buy them all,1,True
Thou shall not mock Ryan(the future)Kelly,Thou shal l n ot m ock R yan(the futur3)Kelly,0,True
"@SoftestMuffin @_tee13 @TorahBlaze at the end of the day, they call yo dumb ass monkey, picka'nanny hoe. But u luv them white devils","@SoftestMuffin @_tee13 @TorahBlaze at the end of the day, they call y0 dumb @ss monkey, picka'nanny he. But u luv them white devils",1,True
"RT @seansteiger31: I don't gang bang ho, I jus gang bang these hoes &#128299;","RT @seansteiger31: I don't gang bang ho, I ju s gang bang these h0es &#128299;",1,True
@FattyyTooRaw well Ontario is like kind of a dump now that the ghetto moved here since its cheaper to live here so.. &#128514;,@FattyyTooRaw well Ontario 1s like knd of a d ump now th@t the gheto m oved he re sine its ch eaper to live here s.. &#128514;,0,True
#StopWhitePeople RT @ABC7: 9 cases of West Nile virus infections reported in Orange County this year; 105 dead birds found carrying virus,#StopWhitePeople RT @ABC7: 9 cses of Wet Nil e viru s infections reported in Or@nge County this year; 105 dead brds found carrying viru s,0,True
RT @thachosenkid321: @DonQuixtote he trash tbh #StartMikeVike,RT @thachosenkid321: @DonQuixtote he tr@sh tbh #StartMikeVike,0,True
This game on some shit!! Haha playing that hoe high had me and my nigggs trippen haha,This g@me on some shi!! H@ha playing that h oe high had me and my nigggs trippen haha,1,True
@Lov3Tadaisha &#128514;&#128514;&#128514; a box full of yellow crayons.,@Lov3Tadaisha &#128514;&#128514;&#128514; a box f ull 0f yllow c rayons.,0,True
"RT @TheAsaCrawford: You shoulda learned how to bake, cuz bitches love cake","RT @TheAsaCrawford: You shoulda learned how to bake, cuz bit ches love c@ke",1,True
"@kboydee like some of the ""worst"" lyrics they post are beautiful but just because they don't know what they're talking about, it's ""trash""","@kboydee like some of the ""worst"" ly rics they post are beatiful but just because they dont know what they're talking about, it's ""tr@sh""",0,True
I am extremely sad to have to admit that some of the best 21st century Arabic rhymes have been written by Jihadis,I @m extremey s ad to h@ve to admi t that some of the bet 21st century Ar abic rhymes ha ve be en wrtten by J ihadis,0,True
@joeysulipeck @myfoxmemphis the minute those red n yellow for rent signs go up the reg. ppl start selling n move,@joeysulipeck @myfoxmemphis the minu te those re d n y ellow for ren t s igns go up the re. ppl $tart selling n mve,0,True
California is home to skater trash.,Caliornia is home to skater tr@sh.,0,True
A .4? Jesus take me now RT @_RichHomieJuan_: @ayylmaoanod bitch you go for a .4 and mc Donald's. Fuck out the spot,A .4? Jesus take me now RT @_RichHomieJuan_: @ayylmaoanod bitch you go for a .4 and mc Donald's. Fuck out the spot,1,False
RT @CuteOverloads: baby monkey in the snow im crying &#128557;&#128018;&#10052; http://t.co/gMk5dbjaJQ,RT @CuteOverloads: b@by mokey in th e sn ow im cying &#128557;&#128018;&#10052; http://t.co/gMk5dbjaJQ,0,False
@sramirez07943 it's goldbar dumb bitch and no my dad wouldn't pick you up he doesn't like faggots like you &#128528;&#128076;&#128079;,@sramirez07943 it's goldbar dum b bich and no my dad wouldn't pick you up he doesn't like fggots like you &#128528;&#128076;&#128079;,1,True
RT @southernshirt: The only things you need in life are comfy shirts and Oreos #southernshirt,RT @southernshirt: Th3 on ly thins y0u n3ed in lif e a re comfy shrts an d Oeos #southernshirt,0,True
@HaLaWa0402 not as sick as you muzzie trash @JewJitsuGrl @JoeDouglas1 @Darknight420 @blackorchidm16 http://t.co/KQrMhSzmpj,@HaLaWa0402 not as sick as you muzzie tras h @JewJitsuGrl @JoeDouglas1 @Darknight420 @blackorchidm16 http://t.co/KQrMhSzmpj,0,True
One man's trash is another's Transformer &#8594; http://t.co/lpYNVqWXXx,One man's tr@sh is another's Tr@nsformer &#859 4; http://t.co/lpYNVqWXXx,0,True
guess I will mess with it later! not sure what else to do! maybe trash it! lol!!! not yet maybe after I when the lottery!,guess I wi ll mes s with it lat er! not sure what else to do! maybe tr@sh it! lol!! ! not yet maybe af ter I when the lotte ry!,0,True
