original_text,adversarial_text,original_label,attack_sucessful
"[gai] comes closer to any actress i can remember to personifying independence in its purest and , yes , most intimidating form .","[ga] comes closer to any actress i can remember to personifying independence in its purest and , yes , most intimidating form .",1,True
the pool drowned me in boredom .,th e pool d rowned me 1n bor edom .,0,True
"the tone is balanced , reflective and reasonable .","the tne 1s balaned , reflective a nd reasonable .",1,True
brings an irresistible blend of warmth and humor and a consistent embracing humanity in the face of life's harshness .,bings an ir resistible bl end of warth and hmor and a consistent embraing humanity in the f@ce of life's harshness .,1,True
"a ragbag of promising ideas and failed narrative , of good acting and plain old bad filmmaking .","a ragba g of promising ieas and failed narratie , of good acting and plin old bad filmmaking .",0,True
writer/director alexander payne ( election ) and his co-writer jim taylor brilliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing .,wr1ter/director alxander p@yne ( elec tion ) and his co-rwiter j1m tay lor brilliantly employ their quirky and fearl ess ability to look amercan angst in the eye and end up laughing .,1,True
"a well-done film of a self-reflexive , philosophical nature .","@ well-done film 0f a self-reflexive , philosophical nature .",1,True
"entertains not so much because of its music or comic antics , but through the perverse pleasure of watching disney scrape the bottom of its own cracker barrel .","ente rtains n ot $o much because of its music or coic antics , but through the pererse pleasure of wtching disney scrape th3 bottom of its own cracker barrel .",0,True
"an amusing and unexpectedly insightful examination of sexual jealousy , resentment and the fine line between passion and pretence .","@n ausing @nd unexpetedly insihtful exaination 0f sexal jeaousy , resentment and the fne line between pass ion and pretence .",1,True
"there ought to be a directing license , so that ed burns can have his revoked .","there ought to be a directing li cense , so that 3d burns can have his revoked .",0,True
"while most films these days are about nothing , this film seems to be about everything that's plaguing the human spirit in a relentlessly globalizing world .","while mo st fi lms thse das are about nothing , this film seems to be about eveything that's plaguing the human spirit in a relentlessly globalizing world .",1,True
i'm going to give it a marginal thumbs up . i liked it just enough .,i'm going to give it a mar ginal thumbs up . i liked it just enough .,0,True
"clint eastwood's blood work is a lot like a well-made pb& j sandwich : familiar , fairly uneventful and boasting no real surprises  but still quite tasty and inviting all the same .","clint eastwood's blod wrk is a lot like a well-made pb& j sandwich : familiar , fairly uneventful and boasting no real surprises  but still quite tasty and inviting all the same .",1,True
"its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream is one that any art-house moviegoer is likely to find compelling .","its story about a young chinese woman , ah na , who has come to ne w york city to replace past tragedy with the american dream is one that any art-house moviegoer is likely to find compelling .",0,True
"one of the most plain , unimaginative romantic comedies i've ever seen .","one 0f the most plin , unimaginaive romant ic comedies i've ever seen .",0,True
"phillip noyce and all of his actors -- as well as his cinematographer , christopher doyle -- understand the delicate forcefulness of greene's prose , and it's there on the screen in their version of the quiet american .","pillip noce and all of his actors -- as well as h1s ciematographer , christopher dole -- understand the delicate forcefulness of greene's prose , and it's there on the screen in their version of the quiet american .",1,True
the transporter bombards the viewer with so many explosions and side snap kicks that it ends up being surprisingly dull .,the tra nsporter bombards the viewer with so many explosons and side snap kicks that it ends up being surprisingly dull .,0,True
it's lazy for a movie to avoid solving one problem by trying to distract us with the solution to another .,i t's lay for a moie to avoid solvng one prolem by trying to distrct us with the solution to another .,0,True
"me no lika da accents so good , but i thoroughly enjoyed the love story . scott baio is turning in some delightful work on indie projects .","me no lika da acents so good , but 1 thoroughly enjoyed the love story . scott baio is turning in some delightful wor k on indie projects .",1,True
"short and sweet , but also more than anything else slight tadpole pulls back from the consequences of its own actions and revelations .","short and swe et , but also more than anything else slight tadpole pulls back from the consequences of its own actions and revelations .",1,True
alarms for duvall's throbbing sincerity and his elderly propensity for patting people while he talks .,alarms for duvall's throbbing sincer ity and his elderly propensity for patting people while he talks .,0,True
martyr gets royally screwed and comes back for more .,martyr ge ts royally scewed and comes b@ck for more .,0,True
i didn't laugh . i didn't smile . i survived .,i did't laugh . i didn't smile . i survived .,0,True
"overly stylized with lots of flash black-&-white freeze frames reminiscent of a pseudo-hip luxury car commercial , ( it's ) at its worst when it's actually inside the ring .","oerly stylized with lots of flash blcak-&-white freeze frames reminiscent of a pseudo-hip luxury car commercial , ( it's ) at its worst when it's actually inside the ring .",0,True
"reeboir varies between a sweet smile and an angry bark , while said attempts to wear down possible pupils through repetition . it has no affect on the kurds , but it wore me down .","reeboir varies btween a swet sile and an angy bak , while said attempts to wea r dow n possible pupils throuh re petition . it has no affect on the kurds , but it wore me down .",0,True
a sometimes tedious film .,a sometimes ted ious film .,0,True
i admired this work a lot .,i amired this work a lot .,1,True
staggeringly dreadful romance .,staggeringly dreadul romance .,0,True
a flawed but engrossing thriller .,a flaw ed but engrossing thriller .,0,True
"efteriades gives the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug .","efteriades givs th3 neihborhood -- senery , vbe @nd al l -- th3 cinematic equival ent of a big , tender hug .",1,True
. . . there's enough cool fun here to warm the hearts of animation enthusiasts of all ages .,. . . th ere's enouh cool f un here t0 w arm the hearts of aimation enthu siasts of all ages .,1,True
"adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like pinocchio . as for children , they won't enjoy the movie at all .","aults will certaily want to spend thir time in the theater thinking up grocery lsts and ways to tell their kids h ow not to act like pinocchio . as for children , they won't enjoy the movie at all .",0,True
the quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by rachel griffiths .,the q uirky dr@ma tuches the hart and the funnybone thanks to the energ etic and always surpris ing perforance by r achel gri ffiths .,1,True
director jay russell weighs down his capricious fairy-tale with heavy sentiment and lightweight meaning .,director j@y russell weighs down his capricious fairy-tale with heavy sentiment and lightweight meaning .,0,True
the kind of primal storytelling that george lucas can only dream of .,the kind of primal stor ytelling that george lucas can only dream of .,1,True
"a powerful , inflammatory film about religion that dares to question an ancient faith , and about hatred that offers no easy , comfortable resolution .","a p owerful , inflammatory film about religion that dares to question an ancient faith , and about hatred that offers no easy , comfortable resolution .",1,True
it's so good that you can practically see the hollywood 'suits' trying to put together the cast and filmmaking team for the all-too -inevitable american remake .,i t's so good that you can practically see the hollywood 'suits' trying to put together the cast and filmmaking team for the all-too -inevitable american remake .,1,True
"the setting is so cool that it chills the characters , reducing our emotional stake in the outcome of "" intacto's "" dangerous and seductively stylish game .","the settig 1s so col that it chils the characte rs , reducing our eotional stake 1n the outcome of "" intacto's "" dangerous and seductively stylish game .",1,True
"nicks refuses to let slackers be seen as just another teen movie , which means he can be forgiven for frequently pandering to fans of the gross-out comedy .","niks refses to let slakers be sen as jut anoter teen moie , whch means h3 can b3 forgiven for frequenty pandering to fans of the gross-out comedy .",0,True
"as if to prove a female director can make a movie with no soft edges , kathryn bigelow offers no sugar-coating or interludes of lightness . her film is unrelentingly claustrophobic and unpleasant .","as if to prove a female director can make a movie with no soft edges , kahryn bigelow offers no sugar-coating or interludes of lightness . her film is unrelentingly claustrophobic and unpleasant .",0,True
"a loud , ugly , irritating movie without any of its satirical salvos hitting a discernible target .","a l oud , ugy , irrtating mvie wthout @ny of its satirial savos htting a discernible target .",0,False
"take care is nicely performed by a quintet of actresses , but nonetheless it drags during its 112-minute length .","take c@re is nicely performed by a quintet of actresses , but nonetheless it drags during its 112-minute length .",0,True
both a grand tour through 300 hundred years of russian cultural identity and a stunning technical achievement .,both a gand tor through 300 hund red years of ru$sian cultral identity and a s tunning techncal achieveme nt .,1,True
fessenden's narrative is just as much about the ownership and redefinition of myth as it is about a domestic unit finding their way to joy .,fessenden's narrat ive is just as much about the ownership and redefinition of myth as it is about a domestic unit finding their way to joy .,0,True
this is the kind of movie where people who have never picked a lock do so easily after a few tries and become expert fighters after a few weeks .,this is the kind of moie where people who have never picked a lock do $o easily after a few t ries and become expert fighters after a few weeks .,0,True
it's the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of sarah and harrison .,its the unettling imags of a war-rvaaged land tht prove more potent and riveting than the unlikely story of sarah and harrison .,1,True
"best of all is garcia , who perfectly portrays the desperation of a very insecure man .","best of @ll is garc ia , who perfectly portrays the desperation of a vry insecure man .",1,True
weiss and speck never make a convincing case for the relevance of these two 20th-century footnotes .,weiss @nd speck never mke a convincig case f0r the releance of these tw0 20th-century footnotes .,1,True
everyone's to blame here .,everyone's to bla me here .,0,True
changing lanes is an anomaly for a hollywood movie ; it's a well-written and occasionally challenging social drama that actually has something interesting to say .,changing lan es is an anomaly for a hollywood movie ; it's a well-written and occasionally challenging social drama that actually has something interesting to say .,1,True
just not campy enough,jst n0t c@mpy en ough,0,True
"if oscar had a category called best bad film you thought was going to be really awful but wasn't , guys would probably be duking it out with the queen of the damned for the honor .","if os car had a categoy clled best bad fim you thougt was going t0 be rally aful but wasn't , gus wold pobably be duking it out with the queen of the damned for the honor .",0,True
"accuracy and realism are terrific , but if your film becomes boring , and your dialogue isn't smart , then you need to use more poetic license .","accuracy and re alism are terrific , but if your film becomes boring , and your dialogue isn't smart , then you need to use more poetic license .",0,True
"this engrossing , characteristically complex tom clancy thriller is shifty in the manner in which it addresses current terrorism anxieties and sidesteps them at the same time .","this engrossig , ch@racteristically complex tom clan cy thriller is shifty in the manner in which it addresses current terrorism anxieties and sidesteps them at the same time .",1,True
i hope the movie is widely seen and debated with appropriate ferocity and thoughtfulness .,i hope the moie is widely seen and debated with appropriate ferocity and thoughtfulness .,1,True
"based on dave barry's popular book of the same name , the movie benefits from having a real writer plot out all of the characters' moves and overlapping story .","basd 0n dave barry's popular bok of the same name , th3 movie benefits from havig a rel write r plot out all of the characters' moves and overlapping story .",1,True
"thirty years ago , it would have been groundbreaking . now it's just tired .","tirty yea rs ago , it would hae been groundbreaking . now i t's just tired .",0,True
the big finish is a bit like getting all excited about a chocolate eclair and then biting into it and finding the filling missing .,the big fi nish is a bit like getting all excited about a chocolate eclair and then biting into it and finding the filling missing .,0,True
"a movie just for friday fans , critics be damned . if you already like this sort of thing , this is that sort of thing all over again .","a movie just for friday fans , critics be damned . if you already like this srt of thing , this is that sort of thing all over again .",0,True
[crystal and de niro] manage to squeeze out some good laughs but not enough to make this silly con job sing .,[cr ystal and d3 niro] manage to squeeze out some good laughs but not enough to make this silly con job sing .,1,True
"it may not be a huge cut of above the rest , but i enjoyed barbershop . it's a funny little movie with clever dialogue and likeable characters .","it ma y not be a huge cut of above the rest , but i enjoyed barbershop . it's a fnny little movie with clever dialogue and likeable characters .",0,True
"it's predictable , but it jumps through the expected hoops with style and even some depth .","i t's pedictable , but 1t jumps through the expected hoops with style and even some depth .",0,True
"an exceptionally dreary and overwrought bit of work , every bit as imperious as katzenberg's the prince of egypt from 1998 .","an exceptionally drea ry and overwrought bit of work , every bit as imperious as katzenberg's the prince of egypt from 1998 .",0,True
"secretary manages a neat trick , bundling the flowers of perversity , comedy and romance into a strangely tempting bouquet of a movie .","secretar y manages a neat trick , bundling the flowers of perversity , comedy and romance into a strangely tempting bouquet of a movie .",0,True
"for all the dolorous trim , secretary is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers' sporadic dips into pop freudianism .","for all the dolorous tri m , secretary is a genial romance that maintains a surprisingly b uoyant tone throughout , notwithstanding some of th e writers' sporadic dips into pop freudianism .",1,True
narc is all menace and atmosphere .,n@rc is all mena ce and atmosphere .,1,True
"the story loses its bite in a last-minute happy ending that's even less plausible than the rest of the picture . much of the way , though , this is a refreshingly novel ride .","the story loes i ts bite in a last-minute happy endig that's even less plausible than the rest of the picture . much of the way , though , this is a refreshingly novel ride .",0,True
the modern-day characters are nowhere near as vivid as the 19th-century ones .,the moder-nday characters ar e nowhere near as vivid as the 19th-century ones .,1,True
filmmaker tian zhuangzhuang triumphantly returns to narrative filmmaking with a visually masterful work of quiet power .,film maker tan zhuangzhuang triumpantly re turns to n@rrative filmm aking with a visu ally materful work of quet powr .,1,True
a really funny fifteen-minute short stretched beyond its limits to fill an almost feature-length film .,a really funy fifteen-minute short stretched beyond its limits to fill an almost feature-length film .,1,True
"reggio falls victim to relying on the very digital technology that he fervently scorns , creating a meandering , inarticulate and ultimately disappointing film .","rggio flls vicim to relyng 0n t he very digital technlogy that h3 fervenly scorns , creaing a meanering , inartculate and ulimately disappointing film .",0,True
"watching this gentle , mesmerizing portrait of a man coming to terms with time , you barely realize your mind is being blown .","watching tis g entle , mesmerizi ng portrait of a man coming to terms with time , y0u barely realize your mind is being blown .",1,True
manages to be both repulsively sadistic and mundane .,manages to be both repulsively sad istic and mundane .,1,True
""" freaky friday , "" it's not .",""" freaky frida y , "" it's not .",0,True
"a lousy movie that's not merely unwatchable , but also unlistenable .","a louy movie thats not merely uwatchable , but also unlistenable .",0,True
i'm just too bored to care .,i'm just t0o b ored to care .,0,True
laggard drama wending its way to an uninspired philosophical epiphany .,laggard d rama wending it s way to an uninspire d philosophical epiphany .,0,True
"you've already seen city by the sea under a variety of titles , but it's worth yet another visit .","you've already seen c ity by the sea under a variety of titles , but it's wor th yet anot her visit .",0,True
"its story may be a thousand years old , but why did it have to seem like it took another thousand to tell it to us ?","1ts story may be a tousand yars old , but why did it have to see m lik e it took anothr tho usand t0 tell it to us ?",0,True
". . . instead go rent "" shakes the clown "" , a much funnier film with a similar theme and an equally great robin williams performance .",". . . ins tead go rent "" shakes th e c lown "" , a mch funnier film with a similar theme and an equally great robin williams performance .",0,True
an awkwardly garish showcase that diverges from anything remotely probing or penetrating .,an awkw ardly garish showcase that diverges from anything remotely probing or penetrati ng .,1,True
a well paced and satisfying little drama that deserved better than a direct-to-video' release .,@ well p aced and satisfyng little dama that deser ved better than a direct-to-video' release .,1,True
"a spunky , original take on a theme that will resonate with singles of many ages .","a spunky , orignal tke 0n @ theme tat will resonate w ith singles 0f may ages .",1,True
"this version moves beyond the original's nostalgia for the communal film experiences of yesteryear to a deeper realization of cinema's inability to stand in for true , lived experience .","this verion moves beyond the original's notalgia for the comunal fim experiences of yesteryear to a deepe r realization of cinema's inability to stand in for true , lived experience .",1,True
too clunky and too busy ribbing itself to be truly entertaining .,too clnky and too busy ribbing itself to be truly e ntertaining .,0,True
the wild thornberrys movie is a jolly surprise .,the wld thornberry s movie is a jolly surprise .,1,True
"in its own floundering way , it gets to you . just like igby .","in its own floundering way , it gets to you . jst like igby .",0,True
not sweet enough to liven up its predictable story and will leave even fans of hip-hop sorely disappointed .,not sweet enough to liven up its predictable story and will leave even f@ns of hiph-op sorely disappointed .,0,True
"a movie that , rather than skip along the seine , more or less slogs its way through soggy paris , tongue uncomfortably in cheek .","a movie tht , rther than skip along the seine , moe or less slogs its way through sogy pars , tongue uncomfortably in cheek .",0,True
"for its 100 minutes running time , you'll wait in vain for a movie to happen .","for 1ts 100 minutes running time , you'll wait in vain for a movie to happen .",1,True
"a punch line without a premise , a joke built entirely from musty memories of half-dimensional characters .","@ punch lne withot a premie , a joe bult entirely from must y memories of half-di mensional chara cters .",0,True
"thirteen conversations about one thing lays out a narrative puzzle that interweaves individual stories , and , like a mobius strip , elliptically loops back to where it began .","thirteen conversations about one thing lays out a narrative puzze that interweaves individual stories , and , like a mobius strip , elliptically loops back to where it began .",0,True
many of benjamins' elements feel like they've been patched in from an episode of miami vice .,many 0f benjamins' elments feel like they've been pathed 1n from @n episo de of mi ami vce .,0,True
"samira makhmalbaf's new film blackboards is much like the ethos of a stream of consciousness , although , it's unfortunate for the viewer that the thoughts and reflections coming through are torpid and banal","s amira makhmalbaf's new film blackboards is much like the ethos of a stream of consciousness , although , it's unfortunate for the viewer that the thoughts and reflections coming through are torpid and banal",0,True
"it's not so much enjoyable to watch as it is enlightening to listen to new sides of a previous reality , and to visit with some of the people who were able to make an impact in the theater world .","it's not so much enjoable to watch as it is enlightening to listen to new sides of a previous reality , and to visit with some of the people who were able to make an impact in the theater world .",1,True
a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) .,a tv st yle murder mystery with a few big sc reen moments ( including one that seems to be made for a diff erent film altogether ) .,0,True
a rambling ensemble piece with loosely connected characters and plots that never quite gel .,a ramblng ensemble piece with loosely connected characters and plots that never quite gel .,0,True
features what is surely the funniest and most accurate depiction of writer's block ever .,feaures what 1s surely the funnist and most acc urate depction of writer's block ever .,1,True
"while you have to admit it's semi-amusing to watch robert deniro belt out "" when you're a jet , you're a jet all the way , "" it's equally distasteful to watch him sing the lyrics to "" tonight . ""","while you have to admit it's semi-amusing to watch robert deniro belt out "" when you'r e a jet , you're a jet all the way , "" it's equally distasteful to watch him sing the lyrics to "" tonight . """,0,True
gives an intriguing twist to the french coming-of-age genre .,givs an intriguin g twst to th3 fench coming-of-gae gnere .,1,True
"using a stock plot , about a boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater .","using a sto ck plot , about a boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater .",1,True
"i've always dreamed of attending cannes , but after seeing this film , it's not that big a deal .","i've always dreamed of attendi ng c@nnes , but after seeing thi s fil m , it's not that big a deal .",1,True
"a sad , superior human comedy played out on the back roads of life .","a sad , superio r human comedy played out on the back roads of life .",1,True
"it arrives with an impeccable pedigree , mongrel pep , and almost indecipherable plot complications .","it arr ives with @n impeccab le pedigree , mongrel pep , and almost indecipherable plot complications .",0,True
"a film which presses familiar herzog tropes into the service of a limpid and conventional historical fiction , when really what we demand of the director is to be mesmerised .","a f ilm which presses familiar herzog tropes into the service of a limpid and conventional h istorical fiction , when really what we demand of the director is to be mesmerised .",1,True
"mild , meandering teen flick .","mld , meanderng teen flick .",0,False
"for every cheesy scene , though , there is a really cool bit -- the movie's conception of a future-world holographic librarian ( orlando jones ) who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized .","for every chee sy scene , though , there is a really cool bit -- the movie's conception of a future-world holographic librarian ( orlando jones ) who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized .",0,True
"although largely a heavy-handed indictment of parental failings and the indifference of spanish social workers and legal system towards child abuse , the film retains ambiguities that make it well worth watching .","although largely a heavy-handed indictment of parental failings and the indifference of spanish social workers a nd legal system towards child abuse , the film retains ambiguities that make it well worth watching .",1,True
serving sara should be served an eviction notice at every theater stuck with it .,serving sara shoul d be ser ved an eviction notice at every theater stuck with it .,0,True
"just because it really happened to you , honey , doesn't mean that it's interesting to anyone else .","jut beca use 1t relly hppened to you , honey , does't m3an tht it's interest ing to anyone else .",0,False
one of those terrific documentaries that collect a bunch of people who are enthusiastic about something and then figures out how to make us share their enthusiasm .,one of thoe terrific documentaries that collect a bunch of people who are enthusiastic about som ething and then figures out how to make us share their enthusiasm .,0,True
a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done .,a clas sy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done .,1,True
the production values are of the highest and the performances attractive without being memorable .,the productin valu es are of the h ighest and the perfomances attractive without being memora ble .,1,True
"not only does the movie fail to make us part of its reality , it fails the most basic relevancy test as well .","n0t oly des the mvie fil to make us part of 1ts reality , it fais the most basic rlevancy tet as well .",0,True
"this story still seems timely and important . and there's an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after greene's story ends .","this stoy still seems tiely and iportant . and there's an element of heartbreak to watcing it now , with older an d wiser eyes , because we know what will happen after greene's story ends .",1,True
it's one pussy-ass world when even killer-thrillers revolve around group therapy sessions .,i t's one pussy-ass world when even killer-thrillers revolve around group therapy sessions .,1,True
"a witty , whimsical feature debut .","a wity , whimsi cal f eature debut .",1,True
an engrossing iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed .,@n engossing iranin fim about two itinerant teachers and some lost and desolate people they encou nter in a place where war has savaged the lives and liberties of the poor and the dispossessed .,1,True
"although fairly involving as far as it goes , the film doesn't end up having much that is fresh to say about growing up catholic or , really , anything .","although fa irly involv ing as far as it goes , th e film doesn't end up having much that 1s fresh to $ay aout growing up catholic or , really , anything .",0,True
it's fascinating to see how bettany and mcdowell play off each other .,it 's fascinting to see how bettany and mcdowell play off each other .,1,True
"collateral damage is , despite its alleged provocation post-9/11 , an antique , in the end . as are its star , its attitude and its obliviousness .","co llateral damage 1s , despite its alleged provocation post-9/11 , an ant ique , in the end . as are its star , its attitude and its obliviousness .",1,True
"despite its title , punch-drunk love is never heavy-handed . the jabs it employs are short , carefully placed and dead-center .","despite its title , punch-runk love is never heavy-handed . the jabs it employs are short , carefully placed and dead-center .",0,True
"just a string of stale gags , with no good inside dope , and no particular bite .","just a sring of $tale gas , with no good inside dope , and no particular bite .",0,True
how this one escaped the lifetime network i'll never know .,how ths one escaed the lifetime netwok i'll never know .,1,True
"the biggest problem with satin rouge is lilia herself . she's a cipher , played by an actress who smiles and frowns but doesn't reveal an inner life .","the biggest probl em with satin rouge is lilia herself . she's a cipher , played by an actress who smiles and frowns but doesn't reveal an inner life .",0,True
"a movie i loved on first sight and , even more important , love in remembrance .","a mov ie i loved on first sight and , even more important , lve in remembrance .",1,True
"branagh , in his most forceful non-shakespeare screen performance , grounds even the softest moments in the angry revolt of his wit .","bran agh , in his most forceful non-shakespeare screen performance , grounds even the softest moments in the angry revolt of his wit .",0,True
"the film , while not exactly assured in its execution , is notable for its sheer audacity and openness .","the fi lm , whie not exactly assurd in 1ts execution , is notable f0r it s shee r audaciy and openness .",1,True
the ending feels at odds with the rest of the film .,the ending feels at o dds with the rest of the film .,0,True
beautifully directed and convincingly acted .,beauti fully dir ected and convincingly acted .,1,True
"another big , dumb action movie in the vein of xxx , the transporter is riddled with plot holes big enough for its titular hero to drive his sleek black bmw through .","another b ig , dum b action movie in the vein of xxx , the transporter is ri ddled with plot holes big enough for its titular hero to drive his sleek black bmw through .",0,True
"mandel holland's direction is uninspired , and his scripting unsurprising , but the performances by phifer and black are ultimately winning . you'll find yourself wishing that you and they were in another movie .","mandel holland's diretion is uninspired , and his scripting unsurprising , but the performances by phifer and black are ultimately winning . you'll find yourself wishing that you and they were in another movie .",1,True
