original_text,adversarial_text,original_label,attack_sucessful
"clint eastwood's blood work is a lot like a well-made pb& j sandwich : familiar , fairly uneventful and boasting no real surprises  but still quite tasty and inviting all the same .","clint eastwood 's blo od w ork is a lot like a well-made pb& j sandwich : familiar , f@irly uneventful and boas ting no real surprises  but $till quit e tasty and inviting all the same .",1,True
"its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream is one that any art-house moviegoer is likely to find compelling .","1ts story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream is one that any art-house moviegoer is likely to find compell ing .",1,True
"one of the most plain , unimaginative romantic comedies i've ever seen .","on e of the mo st pla in , uni maginative romantic comedie s i 've ever s een .",0,True
"phillip noyce and all of his actors -- as well as his cinematographer , christopher doyle -- understand the delicate forcefulness of greene's prose , and it's there on the screen in their version of the quiet american .","ph illip nyce @nd al l of his actors -- as well as h1s cinematographe r , ch ristopher doyle -- unde rstand the deicate fo rcefulness 0f gre ene's pr ose , and 1t's there on the screen in thei r version of t he quie t americn .",1,False
the transporter bombards the viewer with so many explosions and side snap kicks that it ends up being surprisingly dull .,th3 trasporter b ombards the v iewer with $o many exploions and side sn ap k icks that it end s up bing sur prisingly du ll .,0,True
it's lazy for a movie to avoid solving one problem by trying to distract us with the solution to another .,it's lzy f0r a movie to avoi d solving one proble m by tryig to distra ct us with the solut ion to another .,0,True
"me no lika da accents so good , but i thoroughly enjoyed the love story . scott baio is turning in some delightful work on indie projects .","m3 no lia da accents so good , but i thoroughy enjoyed the love story . scot t bio 1s turni ng 1n some delight ful work on i ndie pr ojects .",1,True
"short and sweet , but also more than anything else slight tadpole pulls back from the consequences of its own actions and revelations .","sho rt and sweet , but also more than anything e lse s light tadpole pulls back from the consequences of its own actions and revelations .",0,True
alarms for duvall's throbbing sincerity and his elderly propensity for patting people while he talks .,alarms for duvall's throbbing sinc erity and his elde rly pro pensity for patting people while he talks .,1,True
martyr gets royally screwed and comes back for more .,martyr gets royally s crewed and comes back for more .,0,True
i didn't laugh . i didn't smile . i survived .,1 din't laugh . 1 didn't smile . 1 s urvived .,0,True
"overly stylized with lots of flash black-&-white freeze frames reminiscent of a pseudo-hip luxury car commercial , ( it's ) at its worst when it's actually inside the ring .","ov erly styliz ed with los of flash black-&-white freeze fames reminscent of a pseudo-hip lux ury car comercial , ( it's ) at it s wors t when it's actully inside the ring .",0,True
"reeboir varies between a sweet smile and an angry bark , while said attempts to wear down possible pupils through repetition . it has no affect on the kurds , but it wore me down .","reeboir v@ries betwee n a swee t smi le a nd @n angy b@rk , whil e s aid attempts to wear don possibe pupils throug h r epetition . 1t h@s no affect 0n th e kurd s , bu t it w0re me don .",0,True
a sometimes tedious film .,a sometmes te dious film .,0,True
i admired this work a lot .,1 ad mired this work a lot .,1,True
staggeringly dreadful romance .,staggeringly dr eadful romance .,0,True
a flawed but engrossing thriller .,a flawed bu t engrossing thriller .,1,True
"efteriades gives the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug .","efteriade s give s t he neighbor hood -- sce nery , vi be a nd @ll -- the cinematic equ ivalent 0f @ big , tendr hug .",1,True
. . . there's enough cool fun here to warm the hearts of animation enthusiasts of all ages .,. . . there's enough col fu n he re to warm the h earts of animation enthusiasts 0f @ll ages .,1,True
"adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like pinocchio . as for children , they won't enjoy the movie at all .","adult s will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like pinocchio . as for children , they won't enjoy the movie at all .",0,True
the quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by rachel griffiths .,th e qui rky dr@ma toches t he hear t @nd t he funnybon e tha nks to the energe tic an d alwa ys srprising perform ance by r@chel gr iffiths .,1,False
director jay russell weighs down his capricious fairy-tale with heavy sentiment and lightweight meaning .,director jay russell weighs down his capricious fairy-tale with heavy sentiment and lightweight meaing .,0,True
the kind of primal storytelling that george lucas can only dream of .,the kid 0f pri mal stortelling th at george lucas can only dream of .,1,True
"a powerful , inflammatory film about religion that dares to question an ancient faith , and about hatred that offers no easy , comfortable resolution .","@ powerul , inflamatory flm abou t rligion tha t dares to question an ancient faith , a nd about hatred th@t offers no easy , comf ortable resolution .",1,True
it's so good that you can practically see the hollywood 'suits' trying to put together the cast and filmmaking team for the all-too -inevitable american remake .,it's $o good that you can practica lly see the hollywood 'suits' trying to put together the cast and filmmaking team for the all-too -inevitable american remake .,0,True
"the setting is so cool that it chills the characters , reducing our emotional stake in the outcome of "" intacto's "" dangerous and seductively stylish game .","t he set ting is so coo l that it chil ls the c haracters , red ucing our emoti onal stake in the outcome of "" intacto's "" dangerous and seductively stylish game .",1,True
"nicks refuses to let slackers be seen as just another teen movie , which means he can be forgiven for frequently pandering to fans of the gross-out comedy .","nicks refses to le t s lackers be see n as just another te en movie , whic h m eans he can be forgiven for freque ntly pandering t0 fans of th e gros-sout comedy .",0,True
"as if to prove a female director can make a movie with no soft edges , kathryn bigelow offers no sugar-coating or interludes of lightness . her film is unrelentingly claustrophobic and unpleasant .","as if to prove a female director can make a movie with no soft edges , kathryn bigelow offers no sugar-coating or interludes of lightness . her film is unrelentingly claustrophobic @nd unpleasa nt .",0,True
"a loud , ugly , irritating movie without any of its satirical salvos hitting a discernible target .","a loud , ugl y , irritati ng movie without any of i ts sa tirical salvos hitting a di scernible target .",0,True
"take care is nicely performed by a quintet of actresses , but nonetheless it drags during its 112-minute length .","take c@re is nicel y perf ormed by a q uintet of actresses , bu t nonetheless 1t dr ags during i ts 112-minute length .",0,True
both a grand tour through 300 hundred years of russian cultural identity and a stunning technical achievement .,b oth @ gr@nd tor throu gh 30 0 h undred yers 0f ru$sian cultu ral identi ty an d @ stnning techni cal achievment .,1,False
fessenden's narrative is just as much about the ownership and redefinition of myth as it is about a domestic unit finding their way to joy .,fe ssenden's narrative is just as much about the ownership and redefinition of myth as it is about a domestic unit finding their way to joy .,0,True
this is the kind of movie where people who have never picked a lock do so easily after a few tries and become expert fighters after a few weeks .,this is the knd of movie where people who have never picked a lock do so easily after a few tres and become expe rt figh ters afte r a f3w wee ks .,0,True
it's the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of sarah and harrison .,i's the unsettlin g images of a war-ravaged lan d tat prove mor e p otent @nd rivet ing than the unlikely story of sarah and harrison .,1,True
"best of all is garcia , who perfectly portrays the desperation of a very insecure man .","b est of all is garcia , who perfectly portrays t he desperation of a very insecure m an .",1,True
weiss and speck never make a convincing case for the relevance of these two 20th-century footnotes .,weiss and speck never make a c onvincing case for the relevance of these two 20th-century footnotes .,1,True
everyone's to blame here .,everyone' s to blam e here .,0,True
changing lanes is an anomaly for a hollywood movie ; it's a well-written and occasionally challenging social drama that actually has something interesting to say .,changing lanes is an anomaly for a hollywood movie ; it's a well-written and occasionally challengin g social drama that actually has something interesting to say .,1,True
just not campy enough,j ust n ot campy enogh,0,True
"if oscar had a category called best bad film you thought was going to be really awful but wasn't , guys would probably be duking it out with the queen of the damned for the honor .","1f oscar had a category called best b@d film you thought was going to be really aw ful but wasn't , guys would probably be duking it out with th e queen of th e damned for the honor .",0,True
"accuracy and realism are terrific , but if your film becomes boring , and your dialogue isn't smart , then you need to use more poetic license .","a ccuracy and realism are terrific , but if your film becoes boring , a nd you r dialogue isn't smart , then you need to use more poetic license .",0,True
"this engrossing , characteristically complex tom clancy thriller is shifty in the manner in which it addresses current terrorism anxieties and sidesteps them at the same time .","t his engrossi ng , cha racteristically complex to m clancy thrill er is shifty in th3 manner 1n whih it addre sses current terrrism anxieties an d sidesteps them at the same time .",1,True
i hope the movie is widely seen and debated with appropriate ferocity and thoughtfulness .,i hope the movie is w idely seen and debated with appropriate feroci ty and thoug htfulness .,1,True
"based on dave barry's popular book of the same name , the movie benefits from having a real writer plot out all of the characters' moves and overlapping story .","b@sed on dav e barry 's popular book of the same name , the movie benefits from having a real writer plot out all of t he charcters' moves and overlapping st ory .",0,True
"thirty years ago , it would have been groundbreaking . now it's just tired .","thirt y years ago , it would have been groundbreaking . now it's jus t t ired .",0,True
the big finish is a bit like getting all excited about a chocolate eclair and then biting into it and finding the filling missing .,the big finish is a bit like getting all excited about a chocolate eclair and then biting into it and finding the filli ng missng .,0,True
"a movie just for friday fans , critics be damned . if you already like this sort of thing , this is that sort of thing all over again .","a movie ju st for fri day fans , critics be damned . if you already like this sort of thing , this is that sort of thng al l o ver aga in .",0,True
[crystal and de niro] manage to squeeze out some good laughs but not enough to make this silly con job sing .,[cr ystal and de niro] manage to squeeze out some good laughs but not enough to make this silly con job sing .,1,True
"it may not be a huge cut of above the rest , but i enjoyed barbershop . it's a funny little movie with clever dialogue and likeable characters .","1t may not be a huge cut of above the rest , but i enjoyed barbershop . it's a funny little movie w ith clever dia logue and likeale characte rs .",1,True
"it's predictable , but it jumps through the expected hoops with style and even some depth .","it' s predi ctable , bu t 1t jumps through the expectd hoop s with s tyle and een som e d epth .",0,True
"an exceptionally dreary and overwrought bit of work , every bit as imperious as katzenberg's the prince of egypt from 1998 .","@n exceptio nally dreay and overw rought bit of work , every bit @s imperious @s katzenberg's the prince of egypt from 1998 .",0,True
"secretary manages a neat trick , bundling the flowers of perversity , comedy and romance into a strangely tempting bouquet of a movie .","secretary m anages a nat trick , bundling th3 flowers 0f perversity , comedy and romance i nto a str angely tem pting bouquet of a mov ie .",1,True
"for all the dolorous trim , secretary is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers' sporadic dips into pop freudianism .","for all the dolorous trim , secretary is a genial romance that maintains a surprisin gly b uoyant tone thrughout , notwithstanding some 0f the writer s' sporadic dips ino pop freudianism .",1,True
narc is all menace and atmosphere .,narc is all me nace and atmosph ere .,1,True
"the story loses its bite in a last-minute happy ending that's even less plausible than the rest of the picture . much of the way , though , this is a refreshingly novel ride .","t he stoy loses its bit e in a last-minute hppy ending tha t's een less plausible than the rest of the picture . much of the way , though , this is a refre shingly nove l r ide .",1,True
the modern-day characters are nowhere near as vivid as the 19th-century ones .,the modern-day characters are nowhere near as vivi d as the 19th-century ones .,1,True
filmmaker tian zhuangzhuang triumphantly returns to narrative filmmaking with a visually masterful work of quiet power .,filmmak er t ian z huangzhuang trumphantly r eturns to nar rative filmmaking wit h a visuall y masterful wor k of qu iet power .,1,True
a really funny fifteen-minute short stretched beyond its limits to fill an almost feature-length film .,a relly funny fifteen-minute shor t stretched be yond its limits to fill an almost feature-length film .,0,True
"reggio falls victim to relying on the very digital technology that he fervently scorns , creating a meandering , inarticulate and ultimately disappointing film .","reggio f@lls vic tim to rel ying on the very digital technology that he fervent ly scors , creating a meanderng , inarticulat e a nd ultimately disappointi ng fim .",0,True
"watching this gentle , mesmerizing portrait of a man coming to terms with time , you barely realize your mind is being blown .","w@tching tis gen tle , mesmeriz ing portrait of a m an coming t0 terms with time , y0u barely realize your mind is beng b lown .",1,True
manages to be both repulsively sadistic and mundane .,manage s to be both repulsively sadistic and mundane .,1,True
""" freaky friday , "" it's not .",""" freaky friday , "" i's not .",0,True
"a lousy movie that's not merely unwatchable , but also unlistenable .","@ louy mo vie th at's no t meely unwathable , bu t al so unli stenable .",0,False
i'm just too bored to care .,i' m j ust t0o bor ed to care .,0,True
laggard drama wending its way to an uninspired philosophical epiphany .,laggard drama wendin g its wa y to an uninspi red philosophial epiphany .,0,True
"you've already seen city by the sea under a variety of titles , but it's worth yet another visit .","yo u've already seen city by the sea under a variety of titles , but it's worth yet another vis it .",1,True
"its story may be a thousand years old , but why did it have to seem like it took another thousand to tell it to us ?","it s stor y may be a thousa nd years old , but wh y did it have to seem l ike it took anot her thousand to tel it t0 us ?",0,True
". . . instead go rent "" shakes the clown "" , a much funnier film with a similar theme and an equally great robin williams performance .",". . . instead go rent "" shakes the clown "" , a much funnier film with @ similar theme and @n eq ually great robin williams performance .",1,True
an awkwardly garish showcase that diverges from anything remotely probing or penetrating .,an a wkwardly garish showcase that diverges from anything remotely probing or penetrating .,0,True
a well paced and satisfying little drama that deserved better than a direct-to-video' release .,a well p aced and satis fying little drama that deerved better than a direct-to-video' release .,1,True
"a spunky , original take on a theme that will resonate with singles of many ages .","@ spun ky , or iginal take on a theme t hat wil l resonate w ith singles of many ages .",1,True
"this version moves beyond the original's nostalgia for the communal film experiences of yesteryear to a deeper realization of cinema's inability to stand in for true , lived experience .","tis vesion moes beyond the orginal's nosalgia f or the comunal film experienc es of yes teryear to a deeper r ealization of cinema's inab ility to stand in for true , lived experience .",1,True
too clunky and too busy ribbing itself to be truly entertaining .,t oo clunky and too busy ribbing itself to be truly entertaining .,0,True
the wild thornberrys movie is a jolly surprise .,the w ild thornberrys movie is a jolly sur prise .,1,True
"in its own floundering way , it gets to you . just like igby .","1n its o wn flounering way , 1t gets to you . jst lke igby .",0,True
not sweet enough to liven up its predictable story and will leave even fans of hip-hop sorely disappointed .,n ot sweet enough to liven up its pred ictable story and will leave even fans of hip-hop sorely disappointed .,0,True
"a movie that , rather than skip along the seine , more or less slogs its way through soggy paris , tongue uncomfortably in cheek .","@ move tha t , rater tha n skip along t he seine , more or less slos its way thrugh s oggy paris , tongue uncomfortably in cheek .",0,True
"for its 100 minutes running time , you'll wait in vain for a movie to happen .","for it s 10 0 m inutes rnning time , you'll wait in v ain f0r a movie to h@ppen .",0,True
"a punch line without a premise , a joke built entirely from musty memories of half-dimensional characters .","@ punch l ine without a premi se , a joke b uilt entirely fro m must y memories 0f h@lf-dimensional ch aracters .",0,True
"thirteen conversations about one thing lays out a narrative puzzle that interweaves individual stories , and , like a mobius strip , elliptically loops back to where it began .","t hirteen conversations about one thing lays out a narrative puzzle that interweaves individual stories , and , like a mobius strip , elliptically loops back to where it began .",1,True
many of benjamins' elements feel like they've been patched in from an episode of miami vice .,m@ny of be njamins' elements feel like they'v e been ptched in from an e pisode of miami vice .,0,True
"samira makhmalbaf's new film blackboards is much like the ethos of a stream of consciousness , although , it's unfortunate for the viewer that the thoughts and reflections coming through are torpid and banal","samira makhmalbaf's new film blackboards is much like the ethos of a stream of consciousness , although , it's unfortunate for the viewer that the thoughts and reflections coming through are to rpid an d bana l",0,True
"it's not so much enjoyable to watch as it is enlightening to listen to new sides of a previous reality , and to visit with some of the people who were able to make an impact in the theater world .","1t's not so much enjoable to watch as it 1s enlighten ing to listen to new sides of a previous reality , and to visit with some of the people who were able to make an impact in the theater world .",1,True
a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) .,a tv sty le mu rder my stery with @ f3w big s creen m oments ( incuding one that s eems to be made fo r @ diferent fim al together ) .,0,False
a rambling ensemble piece with loosely connected characters and plots that never quite gel .,a ra mbling ensemble piece with loosely connected characters and plots that neve r quite g el .,0,True
features what is surely the funniest and most accurate depiction of writer's block ever .,fea tures wha t 1s surel y th3 funni est a nd mo st accurat e depicton of writer 's blo ck eve r .,1,True
"while you have to admit it's semi-amusing to watch robert deniro belt out "" when you're a jet , you're a jet all the way , "" it's equally distasteful to watch him sing the lyrics to "" tonight . ""","while you h@ve to a dmit it's $emi-amusing to watch robert denio belt out "" when you're a j et , you're a jet all the way , "" it's e qually distasteful to watch him sing t he lrics to "" tonig ht . """,0,True
gives an intriguing twist to the french coming-of-age genre .,giv es an intr iguing tw ist t0 the fench com ing-of-age genr e .,1,False
"using a stock plot , about a boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater .","using a stock plot , about a boy injects ju st enough freshness into the proceedings to provide @n enjoyable 100 minutes in a movie th eater .",0,True
"i've always dreamed of attending cannes , but after seeing this film , it's not that big a deal .","i' ve always dreamed of attending cannes , but after seeing this film , it's not that big @ dea l .",0,True
"a sad , superior human comedy played out on the back roads of life .","a $ad , sup erior human comedy played out on the back roads of life .",1,True
"it arrives with an impeccable pedigree , mongrel pep , and almost indecipherable plot complications .","it arrives with an impeccable p edigree , m ongrel pep , @nd almost idecipherable plot compl ications .",1,True
"a film which presses familiar herzog tropes into the service of a limpid and conventional historical fiction , when really what we demand of the director is to be mesmerised .","@ film which p resses familiar herog tropes into the service of a l impid and con ventional historical fiction , when really what we demand of the director is to be mesmeris ed .",1,True
"mild , meandering teen flick .","mid , meanderin g t3en fli ck .",0,False
"for every cheesy scene , though , there is a really cool bit -- the movie's conception of a future-world holographic librarian ( orlando jones ) who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized .","f or every cheesy scene , though , there is a really cool bit -- the movie's conception of a future-world holographic librarian ( orlando jones ) who knows everything and answers all questins , is visualy smar t , c leverly writ ten , a nd nicely realized .",1,True
"although largely a heavy-handed indictment of parental failings and the indifference of spanish social workers and legal system towards child abuse , the film retains ambiguities that make it well worth watching .","although la rgely a heav y-handed idictment of parental failings a nd the indifference 0f spanish social workers a nd legal system towads child abuse , the film retains ambiguities that make it well worth watc hing .",0,True
serving sara should be served an eviction notice at every theater stuck with it .,serving sara should be served an eviction notice at every theater $tuck with it .,0,True
"just because it really happened to you , honey , doesn't mean that it's interesting to anyone else .","ju$t becau se it re ally h@ppened to you , hoey , doesn't mean that it's interesting to anyne e lse .",0,True
one of those terrific documentaries that collect a bunch of people who are enthusiastic about something and then figures out how to make us share their enthusiasm .,0ne of those terific documentarie s that collect a bunch of people who are enthusiastic about something and then figures out how to make us share their enthusiasm .,1,True
a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done .,a classy item by a legend who may have nothing left to prove but still has the ch ops and drive to show how its done .,1,True
the production values are of the highest and the performances attractive without being memorable .,th3 production values are of the highest and the perfrmances attr active without being memorable .,1,True
"not only does the movie fail to make us part of its reality , it fails the most basic relevancy test as well .","n ot onl y dos the movie fa il to make us part of its rality , it fails th e mo st b@sic releva ncy test @s well .",0,True
"this story still seems timely and important . and there's an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after greene's story ends .","t his story $till seem s t imely and important . @nd there's an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen af ter grene's story ends .",1,True
it's one pussy-ass world when even killer-thrillers revolve around group therapy sessions .,it's one pu$sy-ass wrld when even killer-thril lers revolve around gr oup therapy sessions .,1,True
"a witty , whimsical feature debut .","@ witt y , whisical featre debu t .",1,False
an engrossing iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed .,@n engro ssing iranin f ilm @bout t wo i tinerant teac hers @nd soe lost and dsolate peo ple they enounter in a place where war has savaed the lives and libertis of the poo r and the dispos sessed .,1,True
"although fairly involving as far as it goes , the film doesn't end up having much that is fresh to say about growing up catholic or , really , anything .","although fair ly involvi ng as far as it goe s , th3 film doe sn't end up having much th at is fresh to say about growing up catholic or , reall y , anythig .",0,True
it's fascinating to see how bettany and mcdowell play off each other .,it's f@scinating to see how bettany and mcdowell play off each other .,1,True
"collateral damage is , despite its alleged provocation post-9/11 , an antique , in the end . as are its star , its attitude and its obliviousness .","collateral damage is , despite its alleged provocation post-9/11 , an antique , in the end . as are its star , its atti tude and its obliviousness .",1,True
"despite its title , punch-drunk love is never heavy-handed . the jabs it employs are short , carefully placed and dead-center .","d espite 1ts tit le , punchdrunk love 1s ne ver heav-handed . the j@bs it employ s are shrot , carefuly placd an d deda-center .",0,True
"just a string of stale gags , with no good inside dope , and no particular bite .","jus t a st ring of s tale g@gs , with no good inside dope , and n0 particula r bite .",0,True
how this one escaped the lifetime network i'll never know .,how this one esca ped the lifetime network i'll never know .,0,True
"the biggest problem with satin rouge is lilia herself . she's a cipher , played by an actress who smiles and frowns but doesn't reveal an inner life .","the biggest problem with satin rouge is lilia herself . she's a cipher , played by an actress who smiles and f rowns but doesn't reveal an in ner lif e .",1,True
