original_text,adversarial_text,original_label,requests_number,num_perturbed,attack_sucessful
Expats locked out. kycMap link http://kycmap.com/ link I hope is ok to add. Useful info here: https://bitcointalk.org/index.php?topic=454795.0 Need more info on problems it causes. Particularly to emmigrants (expats) who cannot provide proof of residency in any country. Has this led to an increase in the unbanked? jago25_98,Expats locked out. kycaMp link http:/kycmap.com/ link I hope is okey t o ad d. Useful info here: https://bitcointalk.org/index.php?topic=454795.0 Need more info on problems it causes. Particularly to emmigrants (expats) who cannot provide proof of residency in any country. Has this led to an increase in the unbanked? jago25_98,happiness,66,11,False
"Yes, there are good articles on Islamic fundamentalist, Islam as a political movement and militant Islam, and a stub on Islamic parties, which describe the issues in more depth. There is or was also an article on Islamism which presents a biased Wikipedia:USPOV that is only widely held in the US and Israel. The demographic information doesn't belong here but in Islamic World.","Yes, there are good articles on Islamic fundamentalist, Islam as a political movement and militant Islam, and a stub on Islamic parties, which describe the issues in more depth. Thee is or was aso an article on Islamism which prseents a biased Wikipedia : USPOV that be omly wdiely held in t he US and Israle. The demographic information doesn't belong here but in Islamic World.",neutral,82,12,True
"why was i blocked, cock suckers?","w hy wa s i blocked, cock mug?",confusion,23,4,True
Ofcourse there is! But this page is for public transport not general transport.,0fcourse in that respect is! But this page is for public transport not general transport.,neutral,19,3,True
"you are gay faggot, trying to block my ass, I'M BEHIND SEVEN PROXIES!","you are ga y faggt, trying to block my ass, I'M BEHIND SEEN procurator!",neutral,81,14,True
ROTFLMAO!!! This is a fucking riot!!!!,ROTFLMAO!!! This is a screw riot!!!!,anger,18,1,True
"Please read the entire section, and see how primary sources can be properly used. There is no need to insistently defend this poor review. Please see Wikipedia:Good article criteria for the proper GA criteria.","Please read the entire section, and see how primary sources seat be decent used. There is no need to insistently defend this poor review. Please see W1kipedia : Good article criteria for the proper GA criteria.",neutral,111,17,True
"Not about yourself Please read WP:AUTOBIO (and for good luck, read WP:RS as well...)","Not nearly yourself Please re ad WP : AUTOBIO ( and for good luck, read WP : RS as well... )",neutral,36,3,True
HAHAHA! GNAA WILL SCREW YOUR ASSES ALL THE WAY TO HELL. VANDALS RULE,HAHHA! GNAA WILL SCREW YOUR ASSES ALL THE WAY TO HELL. VANDALS RULE,happiness,9,1,True
"Is something wrong with you, you piece of shit? Are you even looking at the edits that you're reverting?","equal something wro ng with you, you piece of shi t? Are you even looking at the edits that you're reverting?",confusion,27,4,True
"cheers die in a fire, fianna failure","cheers die in a f ire, fiana failure",happiness,17,2,True
"My blocks LOL You mudsharking nigger lovers are idiots, I'm on a Dynamic IP 76.110.175.48 '''And","My blocks LO L Y0u mudsharking nigger lovers are idiots, I 'm on a Dynamic IP 76.110.175.48 '' ' And",happiness,29,2,True
"fire department alert We're having trouble tonight with a vandal, see Wikipedia:Block log. Some suspect it is the same user as 08:13, 10 Mar 2004 (UTC)","fire department alrt We 're having trouble tonight with a vandal, see Wikipedia : Block log. Some suspect it is the same user as 08:13, 10 Mar 2004 (UTC)",confusion,35,4,True
"! Shut your mouth! Dont tell me to be civil because I am done here. I will not log back into this site again or contribute to it again. Everybody here wants to act like a jackass thats fine, because I dont have to tolerate it.","! Sh ut your muoth! Dont tell me to be civil because I am done here. I will not log back into this site again or contribute to it again. Everybody here wants to act like a jackass thats fine, because I dont have to tolerate it.",anger,27,4,False
"Support. Authorised artwork uses all sorts of styling, as if styling doesn't matter. There is no indication that capitalised Like has any significance. Titling policy doesn't mandate following source styling. By default, follow the MOS.","Support. authorize artwork use$ @ll sorts of styling, @s if $tyling does n' t mater. There is no indication that capitalised Like has a ny significance. Titling policy does n 't mandate following source $tyling. By nonremittal, follow th3 MO$.",neutral,197,34,True
Igor Rakočević Two more.,Igor Rakočvić Two more.,neutral,29,5,False
What makes you think that I care about anything such an obviously unhinged person has to say about ducks or expressos or socks or anything else? Leave me alone. 193.109.199.35,What makes you think that I care about anything such an obviously unhinged person has to say about ducks o r expressos or socks or anything else? Leave me alone. 193.109.199.35,confusion,38,2,True
Hey simon Im completely done with Wikipedia. Im tired of the shit Ive gone through on this site so Fuck All Of You block me you know your going to so I wont fight it Im friends with Sinofdreams he goes to my college we have the same IP address but Wikipedia knows all so Block Me,Hey simon Im completely done with Wikipedia. Im tired of the shit Ive gone through on this site so Fu ck All Of You block me you know yor goign to so I wont fight it Im friends with Sinofdreams he goes to my college we have the same IP address but Wikipedia knows all so Block Me,anger,36,4,True
You are one goddamn ugly son of a bitch.,You are one goddamn ugly son of a bitc h.,anger,14,1,True
"record == Is it the largest US mil single loss of life since the Beirut barracks bombing?93.137.145.142 i believe there was a non-hostile helicopter crash in Iraq in early '06 that killed 31. i do believe it is the single largest hostile loss of life for our military since Beirut though. User:24.45.235.158 2:25, 7 August 2011 There has been no indication that this helicopter was an aviation asset of the 160th SOAR. ==","record == Is it the largest US mil single loss of life since the Beirut barracks bombing?93.137.145.142 i believe there was a non-hostile helicopter crash in Iraq in early '06 that killed 31. i do believe it is the single largest hostile loss of life for our military since Beirut though. User:2.45.235.158 2:25, 7 August 2 011 The re has been no indication that this helicoptre w as an aviation asset of the 16t0h SOR. ==",neutral,99,18,True
""" """"stupid""""? I'm so glad that Wikipedia is not biased. """,""" "" "" supid "" ""? I'm so glad that Wikipedia is not biased. """,confusion,19,7,True
"Just be quiet. Who the fuck are you to tell me what to do? I will post what I want, where I want, and if you don't like it, you can get cancer and die.","Just be quiet. Who the f uck are you to tell me what to do? I will post what I want, where I want, and if you don't like it, you can get cancer and die.",anger,18,1,True
"what o you do all day just sit around and wait for people to edit the page? lol at you being the one that deleted the renato laranja page too, unbelievable. stop trolling and get a life you nazi. im gonna change it whenever i want and there isnt a dam thing you can do about it.","what o you do all day just sit around and wait for people to edit the page? lo l at you being the one that deleted the renato laranja page too, unbelievable. stop trolling and get a life you nazi. im gonna change it whenever i want and there isnt a dam thing you can do about it.",happiness,23,1,True
lots of weasel-words see above,lots o f wea$el - word$ s ee abvoe,neutral,35,6,True
piss off you son of a bitch,pis s 0ff you Word 0f a bich,anger,37,7,True
WTF What are you talking about the last edit being vandalism? 129.78.220.7,WT F Wat are you talking about the last edit bei ng vandalism? 129.78.220.7,confusion,32,4,True
Smarojit Chakravarty I know your Facebook profile you are sitting with your son who is also a he/she. You are a she who likes to have sex with all Wikipedia's male administrators including smalljim. From your enemy Mridul Sharma who wants to find you and make you wear vidya balans clothes and will make you dance on ola ola ola. This is truth smarojit I know you are a she and wants have sex with Wikipedia male admins.,Smarojit Chakravarty I know your Facebook profile you are sitting with your son who is also a he/she. You are a she who likes to have sex with all Wikipedia's male administrators including smalljim. From your enemy Mridul Sharma who wants to find you and make you wear vidya balans clothes and will make you dance on ola ola ola. This i s truth smarojit I recognise you are a she and wish have sex with Wikipeda m ale admims.,neutral,76,11,True
"Not trying to offend, I just meant use footnote/reflist 'machinery' moving forward. FYI: I looked in Howarth's book, but I don't find that term. I see it all the time in DOANFS-based articles.","Not trying to ofend, I just neant use annotate / reflist ' machinery ' movng forward. FY I : I looked in Howarth's book, but I don't find that term. I see it a1l the time in DOANFS - found article.",neutral,128,23,True
haha that was great!! -,haha that wa s great!! -,love,32,6,False
other people's Gosh you can't even speak English which you claim to be your mother tongue. Puh-lease.,other people ' s Go sh you ca n't even mouth English which you claim to be your mother tongue. Puh - term of a contract.,neutral,67,9,True
""" Taking into account your a sock to you claimed your not """"anti"""" Pakistani and then you go around creating rubbish articles for retaliatory purposes such as azad kashmir so called rights abuses you brough this onto yourself I do not care about this 6 month crap no more I waited over a year in 2010 and I am not going to let your foul ill intentions ruin wikipedia lol taking into account your hissy fits your more of a bitch than I though you are """,""" Taking into account your a sock to you claimed your not "" "" anti "" "" Pakistani and then you go around creating rubbish articles for retaliatory purposes such as azad kashmir so called rights abuses you brough this onto yourself I do not care about this 6 month crap no more I waited over a year in 2010 and I am not going to let your foul ill intentions ruin wikipedia lol taking int o account your hissy fits your mo re of a bitch than I though you are """,confusion,101,3,True
"Yes, it must be. I didn't know you were anti-Semitic. I definately didn't know you hated blacks. Strange.","Yes, it must be. I did n't hump you were anti - Semitic. I definately didn't know you hated blacks. Strange.",confusion,38,6,True
I'll keep an eye on the talk page ... but feel free to post a reminder here once you post over there ... so that I can get to it without a delay. - (talk • contribs) -,I'll keep an eye on the talk page ... but feel free to post a reminder here once you post over there ... so that I can get to it withotu a d elay. - ( lecture • contribs ) -,neutral,46,10,True
"Removed above quote from Jimtaip, as the source was not provided67.142.130.44 .","Removed aboev quote from Jimtaip, a s the sorce was not provided67.12.130.44.",neutral,38,6,True
"AWB Hi, please don't use AWB to make trivial edits such as this one. It's against the rules of use.","AWB Hi, please don't use AWB to make trivial edits such as this one. It 's against th e rules of use.",neutral,13,1,True
am going to shoot you in the head and laugh as your brains splatter onto the ground. am going to shoot you in the head and laugh as your brains splatter onto the ground.,am going to shoot you in the head amd laugh as your brains splatter onto the ground. am going to shoot you in the head amd laugh as your brains splatter onto the ground.,neutral,26,1,True
"WHY RESPECT THIS NUTHATCH, YOU GUYS HAVE ISSUES AND NEED TO BE MEDICATED.","WHY RESPET THIS NUTHATCH, YOU GUYS HAVE ISSUES AND NEED TO BE MEDICATED.",confusion,20,1,True
"YOU TOO JEFF G, FUCKIN HOMOS.","YOU TOO JEFF G, FUCKIN HOMOS.",anger,39,8,False
"Brownie Ah, Samir, you brown terrorist piece of shit. Here's hoping you are in the next batch shipped off to Gitmo so you can join the rest of your sand-nigger brethren that are getting raped with broomsticks. This just proves that Canada will take in any brown turd that washes up on their shores, and they wonder why their country is going to hell.","Brownie Ah, Samir, you brown terrorist piece of shit. Here '$ hoping you are in the next batch shipped off to Gitmo so you can join the rest of your sand - nigger brethren that are getting raped with broomsticks. This just proves that Canada will take in any brown turd that washes up on their shores, and they wonder why their country is going to hell.",happiness,41,1,True
I will check this but not in the next few days.,I will chck this bu t not in the next few days.,neutral,21,2,True
"Block me then you cocksucker - clever people don't give a fuck about editing Wikikpedia? Just because Wikipedia has turned you into its bitch, you can't see that being blocked is not a 'punishment'. If it happened to you it would be a blessing, but you'll never see how much time and life you've completely WASTED, because your brain is mush. Fuckin wretch","Block me then you cocksucker - clever people don't give a fuck about editing Wikikpedia? Just because Wikipedia has turned you into its bitch, you can't see that being blocked is not a 'punishment'. If it happened to you it would be a blessing, but you'll never see how much time and life you've completely WASTED, because your brain is mush. Fcukin wrecth",anger,18,2,False
yall are fags who like it up the ass hard,y all are fags who like it up the ass har d,sadness,15,1,True
"Your JL Naudin deletion nomnination Like I said RadioFan, have patience, and stop straining for fame over your assumptions. And did you notice the page was just created? You're being stupid.","Your JL Naudin deletion nomnination Like I said RadioFan, have patience, and stop straining for fame over your assumptions. And did you notice the pge was just created? You're being stupid.",confusion,17,1,True
"wow well who do you think you are you cuntsy, like a prick fuck off your mums a dirty swag you shite eyed stupid nonce","wow well who do you think you are you cuntsy, like a prick have it off off your mums a dirt y swag you shite eyed stupid nonce",anger,35,2,True
I have no idea what you're talking about.,I have n0 idea what you 're talking about.,confusion,17,1,True
"Thank you, should I one day wish to yet again argue with a psychotic bitch I'll let you know. Meanwhile, please do stay off my talkpage.","Than k you, should I one day wish to yet again argue with a psychotic bitch I 'll let you know. Meanwhile, please do stay off my talkpage.",happiness,27,1,True
REDIRECT Talk:FN Model 1910,REDIRECT Talk : FN M0del 1910,neutral,35,6,False
"^^^ think this scares me? what will they do. nothing. grow up, stop taking wikipedia so seriously you pathetic saps.","^^^ think t his scares me? what will they do. nothing. grow up, stop taking wikipedia so seriously you pathetic saps.",fear,22,3,True
Go fuck yourself bitch,G o f uck youself btch,anger,23,4,True
that you are a homosexual who is very gay.,that you are a homsexual who is very gay.,neutral,16,2,True
"This bot is seriously driving us crazy This image exists, I must kill it!","This bot is sriously driving us crazy This image exists, I must kill it!",anger,21,1,True
""" Have a good vacation. cheers. –Spiff """,""" Have a good vacation. cheers. –Spiff """,love,29,6,False
"Haha, after looking at your talk page, its clear that you're a fucking idiot!! Do you work for Kraft foods or Pfizer or something? You should be banned from the internet for trying to spread lies. You are a worthless human being, and should be ashamed. Go eat some Doritos, moron.","Haha, aftre expect at your talk page, its cle ar that you 're a fucking idiot!! Do you work for Kraft foods or Pfizer or something? You should be banned from the internet for trying to spread lies. You are a worthless human being, and should be ashamed. Go eat some Doritos, moron.",happiness,40,4,True
""" Message You rude little child. I maintain civility. You don't """"Gandalf"""" or """"Golem"""" because you are acting like him. Talk pages are NOT forums keep that in mind before you make hypocrite. """,""" Message You rude little child. I maintain civility. You don't """"Gandalf"""" or """"Golem"""" because you are acting like him. Talk pages are NOT forums go along that in m ind before you make hypocirte. """,neutral,196,40,False
head voice very smoothly,head voice very smootly,happiness,9,1,True
"You may find Turkish claims unrealistic, however wikipedia has to remain a neutral source and thus it is not for us to remove information we don't agree with, based on our personal opinions. The claims from both sides should be represented in the article. If you can find a source with the PKK claim for the casualties of the conflict, than please provide this and we can add it to the infobox, which currently only includes Turkish claims and independent estimates.","You may find Turkish claims unrealistic, however wikipedia has to remain a neutral source and thus it is not for us to remove information we don't agree with, based on our personal opinions. The cla1ms from both incline should b3 repersented in the article. If you can find a source wih the PKK claim for the casualties of the conflict, t han please provdie this and we can impart i t to t he infobox, which currntly alone inludes Turkish claims and independent gauge.",neutral,219,36,True
Mandodi Kannan I guess you are from North Kerala. Do you know if the above article is real or hoax ? Thanks.,Mandodi Kannan I guess you are from North Kerala. Do you know if the above article is real or hoax ? Thnks.,happiness,9,1,True
"A contest you may be interested in Hello, KelleyCook. There is a new contest for U.S. and Canada roads that you may be interested in. To sign up or for more information, please visit ''' (T C)","A contest you may be interested in Hello, KelleyCook. There is a new contest for U.S. and Canada roads that you may be interested in. To sign up o r for more info, please visit ' '' (T C)",neutral,37,6,True
"HIV/AIDS map Thanks for notifying me of the request. I've replied on Hallibut's user page. - 17:23, 26 Dec 2004 (UTC)","H IV / attention map Thanks f or notifying m e of the request. I've replied on Hallibut's user page. - 17:23, 26 Dec 2004 (UTC)",happiness,48,7,True
"Afd vote on FTS== Sincere apologies for clobbering your vote. Don't know how it happened, and I assure you it wasn't intentional. 'S ok. Shit happens. Isotalo ==","Afd vote on FTS== Sincere apologies for clobbering your vote. Don't know how it happened, and I assure you it wasn't intentional. 'S ok. Shit happens. Isotalo ==",confusion,21,3,False
"""The definition of genre warrior is YOU. I am not """"warring"""" shit. I am adding sources for genres already existing. You are pushing your own opinion as fact. And I will destroy you if you continue to thwart me. ""","""The definition of genre warrior is YOU. I am not """"warring"""" shit. I am adding sources for genres already existing. You are pushing your own opinion as fact. And I will destroy you if you cntinue to thwart m e. """,anger,35,6,True
Reception I've added a section on the reception for Stevenson's work which I think more fully covers what people have said about it. I have not added the sources yet but I think all is clearly related to sources in the article. Comments please.,Reception I've added a section on the reception for Stevenson's work which I think more fully covers what people have said about it. I have not added the sources yet but I think all is clearly related to sources in the article. point out delight.,neutral,20,3,True
"I don't the issue is personal. Sia has his opinion, I have mine and you have yours. What is important is to bring actual sources for your POV. The issue can continue on the relevant talk page, so I'll stop here.","I don't the issue is personal. Sia ha s his oipnion, I sustain mine and you ha ve yours. What is important is to bring actual sources for your POV. The issue can continue on the relevant talk page, so I'll stop here.",neutral,35,4,True
""" Oh dear. I suppose I am now at the mercy of the """"douches"""" I was blocked for insulting. I do appreciate the gesture, though. And you really are doing good work with this plagiarism stuff. Although I am disenchanted with the editing experience, I still read Wikipedia articles every day, and you're one of the reasons they do not entirely suck. """,""" Oh dear. I suppose I am now at the mercy of the """"douches"""" I was blocked for insulting. I do appreciate the gesture, though. And you really are doing g ood work with this plagiarism stuff. Although I am disenchanted with the editing experience, I still read Wikipedia articles every day, and you're one of the reasons they do not entirely suck. """,love,21,2,True
"Big deal, there is NO attack. A fruit is not cursing anyway. it's not like I called him an ass hat or something. So be quiet and give up because you already lost the fight Blackeyedfool12","Big deal, there is NO attack. A fruit is not cursing anyway. it's not like I called him an ass hat or something. So be quiet and give up because you already lost the fight Blackeyedfool12",anger,5,0,False
""" Anyone here that can't see your obvious Jewish and POV bias and KOSHER PC-censorship, """"Mel"""", is really not very bright are they? POV Censoring articles in SSEE ignorance is some life, eh Mel? LOL! D""",""" Anyone here that can't see your obvious Jewish and POV bias and KOSHER PC-censorship, """"Mel"""", is really not very bright are they? POV Censoring articles in SSEE ignorance is some life, eh Mel? L OL! D""",happiness,21,1,True
""" December 2010 derailment and """"incidents"""" section Please refer to Talk:Toronto_Transit_Commission#Incidents_section the discussion here when creating incidents sections. While the story was newsworthy for the day, it is unlikely that it will be relevant next week or next month. """,""" December 2010 deralment and "" "" incidents "" "" section Please concern to Talk :Toronto_Transit_Commission#Incidents_section the discussion here when make incident sections. While the story was newsworthy for the day, it is unlikely that it will be relevant next week or next month. """,neutral,83,12,True
"\fuck you, who the shit is ari?","\fu ck yo u, who the shi t be a ri?",anger,49,9,False
"If there was a cure for AIDs, it would probably be bought up by rich jerks and sold for double. I believe that if u have AIDs, then that is sad for you, but many people have said that the ones to blame are ..... well, I wont go into that here. many people have there own opinion of who it is. But that is just my opinion. It must suck to be a person with Aids. I would not know.","If there was a cure for AIDs, it would probably be bought up by rich jerks and sold for double. I believe that if u have AIDs, then that is sad for you, but many people have said that the ones to blame are ..... well, I wont go into that here. many people have there own opinion of who it is. But that is just my opinion. It must suck to be a person with Aids. I would no t knw.",confusion,31,5,False
I don't fucking care Fuck you. 78.68.210.173,I do n 't fucking care jazz y ou. 78.68.210.173,anger,44,8,False
WHY did u remove my complaint???? is this a conspirasyy?? I WANT TO COMPLAIN i hav been racially abused u know that is a crime right?? u are an ACOMPLISE.,WHY did u remove my complaint???? is this a conspiraysy?? I WANT TO COMPLAIN i hav been racially abus3d u kmow t hat constitute a crime ri ght?? u are an ACOMPLISE.,confusion,74,14,True
LOL-fagstar Are you and Queeftet still buttfucking each other? LMFAO,LO L - fagstar Are you and Queeftet still buttfucking each other? LMFAO,happiness,17,1,True
""" I'm using the new Page Curation, I'm sorry that I marked them wrong but it did not fall under anything else that I could see. Talk """,""" I 'm using the new Page Curation, I 'm sor ry that I marked them wrong but it did not fall under anything else that I could see. Talk """,shame,23,1,True
"Thanks for writing, but no biggie! i felt I owed you an explanation of why I deleted the personal attacks. I was told not to respond to them, just delete them. (and any responses I had made!) but your courtesy in writing is GREATLY APPRECIATED - we could use a little more of that around here, ouch! THANKS!","give thanks f or writing, but n o biggie! i felt I owed you an explanation of why I deleted the personal attacks. I was told not to respond to them, just delete them. (and any responses I had made!) but your courtesy in writing is GREATLY APPRECIATED - we could use a little more of that around here, ouch! THAKS!",happiness,36,5,True
Are you fucking kidding me? As I Lay Crying is complete trash and nowhere even CLOSE to black metal. Get off this site.,Are you fucking kiding me? As I Lay Crying is complete trash and nowhere even CLOSE to black metal. Get off this site.,confusion,37,6,False
"Hey, stop it! Please stop changing nu metal to alternative metal it is a fact that they are nu metal, Dalkaen (or should I say Mr. Fucking Wanker?) and you have the wrong information! Get a life.","Hey, s top it! Please stop changing nu metal to alternative metal it is a fact that they are nu metal, Dalkaen (or should I say Mr. Fucking Wanker?) and you have the wrong information! Get a life.",anger,12,1,True
user:jeppiz and user:DeCausa are busy in molesting their own mothers.,substance abuser : jeppiz and user : DeCauas are busy in molestng theri own sire.,neutral,81,15,False
"Motherfucker look at what u have done to the references. The codes are all messy. Dont teach me about copyright laws. Copyright materials are always copyright materials everywhere. U useless OCD psycho, u dont have anything better to do, do u? I told u to take a look at the page of IIT Bombay, fucker. Cant find any violation of policies there, huh? The page of Cornell University still uses Flag icons. What a shame u r? U r only good as talking. U r useless. U got a lot to learn too.","Motherfucker look at what u have done to the references. The codes are all messy. Dont teach me about copyright laws. Copyright materials are always copyright materials everywhere. U u$eless OCD psycho, u do nt have anything better to do, d o u? I told u to take a look at the page of IIT Bombay, fucker. Ca National Trust find any violation of policies thee, h uh? The page of Cornell University still uses Flag icons. What a shame u r? U r only good as talking. U r useless. U got a lot to learn too.",confusion,103,16,True
"The article Projectivism could use a lot of work Hi! You seem to have some knowledge and interest in philosophical topics. If you have some time and access to appropriate resources, Projectivism needs a lot of help.","The article Projectivism could use a lot of work Hi! You se em t o have some knowlede amd interest in philosophical theme. If you have some time and access to appropriate resources, Projectivism needs a lot of help.",neutral,229,41,False
I saw you got blocked To bad it wasn't for life dickhead,I saw you got blocked T o bad it was n' t for life dickhead,confusion,22,2,True
"I think my talk page edit was very constructive - it actually brought attention to the fact that the article was a piece of shit. I AM FIXING YOUR BROKEN WIKI BY ANY MEANS NECESSARY, AND DON'T TRY TO STOP ME.","I think my talk page edit was very constructive - it actually brought attention to the fact tha t the article was a piece of shit. I AM FIXING YOUR BROKEN WIKI BY ANY MEANS NECESSARY, AND DON'T TRY TO STOP ME.",confusion,32,2,True
you are gay you are shit,you ar e gay you equal shit,disgust,15,2,True
Ya muthafuckers blocked You guys are dumbasses. You'd better be a bit more sane or you will face a lifelong sentence in an asylum. This is directed at Pikang.,Ya muthafuckers blocked You guys are dumbasses. You'd better be a bit more sane or you will face a lifelong sentence in an asylum. This is directed at Pikang.,confusion,4,0,False
"""Incidents such as this are often referred to as """"Silviaesque Shitscapades"""" on MMA Radio shows such as Fightlinker's """"Low Blow: Mailbag"""". Keep on shittin' Big Tim. """,""" Incidemts such A this ar oftn referred to equally "" "" Silviaesque Shitscapdes "" "" om MMA Rdaio sh ows such a s Fihgtlinker ' s "" "" Low Blow : postbag "" "". Keep on shittin' Big Tim. """,neutral,155,33,True
