original_text,adversarial_text,original_label,requests_number,num_perturbed,attack_sucessful
"think you are a double headed breast!!!!!!!!!!!11111 i am t3h l337 , i love your porn sites!!! ftw love j + s <3","believe you are a doule headed breast!!!!!!!!!!!11111 i a m t 3h l337, i love yor porn sites!!! ft w lo ve j + s <3",LABEL_2,98,22,True
""" Great Go and die painfully you foul mouthed sanctimonious moron. The road to hell is paved with """"good intentions"""". Roast slowly...""",""" Great Go @nd d1e painuflly y ou fol mouthed pharisaic mron. The road to hell is paved with """"good intentions"""". Roast slowly...""",LABEL_0,57,9,True
"Man 1. Get a life 2. Read what I wrote it explains it. 3. chetniks anti-Nazis? Now you shown you´re real face, don´t wright to me anymore I won´t respond and you can call it childish or wtf you want but I don´t want to waste my breath on Nazi sympatitors. I won´t read what you say anymore I´l laf my ass of if it sais I got new messages. NOT Peace","Man 1. Get a life 2. Read what I wrote it explains it. 3. chetniks anti-Nazis? Now you shown you´re real face, don´t wight to me anymore I won´t respond and you can call it childish or wtf you want but I don´t want to wast3 my breath along Nai sympatiors. I wont´ red wha t y0u say anymroe I´1 l af ny @ss of if it sais I got newly substance. NO T Peac e",LABEL_0,341,59,False
"Come on man, don't be a prick94.195.251.61","Co me along man, do n't be a prick94.195.25.161",LABEL_0,24,4,True
"Wow. Omg okay so i just made this really long page and you deleted it. thanks, BIOTCHHHHH. geez. stop deleting my things or else i'll sue you, faaaagggggggg. stop deleting my things or i'll find you. and i'll kill you. kill. kill. kill .","Wow. Omg okay so i just made this really long page and you deleted it. thanks, BIOTCHHHHH. geez. st op edit my things or ese i ' ll su e y0u, faaaaggggggg. stop deleting m y things or i ' ll find you. and i 'll kill y ou. ki ll. ki ll. kill .",LABEL_0,181,33,False
You just fucked with the wrong dude You messed with the real law now and you fucked up175.38.160.39,You just know with the wron g dude You nessed with the real la w now and you roll in the hay up175.38.160.39,LABEL_0,42,5,True
wiki sucks ass. from admin,wiki sucsk a ss. from admin,LABEL_0,15,2,True
""" Very good point, most of these so called """"papers"""" from last century are basically worthless because they are so out of touch with today's computing environment. I find the examples from the """"forbidden website"""" most interesting because of the resolution and color depth are much closer to what is actually be used these days. """,""" Very good point, most of these so called """"papers"""" from last century are basically worthless because they are so out of touch with today's computing environment. I find the examples from the "" "" forbidden website "" "" most interesting because of the resolution and color depth are much closer to what is actually be used these days. """,LABEL_2,39,1,True
|small = |living = No |class = Stub |priority = Low |core = |attention = |past-collaboration = |peer-review = |old-peer-review = |needs-infobox = |needs-persondata = |activepol = |a&e-work-group; = |politician-work-group = |british-royalty = |royalty-work-group = |military-work-group = |sports-work-group = |s&a-work-group; = |musician-work-group = |peerage-work-group = |baronets-work-group = |filmbio-work-group = |non-bio = |removal = |listas = |needs-photo = |auto =,|smlal = |living = No |class = Stub |priority = Low |core = |attention = |past-collaboration = |peer-review = |old-peer-review = |needs-infobox = |needs-persondata = |activepol = |a&e-work-group; = |politician-work-group = |british-royalty = |royalty-work-group = |military-work-group = |sports-work-group = |s&a-work-group; = |musician-work-group = |peerage-work-group = |baronets-work-group = |filmbio-work-group = |non-bio = |removal = |listas = |needs-photo = |auto =,LABEL_1,483,119,False
Expats locked out. kycMap link http://kycmap.com/ link I hope is ok to add. Useful info here: https://bitcointalk.org/index.php?topic=454795.0 Need more info on problems it causes. Particularly to emmigrants (expats) who cannot provide proof of residency in any country. Has this led to an increase in the unbanked? jago25_98,Expats locked out. kycMap link http://kycmap.com/ link I hope is ok to add. Useful info here: https://bitcointalk.org/index.php?topic=454795.0 Need more info on problems it causes. Particularly to emmigrants (expats) who cannot provide proof of residency in any country. experience this led to an inrease in the unanked? jago25_98,LABEL_1,71,11,False
"Yes, there are good articles on Islamic fundamentalist, Islam as a political movement and militant Islam, and a stub on Islamic parties, which describe the issues in more depth. There is or was also an article on Islamism which presents a biased Wikipedia:USPOV that is only widely held in the US and Israel. The demographic information doesn't belong here but in Islamic World.","Yes, there are good articles on Islamic fundamentalist, Islam as a political movement and militant Islam, and a stub on Islamic parties, which describe the issues in more depth. There i s 0r wa$ @lso an artile along Islamism which presnets a biased Wikipedai : U SPOV that is only wide hed inwards the U S an d Israel. The demographic information doesn't belong here but in Islamic World.",LABEL_1,155,27,False
"why was i blocked, cock suckers?","wh y wa s i blocked, co ck mark?",LABEL_0,39,8,False
Ofcourse there is! But this page is for public transport not general transport.,Ofcourse there is! But this p@ge i s for public ravish not generl transport.,LABEL_1,66,11,False
"you are gay faggot, trying to block my ass, I'M BEHIND SEVEN PROXIES!","y ou a re g ay fagot, trying to block my atomic number 33, I'M BEHIND SEVEN PROXIES!",LABEL_0,41,6,True
ROTFLMAO!!! This is a fucking riot!!!!,ROTFLMAO!!! Tis is a know rio t!!!!,LABEL_0,24,3,True
"Please read the entire section, and see how primary sources can be properly used. There is no need to insistently defend this poor review. Please see Wikipedia:Good article criteria for the proper GA criteria.","Please read the entire section, and $ee ho w basal beginning can b e decent employ. There is no need to insistently defend this poor review. Please see Wikipedia : Good article criteria for the proper GA criteria.",LABEL_1,164,29,False
"Not about yourself Please read WP:AUTOBIO (and for good luck, read WP:RS as well...)","Not about yourslef Plase read WP : AUTOBIO ( and for good luck, read WP : RS as well... )",LABEL_1,37,3,True
HAHAHA! GNAA WILL SCREW YOUR ASSES ALL THE WAY TO HELL. VANDALS RULE,HAHAHA! GNAA WILL SCREW YOUR ASSES ALL THE WAY TO H ELL. VANDALS RULE,LABEL_0,17,1,True
"Is something wrong with you, you piece of shit? Are you even looking at the edits that you're reverting?","Is something w rong with you, you objet d'art 0f s hit? Are you even looking at the edits that you're reverting?",LABEL_0,31,4,True
"cheers die in a fire, fianna failure","cheers di e in a fire, fianna failure",LABEL_0,12,1,True
"My blocks LOL You mudsharking nigger lovers are idiots, I'm on a Dynamic IP 76.110.175.48 '''And","My blocks LOL You mudsharking nigger lovers ar e changeling, I 'm on a Dynamic IP 76.110.175.48 '' ' And",LABEL_0,29,2,True
"fire department alert We're having trouble tonight with a vandal, see Wikipedia:Block log. Some suspect it is the same user as 08:13, 10 Mar 2004 (UTC)","fire department alert We 're having troube tonight with a vandal, see Wikipedia : Block log. Some suspect it is the same user as 08:13, 10 Mar 2004 (UTC)",LABEL_0,24,1,True
"! Shut your mouth! Dont tell me to be civil because I am done here. I will not log back into this site again or contribute to it again. Everybody here wants to act like a jackass thats fine, because I dont have to tolerate it.","! Shu t your moth! Dont tell me to be civil because I am done here. I wll mot log back into tis land site aain operating theater contribute t0 it ag ain. Everybody here wats to act like a jackass that s fine, because I do nt have to tlerate it.",LABEL_0,288,53,False
"Support. Authorised artwork uses all sorts of styling, as if styling doesn't matter. There is no indication that capitalised Like has any significance. Titling policy doesn't mandate following source styling. By default, follow the MOS.","Support. Authorised artwork uses all sorts of styling, as if styling doesn't matter. There is no indication tht capitalised Like give birth a ny significance. Titling policy doesn't mandate following source styling. By default, follow the MOS.",LABEL_0,33,3,True
Igor Rakočević Two more.,I gor Raokčević Tw o more.,LABEL_1,29,5,False
What makes you think that I care about anything such an obviously unhinged person has to say about ducks or expressos or socks or anything else? Leave me alone. 193.109.199.35,What mak3s you think that I cae about anything such an oviously unhnged p3rson induce to sa y about ducks or expressos or socks or anytihng else? Leave me alone. 193.109.199.35,LABEL_0,74,9,True
Hey simon Im completely done with Wikipedia. Im tired of the shit Ive gone through on this site so Fuck All Of You block me you know your going to so I wont fight it Im friends with Sinofdreams he goes to my college we have the same IP address but Wikipedia knows all so Block Me,Hey simon Im completely done with Wikipedia. I m tried of the sit I ve gone through along tis locate so Fuk All Of You block me you know your going to so I wont fight it Im friends with Sinofdreams he goes to my college we have the same IP address but Wikipedia knows all so Block Me,LABEL_0,89,14,True
You are one goddamn ugly son of a bitch.,Yo u a re one blessed ug ly so n of a bit ch.,LABEL_0,51,10,True
"record == Is it the largest US mil single loss of life since the Beirut barracks bombing?93.137.145.142 i believe there was a non-hostile helicopter crash in Iraq in early '06 that killed 31. i do believe it is the single largest hostile loss of life for our military since Beirut though. User:24.45.235.158 2:25, 7 August 2011 There has been no indication that this helicopter was an aviation asset of the 160th SOAR. ==","record = = Is it the larget US mil single loss of li fe since the Beirut barracks bombing?93.137.145.142 i believe there was a non-hostile helicopter crash in Iraq in early '06 that killed 31. i do believe information technology personify the singe largset hotile los of 1ife for ou r miliatry simce capital of Lebanon though. User:24.45.235.158 2:25, 7 August 2011 There has been no indication that this helicopter was an aviation asset of the 160th SOAR. ==",LABEL_0,144,22,True
""" """"stupid""""? I'm so glad that Wikipedia is not biased. """,""" """"stupid""""? I 'm so glad that Wikipedia is n ot biased. """,LABEL_2,16,1,True
"Just be quiet. Who the fuck are you to tell me what to do? I will post what I want, where I want, and if you don't like it, you can get cancer and die.","Just be quiet. Wh o th e bonk ar e y ou to te ll ne wat to practice? I will post what I want, where I want, and if you don't like it, you can get cancer and die.",LABEL_0,63,10,True
"what o you do all day just sit around and wait for people to edit the page? lol at you being the one that deleted the renato laranja page too, unbelievable. stop trolling and get a life you nazi. im gonna change it whenever i want and there isnt a dam thing you can do about it.","wat o yo u do entirely daylight jst si t around and wait for people to edit th3 page? lol at y ou being the one that deleted the renato laranja pa ge too, unbelievable. stop troll amd g3t a lie y ou nzi. im gonna change it whenever i want and there isnt a dam thing you can do about it.",LABEL_0,242,43,False
lots of weasel-words see above,mint of weasel - words s ee ab ove,LABEL_0,41,7,False
piss off you son of a bitch,p iss o ff you son o f a bith,LABEL_0,26,4,True
WTF What are you talking about the last edit being vandalism? 129.78.220.7,WTF What are you talking about the last edit beign vandalism? 129.78.220.7,LABEL_0,19,1,True
Smarojit Chakravarty I know your Facebook profile you are sitting with your son who is also a he/she. You are a she who likes to have sex with all Wikipedia's male administrators including smalljim. From your enemy Mridul Sharma who wants to find you and make you wear vidya balans clothes and will make you dance on ola ola ola. This is truth smarojit I know you are a she and wants have sex with Wikipedia male admins.,Smarojit Chakravarty I know your Facebook profile you are sitting with your son who is also a he/she. You be a she w ho lik es to have sex wih completely Wikipedia ' s ma le administrators include smallijm. From your enemy Mridul Sharma who wants to find you and make you wear vidya balans clothes and will make you dance on ola ola ola. This is truth smarojit I know you are a she and wants have sex with Wikipedia male admins.,LABEL_0,106,18,False
"Not trying to offend, I just meant use footnote/reflist 'machinery' moving forward. FYI: I looked in Howarth's book, but I don't find that term. I see it all the time in DOANFS-based articles.","Not trying to offend, I just mean u$e footnote / reflist ' machinery ' moing forwad. FYI: I looked in Howarth's book, but I don't find that term. I see it all the time i n DONAFS - based articles.",LABEL_1,116,23,True
haha that was great!! -,haha that w as gre at!! -,LABEL_2,16,2,True
other people's Gosh you can't even speak English which you claim to be your mother tongue. Puh-lease.,other people's Gosh you ca n 't eve n speka Eglish which you cla im to be your mother tongue. Puh-lease.,LABEL_0,42,5,True
""" Taking into account your a sock to you claimed your not """"anti"""" Pakistani and then you go around creating rubbish articles for retaliatory purposes such as azad kashmir so called rights abuses you brough this onto yourself I do not care about this 6 month crap no more I waited over a year in 2010 and I am not going to let your foul ill intentions ruin wikipedia lol taking into account your hissy fits your more of a bitch than I though you are """,""" Taking into account your a sock to you claimed your not "" "" an ti "" "" Pakisatni and them you g0 around ceating rubbish articles for retaliaory purposes such as azad kashmir so called rights abus3s you brough this onto yourself I make out n0t charge @bout th is 6 month cr ap no mo re I watied ove r a year in 201 0 and I a m not going to let your ful il1 intentions ruin wkipedia lol taking into account your hiss y fits your to a greater extent o f a btich than I though you are """,LABEL_0,463,85,True
"Yes, it must be. I didn't know you were anti-Semitic. I definately didn't know you hated blacks. Strange.","Yes, it must be. I did n 't kno w you wer e ani - Semit1c. I definately did n't k now yo u haed blcaks. Strange.",LABEL_0,80,14,True
I'll keep an eye on the talk page ... but feel free to post a reminder here once you post over there ... so that I can get to it without a delay. - (talk • contribs) -,I ' ll keep an eye on the talk page... but feel free to post a reminder here once you pot over there... s0 that I can get to it without a delay. - ( tlk • contrisb ) -,LABEL_1,191,35,True
"Removed above quote from Jimtaip, as the source was not provided67.142.130.44 .","Removed above quote from Jimtaip, as th3 source was not provided67.142.130.44.",LABEL_0,73,13,False
"AWB Hi, please don't use AWB to make trivial edits such as this one. It's against the rules of use.","AWB Hi, please do n't use AWB to make little edits such as this one. 1t ' s aganist the ru les 0f u se.",LABEL_0,76,10,True
am going to shoot you in the head and laugh as your brains splatter onto the ground. am going to shoot you in the head and laugh as your brains splatter onto the ground.,am going to soot you in the head and laugh as you r brains splatter onto the ground. am going to soot you in the head and laugh as you r brains splatter onto the ground.,LABEL_0,28,2,True
"WHY RESPECT THIS NUTHATCH, YOU GUYS HAVE ISSUES AND NEED TO BE MEDICATED.","WHY RESPECT THIS NUTHATCH, YOU GUYS HAVE ISSUES AND NE ED TO BE MEDICATED.",LABEL_0,19,1,True
"YOU TOO JEFF G, FUCKIN HOMOS.","YO U TO0 JFF G, FUCIKN HOMO$.",LABEL_0,39,8,False
"Brownie Ah, Samir, you brown terrorist piece of shit. Here's hoping you are in the next batch shipped off to Gitmo so you can join the rest of your sand-nigger brethren that are getting raped with broomsticks. This just proves that Canada will take in any brown turd that washes up on their shores, and they wonder why their country is going to hell.","Brownei Ah, Sam ir, y ou br own terrroist pieec of s hit. Here 's hop-skip you are in the next bath shipped off to Gitmo so you can join the rest of your sand - nigger brethren that are getting raped with broomsticks. Tis jut examine tht Cnaada will take in any brown tur d that washes up on their shores, and they wonder why the ir coutnry be passing t0 h3ll.",LABEL_0,417,73,False
I will check this but not in the next few days.,I will che ck this but not in the net f ew days.,LABEL_1,36,5,True
"Block me then you cocksucker - clever people don't give a fuck about editing Wikikpedia? Just because Wikipedia has turned you into its bitch, you can't see that being blocked is not a 'punishment'. If it happened to you it would be a blessing, but you'll never see how much time and life you've completely WASTED, because your brain is mush. Fuckin wretch","parry m3 so you cocskucker - clever peope practice n' t kick in a do it a bout editnig Wikikpedia? Just because Wikipedia has turned you into its bitch, you can't see that being blocked is not a 'punishment'. If it happened to you it wuld be a blessing, but you 'll never see how much time and life yo u 've copmletely WASETD, because your brain is mu sh. Fukcin wrecth",LABEL_0,411,75,False
yall are fags who like it up the ass hard,y all are fas who like it up the as s hard,LABEL_0,20,2,True
"Your JL Naudin deletion nomnination Like I said RadioFan, have patience, and stop straining for fame over your assumptions. And did you notice the page was just created? You're being stupid.","Your JL Naudin deletion nomnination Like I said RadioFan, have patience, and stop straining for fame over your assumptions. And did you notice the page was just created? Yo u 'r3 bei ng stupdi.",LABEL_0,26,4,True
"wow well who do you think you are you cuntsy, like a prick fuck off your mums a dirty swag you shite eyed stupid nonce","w ow w3ll who make out yo u tink you ar y0u cuntsy, like a prcik love off yor mums a dir ty swag y ou shi te eyed stuipd no nce",LABEL_0,112,19,True
I have no idea what you're talking about.,I h ave no idea what you 're taling about.,LABEL_0,19,2,True
"Thank you, should I one day wish to yet again argue with a psychotic bitch I'll let you know. Meanwhile, please do stay off my talkpage.","Thank you, should I one day wish to yet again argu e with a psychoitc bitch I 'll let you know. Meanwhile, please do stay off my talkpage.",LABEL_0,32,2,True
REDIRECT Talk:FN Model 1910,REDIRECT T alk : F N Mod3l 190,LABEL_1,35,6,False
"^^^ think this scares me? what will they do. nothing. grow up, stop taking wikipedia so seriously you pathetic saps.","^^^ think t his scares me? what will they do. nothing. grw up, plosive taking wikipedia so in earnest you ptahetic sa ps.",LABEL_0,85,15,True
Go fuck yourself bitch,Go love yourself bit ch,LABEL_0,13,2,True
that you are a homosexual who is very gay.,that you are a homoseual who is very ga y.,LABEL_0,20,2,True
"This bot is seriously driving us crazy This image exists, I must kill it!","This bot is seriously drivng us crazy This image exists, I must pop it!",LABEL_0,26,2,True
""" Have a good vacation. cheers. –Spiff """,""" H ave a god vacaiton. cheers. –Spiff """,LABEL_2,38,8,False
"Haha, after looking at your talk page, its clear that you're a fucking idiot!! Do you work for Kraft foods or Pfizer or something? You should be banned from the internet for trying to spread lies. You are a worthless human being, and should be ashamed. Go eat some Doritos, moron.","Haha, after looking at yo ur talk page, information technology clera that you 're a fuckig idio t!! Do you work for Kraft foods or Pfizer or something? You should be banned from the internet for trying to spread lies. Y ou equal a worthlses humna bein g, a nd shuold be ashamd. Go eat some Doritos, moron.",LABEL_0,272,51,False
""" Message You rude little child. I maintain civility. You don't """"Gandalf"""" or """"Golem"""" because you are acting like him. Talk pages are NOT forums keep that in mind before you make hypocrite. """,""" Message Y ou rud e litle chld. I maintain civility. You don't """"Gandalf"""" or """"Golem"""" because you are acting like him. Talk pages are N OT forums keep that in mind before you make dissimulator. """,LABEL_0,62,9,True
head voice very smoothly,head vo1ce v ery smoothly,LABEL_2,16,2,True
"You may find Turkish claims unrealistic, however wikipedia has to remain a neutral source and thus it is not for us to remove information we don't agree with, based on our personal opinions. The claims from both sides should be represented in the article. If you can find a source with the PKK claim for the casualties of the conflict, than please provide this and we can add it to the infobox, which currently only includes Turkish claims and independent estimates.","You may find Turkish claims unrealistic, however wikipedia has to remain a neutral source and thus it is not for us to remove information we don't agree with, based on our personal opinions. The lay claim f rom bo th side$ sholud be represented in the article. If you dismiss recover a source with the PKK clam for the casualties of the conflict, than please allow this and we can add 1t to the infobox, which currently only includes Turkish claims and indep3ndent forecast.",LABEL_1,236,38,True
Mandodi Kannan I guess you are from North Kerala. Do you know if the above article is real or hoax ? Thanks.,Mandodi Kanman I gues$ you are f rom Notrh Ker@la. Do y0u know i f the above article exist rel o r hoax? Thanks.,LABEL_1,126,22,False
"A contest you may be interested in Hello, KelleyCook. There is a new contest for U.S. and Canada roads that you may be interested in. To sign up or for more information, please visit ''' (T C)","A contest you may be interested in Hello, KelleyCook. There is a new contest for U.S. and Canada roads that you may be interested in. T o si gn up o r for more inofrmation, please visit ' '' (T C)",LABEL_1,35,5,True
"HIV/AIDS map Thanks for notifying me of the request. I've replied on Hallibut's user page. - 17:23, 26 Dec 2004 (UTC)","HIV / AIDS map Thanks for ntifying me of the request. I 'v3 replied along Halilbut ' s us3r pag e. - 17:23, 26 De c 20 04 ( coordinated universal time )",LABEL_1,110,20,True
"Afd vote on FTS== Sincere apologies for clobbering your vote. Don't know how it happened, and I assure you it wasn't intentional. 'S ok. Shit happens. Isotalo ==","Afd voting on FT== Sinecre apologies f or clobbering your vote. Don't know how it happened, and I assure you it wasn't intentional. 'S ok. Shit happens. Isot@lo = =",LABEL_1,71,13,True
"""The definition of genre warrior is YOU. I am not """"warring"""" shit. I am adding sources for genres already existing. You are pushing your own opinion as fact. And I will destroy you if you continue to thwart me. ""","""The definition of genre warrior is YOU. I am not """"warring"""" shit. I am adding sources for genres already existing. You are pushing your own opinion as fact. And I will desrtoy you if you contineu to thart me. """,LABEL_0,37,4,True
Reception I've added a section on the reception for Stevenson's work which I think more fully covers what people have said about it. I have not added the sources yet but I think all is clearly related to sources in the article. Comments please.,Recepti0n I 've added a section on the reception for Stevenson '$ work which I think more fully covers what people have said abuot it. I have not append the sourcse yet but I think all 1s clearly related t o sourecs 1n th e article. Commnets plase.,LABEL_1,271,49,False
"I don't the issue is personal. Sia has his opinion, I have mine and you have yours. What is important is to bring actual sources for your POV. The issue can continue on the relevant talk page, so I'll stop here.","I don't the issue is personal. Sia has his opinion, I have mine and you have yours. What is important is t o bring actual sources for your POV. The isseu displace c0ntinue on the re1evant t@lk page, so I 'l l stop her3.",LABEL_1,267,49,False
""" Oh dear. I suppose I am now at the mercy of the """"douches"""" I was blocked for insulting. I do appreciate the gesture, though. And you really are doing good work with this plagiarism stuff. Although I am disenchanted with the editing experience, I still read Wikipedia articles every day, and you're one of the reasons they do not entirely suck. """,""" Oh near. I suppose I am now at the mercy of the """"douches"""" I was blocked for insulting. I do appreciate the gesture, though. And you really are doing good work with this plagiarism stuff. Although I am disenchanted with the editing experience, I still read Wikipedia articles every day, and you're one of the reasons they do not entirely suck. """,LABEL_0,118,25,False
"Big deal, there is NO attack. A fruit is not cursing anyway. it's not like I called him an ass hat or something. So be quiet and give up because you already lost the fight Blackeyedfool12","Big deal, there is NO attack. A fruit is not cursing anyway. it's not like I called him an ass hat or something. So be lull and giv3 upwards because you already lot the fight Blackeydfool12",LABEL_0,41,5,True
""" Anyone here that can't see your obvious Jewish and POV bias and KOSHER PC-censorship, """"Mel"""", is really not very bright are they? POV Censoring articles in SSEE ignorance is some life, eh Mel? LOL! D""",""" Anyone here that ca n't see your obvious Jewish and POV bis and KOSHER PC - censorship, "" "" Mel "" "", is really mot very bright @re they? POV Censoring articles in SSEE ignorance is some life, eh Mel? LOL! D""",LABEL_0,57,4,True
""" December 2010 derailment and """"incidents"""" section Please refer to Talk:Toronto_Transit_Commission#Incidents_section the discussion here when creating incidents sections. While the story was newsworthy for the day, it is unlikely that it will be relevant next week or next month. """,""" December 2010 derailment and """"incidents"""" section Please refer to Talk:Toronto_Transit_Commission#Incidents_section the discussion here when creating incidents sections. While the story was newsworthy for the day, it is unlikely that it will be relevant next week or next month. """,LABEL_0,4,0,False
"\fuck you, who the shit is ari?","\fu ck you, who th3 sh it is ari?",LABEL_0,26,3,True
"If there was a cure for AIDs, it would probably be bought up by rich jerks and sold for double. I believe that if u have AIDs, then that is sad for you, but many people have said that the ones to blame are ..... well, I wont go into that here. many people have there own opinion of who it is. But that is just my opinion. It must suck to be a person with Aids. I would not know.","If there was a cure for AIDs, it would probably be bought up by rich jerks and sold for double. I belive tht if u have ADs, ten that is s ad for y ou, but many people have said that the ones to blme ar e.... well, I wont go into that here. many people have there own opinion of who it is. But that is just my opinion. information technology must suk t o b3 a perosn wit h A1ds. I would not know.",LABEL_0,178,31,True
I don't fucking care Fuck you. 78.68.210.173,I do n't fuck deal ass you. 78.68.210.173,LABEL_0,44,8,False
WHY did u remove my complaint???? is this a conspirasyy?? I WANT TO COMPLAIN i hav been racially abused u know that is a crime right?? u are an ACOMPLISE.,W HY did u renove m y comlaint???? is this a conspirasyy?? I WANT TO COMPLAIN i hav ben racia1ly abusde u kow that represent a cr1me right?? u are an ACOMPLISE.,LABEL_0,99,19,True
LOL-fagstar Are you and Queeftet still buttfucking each other? LMFAO,LOL - fasgtar Are you and Queeftet st ill buttfucking eac h other? LMFAO,LABEL_0,37,5,True
""" I'm using the new Page Curation, I'm sorry that I marked them wrong but it did not fall under anything else that I could see. Talk """,""" I 'm using the new Page Curation, I 'm sorry t hat I marked them wrnog but it did not fall under anything else that I could see. Talk """,LABEL_0,28,2,True
"Thanks for writing, but no biggie! i felt I owed you an explanation of why I deleted the personal attacks. I was told not to respond to them, just delete them. (and any responses I had made!) but your courtesy in writing is GREATLY APPRECIATED - we could use a little more of that around here, ouch! THANKS!","Thanks for writing, but no bigge! i felt I owed you an explanation of why I deleted the personal attacks. I was told not to respond to them, just delete them. (and any responses I had made!) simply yor courtesy im save i s GREALY revalue - w3 could use a niggling more 0f that roughly hither, ouch! THANKS!",LABEL_2,135,23,True
Are you fucking kidding me? As I Lay Crying is complete trash and nowhere even CLOSE to black metal. Get off this site.,Are you have it away kiddimg m3? As I set Cryign cost comlpete trsah an d nowhre een CLO SE to black meta1. Get off th is site.,LABEL_0,127,22,True
"Hey, stop it! Please stop changing nu metal to alternative metal it is a fact that they are nu metal, Dalkaen (or should I say Mr. Fucking Wanker?) and you have the wrong information! Get a life.","Hey, stop it! Pleae full point changing nu metl t o @lternative metl it is a fact that they be nu met@l, Dalkaen ( or $hould I enjoin Mr. Fucing Wnaker? ) and you ha ve the wrnog data! Ge t a life.",LABEL_0,201,37,True
user:jeppiz and user:DeCausa are busy in molesting their own mothers.,user : jeppiz and user : DeCausa are busy in mlesting their own mothers.,LABEL_0,20,1,True
"Motherfucker look at what u have done to the references. The codes are all messy. Dont teach me about copyright laws. Copyright materials are always copyright materials everywhere. U useless OCD psycho, u dont have anything better to do, do u? I told u to take a look at the page of IIT Bombay, fucker. Cant find any violation of policies there, huh? The page of Cornell University still uses Flag icons. What a shame u r? U r only good as talking. U r useless. U got a lot to learn too.","Motherfcker depend astatine wht u have through with to th3 rfeerences. The codes a re all messy. D o mt teach me abut copyright laws. Copyright materials are always copyright materials everywhere. U uselses OCD pscyho, u d o National Trust rich person anyth1ng better to do, do u? I say u to submit a look at the page of IIT Mumbai, fcker. Cant find any violation of policies there, huh? The page of Cornell University still uses Flag icons. Wha t a same u r? U r only good as talking. U r useles. U got a lot to learn too.",LABEL_0,315,63,True
