original_text,adversarial_text,original_label,requests_number,num_perturbed,attack_sucessful
"RT @I_AM_YOUNGPAPER: ""@Shane_A1: @I_AM_YOUNGPAPER boy wat in dat bitch eatin lunch err other day""Im Tellin Ya","R T @I_AM_YOUNPAPER : "" @ShaneA_1 : @I_AM_YOUNGPAPER boy wat in d@t bitch eatin l unch err o ther day""Im Tellin Y a",neutral,107,19,False
Ruley a bitch ry,Ruley a btch r y,anger,13,2,True
"Black guy in class: *attempts to throw a paper ball into the trash*
*misses* 
Mrs. Mundy: ""You're a disgrace to your race, Marcus""
&#128514;&#128514;&#128514;","Black guy in class : * attempts to throw a paper ball into the trash * * misses * Mrs. Mundy : "" You 're a disgrace to your race, Mracus "" & # 128514;&#128541;&#128514 ;",neutral,55,5,True
hot nigga is just as big as I don't like was. bobby bitch nice too RT @BLASTography: @WaymoTheGod he won't tho,hot nigga is just as big as I don't like was. bobby bitch nice too R T @BLASTography : @WaymoTheGod he wo n't tho,neutral,27,3,True
"@Liveitupjersey yeah...I try NOT to follow them ZULU looking bitches. 
#muslims FLAT OUT NO WAY!
I use my sheets on my bed, NOT MY HEAD!","@Liveitupjersey yeah...I try NOT to follow them ZULU looking bitches. #muslims FLAT OUT NO WA Y! I use my sheets on my bed, NOT MY HEAD!",disgust,13,2,True
Winking emoji? I'm about to fuck her right in the pussy,winkle emjoi? I'm about to fuck her right in the pussy,confusion,18,3,False
@thereal_EMandM ain't like I have anything to do bitch boy lol.,@thereal_EMandM ai n't like I have anything to do bitch boy l ol.,happiness,17,1,True
@JustTooMuchCake Lmao. it bel ike that nowadays,@JustTooMuchCake Lmao. it bel ike that nowadays,happiness,3,0,False
"@stevedischiavi Thanks 'Walking Dead' Bro Steve For Mend..USMC ""Come on you son-n-bitches you want to live forever""! DoG","@stevedischiavi Thaks ' Walking Dead ' Bro Steve For Mend.. USMC "" Come on you son - n - bitches you want to live forever ""! DoG",happiness,34,1,True
@BolandDrummer I have never once in my life been to a 'coffee shop' like Starbucks. I am a hick though.,@Bolandrummer I induce never once in my life been to a ' coffee shop ' lie Starbucks. I am a hick though.,neutral,45,6,True
@hayyllss Merry Christmas Hun ! &#127877;&#127876;&#10084;&#65039;,@hayyllss Merry Christmas Hun ! & # 127877;&#127876;&#1008;&#65039 ;,neutral,16,4,False
"RT @LovelyMariiee: ""@GinaSanabria_: Exes swear they can do better, then you see their next bitch ..... &#128514;&#128514;&#128514;&#128553;&#128553;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;""","R T @LoevlyMariiee : "" @GinaSanabria _ : Exes swear they can do better, then you see their next bitch ..... &#128514;&#128514;&#128514;&#128553;&#128553;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;""",neutral,125,26,False
"Every time I play a Patapon game and hear the ""Ushishi Theme"", I think of a beatboxing monkey. ""YO YO YO GET UPPA!!!""","Every clock I gaming a Patapon g ame and har th e "" Ushisih melodic theme "", I thimk of a beatbxoing monkey. "" YO YO YO GET UPA!!! """,neutral,118,24,True
Night niggers,Night niggers,neutral,15,2,False
"Virtually zero protections for LGBTQ persons in Alabama. Not a lot of acceptance, either. Think about queer Alabamian kids today?","Virtually zero prot3ctions for LGBTQ persons in Alaabma. Not a lot of acceptance, either. Think about queer Alabamian kid s now?",neutral,69,11,True
@_TheBlackNerd wyd fag,@_TheBlackNred wyd weary,neutral,21,3,False
Traffic in the gables &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;,Taffic i n th e gales & lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt ;,neutral,37,7,False
"I would like to test and see how long your tongue really is, my lady. [eggplant emoji] @Tinashe","I would like to test and see how long your tongue really is, my lady. [ eggplant emoj i ] @inashe",neutral,23,5,True
@O_ShitItsLaura haha because I'm too cool for them hoes lmao jk I got reported supposedly that I was a fake account &#128554;,@O_ShitItsLaura h aha because I 'm too co ol for them hoes lmao jk I got reported supposedly that I was a fake account & # 128554 ;,happiness,40,3,True
Like I can't have niggas thinkin ho-tep talk time is apart of my party sets.,Like I ca n't give birth niggas thinkin ho - tep talk time i s apart of my party set$.,neutral,55,9,True
22 talented drivers RT @garrisonstudio: I am really glad there haven't been any yellows. But why haven't there been any yellows??,22 talented drivesr RT @garrisonstudio : I am really glad there have n't ben any yellowness. But why haven't there been any yellows??,happiness,62,9,True
City highway skyscrapers building lights yellow blue http://t.co/kOC9uYBFqV,City highway skyscrapers establish lights yellw bue http:/t/.co/kOC9uYBFqV,neutral,51,8,False
RT @BroadDayJay_: Fellas remember to stock up on thermals and Timbs before the dykes buy them all,RT @BroadDayJay _ : Fellas remember to stck up on theramls and Timbs bfore the dy kes buy them a ll,neutral,60,10,True
Thou shall not mock Ryan(the future)Kelly,Thou shall not m0ck Ryan(the future)Kely,neutral,23,3,True
"@SoftestMuffin @_tee13 @TorahBlaze at the end of the day, they call yo dumb ass monkey, picka'nanny hoe. But u luv them white devils","@SoftesMuffin @_tee31 @TorahBlaze at the ending 0f the day, tey ca ll yo dumb ass moneky, picka'annny hoe. But u luv th em wh ite Beelzebub",neutral,145,26,False
"RT @seansteiger31: I don't gang bang ho, I jus gang bang these hoes &#128299;","RT @seansteiger31 : I do n't gng bang ho, I jus gang thrill the se hoe s & # 128299 ;",neutral,78,15,True
@FattyyTooRaw well Ontario is like kind of a dump now that the ghetto moved here since its cheaper to live here so.. &#128514;,@FattyyTooRw wel Otario i s alike kind of a shit now that the ghetto movd here sicne its cheaper t o lie here $o.. & # 182514 ;,neutral,149,27,False
#StopWhitePeople RT @ABC7: 9 cases of West Nile virus infections reported in Orange County this year; 105 dead birds found carrying virus,# StopWhitePeple RT @AB C7 : 9 caess of West Nile virus infection reorted inward Oramge Couty t his yr ; one hundred five ded bird s fo und dribble virus,neutral,137,25,False
RT @thachosenkid321: @DonQuixtote he trash tbh #StartMikeVike,R T @thahosenkid321 : @DonQuixtte atomic number 2 trash tbh # StatrMikeVike,neutral,51,9,False
This game on some shit!! Haha playing that hoe high had me and my nigggs trippen haha,This game on some shit!! Hah a plyaing that hoe high had me and my nigggs trippen hah a,happiness,32,4,True
@Lov3Tadaisha &#128514;&#128514;&#128514; a box full of yellow crayons.,@Lov3Tadai$ha & # 12854;&#128514;&#128514 ; a corner fu ll o f yell0w cryons.,neutral,55,12,False
"RT @TheAsaCrawford: You shoulda learned how to bake, cuz bitches love cake","RT @TheAsaCrawford : You shoulda learned how to bake, cuz bitches loe cake",love,19,1,True
"@kboydee like some of the ""worst"" lyrics they post are beautiful but just because they don't know what they're talking about, it's ""trash""","@kboydee like some of the "" worst "" lyrics they post are baeutiful but just because they do n't know what they 're talking about, it 's "" trash """,confusion,37,1,True
I am extremely sad to have to admit that some of the best 21st century Arabic rhymes have been written by Jihadis,I am extremely s ad to have to admit that some of the best 21st century Arabic rhymes have been written by Jihadis,sadness,26,1,True
