original_text,adversarial_text,original_label,requests_number,num_perturbed,attack_sucessful
Keep those away frm Charlie Day RT @JhonenV: Just once in my life I'd like for someone's favorite part of my body to be my disgusting knees.,Ke ep those away frm Charlie Da y RT @JhnenV : Just formerly in my life history I ' d wish for somebody ' s favorite p art of ny boy to be my disgsting articulatio genus.,toxic,177,31,False
@ElyssaJankowski @ComedyTextings haha she a stupid hoe,@ElyssaJankowski @ComedyTextings hha sh e a sutpid h oe,toxic,41,7,False
Fuck dat bitch,Fuck d at b1tch,toxic,21,3,False
"One of my favorite songs. ""There's a man on the shoreline with a white parakeet trying to make his bird go home."" http://t.co/bQ3CBIPk6s","I of my favorite songs. "" Thee ' s a man along the shoreline with a Edward D. White parrakeet trying to name his bird cash in one's chips home. "" http://t.co/bQ3CBIPk6s",toxic,151,28,False
S/O to my Luu's. These are down bitches! Don't fuck with them.,S / O to my Luu 's. These are down gripe! Do n' t get laid with t hem.,toxic,97,19,False
This niggga said I be branding bitches &#128569;&#128514;&#128514;&#128514;&#128514;&#128527;,Thi$ niggga said I be branding squawk & # 128569;&#128514;&#128514;&128514;&#128514;&#128527 ;,toxic,53,11,False
got my bitch in her whip coming to pick me up,got my grouse in her whp coming to pick Maine up,toxic,69,11,False
RT @K1mb0Slyc3: Me too! &#8220;@WhatsAshirt: Defiantly going to see that new planet of the apes tonight&#8221;,RT @1Kmb0Slyc3 : M3 also! & # 8220;@WahtsAshirt : rebelliously going to see that freshly planet of the copycat tonight&#8221 ;,toxic,111,22,False
After tonight&amp;&amp; many more nights to come!! I will show you what a cold hearted bitch can do!!! #donefeedup #solo,subsequently tonight&amp;&amp ; many more nighttime to cone!! I will show you what a dusty hearted grouse can do!!! # doneefedup # solo,toxic,135,28,False
Aint no hoe in blood,A1 nt no ho3 in blo od,toxic,39,6,False
Hahahaa so people can't parent differently...? Twitter is fuckin trash ahahahha http://t.co/b6koSBMzBz,Haahhaa then people Calif. n 't parent diferently...? Twitter i s fckin tras h ahahahha http://t.co/b6koSBMzBz,toxic,91,15,False
anybody want any sugar maple saplings? I have about 50 popping up in Heidi's hillbilly beach. me and emm's planted two Friday.,anybody want any sugar maple saplings? I have about 50 popping improving in Heidi ' s hi1lbilly bach. m3 and enm 's planted two Friday.,toxic,153,27,False
RT @hilaryde92: Always a fat bitch in the handicap spot but never a dude in a wheelchair.,RT @hilaryde92 : Always a plump kick in the handicap spot simply never a due atomic number 49 a wheelchair.,toxic,97,19,False
"I named my penis ""The Truth"" because bitches can't handle it.","I nam ed ny pnis "" The Truth "" becasue kick ca n 't hadnle it.",toxic,77,15,False
RT @JesusMVela: &#8220;@Enriquuee_: @JesusMVela @wigga32 fucking pussy that's why&#8221; exactly. Let me @ the nigga @RyanMattheww7 were talking about &#8230;,RT @JesusMVela : & # 8220;@Enriquuee _ : @Je$usMVela @wgiga32 know snatch that ' s why&#8221 ; exactly. Let m3 @ the spade @RyanMatteww7 were talking around & # 820 ;,toxic,147,31,False
"@Blackman38Tide Ha bitch, I'm pickin' up beach babes left n right on the West Coast http://t.co/lDXNpohLyD","@Blackman38T1de hour angle crab, I ' m pickin ' upwards bach baebs 1eft n rig ht along the West Coat http://t.co/lDXNpohLyD",toxic,101,19,False
@gezus__ you gunna let that bitch do you like that?,@gezus _ _ you gnuna let th at btich do you comparable that?,toxic,71,13,False
"""@kazooook: We actin like it's the 7th day @WesGodLaFlare http://t.co/s9gMtEvpaT""
&#128123;spook",""" @akzooook : We atcin comparable it ' s the 7th mean solar day @WesGodL@Flare http://t.cos/9gMtEvpaT "" & # 12823;spook",toxic,85,17,False
&#8220;@coltscommunity @Pacers @nflcolts @indystar #CHUCKSTRONG #GoldSwagger http://t.co/6q5wm3VU&#8221; thats awesome &#127936;+&#127944;=&#128077;&#128076;&#9757; #hoosiers,& # 8220;@coltscommunity @Pacers @nflcolts @indystar # CHUCKSTRONG # GoldSwagger http://t.co/6q5wm3VU&#8221 ; th at s awesmoe & # 127936;+&#127944;=&#28077;&#128076;&#9757 ; # hosiers,toxic,89,21,False
RT @kamaalrkhan: Sir @ArvindKejriwal career tho apka waise bhi khatam ho chukka. You have become new Amar Singh so try for publicity #Kejr&#8230;,RT @kamaalrkhan : Sir @ArvindKejrwal calling tho apka wise b hi khatam h o chkka. You stimulate go fresh Amar Sigh thusly endeavor for publicity # Kejr&#8230 ;,toxic,151,27,False
@josh_sclafani You're also a better little bitch,@josh_slcafani You 'r3 as well a better little bithc,toxic,47,8,False
iggy wanna be black so bad. ur a white widow hoe,igy wa nna be blak thus tough. ur a wh ite wid0w h0e,toxic,69,12,False
"RT @goodmanwood: Rise+Rhyme #snowpatricksday @busboysandpoets: ON in the AM! Wear your green, dance a jig &amp; sing a lively tune w/ me!
http:&#8230;","RT @goodmanwood : Rise+Rhyme # snowpatricksday @busboysadpoets : along in the AM! Wear y our green, da nce a gigue & a mp ; sin g a lively tune w / Pine Tree State! http:&#8230 ;",toxic,155,32,False
I'm with 3 bitches &amp; 2 of em mix,I ' m with 3 holler & amp ; 2 of 3m mix,toxic,55,12,False
"He died for a reason RT @ShyThugg: ""@viaNAWF: I didn't follow you back cuz you fat, bitch. Foh large hoe."" Jesus ain't pleased fam","atomic number 2 d1ed for a reason RT @$hyThugg : "" @viaNAWF : I did n 't follow you endorse cuz y0u f at, btich. Foh lrage ho e. "" Jeuss ai m't pleaed f@m",toxic,169,33,False
Parsons trash,Parsons trah,toxic,15,2,False
"Tell them hoes ""I'm all friended out""","Tell tem hes "" I ' m altogether friended out """,toxic,51,10,False
"RT @Factsionary: Pink ""albino"" dolphins are extremely rare but do exist in the wild. http://t.co/gWyLpgC9lP","RT @Factsonary : Pnk "" ablino "" dolphins represent extremely rare just do exits in the wid. http:/t.co/gWyLpgC9lP",toxic,103,19,False
@BitchMedia what's up my bitches?! Shout out from your momz in Cali! Keep doin what u do. #loveit,@BitchMedia what ' s improving m y bitces?! Shout come out from yor moz in Cali! Kep doin what u get along. # love1t,toxic,129,24,False
"But bitch you gon shave or wax that pussy before I bless it, Foh.","But holler you gon $have or wax tha t pusy earlier I bles it, Foh.",toxic,87,16,False
"Do birds have dongs? How do they mate? Help me, I'm an adult who doesn't know how animal sex works!!!","Do birds have dongs? How do they mate? Help Pine Tree State, I ' m an adu1t World Health Organization does n 't know how aniaml se x works!!!",toxic,147,28,False
#Yankees Pineda needed that 6'7. Great play!,# Northerner Pineda needed that 6' 7. Great play!,toxic,53,10,False
"RT @IllusiveHaven: shhhh&#8230;
wrap yourself around me
let me kiss the bruises on your heart
lick your unhealed wounds
and taste the raw wild ho&#8230;",RT @IlluiveHaven : shhhh&#8320 ; wrap yourself close to Maine let Maine k iss the bruise along y0ur heart figure out y our uhealed wounsd and tast3 the cutting wil d ho&#820 ;,toxic,159,28,False
"Don't dance, Iggy. It's trash just like your music.","Don't dance, Iggy. It 's applesauce just comparable y our music.",toxic,77,14,False
smh RT @uglyhxes Tyga shoulda knew Blacc Chyna was a hoe when his son crip walked out her pussy.,snh RT @ulyhxes Tyga shulda knew Blcc Chnya Evergreen State a h oe when his Word crp walked o ut her snatch.,toxic,115,20,False
@Oskzilla @yaseenxkahn sleep niggah! Lol,@Oskzilla @yaseenxkhan s leep nigg@h! Lol,toxic,37,6,False
RT @Venus_Lynn: &#8220;@dylxnl: look ghetto but it work http://t.co/chrvW9dPca&#8221;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;,RT @Venus_Lynn : & # 8220;@ylxnl : lok gheto simply information technology work http://t.co/chrvW9dPca&#8221;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557 ;,toxic,67,14,False
"RT @MetalHammer: Are you in London this evening? 
Well ex-Iron Maiden member, Tony Moor, will be busking outside Balham train station from &#8230;","RT @MetalHamemr : make up you inward London th1s evening? considerably 3x - Iron Maiden member, Tony Moor, will represent busing outside Balhan train place from & # 8230 ;",toxic,165,32,False
Serious question: what do white boys pull up on bitches bumpin?,Serious question : what do Edward D. White bos pull upwards on squawk bumpin?,toxic,73,13,False
@Drfreezeburnn That's not bias. It's an objective fact that Philly fans are cunts.,@Drfreezeburnn That ' s not bias. information technology ' s an objective fact that Phlly fans equal cnts.,toxic,99,17,False
"""I used to dress up like a cop too.""
""Oh really?""
""Yeah...right after 9/11...mad pussy.""
""Really?""
""Yes...I'll NEVER FORGET.""",""" I secondhand to dress upward wish a pick up too. "" "" Oh really? "" "" Yeah... rightfield aftr 9/ 11... nad kitty. "" "" Really? "" "" Yes... 1'll NEVER FORGET. """,toxic,183,40,False
@tweetstar10 Saw that there's a 15&#176; slope to the wire? That enough for a zip-line? #businessopportunity,@tweetstar10 Saw that there's a 15&#176; slope to the wire? That adequate for a travel rapidly - communication channel? # businesspoportunity,toxic,117,23,False
RT @JuanNDaCut: When twitter rappers dm me their trash links http://t.co/yck16ZiNZZ,RT @JuanNDaCtu : Wen twitter rappers dm Pine Tree State tehir chalk radio link http://t.co/yck16Z1NZZ,toxic,73,12,False
@jesstoth we could get matching burner phones and be ghetto fab for a few months,@jesstoth we could get duplicate bruner phones and atomic number 4 getto fabulous for a few moths,toxic,89,15,False
All these faggot fell asleep on me,All thes e nance fell asleep along me,toxic,45,7,False
@yfly23 mock draft?,@yfly23 mock draft?,toxic,23,4,False
That was trash. I'm just gonna put my phone down. Goodnight,That equal tear apart. I 'm just gon na set up my phone dowm. Goodnight,toxic,85,15,False
Pull up on a nicca #Bored,P ull upwards along a nica # Bored,toxic,37,7,False
"RT @ZekeJMiller: RT @MarcACaputo: ""I've met few people in politics that I disrespect more than Charlie Crist,"" --Rudy Giuliani","RT @ZekeJMiller : RT @MarcACaputo : "" I 've met few people in political science that I diserspect more tan Carlie Crit, "" --Rudy Giuliami",toxic,125,25,False
Let's run a train on this bitch,Let ' s run a trian along this backbite,toxic,47,8,False
@wboundurant92 like I said drose needs to stop being a pussy lol,@wboumdurant92 l ike I said drose neesd to stp make up a pssy lo1,toxic,67,12,False
"""I'll slit your throat-neck"" http://t.co/ChFFSDeDdd",""" I '1l s lit your troat - nec k "" http://t.co/ChFFSDeDdd",toxic,47,10,False
RT @mitrebox: At this point every voter in Florida has voted both for and against Charlie Crist.,RT @mitrebox : At this po int evrey elector in Florida has voted both for and againt Charlei C rist.,toxic,109,19,False
"""For every bad bitch there is a nigga tired of fucking her""",""" For every bad bi tch there is a nigag tire d of have a go at it her """,toxic,75,14,False
RT @s_devante: That moment were u friend zone a bitch at 3am for calling u# do u now way time it is please gtf out my face#rich homie quan &#8230;,RT @sd_evante : That moment be u friend zoe a gripe at 3 am for callign u # do u now way time information technology is please gtf KO'd m y facerich hoie quan & # 8230 ;,toxic,179,36,False
RT @hildismom: MT @jjauthor: US ghettos-driven by liberal ideology; http://t.co/6ONYrmggND #RedMeat,RT @hlidismom : MT @jjauthor : US ghetos - labor by liberal political orientation ; http://t.co/6ONYrmggND # RedeMat,toxic,85,17,False
@greekkid31 @TaraSetmayer @TheWillDunne yes true reagan was the first..ike wouldnt. While president and he was supreme allied commander.,@greekkid31 @TaraSetmayer @TheWillDunne yes straight raegan was the first.. President Eisenhower wou ld National Trust. W hile president and he was sovereign allied commandant.,toxic,137,23,False
"@Claudialena8 she wasn't saying she did, but yes me and Kannon have both been in the ghetto and know what it's like so u look dumb.","@Claudialena8 she follow n' t saying she fare, simply yes m3 and Kanon have both been inward the ghtto and kow what it ' s the likes of therefore u lok dim.",toxic,171,30,False
RT @gab_mccarthy: @rosestokoe @JuliaMarie892 @_suline @violetethompson @CAmatuzzo but then there's the yellow writing on the black jerse ...,RT @gab_mccarthy : @rosestokoe @JuliaMarie892 @_uline @violetethompson @CAmatuzzo b ut then in that location '$ the yellow writing along the blcak jerse...,toxic,121,20,False
"@Zonozi @QuantRyse @Hockeypuck55 Classic drunk Carter texts never fail. Hey stfu I'm coming over. Oops, I'm here come the fuck outside bitch","@oZnozi @QuantRyse @Hockeypuck55 classical drun k Cart3r tex ts nevre fai1. He y stu I ' m coming over. Oops, I ' m hre c ome the have sex outside grouse",toxic,149,27,False
A pharaohs nd his angry bird http://t.co/jMC2eR32Ka,A Pharaoh of Egypt nd his wild bird http://t.co/jMC2eR32Ka,toxic,41,7,False
@_icantmiss Boys still got birds in the cage? Lol,@_icanmiss Bos still got shuttle inward the cage? L ol,toxic,61,10,False
Old lady went to pay and reached all the way over my plate. Hate eating on bar countertops. Stupid white bitch.,Old gentlewoman went to pay and reachd completely the way over m y photographic plate. Hat e eating along b ar countertops. $tupid White River bit ch.,toxic,139,24,False
"""@lildurk_: I can turn yo bitch into a eaterrrrrrrrr""",""" @lildurk _ : I c an act y0 bithc ito a eatrerrrrrrrr """,toxic,57,13,False
@Ant_Dgk @Buckm00se @ChainskiBum would this faggot survive in TJ?,@Ant_gk @Buckm0se @hCainskiBum would tis nance survive Indiana T J?,toxic,59,10,False
How you like them apples you pineapple bitch?,How you like tem apples y ou pineappel kick?,toxic,53,9,False
"LMFAO, stupid bitch tells me at the door they already started, and to come back.&#128514;&#128514; UMMMM NAH","LFMAO, pudding head grouse tels me at the threshold they already stated, and to coe back.#128514;&#128514 ; UMMM NAH",toxic,111,20,False
"Laat Zihni Ozdil met rust jullie gemene trollen, hoe durven jullie zijn mening in twijfel te nemen! Zijn zegje is wet en*kuch**kuch*. .water","Lat Zinhi Ozdil met rust jullie gemene trlolen, hoe durven jullie zijn menig in twijfel atomic number 52 nem en! Zijn zegje 1s plastered en*kuh**kuch *..water",toxic,151,27,False
"This guy is nits&#8220;@Lucci_Dpc: i learn new things every day, u the only one still talkin bout jim crow. There go that republican hypocrisy&#8221;","This laugh at equal nits&8#220;@Lucci_Dpc : i lear n new things evrey daytime, u the only one still talkin bout jim line-shooting. in that respect blend that republicna hyopcrisy&#8221 ;",toxic,149,28,False
@jacksparenohoe hotter than a pussy in a pepper patch....who makes this shit up anyways...?,@jackspareonhoe red-hot thn a p ussy in a pepper patch.... World Health Organization makes this snitch up anyway...?,toxic,99,18,False
#BlessJesus The #Crown of HIS head to the sole of HIS feet,# BlessJesus The # Crown of HI S promontory to the sole of H IS feet,toxic,79,14,False
"Oh Yahweh, your hand is upon me, your shadow hovers over me.For your sake, The House of Ysrah'al mock me all day long http://t.co/wXEs0DQRP9","Oh Yahweh, y0ur helping hand 1s upon m3, you r shadow hvoers over m3.For your sa ke, The planetary house of Ysra'al mck Pine Tree State all day long http://t.co/wXEs0DQRP9",toxic,163,29,False
"@karmendanielle_ aka he wanna keep you warm, shoulda just introduced himself #coons","@karmendanielle _ aka helium wanna observe you warm, shuolda just introduced himself # Procyon lotor",toxic,83,15,False
it's 2014 bitches need to be ready for the D fellaz! Don't play they games! Let that high school tease shit last a day. #swag,it 's 2014 btches need to be ready for the D fellaz! Don't play they games! Lashkar-e-Toiba that eminent civilize tea se sit 1ast a 24-hour interval. #swag,toxic,171,31,False
Can't stop eating graham crackers,California n't stop eat on graham crackres,toxic,39,6,False
A miserable bitch is on the docket today. Lois 'Misery' Lerner better get grilled. The ordered harassment was undeniable. #breakherdown #war,A msierable squawk i s along the docket today. Lois ' Misrey ' Lerner better get grilled. The consistent torment was undenibale. # breakhedrown # warfare,toxic,145,28,False
RT @Smart_Cookie86: If I had to pick a President of the Uncle Tom association I would pick Larry Elder.,RT @Smart_Cookie86 : If I make to pick a President of the Unlce To m association I would pick Larry Elder.,toxic,109,21,False
#uppers loving the show this morning. Chris is directing the conversation beautifully. Make the teabaggers talk!,# uppres loving the show this morning. Cris comprise directing the conversation beautifully. gain the teabaggers talk!,toxic,111,20,False
@BetoDavidThomas @JesseCanon bitch my mom didn't call you,@BetoDavidTomas @JesseCanon gripe my nom fare n 't call you,toxic,57,9,False
"RT @medzzzx: *claims hoes don't exist* 

*uses hoe in her name* http://t.co/tSNzJgPye4",RT @medzzxz : * clamis hoe ut m't exits * * uses hoe in her name * http://t.co/tSNzJgyPe4,toxic,91,18,False
&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/saWpjDtIGN,& # 933 ; BEST AISAN MASSAGE along THE Brooklyn commons side -- TOP RATED SPA & # 9733;718 - 62 2 - 0221 - 24 http://.tco/saWpjDtIGN,toxic,121,25,False
My Lil cousin been locked up for 2 years for beating a bitch with. Metal bucket,M y Li l cousin been locked upward for 2 long time for betaing a bithc with. alloy bucket,toxic,95,17,False
"RT @AdviceToWriters: A bird doesn't sing because it has an answer, it sings because it has a song.
MAYA ANGELOU

#poetry #writing","RT @AdviceToWrters : A bird does n't sing because it hold an solvent, it spill the beans because information technology has a strain. MAYA ANGELOU #poetry #writing",toxic,145,28,False
"RT @I_AM_YOUNGPAPER: ""@Shane_A1: @I_AM_YOUNGPAPER boy wat in dat bitch eatin lunch err other day""Im Tellin Ya","RT @I_AM_YOUNGPAPER : "" @Shane_A1 : @I_AM_YOUNGPAPER boy wat Indiana digital audiotape bith etain luncheon e rr former day""1m Tellin Ya",toxic,107,19,False
Ruley a bitch ry,Rule y a bitc h ry,toxic,23,4,False
"Black guy in class: *attempts to throw a paper ball into the trash*
*misses* 
Mrs. Mundy: ""You're a disgrace to your race, Marcus""
&#128514;&#128514;&#128514;","Blcak guy wire inward sort : * attenpts to hold a ppaer ball imto the methamphetamine * * msises * Ms. Mndy : "" Y ou 'r e a dsigrace to yur race, Marcus "" & # 128514;&#128514;&#128154 ;",toxic,169,37,False
hot nigga is just as big as I don't like was. bobby bitch nice too RT @BLASTography: @WaymoTheGod he won't tho,hot spade is just equally prominent as I do n' t like was. bobyb b itch nice likewise RT @BLASTography : @WaymoTeGod helium wo n' t tho,toxic,143,25,False
"@Liveitupjersey yeah...I try NOT to follow them ZULU looking bitches. 
#muslims FLAT OUT NO WAY!
I use my sheets on my bed, NOT MY HEAD!","@Liveitupjersey yeah...I essay NOT to fllow th em ZULU looking bellyache. # mslims FLAT kayoed NO WAY! I use of goods and services my seets on my bed, NOT MY guide!",toxic,177,32,False
Winking emoji? I'm about to fuck her right in the pussy,Winking emoji? I ' m aobut to have sex he r right in the p ussy,toxic,75,13,False
@thereal_EMandM ain't like I have anything to do bitch boy lol.,@tereal_EMandM a1 m't li ke I have anything to set backbite bo y lo1.,toxic,73,13,False
@JustTooMuchCake Lmao. it bel ike that nowadays,@JustTooMuchCake Lm ao. information technology B ike that nowadays,toxic,49,8,False
"@stevedischiavi Thanks 'Walking Dead' Bro Steve For Mend..USMC ""Come on you son-n-bitches you want to live forever""! DoG","@stevediscihavi Thanks ' Walking Dad ' Br o Steve For Mend.. USMC "" Coe along y ou Logos - n - crab y ou wa nt to bouncy forever ""! DoG",toxic,147,29,False
@BolandDrummer I have never once in my life been to a 'coffee shop' like Starbucks. I am a hick though.,@BolandDrummer I have neer formerly in my life history personify to a ' coffee s hop ' similar Starbucks. I am a hik though.,toxic,117,24,False
@hayyllss Merry Christmas Hun ! &#127877;&#127876;&#10084;&#65039;,@hayyllss Merry Christmas H un! & # 127877&#127876;&#10084;&#65039 ;,toxic,43,9,False
"RT @LovelyMariiee: ""@GinaSanabria_: Exes swear they can do better, then you see their next bitch ..... &#128514;&#128514;&#128514;&#128553;&#128553;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;""","RT @LovelyMariiee : "" @GinaSanbria _ : Exes swear they can do better, then you see their next bitch ..... &#128514;&#128514;&#128514;&#128553;&#128553;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;""",toxic,125,26,False
"Every time I play a Patapon game and hear the ""Ushishi Theme"", I think of a beatboxing monkey. ""YO YO YO GET UPPA!!!""","Every time I play a Patapon game and listen the "" Ushishi musical theme "", I thik of a beatboxing mnokey. "" YO YO YO pose UPPA!!! """,toxic,145,32,False
Night niggers,Night nigers,toxic,15,2,False
"Virtually zero protections for LGBTQ persons in Alabama. Not a lot of acceptance, either. Think about queer Alabamian kids today?","Virtually z3ro auspices for LGB TQ mortal in Alabama River. Not a lot of acceptance, either. remember almost quee r Aabamian kids today?",toxic,131,24,False
@_TheBlackNerd wyd fag,@_TheBlacNkerd wyd f ag,toxic,21,3,False
Traffic in the gables &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;,dealings in the gables & lt;&lt;&lt;&lt;lt;&lt;&lt;&lt ;,toxic,37,7,False
"I would like to test and see how long your tongue really is, my lady. [eggplant emoji] @Tinashe","I would like to try and see how long y our tongue genuinely embody, my gentlewoman. [ egglant 3moji ] @Tniashe",toxic,117,22,False
@O_ShitItsLaura haha because I'm too cool for them hoes lmao jk I got reported supposedly that I was a fake account &#128554;,@O_hitItsLaura hha because I ' m overly cool for thm hoe lm ao jk I got reported purportedly that I comprise a fae calculate & # 18554 ;,toxic,131,26,False
Like I can't have niggas thinkin ho-tep talk time is apart of my party sets.,Like I ca n' t have coon thinkin atomic number 67 - tep talk time is apart of my pary sets.,toxic,105,19,False
22 talented drivers RT @garrisonstudio: I am really glad there haven't been any yellows. But why haven't there been any yellows??,22 talented drivers RT @garrisonstudio: I am really glad there haven't been any yellows. But why have n't in that respect been any yellows??,toxic,147,27,False
City highway skyscrapers building lights yellow blue http://t.co/kOC9uYBFqV,City main road skyscrapers building lights yellow blue http://t.co/kOC9uYBFV,toxic,51,8,False
RT @BroadDayJay_: Fellas remember to stock up on thermals and Timbs before the dykes buy them all,RT @BroadDayJay _ : Felals recollect t o stoc k astir along thermals and Tmbs earlier the dyks buy them wholly,toxic,109,19,False
Thou shall not mock Ryan(the future)Kelly,Thu shall not moc k Ryan(the future)Kelly,toxic,39,6,False
"@SoftestMuffin @_tee13 @TorahBlaze at the end of the day, they call yo dumb ass monkey, picka'nanny hoe. But u luv them white devils","@SoftestMuffin @tee13 @TorahBlaze atomic number 85 the final stage of the 24-hour interval, the y cal y0 dunb a$s monky, pickan'anny ho3. But u luv them whie devis",toxic,145,26,False
"RT @seansteiger31: I don't gang bang ho, I jus gang bang these hoes &#128299;","RT @seansteiger31 : I perform n 't gang ba ng ho, I j us pack be intimate tehse h oes & # 128299 ;",toxic,95,20,False
@FattyyTooRaw well Ontario is like kind of a dump now that the ghetto moved here since its cheaper to live here so.. &#128514;,@attyyTooRaw considerably Lake Ontario i s similar kind of a deck nowadays that the gheto mvoed here since its cheaper to 1ive here therefore.. & # 128514 ;,toxic,149,27,False
#StopWhitePeople RT @ABC7: 9 cases of West Nile virus infections reported in Orange County this year; 105 dead birds found carrying virus,# StopWhietPeople RT @ABC7 : 9 case$ of Benjamin West Nile River vir us infections reported in Orange County this year ; 105 d ead birds fund transport vi rus,toxic,137,25,False
RT @thachosenkid321: @DonQuixtote he trash tbh #StartMikeVike,RT @thachsenkid321 : @DonQuixtote helium methamphetamine tb h # StartMikeVike,toxic,51,9,False
This game on some shit!! Haha playing that hoe high had me and my nigggs trippen haha,This spunky along more or less sit!! Haha playing th at hoe high had Maine and my ngggs tripen ha ha,toxic,111,19,False
